program,addr,name,size,seed_basis,annotated,type,basis,evidence,out_file
OemI2cDevices,000002E0,enable_interrupts,2,annotation,yes,,,,OemI2cDevices/000002E0.asm
OemI2cDevices,000002F0,disable_interrupts,2,annotation,yes,,,,OemI2cDevices/000002F0.asm
OemI2cDevices,00000300,read_eflags,3,annotation,yes,,,,OemI2cDevices/00000300.asm
OemI2cDevices,00000310,module_entry_point,116,annotation,yes,,,,OemI2cDevices/00000310.asm
OemI2cDevices,00000384,init_module_and_locate_guids,294,annotation,yes,,,,OemI2cDevices/00000384.asm
OemI2cDevices,000005CC,write_port_66_wait_d1_clear,98,annotation,yes,,,,OemI2cDevices/000005CC.asm
OemI2cDevices,00000630,drain_port_62_into_80_wait_d0,89,annotation,yes,,,,OemI2cDevices/00000630.asm
OemI2cDevices,0000068C,wait_port_66_d1_clear,77,annotation,yes,,,,OemI2cDevices/0000068C.asm
OemI2cDevices,000006DC,write_port_62_between_d1_polls,143,annotation,yes,,,,OemI2cDevices/000006DC.asm
OemI2cDevices,0000076C,FUN_0000076c,535,auto,no,,,,OemI2cDevices/0000076C.asm
OemI2cDevices,00000984,write_value_to_named_record,115,annotation,yes,,,,OemI2cDevices/00000984.asm
OemI2cDevices,00000B34,find_config_table_by_module_guid,105,annotation,yes,,,,OemI2cDevices/00000B34.asm
OemI2cDevices,00000BA0,FUN_00000ba0,96,auto,no,,,,OemI2cDevices/00000BA0.asm
OemI2cDevices,00000C00,scaled_delay_via_port_1808,49,annotation,yes,,,,OemI2cDevices/00000C00.asm
OemI2cDevices,00000CF0,directional_mem_copy,176,annotation,yes,,,,OemI2cDevices/00000CF0.asm
OemKbLightDxe,00000260,FUN_00000260,3,annotation,no,,,,OemKbLightDxe/00000260.asm
OemKbLightDxe,00000270,read_tsc64,10,annotation,yes,,,,OemKbLightDxe/00000270.asm
OemKbLightDxe,00000280,cpu_enable_interrupts,2,annotation,yes,,,,OemKbLightDxe/00000280.asm
OemKbLightDxe,00000290,cpu_disable_interrupts,2,annotation,yes,,,,OemKbLightDxe/00000290.asm
OemKbLightDxe,000002A0,read_rflags,3,annotation,yes,,,,OemKbLightDxe/000002A0.asm
OemKbLightDxe,00000310,module_entry_forward,28,annotation,yes,,,,OemKbLightDxe/00000310.asm
OemKbLightDxe,0000032C,init_match_record_and_call_iface,265,annotation,yes,,,,OemKbLightDxe/0000032C.asm
OemKbLightDxe,00000438,FUN_00000438,364,annotation,no,,,,OemKbLightDxe/00000438.asm
OemKbLightDxe,000005A4,FUN_000005a4,177,auto,no,,,,OemKbLightDxe/000005A4.asm
OemKbLightDxe,00000658,FUN_00000658,693,auto,no,,,,OemKbLightDxe/00000658.asm
OemKbLightDxe,00000910,wait_and_write_status_port,119,annotation,yes,,,,OemKbLightDxe/00000910.asm
OemKbLightDxe,00000988,flush_output_buffer_to_port_80,133,annotation,yes,,,,OemKbLightDxe/00000988.asm
OemKbLightDxe,00000A10,wait_status_bit1_clear,99,annotation,yes,,,,OemKbLightDxe/00000A10.asm
OemKbLightDxe,00000A74,FUN_00000a74,198,annotation,no,,,,OemKbLightDxe/00000A74.asm
OemKbLightDxe,00000B3C,write_reg_via_a2_a5_pair,95,annotation,yes,,,,OemKbLightDxe/00000B3C.asm
OemKbLightDxe,00000B9C,FUN_00000b9c,155,auto,no,,,,OemKbLightDxe/00000B9C.asm
OemKbLightDxe,00000C38,find_interface_by_16byte_id,105,annotation,yes,,,,OemKbLightDxe/00000C38.asm
OemKbLightDxe,00000CA4,busy_wait_port_1808_ticks,96,annotation,yes,,,,OemKbLightDxe/00000CA4.asm
OemKbLightDxe,00000D04,delay_convert_arg_to_ticks,49,annotation,yes,,,,OemKbLightDxe/00000D04.asm
OemKbLightSupportDxe,00000260,cpu_pause,3,annotation,yes,,,,OemKbLightSupportDxe/00000260.asm
OemKbLightSupportDxe,00000270,read_timestamp_counter,10,annotation,yes,,,,OemKbLightSupportDxe/00000270.asm
OemKbLightSupportDxe,00000280,sti_enable_interrupts,2,annotation,yes,,,,OemKbLightSupportDxe/00000280.asm
OemKbLightSupportDxe,00000290,cli_disable_interrupts,2,annotation,yes,,,,OemKbLightSupportDxe/00000290.asm
OemKbLightSupportDxe,000002A0,read_rflags,3,annotation,yes,,,,OemKbLightSupportDxe/000002A0.asm
OemKbLightSupportDxe,00000310,module_entry,19,annotation,yes,,,,OemKbLightSupportDxe/00000310.asm
OemKbLightSupportDxe,00000324,scan_record_list_and_register_notify,265,annotation,yes,,,,OemKbLightSupportDxe/00000324.asm
OemKbLightSupportDxe,00000430,read_state_byte_and_send_commands,177,annotation,yes,,,,OemKbLightSupportDxe/00000430.asm
OemKbLightSupportDxe,000004E4,write_controller_command_byte,119,annotation,yes,,,,OemKbLightSupportDxe/000004E4.asm
OemKbLightSupportDxe,0000055C,drain_controller_output_to_port_80,133,annotation,yes,,,,OemKbLightSupportDxe/0000055C.asm
OemKbLightSupportDxe,000005E4,wait_controller_input_buffer_empty,99,annotation,yes,,,,OemKbLightSupportDxe/000005E4.asm
OemKbLightSupportDxe,00000648,send_command_data_pair,198,annotation,yes,,,,OemKbLightSupportDxe/00000648.asm
OemKbLightSupportDxe,00000710,send_three_command_data_pairs,82,annotation,yes,,,,OemKbLightSupportDxe/00000710.asm
OemKbLightSupportDxe,00000764,find_table_entry_by_id,105,annotation,yes,,,,OemKbLightSupportDxe/00000764.asm
OemKbLightSupportDxe,000007D0,delay_counter_ticks,96,annotation,yes,,,,OemKbLightSupportDxe/000007D0.asm
OemKbLightSupportDxe,00000830,FUN_00000830,49,annotation,no,,,,OemKbLightSupportDxe/00000830.asm
OemManufactureModeDxe,000002C0,cpu_pause,3,annotation,yes,,,,OemManufactureModeDxe/000002C0.asm
OemManufactureModeDxe,000002D0,read_tsc,10,annotation,yes,,,,OemManufactureModeDxe/000002D0.asm
OemManufactureModeDxe,000002E0,enable_interrupts,2,annotation,yes,,,,OemManufactureModeDxe/000002E0.asm
OemManufactureModeDxe,000002F0,disable_interrupts,2,annotation,yes,,,,OemManufactureModeDxe/000002F0.asm
OemManufactureModeDxe,00000300,read_rflags,3,annotation,yes,,,,OemManufactureModeDxe/00000300.asm
OemManufactureModeDxe,00000310,module_entry,28,annotation,yes,,,,OemManufactureModeDxe/00000310.asm
OemManufactureModeDxe,0000032C,FUN_0000032c,265,annotation,no,,,,OemManufactureModeDxe/0000032C.asm
OemManufactureModeDxe,00000438,FUN_00000438,384,annotation,no,,,,OemManufactureModeDxe/00000438.asm
OemManufactureModeDxe,000005B8,ec_write_command_port,119,annotation,yes,,,,OemManufactureModeDxe/000005B8.asm
OemManufactureModeDxe,00000630,ec_drain_obf,133,annotation,yes,,,,OemManufactureModeDxe/00000630.asm
OemManufactureModeDxe,000006B8,ec_wait_ibf_clear,99,annotation,yes,,,,OemManufactureModeDxe/000006B8.asm
OemManufactureModeDxe,0000071C,ec_write_command_data,198,annotation,yes,,,,OemManufactureModeDxe/0000071C.asm
OemManufactureModeDxe,000007E4,find_config_table_by_guid,105,annotation,yes,,,,OemManufactureModeDxe/000007E4.asm
OemManufactureModeDxe,00000850,wait_port_1808_ticks,96,annotation,yes,,,,OemManufactureModeDxe/00000850.asm
OemManufactureModeDxe,000008B0,delay_microseconds,49,annotation,yes,,,,OemManufactureModeDxe/000008B0.asm
OemNetworkDxe,000002C0,cpu_pause,3,annotation,yes,,,,OemNetworkDxe/000002C0.asm
OemNetworkDxe,000002D0,read_timestamp_counter,10,annotation,yes,,,,OemNetworkDxe/000002D0.asm
OemNetworkDxe,000002E0,enable_interrupts,2,annotation,yes,,,,OemNetworkDxe/000002E0.asm
OemNetworkDxe,000002F0,disable_interrupts,2,annotation,yes,,,,OemNetworkDxe/000002F0.asm
OemNetworkDxe,00000300,read_eflags,3,annotation,yes,,,,OemNetworkDxe/00000300.asm
OemNetworkDxe,00000310,module_entry,28,annotation,yes,,,,OemNetworkDxe/00000310.asm
OemNetworkDxe,0000032C,FUN_0000032c,265,annotation,no,,,,OemNetworkDxe/0000032C.asm
OemNetworkDxe,00000438,read_modify_write_two_variables,410,annotation,yes,,,,OemNetworkDxe/00000438.asm
OemNetworkDxe,000005D4,find_config_table_entry,105,annotation,yes,,,,OemNetworkDxe/000005D4.asm
OemOcDxe,000002C0,cpu_pause,3,annotation,yes,,,,OemOcDxe/000002C0.asm
OemOcDxe,000002D0,read_timestamp_counter,10,annotation,yes,,,,OemOcDxe/000002D0.asm
OemOcDxe,000002E0,enable_interrupts,2,annotation,yes,,,,OemOcDxe/000002E0.asm
OemOcDxe,000002F0,disable_interrupts,2,annotation,yes,,,,OemOcDxe/000002F0.asm
OemOcDxe,00000300,read_rflags,3,annotation,yes,,,,OemOcDxe/00000300.asm
OemOcDxe,000003D0,entry,28,entry,no,,,,OemOcDxe/000003D0.asm
OemOcDxe,000003EC,FUN_000003ec,265,annotation,no,,,,OemOcDxe/000003EC.asm
OemOcDxe,000004F8,OemOcDxeMain,224,annotation,yes,,,,OemOcDxe/000004F8.asm
OemOcDxe,000005D8,MemOcGpio,161,annotation,yes,,,,OemOcDxe/000005D8.asm
OemOcDxe,0000067C,OcRecovery,299,annotation,yes,,,,OemOcDxe/0000067C.asm
OemOcDxe,000007A8,SyncOcVariables,571,annotation,yes,,,,OemOcDxe/000007A8.asm
OemOcDxe,000009E4,bounds_check_index_pair,132,annotation,yes,,,,OemOcDxe/000009E4.asm
OemOcDxe,00000A68,read_table_field_via_mmio,261,annotation,yes,,,,OemOcDxe/00000A68.asm
OemOcDxe,00000B70,FUN_00000b70,192,auto,no,,,,OemOcDxe/00000B70.asm
OemOcDxe,00000C30,PadOwnership,89,annotation,yes,,,,OemOcDxe/00000C30.asm
OemOcDxe,00000C8C,read_field_selector_6,79,annotation,yes,,,,OemOcDxe/00000C8C.asm
OemOcDxe,00000CDC,read_field_selector_7,79,annotation,yes,,,,OemOcDxe/00000CDC.asm
OemOcDxe,00000D2C,SbiClearLockTx,84,annotation,yes,,,,OemOcDxe/00000D2C.asm
OemOcDxe,00000D80,SbiSetLockTx,82,annotation,yes,,,,OemOcDxe/00000D80.asm
OemOcDxe,00000DD4,EcWritePortByte,119,annotation,yes,,,,OemOcDxe/00000DD4.asm
OemOcDxe,00000E4C,EcDrainObf,133,annotation,yes,,,,OemOcDxe/00000E4C.asm
OemOcDxe,00000ED4,EcWaitIbfClear,99,annotation,yes,,,,OemOcDxe/00000ED4.asm
OemOcDxe,00000F38,EcWriteCommandData,198,annotation,yes,,,,OemOcDxe/00000F38.asm
OemOcDxe,00001000,find_config_table_entry_by_guid,105,annotation,yes,,,,OemOcDxe/00001000.asm
OemOcDxe,0000106C,wait_port_1808_ticks,96,annotation,yes,,,,OemOcDxe/0000106C.asm
OemOcDxe,000010CC,FUN_000010cc,49,auto,no,,,,OemOcDxe/000010CC.asm
OemOcDxe,00001100,classify_device_id_word,87,annotation,yes,,,,OemOcDxe/00001100.asm
OemOcDxe,00001158,IsPchLp,66,annotation,yes,,,,OemOcDxe/00001158.asm
OemOcDxe,0000119C,MemOcSetGppB22Tx,157,annotation,yes,,,,OemOcDxe/0000119C.asm
OemOcDxe,0000123C,select_table_by_class,51,annotation,yes,,,,OemOcDxe/0000123C.asm
OemOcDxe,00001270,FUN_00001270,304,annotation,no,,,,OemOcDxe/00001270.asm
OemOcPei,FFF823B9,module_entry_dispatch_services,76,entry,yes,,,,OemOcPei/FFF823B9.asm
OemOcPei,FFF8254F,set_config_and_mmio_bit11,173,annotation,yes,,,,OemOcPei/FFF8254F.asm
OemOcPei,FFF825FC,FUN_fff825fc,91,auto,no,,,,OemOcPei/FFF825FC.asm
OemOcPei,FFF82657,FUN_fff82657,105,auto,no,,,,OemOcPei/FFF82657.asm
OemOcPei,FFF826C0,ec_drain_obf,109,annotation,yes,,,,OemOcPei/FFF826C0.asm
OemOcPei,FFF8272D,ec_wait_ibf_clear,82,annotation,yes,,,,OemOcPei/FFF8272D.asm
OemOcPei,FFF8277F,ec_write_command_data,63,annotation,yes,,,,OemOcPei/FFF8277F.asm
OemOcPei,FFF827BE,FUN_fff827be,53,auto,no,,,,OemOcPei/FFF827BE.asm
OemOcPei,FFF827F3,ec_read_reg_0741,129,annotation,yes,,,,OemOcPei/FFF827F3.asm
OemOcPei,FFF82874,port_1808_counter_delay,73,annotation,yes,,,,OemOcPei/FFF82874.asm
OemOcPei,FFF828BD,FUN_fff828bd,71,auto,no,,,,OemOcPei/FFF828BD.asm
OemOcPei,FFF82904,find_entry_by_16byte_key,118,annotation,yes,,,,OemOcPei/FFF82904.asm
OemOcPei,FFF82997,pci_config_read16,89,annotation,yes,,,,OemOcPei/FFF82997.asm
OemOcPei,FFF829F0,pci_config_write16,94,annotation,yes,,,,OemOcPei/FFF829F0.asm
OemOcPei,FFF82A4E,compare_16bytes,36,annotation,yes,,,,OemOcPei/FFF82A4E.asm
OemPowerModeDxe,000002C0,cpu_pause,3,annotation,yes,,,,OemPowerModeDxe/000002C0.asm
OemPowerModeDxe,000002D0,read_timestamp_counter,10,annotation,yes,,,,OemPowerModeDxe/000002D0.asm
OemPowerModeDxe,000002E0,enable_interrupts,2,annotation,yes,,,,OemPowerModeDxe/000002E0.asm
OemPowerModeDxe,000002F0,FUN_000002f0,2,annotation,no,,,,OemPowerModeDxe/000002F0.asm
OemPowerModeDxe,00000300,read_rflags,3,annotation,yes,,,,OemPowerModeDxe/00000300.asm
OemPowerModeDxe,00000310,module_entry_register_signal_event,118,annotation,yes,,,,OemPowerModeDxe/00000310.asm
OemPowerModeDxe,00000388,FUN_00000388,265,annotation,no,,,,OemPowerModeDxe/00000388.asm
OemPowerModeDxe,00000494,signal_notify_update_variables_and_registers,474,annotation,yes,,,,OemPowerModeDxe/00000494.asm
OemPowerModeDxe,00000670,write_port_byte_after_wait,119,annotation,yes,,,,OemPowerModeDxe/00000670.asm
OemPowerModeDxe,000006E8,drain_data_port_to_port_80,133,annotation,yes,,,,OemPowerModeDxe/000006E8.asm
OemPowerModeDxe,00000770,wait_port_input_buffer_empty,99,annotation,yes,,,,OemPowerModeDxe/00000770.asm
OemPowerModeDxe,000007D4,exchange_command_and_data_byte,198,annotation,yes,,,,OemPowerModeDxe/000007D4.asm
OemPowerModeDxe,0000089C,read_port_register_byte,155,annotation,yes,,,,OemPowerModeDxe/0000089C.asm
OemPowerModeDxe,00000938,find_config_table_entry_by_guid,105,annotation,yes,,,,OemPowerModeDxe/00000938.asm
OemPowerModeDxe,000009A4,wait_port_1808_ticks,96,annotation,yes,,,,OemPowerModeDxe/000009A4.asm
OemPowerModeDxe,00000A04,usec_to_port_1808_ticks,49,annotation,yes,,,,OemPowerModeDxe/00000A04.asm
OemQkeyDxe,000002C0,cpu_pause,3,annotation,yes,,,,OemQkeyDxe/000002C0.asm
OemQkeyDxe,000002D0,read_timestamp_counter,10,annotation,yes,,,,OemQkeyDxe/000002D0.asm
OemQkeyDxe,000002E0,enable_interrupts,2,annotation,yes,,,,OemQkeyDxe/000002E0.asm
OemQkeyDxe,000002F0,disable_interrupts,2,annotation,yes,,,,OemQkeyDxe/000002F0.asm
OemQkeyDxe,00000300,read_rflags,3,annotation,yes,,,,OemQkeyDxe/00000300.asm
OemQkeyDxe,00000310,module_entry_point,28,annotation,yes,,,,OemQkeyDxe/00000310.asm
OemQkeyDxe,0000032C,FUN_0000032c,265,annotation,no,,,,OemQkeyDxe/0000032C.asm
OemQkeyDxe,00000438,FUN_00000438,757,annotation,no,,,,OemQkeyDxe/00000438.asm
OemQkeyDxe,00000730,write_byte_to_status_port_after_poll,119,annotation,yes,,,,OemQkeyDxe/00000730.asm
OemQkeyDxe,000007A8,FUN_000007a8,133,annotation,no,,,,OemQkeyDxe/000007A8.asm
OemQkeyDxe,00000830,wait_status_port_bit1_clear,99,annotation,yes,,,,OemQkeyDxe/00000830.asm
OemQkeyDxe,00000894,exchange_command_and_data_byte,198,annotation,yes,,,,OemQkeyDxe/00000894.asm
OemQkeyDxe,0000095C,find_guid_in_18byte_record_array,105,annotation,yes,,,,OemQkeyDxe/0000095C.asm
OemQkeyDxe,000009C8,wait_port_1808_ticks,96,annotation,yes,,,,OemQkeyDxe/000009C8.asm
OemQkeyDxe,00000A28,scale_argument_to_ticks_and_wait,49,annotation,yes,,,,OemQkeyDxe/00000A28.asm
OemSWBoardIDDxe,000002C0,cpu_pause,3,annotation,yes,,,,OemSWBoardIDDxe/000002C0.asm
OemSWBoardIDDxe,000002D0,read_timestamp_counter,10,annotation,yes,,,,OemSWBoardIDDxe/000002D0.asm
OemSWBoardIDDxe,000002E0,enable_interrupts,2,annotation,yes,,,,OemSWBoardIDDxe/000002E0.asm
OemSWBoardIDDxe,000002F0,disable_interrupts,2,annotation,yes,,,,OemSWBoardIDDxe/000002F0.asm
OemSWBoardIDDxe,00000300,read_flags,3,annotation,yes,,,,OemSWBoardIDDxe/00000300.asm
OemSWBoardIDDxe,00000310,module_init_entry,28,annotation,yes,,,,OemSWBoardIDDxe/00000310.asm
OemSWBoardIDDxe,0000032C,scan_table_for_matching_record,265,annotation,yes,,,,OemSWBoardIDDxe/0000032C.asm
OemSWBoardIDDxe,00000438,program_indexed_ports_by_flags,352,annotation,yes,,,,OemSWBoardIDDxe/00000438.asm
OemSWBoardIDDxe,00000598,write_command_port_byte,119,annotation,yes,,,,OemSWBoardIDDxe/00000598.asm
OemSWBoardIDDxe,00000610,flush_data_port_to_80,133,annotation,yes,,,,OemSWBoardIDDxe/00000610.asm
OemSWBoardIDDxe,00000698,wait_port_ready_bit,99,annotation,yes,,,,OemSWBoardIDDxe/00000698.asm
OemSWBoardIDDxe,000006FC,FUN_000006fc,198,auto,no,,,,OemSWBoardIDDxe/000006FC.asm
OemSWBoardIDDxe,000007C4,find_table_entry_by_guid,105,annotation,yes,,,,OemSWBoardIDDxe/000007C4.asm
OemSWBoardIDDxe,00000830,wait_port_counter_ticks,96,annotation,yes,,,,OemSWBoardIDDxe/00000830.asm
OemSWBoardIDDxe,00000890,FUN_00000890,49,auto,no,,,,OemSWBoardIDDxe/00000890.asm
OemServiceDxe,000002A0,zero_memory,29,annotation,yes,,,,OemServiceDxe/000002A0.asm
OemServiceDxe,000002C0,copy_memory,60,annotation,yes,,,,OemServiceDxe/000002C0.asm
OemServiceDxe,00000300,cpu_pause,3,annotation,yes,,,,OemServiceDxe/00000300.asm
OemServiceDxe,00000310,FUN_00000310,10,annotation,no,,,,OemServiceDxe/00000310.asm
OemServiceDxe,00000320,enable_interrupts,2,annotation,yes,,,,OemServiceDxe/00000320.asm
OemServiceDxe,00000330,disable_interrupts,2,annotation,yes,,,,OemServiceDxe/00000330.asm
OemServiceDxe,00000340,read_eflags,3,annotation,yes,,,,OemServiceDxe/00000340.asm
OemServiceDxe,00000350,module_entry,43,annotation,yes,,,,OemServiceDxe/00000350.asm
OemServiceDxe,0000037C,walk_typed_table_for_guid,294,annotation,yes,,,,OemServiceDxe/0000037C.asm
OemServiceDxe,000004A4,FUN_000004a4,452,auto,no,,,,OemServiceDxe/000004A4.asm
OemServiceDxe,000007C8,FUN_000007c8,131,auto,no,,,,OemServiceDxe/000007C8.asm
OemServiceDxe,00000A08,FUN_00000a08,602,auto,no,,,,OemServiceDxe/00000A08.asm
OemServiceDxe,00000C64,forward_to_variable_sync,55,annotation,yes,,,,OemServiceDxe/00000C64.asm
OemServiceDxe,00000C9C,FUN_00000c9c,143,auto,no,,,,OemServiceDxe/00000C9C.asm
OemServiceDxe,00000D2C,write_byte_to_selected_port,119,annotation,yes,,,,OemServiceDxe/00000D2C.asm
OemServiceDxe,00000DA4,drain_output_buffer_to_port_80,133,annotation,yes,,,,OemServiceDxe/00000DA4.asm
OemServiceDxe,00000E2C,wait_port_bit1_clear,99,annotation,yes,,,,OemServiceDxe/00000E2C.asm
OemServiceDxe,00000E90,write_two_bytes_to_port_pair,198,annotation,yes,,,,OemServiceDxe/00000E90.asm
OemServiceDxe,00000F58,write_register_a3_a2_a5,95,annotation,yes,,,,OemServiceDxe/00000F58.asm
OemServiceDxe,00000FB8,read_register_a3_a2_a4,155,annotation,yes,,,,OemServiceDxe/00000FB8.asm
OemServiceDxe,00001054,find_record_by_id,105,annotation,yes,,,,OemServiceDxe/00001054.asm
OemServiceDxe,000010C0,FUN_000010c0,96,auto,no,,,,OemServiceDxe/000010C0.asm
OemServiceDxe,00001120,delay_by_counter_ticks,49,annotation,yes,,,,OemServiceDxe/00001120.asm
OemServiceSmm,00001000,save_cpu_context_and_jump,194,annotation,yes,,,,OemServiceSmm/00001000.asm
OemServiceSmm,000010D0,restore_cpu_context_and_jump,172,annotation,yes,,,,OemServiceSmm/000010D0.asm
OemServiceSmm,00001180,memcpy_forward_or_reverse,60,annotation,yes,,,,OemServiceSmm/00001180.asm
OemServiceSmm,000011C0,memset_zero,29,annotation,yes,,,,OemServiceSmm/000011C0.asm
OemServiceSmm,000011E0,memset_byte,17,annotation,yes,,,,OemServiceSmm/000011E0.asm
OemServiceSmm,00001200,memcmp_bytes,29,annotation,yes,,,,OemServiceSmm/00001200.asm
OemServiceSmm,00001260,cpu_relax_pause,3,annotation,yes,,,,OemServiceSmm/00001260.asm
OemServiceSmm,00001270,read_timestamp_counter,10,annotation,yes,,,,OemServiceSmm/00001270.asm
OemServiceSmm,00001280,enable_interrupts,2,annotation,yes,,,,OemServiceSmm/00001280.asm
OemServiceSmm,00001290,disable_interrupts,2,annotation,yes,,,,OemServiceSmm/00001290.asm
OemServiceSmm,000012A0,read_flags_register,3,annotation,yes,,,,OemServiceSmm/000012A0.asm
OemServiceSmm,000012B0,entry,135,entry,no,,,,OemServiceSmm/000012B0.asm
OemServiceSmm,00001338,FUN_00001338,502,auto,no,,,,OemServiceSmm/00001338.asm
OemServiceSmm,00001530,append_text_record_to_output,146,annotation,yes,,,,OemServiceSmm/00001530.asm
OemServiceSmm,000015C4,output_contains_record_named,246,annotation,yes,,,,OemServiceSmm/000015C4.asm
OemServiceSmm,000016BC,get_argument_string_for_record,359,annotation,yes,,,,OemServiceSmm/000016BC.asm
OemServiceSmm,00001824,get_trailing_value_for_named_record,262,annotation,yes,,,,OemServiceSmm/00001824.asm
OemServiceSmm,0000192C,FUN_0000192c,123,auto,no,,,,OemServiceSmm/0000192C.asm
OemServiceSmm,000019A8,parse_number_string_auto_base,82,annotation,yes,,,,OemServiceSmm/000019A8.asm
OemServiceSmm,000019FC,clear_output_buffer,36,annotation,yes,,,,OemServiceSmm/000019FC.asm
OemServiceSmm,00001B2C,FUN_00001b2c,287,auto,no,,,,OemServiceSmm/00001B2C.asm
OemServiceSmm,00001C4C,dispatch_command_by_table_id,173,annotation,yes,,,,OemServiceSmm/00001C4C.asm
OemServiceSmm,00001CFC,register_sw_dispatch_handler,522,annotation,yes,,,,OemServiceSmm/00001CFC.asm
OemServiceSmm,00001F08,locate_protocols_and_register_dispatch,286,annotation,yes,,,,OemServiceSmm/00001F08.asm
OemServiceSmm,00002028,handle_gpu_clock_command,562,annotation,yes,,,,OemServiceSmm/00002028.asm
OemServiceSmm,0000225C,append_clock_help_text,101,annotation,yes,,,,OemServiceSmm/0000225C.asm
OemServiceSmm,000022C4,dispatch_clock_command,168,annotation,yes,,,,OemServiceSmm/000022C4.asm
OemServiceSmm,0000236C,FUN_0000236c,387,auto,no,,,,OemServiceSmm/0000236C.asm
OemServiceSmm,000024F0,append_board_id_help_text,176,annotation,yes,,,,OemServiceSmm/000024F0.asm
OemServiceSmm,00002648,read_modify_write_fixed_port_page,370,annotation,yes,,,,OemServiceSmm/00002648.asm
OemServiceSmm,000027BC,FUN_000027bc,69,auto,no,,,,OemServiceSmm/000027BC.asm
OemServiceSmm,00002804,set_oem_var_byte_in_0xb4_block,166,annotation,yes,,,,OemServiceSmm/00002804.asm
OemServiceSmm,000028AC,handle_set_tdr,287,annotation,yes,,,,OemServiceSmm/000028AC.asm
OemServiceSmm,000029CC,append_settdr_help,71,annotation,yes,,,,OemServiceSmm/000029CC.asm
OemServiceSmm,00002AC4,append_notebook_type_help,345,annotation,yes,,,,OemServiceSmm/00002AC4.asm
OemServiceSmm,00002C20,FUN_00002c20,315,auto,no,,,,OemServiceSmm/00002C20.asm
OemServiceSmm,00002D5C,set_notebook_type,376,annotation,yes,,,,OemServiceSmm/00002D5C.asm
OemServiceSmm,00002ED4,set_notebook_mode,376,annotation,yes,,,,OemServiceSmm/00002ED4.asm
OemServiceSmm,0000304C,set_notebook_mode_table,569,annotation,yes,,,,OemServiceSmm/0000304C.asm
OemServiceSmm,00003288,dispatch_notebook_command,183,annotation,yes,,,,OemServiceSmm/00003288.asm
OemServiceSmm,00003340,FUN_00003340,460,auto,no,,,,OemServiceSmm/00003340.asm
OemServiceSmm,0000350C,append_setkbl_help,86,annotation,yes,,,,OemServiceSmm/0000350C.asm
OemServiceSmm,00003564,dispatch_setkbl_command,110,annotation,yes,,,,OemServiceSmm/00003564.asm
OemServiceSmm,000035D4,print_ledkb_status_bytes,422,annotation,yes,,,,OemServiceSmm/000035D4.asm
OemServiceSmm,0000377C,handle_ledkb_set_data,650,annotation,yes,,,,OemServiceSmm/0000377C.asm
OemServiceSmm,00003A08,append_ledkb_help,86,annotation,yes,,,,OemServiceSmm/00003A08.asm
OemServiceSmm,00003A60,dispatch_ledkb_command,118,annotation,yes,,,,OemServiceSmm/00003A60.asm
OemServiceSmm,00003AD8,append_adaptor_type_help,161,annotation,yes,,,,OemServiceSmm/00003AD8.asm
OemServiceSmm,00003B7C,get_adaptor_type_name,170,annotation,yes,,,,OemServiceSmm/00003B7C.asm
OemServiceSmm,00003C28,set_adaptor_type,376,annotation,yes,,,,OemServiceSmm/00003C28.asm
OemServiceSmm,00003E24,append_me_unlock_help,79,annotation,yes,,,,OemServiceSmm/00003E24.asm
OemServiceSmm,00003E74,set_me_region_lock,316,annotation,yes,,,,OemServiceSmm/00003E74.asm
OemServiceSmm,000040B8,print_usb_light_bar_mode,402,annotation,yes,,,,OemServiceSmm/000040B8.asm
OemServiceSmm,0000424C,FUN_0000424c,670,auto,no,,,,OemServiceSmm/0000424C.asm
OemServiceSmm,000044EC,append_usb_light_bar_help,146,annotation,yes,,,,OemServiceSmm/000044EC.asm
OemServiceSmm,00004580,dispatch_usb_light_bar_command,145,annotation,yes,,,,OemServiceSmm/00004580.asm
OemServiceSmm,00004614,report_flash_write_status,141,annotation,yes,,,,OemServiceSmm/00004614.asm
OemServiceSmm,000046A4,write_oem_var_word_and_three_bytes,230,annotation,yes,,,,OemServiceSmm/000046A4.asm
OemServiceSmm,0000478C,FUN_0000478c,3277,auto,no,,,,OemServiceSmm/0000478C.asm
OemServiceSmm,0000545C,handle_set_rgb_components,699,annotation,yes,,,,OemServiceSmm/0000545C.asm
OemServiceSmm,00005718,append_setapctrl_help,281,annotation,yes,,,,OemServiceSmm/00005718.asm
OemServiceSmm,00005834,dispatch_setapctrl_command,576,annotation,yes,,,,OemServiceSmm/00005834.asm
OemServiceSmm,00005B30,get_modify_set_oem_var_byte,166,annotation,yes,,,,OemServiceSmm/00005B30.asm
OemServiceSmm,00005BD8,append_color_calibration_help,71,annotation,yes,,,,OemServiceSmm/00005BD8.asm
OemServiceSmm,00005C20,handle_set_color_calibration,271,annotation,yes,,,,OemServiceSmm/00005C20.asm
OemServiceSmm,00005DF4,append_rwblock0_help,101,annotation,yes,,,,OemServiceSmm/00005DF4.asm
OemServiceSmm,00005E5C,append_rwblock0adv_help,116,annotation,yes,,,,OemServiceSmm/00005E5C.asm
OemServiceSmm,00005ED0,parse_offset_argument,135,annotation,yes,,,,OemServiceSmm/00005ED0.asm
OemServiceSmm,00005F58,parse_range_argument,255,annotation,yes,,,,OemServiceSmm/00005F58.asm
