program,addr,name,size,seed_basis,annotated,type,basis,evidence,out_file
OemGlobalNvsDxe,00000B10,FUN_00000b10,133,annotation,no,,,,OemGlobalNvsDxe.c
OemGlobalNvsDxe,00000B98,wait_status_port_bit1_clear,99,annotation,yes,ec-io,hand-decoded,bios/ghidra/listings/OemGlobalNvsDxe/00000B98.asm; bios/decompiled/OemGlobalNvsDxe.c,OemGlobalNvsDxe.c
OemGlobalNvsDxe,00000BFC,write_two_bytes_to_port_pair,198,annotation,yes,ec-io,hand-decoded,bios/ghidra/listings/OemGlobalNvsDxe/00000BFC.asm; bios/decompiled/OemGlobalNvsDxe.c,OemGlobalNvsDxe.c
OemGlobalNvsDxe,00000CC4,FUN_00000cc4,155,auto,no,,,,OemGlobalNvsDxe.c
OemGlobalNvsDxe,00000D60,alloc_via_table_offset_0x40,43,annotation,yes,state,hand-decoded,bios/ghidra/listings/OemGlobalNvsDxe/00000D60.asm; bios/decompiled/OemGlobalNvsDxe.c,OemGlobalNvsDxe.c
OemGlobalNvsDxe,00000D8C,alloc_and_zero_0x7d8_buffer,57,annotation,yes,state,hand-decoded,bios/ghidra/listings/OemGlobalNvsDxe/00000D8C.asm; bios/decompiled/OemGlobalNvsDxe.c,OemGlobalNvsDxe.c
OemGlobalNvsDxe,00000DC8,find_padded_key_in_table,213,annotation,yes,logic,hand-decoded,bios/ghidra/listings/OemGlobalNvsDxe/00000DC8.asm; bios/decompiled/OemGlobalNvsDxe.c,OemGlobalNvsDxe.c
OemGlobalNvsDxe,00000EA0,store_value_by_width_code,109,annotation,yes,writer,hand-decoded,bios/ghidra/listings/OemGlobalNvsDxe/00000EA0.asm; bios/decompiled/OemGlobalNvsDxe.c,OemGlobalNvsDxe.c
OemGlobalNvsDxe,00000F10,FUN_00000f10,205,auto,no,,,,OemGlobalNvsDxe.c
OemGlobalNvsDxe,00000FE0,find_guid_in_saved_table,96,annotation,yes,logic,hand-decoded,bios/ghidra/listings/OemGlobalNvsDxe/00000FE0.asm; bios/decompiled/OemGlobalNvsDxe.c,OemGlobalNvsDxe.c
OemGlobalNvsDxe,00001040,lookup_cached_table_entry,47,annotation,yes,protocol,hand-decoded,bios/ghidra/listings/OemGlobalNvsDxe/00001040.asm; bios/decompiled/OemGlobalNvsDxe.c,OemGlobalNvsDxe.c
OemGlobalNvsDxe,00001070,delay_us_via_port_0x1808,96,annotation,yes,delay,hand-decoded,bios/ghidra/listings/OemGlobalNvsDxe/00001070.asm; bios/decompiled/OemGlobalNvsDxe.c,OemGlobalNvsDxe.c
OemGlobalNvsDxe,000010D0,convert_us_to_timer_units,49,annotation,yes,delay,hand-decoded,bios/ghidra/listings/OemGlobalNvsDxe/000010D0.asm; bios/decompiled/OemGlobalNvsDxe.c,OemGlobalNvsDxe.c
OemGlobalNvsDxe,000011C0,memcpy_forward_or_reverse,176,annotation,yes,copy,hand-decoded,bios/ghidra/listings/OemGlobalNvsDxe/000011C0.asm; bios/decompiled/OemGlobalNvsDxe.c,OemGlobalNvsDxe.c
OemGlobalNvsSmm,00001000,save_cpu_context_to_frame,194,annotation,yes,state,hand-decoded,bios/ghidra/listings/OemGlobalNvsSmm/00001000.asm; bios/decompiled/OemGlobalNvsSmm.c,OemGlobalNvsSmm.c
OemGlobalNvsSmm,000010D0,restore_cpu_context_from_frame,172,annotation,yes,state,hand-decoded,bios/ghidra/listings/OemGlobalNvsSmm/000010D0.asm; bios/decompiled/OemGlobalNvsSmm.c,OemGlobalNvsSmm.c
OemGlobalNvsSmm,00001180,memmove,60,annotation,yes,copy,hand-decoded,bios/ghidra/listings/OemGlobalNvsSmm/00001180.asm; bios/decompiled/OemGlobalNvsSmm.c,OemGlobalNvsSmm.c
OemGlobalNvsSmm,000011C0,cpu_pause,3,annotation,yes,delay,hand-decoded,bios/ghidra/listings/OemGlobalNvsSmm/000011C0.asm; bios/decompiled/OemGlobalNvsSmm.c,OemGlobalNvsSmm.c
OemGlobalNvsSmm,000011D0,read_tsc_64bit,10,annotation,yes,reader,hand-decoded,bios/ghidra/listings/OemGlobalNvsSmm/000011D0.asm; bios/decompiled/OemGlobalNvsSmm.c,OemGlobalNvsSmm.c
OemGlobalNvsSmm,000011E0,enable_interrupts,2,annotation,yes,state,hand-decoded,bios/ghidra/listings/OemGlobalNvsSmm/000011E0.asm; bios/decompiled/OemGlobalNvsSmm.c,OemGlobalNvsSmm.c
OemGlobalNvsSmm,000011F0,disable_interrupts,2,annotation,yes,state,hand-decoded,bios/ghidra/listings/OemGlobalNvsSmm/000011F0.asm; bios/decompiled/OemGlobalNvsSmm.c,OemGlobalNvsSmm.c
OemGlobalNvsSmm,00001200,read_rflags,3,annotation,yes,reader,hand-decoded,bios/ghidra/listings/OemGlobalNvsSmm/00001200.asm; bios/decompiled/OemGlobalNvsSmm.c,OemGlobalNvsSmm.c
OemGlobalNvsSmm,00001230,smm_entry_save_context_and_register_handler,177,entry,yes,module-entry,hand-decoded,bios/ghidra/listings/OemGlobalNvsSmm/00001230.asm; bios/decompiled/OemGlobalNvsSmm.c,OemGlobalNvsSmm.c
OemGlobalNvsSmm,000012E4,FUN_000012e4,502,auto,no,,,,OemGlobalNvsSmm.c
OemGlobalNvsSmm,000014DC,ret_stub,3,annotation,yes,unresolved,hand-decoded,bios/ghidra/listings/OemGlobalNvsSmm/000014DC.asm; bios/decompiled/OemGlobalNvsSmm.c,OemGlobalNvsSmm.c
OemGlobalNvsSmm,000014E0,copy_to_global_0x21f8,35,annotation,yes,copy,hand-decoded,bios/ghidra/listings/OemGlobalNvsSmm/000014E0.asm; bios/decompiled/OemGlobalNvsSmm.c,OemGlobalNvsSmm.c
OemGlobalNvsSmm,00001504,FUN_00001504,67,auto,no,,,,OemGlobalNvsSmm.c
OemGlobalNvsSmm,00001548,query_interface_via_offset_0x50,46,annotation,yes,protocol,hand-decoded,bios/ghidra/listings/OemGlobalNvsSmm/00001548.asm; bios/decompiled/OemGlobalNvsSmm.c,OemGlobalNvsSmm.c
OemGlobalNvsSmm,00001578,forward_by_range_test,57,annotation,yes,forwarder,hand-decoded,bios/ghidra/listings/OemGlobalNvsSmm/00001578.asm; bios/decompiled/OemGlobalNvsSmm.c,OemGlobalNvsSmm.c
OemGlobalNvsSmm,000015B4,find_cached_entry_by_16_byte_key,105,annotation,yes,reader,hand-decoded,bios/ghidra/listings/OemGlobalNvsSmm/000015B4.asm; bios/decompiled/OemGlobalNvsSmm.c,OemGlobalNvsSmm.c
OemHddHeadParkSmm,00001000,save_cpu_context_and_jump,194,annotation,yes,state,hand-decoded,bios/ghidra/listings/OemHddHeadParkSmm/00001000.asm; bios/decompiled/OemHddHeadParkSmm.c,OemHddHeadParkSmm.c
OemHddHeadParkSmm,000010D0,restore_cpu_context_and_jump,172,annotation,yes,state,hand-decoded,bios/ghidra/listings/OemHddHeadParkSmm/000010D0.asm; bios/decompiled/OemHddHeadParkSmm.c,OemHddHeadParkSmm.c
OemHddHeadParkSmm,00001180,module_entry_locate_and_dispatch,160,annotation,yes,module-entry,hand-decoded,bios/ghidra/listings/OemHddHeadParkSmm/00001180.asm; bios/decompiled/OemHddHeadParkSmm.c,OemHddHeadParkSmm.c
OemHddHeadParkSmm,000012C0,locate_three_protocols_and_invoke,219,annotation,yes,protocol,hand-decoded,bios/ghidra/listings/OemHddHeadParkSmm/000012C0.asm; bios/decompiled/OemHddHeadParkSmm.c,OemHddHeadParkSmm.c
OemHddHeadParkSmm,0000139C,nop_stub_return,3,annotation,yes,unresolved,hand-decoded,bios/ghidra/listings/OemHddHeadParkSmm/0000139C.asm; bios/decompiled/OemHddHeadParkSmm.c,OemHddHeadParkSmm.c
OemHddHeadParkSmm,000013A0,find_table_entry_by_16_byte_id,269,annotation,yes,reader,hand-decoded,bios/ghidra/listings/OemHddHeadParkSmm/000013A0.asm; bios/decompiled/OemHddHeadParkSmm.c,OemHddHeadParkSmm.c
OemHddHeadParkSmm,000014B0,protocol_vtbl0_call_with_5_args,124,annotation,yes,protocol,hand-decoded,bios/ghidra/listings/OemHddHeadParkSmm/000014B0.asm; bios/decompiled/OemHddHeadParkSmm.c,OemHddHeadParkSmm.c
OemHddHeadParkSmm,0000152C,protocol_vtbl10_call_with_null_args,104,annotation,yes,protocol,hand-decoded,bios/ghidra/listings/OemHddHeadParkSmm/0000152C.asm; bios/decompiled/OemHddHeadParkSmm.c,OemHddHeadParkSmm.c
OemHddHeadParkSmm,0000159C,branch_on_value_4_or_5,53,annotation,yes,logic,hand-decoded,bios/ghidra/listings/OemHddHeadParkSmm/0000159C.asm; bios/decompiled/OemHddHeadParkSmm.c,OemHddHeadParkSmm.c
OemHddHeadParkSmm,000015D4,out_port_80_then_call_vtbl_68,272,annotation,yes,dispatch,hand-decoded,bios/ghidra/listings/OemHddHeadParkSmm/000015D4.asm; bios/decompiled/OemHddHeadParkSmm.c,OemHddHeadParkSmm.c
OemHddHeadParkSmm,00001730,memset_u8,81,annotation,yes,copy,hand-decoded,bios/ghidra/listings/OemHddHeadParkSmm/00001730.asm; bios/decompiled/OemHddHeadParkSmm.c,OemHddHeadParkSmm.c
OemHooks,00000260,cpu_pause,3,annotation,yes,delay,hand-decoded,bios/ghidra/listings/OemHooks/00000260.asm; bios/decompiled/OemHooks.c,OemHooks.c
OemHooks,00000270,read_tsc,10,annotation,yes,reader,hand-decoded,bios/ghidra/listings/OemHooks/00000270.asm; bios/decompiled/OemHooks.c,OemHooks.c
OemHooks,00000280,enable_interrupts,2,annotation,yes,state,hand-decoded,bios/ghidra/listings/OemHooks/00000280.asm; bios/decompiled/OemHooks.c,OemHooks.c
OemHooks,00000290,disable_interrupts,2,annotation,yes,state,hand-decoded,bios/ghidra/listings/OemHooks/00000290.asm; bios/decompiled/OemHooks.c,OemHooks.c
OemHooks,000002A0,read_eflags,3,annotation,yes,reader,hand-decoded,bios/ghidra/listings/OemHooks/000002A0.asm; bios/decompiled/OemHooks.c,OemHooks.c
OemHooks,00000310,entry,28,annotation,no,,,,OemHooks.c
OemHooks,0000032C,lookup_record_table_and_invoke,265,annotation,yes,module-entry,hand-decoded,bios/ghidra/listings/OemHooks/0000032C.asm; bios/decompiled/OemHooks.c,OemHooks.c
OemHooks,00000438,FUN_00000438,850,annotation,no,,,,OemHooks.c
OemHooks,0000078C,ec_write_port_byte,119,annotation,yes,ec-io,hand-decoded,bios/ghidra/listings/OemHooks/0000078C.asm; bios/decompiled/OemHooks.c; ec/annotations/registers.yaml,OemHooks.c
OemHooks,00000804,FUN_00000804,133,auto,no,,,,OemHooks.c
OemHooks,0000088C,ec_wait_ibf_clear,99,annotation,yes,ec-io,hand-decoded,bios/ghidra/listings/OemHooks/0000088C.asm; bios/decompiled/OemHooks.c; ec/annotations/registers.yaml,OemHooks.c
OemHooks,000008F0,ec_write_command_data,198,annotation,yes,ec-io,hand-decoded,bios/ghidra/listings/OemHooks/000008F0.asm; bios/decompiled/OemHooks.c; ec/annotations/registers.yaml,OemHooks.c
OemHooks,000009B8,ec_write_reg_byte,72,annotation,yes,ec-io,hand-decoded,bios/ghidra/listings/OemHooks/000009B8.asm; bios/decompiled/OemHooks.c; ec/annotations/registers.yaml,OemHooks.c
OemHooks,00000A00,ec_read_reg_byte,155,annotation,yes,ec-io,hand-decoded,bios/ghidra/listings/OemHooks/00000A00.asm; bios/decompiled/OemHooks.c; ec/annotations/registers.yaml,OemHooks.c
OemHooks,00000A9C,find_cached_entry_by_tag,105,annotation,yes,state,hand-decoded,bios/ghidra/listings/OemHooks/00000A9C.asm; bios/decompiled/OemHooks.c,OemHooks.c
OemHooks,00000B08,delay_by_counter_ticks,96,annotation,yes,delay,hand-decoded,bios/ghidra/listings/OemHooks/00000B08.asm; bios/decompiled/OemHooks.c,OemHooks.c
OemHooks,00000B68,FUN_00000b68,49,auto,no,,,,OemHooks.c
OemHooksPei,FFF81031,entry,334,entry,no,,,,OemHooksPei.c
OemHooksPei,FFF8117F,FUN_fff8117f,77,auto,no,,,,OemHooksPei.c
OemHooksPei,FFF811CC,read_pad_config_word,193,annotation,yes,reader,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF811CC.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF812B0,set_pad_index6_or_7_word,157,annotation,yes,writer,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF812B0.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF8134D,set_composite_pad_value,58,annotation,yes,writer,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF8134D.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF81387,read_pad_bit_field,106,annotation,yes,reader,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF81387.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF813F1,read_index6_word,44,annotation,yes,reader,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF813F1.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF8141D,FUN_fff8141d,79,auto,no,,,,OemHooksPei.c
OemHooksPei,FFF8146C,read_index7_word,44,annotation,yes,reader,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF8146C.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF81498,FUN_fff81498,79,auto,no,,,,OemHooksPei.c
OemHooksPei,FFF814E7,clear_index6_bits,48,annotation,yes,writer,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF814E7.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF81517,write_index6_mask,45,annotation,yes,writer,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF81517.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF81544,write_index6_bit,33,annotation,yes,writer,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF81544.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF81565,clear_index7_bits,48,annotation,yes,writer,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF81565.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF81595,write_index7_mask,45,annotation,yes,writer,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF81595.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF815C2,compute_max_entry_bound,27,annotation,yes,math,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF815C2.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF815DD,compute_min_entry_bound,25,annotation,yes,math,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF815DD.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF815F6,classify_device_id,74,annotation,yes,logic,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF815F6.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF81640,is_device_class_2,15,annotation,yes,logic,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF81640.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF8164F,is_device_class_1,15,annotation,yes,logic,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF8164F.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF8165E,swap_dword_halves,39,annotation,yes,math,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF8165E.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF81685,FUN_fff81685,173,auto,no,,,,OemHooksPei.c
OemHooksPei,FFF81732,write_cfg_magic_word,81,annotation,yes,writer,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF81732.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF81783,write_port_0x66,71,annotation,yes,writer,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF81783.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF817CA,write_port_0x62,74,annotation,yes,writer,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF817CA.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF81814,drain_port_0x62_to_0x80,74,annotation,yes,copy,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF81814.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF8185E,wait_for_port_0x66_bit1,59,annotation,yes,delay,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF8185E.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF81899,write_two_bytes_via_0x66_0x62,51,annotation,yes,copy,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF81899.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF818CC,write_three_bytes_via_0x66_0x62,51,annotation,yes,writer,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF818CC.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF818FF,delay_1808_counter,73,annotation,yes,delay,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF818FF.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF81948,scale_count_then_busy_wait,71,annotation,yes,delay,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF81948.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF8198F,is_callee_out_value_zero,23,annotation,yes,logic,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF8198F.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF819A6,check_selector_within_table_range,88,annotation,yes,gate,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF819A6.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF819FE,set_bitfield_in_mapped_register,223,annotation,yes,writer,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF819FE.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF81ADD,select_table_by_platform_predicate,35,annotation,yes,logic,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF81ADD.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF81B00,FUN_fff81b00,264,auto,no,,,,OemHooksPei.c
OemHooksPei,FFF81C08,check_flag_bit12_after_predicate,30,annotation,yes,gate,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF81C08.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF81C26,read_flag_bit_from_selected_dword,34,annotation,yes,reader,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF81C26.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF81C65,read_config_word_via_cf8_cfc,89,annotation,yes,reader,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF81C65.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksPei,FFF81CBE,write_config_word_via_cf8_cfc,94,annotation,yes,writer,hand-decoded,bios/ghidra/listings/OemHooksPei/FFF81CBE.asm; bios/decompiled/OemHooksPei.c,OemHooksPei.c
OemHooksSmm,00001000,asm_context_save,194,annotation,yes,state,hand-decoded,bios/ghidra/listings/OemHooksSmm/00001000.asm; bios/decompiled/OemHooksSmm.c,OemHooksSmm.c
OemHooksSmm,000010D0,asm_context_restore,172,annotation,yes,state,hand-decoded,bios/ghidra/listings/OemHooksSmm/000010D0.asm; bios/decompiled/OemHooksSmm.c,OemHooksSmm.c
OemHooksSmm,0000117C,module_entry,195,entry,yes,module-entry,hand-decoded,bios/ghidra/listings/OemHooksSmm/0000117C.asm; bios/decompiled/OemHooksSmm.c,OemHooksSmm.c
OemHooksSmm,00001240,empty_ret_stub,3,annotation,yes,unresolved,hand-decoded,bios/ghidra/listings/OemHooksSmm/00001240.asm; bios/decompiled/OemHooksSmm.c,OemHooksSmm.c
OemI2cDevices,000002C0,cpu_pause,3,annotation,yes,delay,hand-decoded,bios/ghidra/listings/OemI2cDevices/000002C0.asm; bios/decompiled/OemI2cDevices.c,OemI2cDevices.c
OemI2cDevices,000002D0,read_tsc,10,annotation,yes,reader,hand-decoded,bios/ghidra/listings/OemI2cDevices/000002D0.asm; bios/decompiled/OemI2cDevices.c,OemI2cDevices.c
OemI2cDevices,000002E0,enable_interrupts,2,annotation,yes,state,hand-decoded,bios/ghidra/listings/OemI2cDevices/000002E0.asm; bios/decompiled/OemI2cDevices.c,OemI2cDevices.c
OemI2cDevices,000002F0,disable_interrupts,2,annotation,yes,state,hand-decoded,bios/ghidra/listings/OemI2cDevices/000002F0.asm; bios/decompiled/OemI2cDevices.c,OemI2cDevices.c
OemI2cDevices,00000300,read_eflags,3,annotation,yes,reader,hand-decoded,bios/ghidra/listings/OemI2cDevices/00000300.asm; bios/decompiled/OemI2cDevices.c,OemI2cDevices.c
OemI2cDevices,00000310,module_entry_point,116,annotation,yes,module-entry,hand-decoded,bios/ghidra/listings/OemI2cDevices/00000310.asm; bios/decompiled/OemI2cDevices.c,OemI2cDevices.c
OemI2cDevices,00000384,init_module_and_locate_guids,294,annotation,yes,init,hand-decoded,bios/ghidra/listings/OemI2cDevices/00000384.asm; bios/decompiled/OemI2cDevices.c,OemI2cDevices.c
OemI2cDevices,000005CC,write_port_66_wait_d1_clear,98,annotation,yes,writer,hand-decoded,bios/ghidra/listings/OemI2cDevices/000005CC.asm; bios/decompiled/OemI2cDevices.c,OemI2cDevices.c
OemI2cDevices,00000630,drain_port_62_into_80_wait_d0,89,annotation,yes,writer,hand-decoded,bios/ghidra/listings/OemI2cDevices/00000630.asm; bios/decompiled/OemI2cDevices.c,OemI2cDevices.c
OemI2cDevices,0000068C,wait_port_66_d1_clear,77,annotation,yes,logic,hand-decoded,bios/ghidra/listings/OemI2cDevices/0000068C.asm; bios/decompiled/OemI2cDevices.c,OemI2cDevices.c
OemI2cDevices,000006DC,write_port_62_between_d1_polls,143,annotation,yes,writer,hand-decoded,bios/ghidra/listings/OemI2cDevices/000006DC.asm; bios/decompiled/OemI2cDevices.c,OemI2cDevices.c
OemI2cDevices,0000076C,FUN_0000076c,535,auto,no,,,,OemI2cDevices.c
OemI2cDevices,00000984,write_value_to_named_record,115,annotation,yes,writer,hand-decoded,bios/ghidra/listings/OemI2cDevices/00000984.asm; bios/decompiled/OemI2cDevices.c,OemI2cDevices.c
OemI2cDevices,00000B34,find_config_table_by_module_guid,105,annotation,yes,reader,hand-decoded,bios/ghidra/listings/OemI2cDevices/00000B34.asm; bios/decompiled/OemI2cDevices.c,OemI2cDevices.c
OemI2cDevices,00000BA0,FUN_00000ba0,96,auto,no,,,,OemI2cDevices.c
OemI2cDevices,00000C00,scaled_delay_via_port_1808,49,annotation,yes,delay,hand-decoded,bios/ghidra/listings/OemI2cDevices/00000C00.asm; bios/decompiled/OemI2cDevices.c,OemI2cDevices.c
OemI2cDevices,00000CF0,directional_mem_copy,176,annotation,yes,copy,hand-decoded,bios/ghidra/listings/OemI2cDevices/00000CF0.asm; bios/decompiled/OemI2cDevices.c,OemI2cDevices.c
OemKbLightDxe,00000260,FUN_00000260,3,annotation,no,,,,OemKbLightDxe.c
OemKbLightDxe,00000270,read_tsc64,10,annotation,yes,reader,hand-decoded,bios/ghidra/listings/OemKbLightDxe/00000270.asm; bios/decompiled/OemKbLightDxe.c,OemKbLightDxe.c
OemKbLightDxe,00000280,cpu_enable_interrupts,2,annotation,yes,state,hand-decoded,bios/ghidra/listings/OemKbLightDxe/00000280.asm; bios/decompiled/OemKbLightDxe.c,OemKbLightDxe.c
OemKbLightDxe,00000290,cpu_disable_interrupts,2,annotation,yes,state,hand-decoded,bios/ghidra/listings/OemKbLightDxe/00000290.asm; bios/decompiled/OemKbLightDxe.c,OemKbLightDxe.c
OemKbLightDxe,000002A0,read_rflags,3,annotation,yes,reader,hand-decoded,bios/ghidra/listings/OemKbLightDxe/000002A0.asm; bios/decompiled/OemKbLightDxe.c,OemKbLightDxe.c
OemKbLightDxe,00000310,module_entry_forward,28,annotation,yes,module-entry,hand-decoded,bios/ghidra/listings/OemKbLightDxe/00000310.asm; bios/decompiled/OemKbLightDxe.c,OemKbLightDxe.c
OemKbLightDxe,0000032C,init_match_record_and_call_iface,265,annotation,yes,init,hand-decoded,bios/ghidra/listings/OemKbLightDxe/0000032C.asm; bios/decompiled/OemKbLightDxe.c,OemKbLightDxe.c
OemKbLightDxe,00000438,FUN_00000438,364,annotation,no,,,,OemKbLightDxe.c
OemKbLightDxe,000005A4,FUN_000005a4,177,auto,no,,,,OemKbLightDxe.c
OemKbLightDxe,00000658,FUN_00000658,693,auto,no,,,,OemKbLightDxe.c
OemKbLightDxe,00000910,wait_and_write_status_port,119,annotation,yes,writer,hand-decoded,bios/ghidra/listings/OemKbLightDxe/00000910.asm; bios/decompiled/OemKbLightDxe.c,OemKbLightDxe.c
OemKbLightDxe,00000988,flush_output_buffer_to_port_80,133,annotation,yes,copy,hand-decoded,bios/ghidra/listings/OemKbLightDxe/00000988.asm; bios/decompiled/OemKbLightDxe.c,OemKbLightDxe.c
OemKbLightDxe,00000A10,wait_status_bit1_clear,99,annotation,yes,delay,hand-decoded,bios/ghidra/listings/OemKbLightDxe/00000A10.asm; bios/decompiled/OemKbLightDxe.c,OemKbLightDxe.c
OemKbLightDxe,00000A74,FUN_00000a74,198,annotation,no,,,,OemKbLightDxe.c
OemKbLightDxe,00000B3C,write_reg_via_a2_a5_pair,95,annotation,yes,writer,hand-decoded,bios/ghidra/listings/OemKbLightDxe/00000B3C.asm; bios/decompiled/OemKbLightDxe.c,OemKbLightDxe.c
OemKbLightDxe,00000B9C,FUN_00000b9c,155,auto,no,,,,OemKbLightDxe.c
OemKbLightDxe,00000C38,find_interface_by_16byte_id,105,annotation,yes,protocol,hand-decoded,bios/ghidra/listings/OemKbLightDxe/00000C38.asm; bios/decompiled/OemKbLightDxe.c,OemKbLightDxe.c
OemKbLightDxe,00000CA4,busy_wait_port_1808_ticks,96,annotation,yes,delay,hand-decoded,bios/ghidra/listings/OemKbLightDxe/00000CA4.asm; bios/decompiled/OemKbLightDxe.c,OemKbLightDxe.c
OemKbLightDxe,00000D04,delay_convert_arg_to_ticks,49,annotation,yes,delay,hand-decoded,bios/ghidra/listings/OemKbLightDxe/00000D04.asm; bios/decompiled/OemKbLightDxe.c,OemKbLightDxe.c
OemKbLightSupportDxe,00000260,cpu_pause,3,annotation,yes,delay,hand-decoded,bios/ghidra/listings/OemKbLightSupportDxe/00000260.asm; bios/decompiled/OemKbLightSupportDxe.c,OemKbLightSupportDxe.c
OemKbLightSupportDxe,00000270,read_timestamp_counter,10,annotation,yes,reader,hand-decoded,bios/ghidra/listings/OemKbLightSupportDxe/00000270.asm; bios/decompiled/OemKbLightSupportDxe.c,OemKbLightSupportDxe.c
OemKbLightSupportDxe,00000280,sti_enable_interrupts,2,annotation,yes,logic,hand-decoded,bios/ghidra/listings/OemKbLightSupportDxe/00000280.asm; bios/decompiled/OemKbLightSupportDxe.c,OemKbLightSupportDxe.c
OemKbLightSupportDxe,00000290,cli_disable_interrupts,2,annotation,yes,logic,hand-decoded,bios/ghidra/listings/OemKbLightSupportDxe/00000290.asm; bios/decompiled/OemKbLightSupportDxe.c,OemKbLightSupportDxe.c
OemKbLightSupportDxe,000002A0,read_rflags,3,annotation,yes,reader,hand-decoded,bios/ghidra/listings/OemKbLightSupportDxe/000002A0.asm; bios/decompiled/OemKbLightSupportDxe.c,OemKbLightSupportDxe.c
