# ec/tools/ec_timer_capture.py, read-only, ECMG window 0xfe410000 via /dev/mem
# started 2026-09-24T21:33:45.863+02:00  host mattone  kernel 7.2.7
# power: AC0.online=1 BAT0.status=Full BAT0.capacity=100 hidpp_battery_1.online=1 hidpp_battery_1.status=Discharging ucsi-source-psy-USBC000:001.online=0 ucsi-source-psy-USBC000:001.status=Not charging
# interval 0.01s  seconds 150.0  35 addresses: 0x06c6 0x06cd 0x06d1 0x06d2 0x06f3 0x0635 0x0636 0x0637 0x0638 0x0639 0x063a 0x07f6 0x06d6 0x06c2 0x06c3 0x06d8 0x06d9 0x06da 0x055f 0x070b 0x0706 0x06c5 0x070d 0x07f3 0x06db 0x0621 0x0723 0x0440 0x04fe 0x0480 0x05f1 0x05f0 0x0490 0x0498 0x0751
# note: issue #257 suspend arm: same 35 addresses as the perturb capture. 20 s baseline, then a stdin MARK and systemctl suspend (mem_sleep=deep, S3); the owner woke the machine. The capture's clock is CLOCK_MONOTONIC, which stops in suspend, so --seconds counts awake time only
# note: NixOS, no vendor service (Linux), uniwill_laptop loaded, AC connected, battery 100%; loadavg at start: 7.10 5.93 4.02
# baseline 2026-09-24T21:33:45.873+02:00: 0x06C6=0x00 0x06CD=0x00 0x06D1=0x00 0x06D2=0x00 0x06F3=0x00 0x0635=0x00 0x0636=0x00 0x0637=0x00 0x0638=0x00 0x0639=0x00 0x063A=0x00 0x07F6=0x00 0x06D6=0x04 0x06C2=0x00 0x06C3=0x00 0x06D8=0x00 0x06D9=0x03 0x06DA=0x00 0x055F=0x00 0x070B=0x00 0x0706=0x00 0x06C5=0x00 0x070D=0x00 0x07F3=0x00 0x06DB=0x00 0x0621=0x00 0x0723=0x00 0x0440=0x07 0x04FE=0x00 0x0480=0x03 0x05F1=0x01 0x05F0=0x01 0x0490=0x0F 0x0498=0x00 0x0751=0x10
ts,addr,old,new
# auto-mark state at start: AC0.online=1 lid LID1=open
2026-09-24T21:33:52.576+02:00,0x06D6,0x07,0x06
2026-09-24T21:33:52.676+02:00,0x06D6,0x06,0x05
2026-09-24T21:33:52.776+02:00,0x06D6,0x05,0x04
2026-09-24T21:33:52.876+02:00,0x06D6,0x04,0x03
2026-09-24T21:33:52.976+02:00,0x06D6,0x03,0x02
2026-09-24T21:33:53.076+02:00,0x06D6,0x02,0x01
2026-09-24T21:33:53.176+02:00,0x06D6,0x01,0x00
2026-09-24T21:33:53.276+02:00,0x06D6,0x00,0x09
2026-09-24T21:33:53.376+02:00,0x06D6,0x09,0x08
2026-09-24T21:33:53.476+02:00,0x06D6,0x08,0x07
2026-09-24T21:33:53.576+02:00,0x06D6,0x07,0x06
2026-09-24T21:33:53.676+02:00,0x06D6,0x06,0x05
2026-09-24T21:33:53.776+02:00,0x06D6,0x05,0x04
2026-09-24T21:33:53.876+02:00,0x06D6,0x04,0x03
2026-09-24T21:33:53.976+02:00,0x06D6,0x03,0x02
2026-09-24T21:33:54.076+02:00,0x06D6,0x02,0x01
2026-09-24T21:33:54.176+02:00,0x06D6,0x01,0x00
2026-09-24T21:33:54.276+02:00,0x06D6,0x00,0x09
2026-09-24T21:33:54.376+02:00,0x06D6,0x09,0x08
2026-09-24T21:33:54.476+02:00,0x06D6,0x08,0x07
2026-09-24T21:33:54.576+02:00,0x06D6,0x07,0x06
2026-09-24T21:33:54.676+02:00,0x06D6,0x06,0x05
2026-09-24T21:33:54.776+02:00,0x06D6,0x05,0x04
2026-09-24T21:33:54.876+02:00,0x06D6,0x04,0x03
2026-09-24T21:33:54.976+02:00,0x06D6,0x03,0x02
2026-09-24T21:33:55.076+02:00,0x06D6,0x02,0x01
2026-09-24T21:33:55.176+02:00,0x06D6,0x01,0x00
2026-09-24T21:33:55.277+02:00,0x06D6,0x00,0x09
2026-09-24T21:33:55.376+02:00,0x06D6,0x09,0x08
2026-09-24T21:33:55.476+02:00,0x06D6,0x08,0x07
2026-09-24T21:33:55.576+02:00,0x06D6,0x07,0x06
2026-09-24T21:33:55.676+02:00,0x06D6,0x06,0x05
2026-09-24T21:33:55.776+02:00,0x06D6,0x05,0x04
2026-09-24T21:33:55.876+02:00,0x06D6,0x04,0x03
2026-09-24T21:33:55.976+02:00,0x06D6,0x03,0x02
2026-09-24T21:33:56.076+02:00,0x06D6,0x02,0x01
2026-09-24T21:33:56.176+02:00,0x06D6,0x01,0x00
2026-09-24T21:33:56.276+02:00,0x06D6,0x00,0x09
2026-09-24T21:33:56.376+02:00,0x06D6,0x09,0x08
2026-09-24T21:33:56.476+02:00,0x06D6,0x08,0x07
2026-09-24T21:33:56.576+02:00,0x06D6,0x07,0x06
2026-09-24T21:33:56.676+02:00,0x06D6,0x06,0x05
2026-09-24T21:33:56.776+02:00,0x06D6,0x05,0x04
2026-09-24T21:33:56.876+02:00,0x06D6,0x04,0x03
2026-09-24T21:33:56.976+02:00,0x06D6,0x03,0x02
2026-09-24T21:33:57.076+02:00,0x06D6,0x02,0x01
2026-09-24T21:33:57.176+02:00,0x06D6,0x01,0x00
2026-09-24T21:33:57.266+02:00,0x06D6,0x00,0x09
2026-09-24T21:33:57.366+02:00,0x06D6,0x09,0x08
2026-09-24T21:33:57.466+02:00,0x06D6,0x08,0x07
2026-09-24T21:33:57.566+02:00,0x06D6,0x07,0x06
2026-09-24T21:33:57.666+02:00,0x06D6,0x06,0x05
2026-09-24T21:33:57.766+02:00,0x06D6,0x05,0x04
2026-09-24T21:33:57.866+02:00,0x06D6,0x04,0x03
2026-09-24T21:33:57.967+02:00,0x06D6,0x03,0x02
2026-09-24T21:33:58.066+02:00,0x06D6,0x02,0x01
2026-09-24T21:33:58.166+02:00,0x06D6,0x01,0x00
2026-09-24T21:33:58.266+02:00,0x06D6,0x00,0x09
2026-09-24T21:33:58.366+02:00,0x06D6,0x09,0x08
2026-09-24T21:33:58.466+02:00,0x06D6,0x08,0x07
2026-09-24T21:33:58.566+02:00,0x06D6,0x07,0x06
2026-09-24T21:33:58.666+02:00,0x06D6,0x06,0x05
2026-09-24T21:33:58.766+02:00,0x06D6,0x05,0x04
2026-09-24T21:33:58.866+02:00,0x06D6,0x04,0x03
2026-09-24T21:33:58.966+02:00,0x06D6,0x03,0x02
2026-09-24T21:33:59.066+02:00,0x06D6,0x02,0x01
2026-09-24T21:33:59.166+02:00,0x06D6,0x01,0x00
2026-09-24T21:33:59.266+02:00,0x06D6,0x00,0x09
2026-09-24T21:33:59.366+02:00,0x06D6,0x09,0x08
2026-09-24T21:33:59.466+02:00,0x06D6,0x08,0x07
2026-09-24T21:33:59.566+02:00,0x06D6,0x07,0x06
2026-09-24T21:33:59.666+02:00,0x06D6,0x06,0x05
2026-09-24T21:33:59.766+02:00,0x06D6,0x05,0x04
2026-09-24T21:33:59.866+02:00,0x06D6,0x04,0x03
2026-09-24T21:33:59.966+02:00,0x06D6,0x03,0x02
2026-09-24T21:34:00.066+02:00,0x06D6,0x02,0x01
2026-09-24T21:34:00.166+02:00,0x06D6,0x01,0x00
2026-09-24T21:34:00.266+02:00,0x06D6,0x00,0x09
2026-09-24T21:34:00.366+02:00,0x06D6,0x09,0x08
2026-09-24T21:34:00.466+02:00,0x06D6,0x08,0x07
2026-09-24T21:34:00.566+02:00,0x06D6,0x07,0x06
2026-09-24T21:34:00.666+02:00,0x06D6,0x06,0x05
2026-09-24T21:34:00.766+02:00,0x06D6,0x05,0x04
2026-09-24T21:34:00.866+02:00,0x06D6,0x04,0x03
2026-09-24T21:34:00.967+02:00,0x06D6,0x03,0x02
2026-09-24T21:34:01.066+02:00,0x06D6,0x02,0x01
2026-09-24T21:34:01.166+02:00,0x06D6,0x01,0x00
2026-09-24T21:34:01.266+02:00,0x06D6,0x00,0x09
2026-09-24T21:34:01.366+02:00,0x06D6,0x09,0x08
2026-09-24T21:34:01.466+02:00,0x06D6,0x08,0x07
2026-09-24T21:34:01.566+02:00,0x06D6,0x07,0x06
2026-09-24T21:34:01.666+02:00,0x06D6,0x06,0x05
2026-09-24T21:34:01.766+02:00,0x06D6,0x05,0x04
2026-09-24T21:34:01.866+02:00,0x06D6,0x04,0x03
2026-09-24T21:34:01.966+02:00,0x06D6,0x03,0x02
2026-09-24T21:34:02.066+02:00,0x06D6,0x02,0x01
2026-09-24T21:34:02.166+02:00,0x06D6,0x01,0x00
2026-09-24T21:34:02.266+02:00,0x06D6,0x00,0x09
2026-09-24T21:34:02.356+02:00,0x06D6,0x09,0x08
2026-09-24T21:34:02.456+02:00,0x06D6,0x08,0x07
