program,addr,name,outcome,instructions_checked,instructions_unchecked,detail,assembler
bank0,EDA4,FUN_CODE_eda4,assembler-gap,0,1,"mov CY, 0x22",sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,EDA6,FUN_CODE_eda6,match,4,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,EDBC,FUN_CODE_edbc,match,13,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,EDD8,FUN_CODE_edd8,match,31,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,EE0F,FUN_CODE_ee0f,match,29,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,EE4F,FUN_CODE_ee4f,match,36,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,EE96,FUN_CODE_ee96,match,29,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,EED6,FUN_CODE_eed6,match,28,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,EF12,thunk_FUN_CODE_e822,assembler-gap,0,1,ajmp 0xe822,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,EF17,FUN_CODE_ef17,match,9,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,EF60,FUN_CODE_ef60,match,10,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,EF70,FUN_CODE_ef70,match,9,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,EFDC,FUN_CODE_efdc,match,9,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,EFF0,FUN_CODE_eff0,match,9,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F002,FUN_CODE_f002,match,17,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F012,FUN_CODE_f012,match,11,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F022,FUN_CODE_f022,partial,43,2,"2 of 45 instruction(s) unchecked, first: mov CY, 0xe7",sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F06B,FUN_CODE_f06b,match,7,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F077,FUN_CODE_f077,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F078,FUN_CODE_f078,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F079,FUN_CODE_f079,match,5,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F07E,FUN_CODE_f07e,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F07F,FUN_CODE_f07f,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F080,FUN_CODE_f080,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F081,FUN_CODE_f081,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F083,FUN_CODE_f083,match,6,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F089,FUN_CODE_f089,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F08B,FUN_CODE_f08b,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F090,FUN_CODE_f090,match,3,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F095,FUN_CODE_f095,match,10,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F09F,FUN_CODE_f09f,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F0A3,FUN_CODE_f0a3,assembler-gap,8,0,no bytes emitted at F0A3,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F0B1,FUN_CODE_f0b1,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F0B3,FUN_CODE_f0b3,match,11,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F0C4,FUN_CODE_f0c4,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F0C8,FUN_CODE_f0c8,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F0CA,FUN_CODE_f0ca,match,11,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F0DC,FUN_CODE_f0dc,match,3,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F0E0,FUN_CODE_f0e0,match,3,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F0E4,FUN_CODE_f0e4,match,6,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F0ED,FUN_CODE_f0ed,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F0EF,FUN_CODE_f0ef,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F0F3,FUN_CODE_f0f3,match,7,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F0FE,FUN_CODE_f0fe,match,6,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F107,FUN_CODE_f107,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F108,FUN_CODE_f108,match,5,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F10F,FUN_CODE_f10f,match,3,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F116,FUN_CODE_f116,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F118,FUN_CODE_f118,match,5,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F121,FUN_CODE_f121,match,4,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F128,FUN_CODE_f128,match,4,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F12F,FUN_CODE_f12f,match,7,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F138,FUN_CODE_f138,match,5,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F141,FUN_CODE_f141,match,10,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F151,FUN_CODE_f151,match,5,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F159,FUN_CODE_f159,partial,6,1,"1 of 7 instruction(s) unchecked, first: clr CY",sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F161,FUN_CODE_f161,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F165,FUN_CODE_f165,match,6,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F16D,FUN_CODE_f16d,partial,5,1,"1 of 6 instruction(s) unchecked, first: clr CY",sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F177,FUN_CODE_f177,match,7,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F17E,FUN_CODE_f17e,match,7,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F189,FUN_CODE_f189,assembler-gap,5,0,no bytes emitted at F189,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F1E9,FUN_CODE_f1e9,match,32,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F221,FUN_CODE_f221,match,14,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F239,FUN_CODE_f239,partial,19,1,"1 of 20 instruction(s) unchecked, first: ajmp 0xf0f3",sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F424,FUN_CODE_f424,match,4,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F42B,FUN_CODE_f42b,match,3,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F430,FUN_CODE_f430,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F431,FUN_CODE_f431,match,19,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F44F,FUN_CODE_f44f,match,15,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F467,FUN_CODE_f467,match,19,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F485,FUN_CODE_f485,match,8,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F493,FUN_CODE_f493,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F495,FUN_CODE_f495,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F498,FUN_CODE_f498,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F499,FUN_CODE_f499,match,7,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F4A4,FUN_CODE_f4a4,match,5,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F4AB,FUN_CODE_f4ab,match,8,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F4B3,FUN_CODE_f4b3,match,8,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F4C1,FUN_CODE_f4c1,match,8,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F566,FUN_CODE_f566,match,17,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,F583,FUN_CODE_f583,match,17,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,FAE8,FUN_CODE_fae8,match,17,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,FE0F,FUN_CODE_fe0f,match,105,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,FF17,FUN_CODE_ff17,match,17,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank0,FF90,FUN_CODE_ff90,match,17,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1738,FUN_CODE_1738,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1762,FUN_CODE_1762,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1768,FUN_CODE_1768,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1803,FUN_CODE_1803,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1804,FUN_CODE_1804,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1984,FUN_CODE_1984,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,198A,FUN_CODE_198a,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1990,FUN_CODE_1990,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1996,FUN_CODE_1996,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,199C,FUN_CODE_199c,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,19A2,FUN_CODE_19a2,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,19A8,FUN_CODE_19a8,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,19AE,FUN_CODE_19ae,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,19B4,FUN_CODE_19b4,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,19BA,FUN_CODE_19ba,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,19C0,FUN_CODE_19c0,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,19C6,FUN_CODE_19c6,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,19D2,FUN_CODE_19d2,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,19DE,FUN_CODE_19de,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,19E4,FUN_CODE_19e4,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,19EA,FUN_CODE_19ea,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,19F0,FUN_CODE_19f0,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,19F6,FUN_CODE_19f6,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,19FC,FUN_CODE_19fc,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A02,FUN_CODE_1a02,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A08,FUN_CODE_1a08,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A0E,FUN_CODE_1a0e,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A14,FUN_CODE_1a14,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A1A,FUN_CODE_1a1a,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A20,FUN_CODE_1a20,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A26,FUN_CODE_1a26,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A2C,FUN_CODE_1a2c,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A32,FUN_CODE_1a32,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A38,FUN_CODE_1a38,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A3E,FUN_CODE_1a3e,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A44,FUN_CODE_1a44,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A4A,FUN_CODE_1a4a,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A50,FUN_CODE_1a50,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A56,FUN_CODE_1a56,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A5C,FUN_CODE_1a5c,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A62,FUN_CODE_1a62,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A68,FUN_CODE_1a68,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A6E,FUN_CODE_1a6e,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A74,FUN_CODE_1a74,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A7A,FUN_CODE_1a7a,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A80,FUN_CODE_1a80,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A86,FUN_CODE_1a86,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A8C,FUN_CODE_1a8c,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A92,FUN_CODE_1a92,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A98,FUN_CODE_1a98,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1A9E,FUN_CODE_1a9e,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1AA4,FUN_CODE_1aa4,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1AAA,FUN_CODE_1aaa,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1AB0,FUN_CODE_1ab0,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1AB6,FUN_CODE_1ab6,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,1ABC,FUN_CODE_1abc,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,2A6C,FUN_CODE_2a6c,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,2A70,FUN_CODE_2a70,match,6,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,2BD5,FUN_CODE_2bd5,partial,83,3,"3 of 86 instruction(s) unchecked, first: push DPH",sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,2C70,FUN_CODE_2c70,partial,37,4,"4 of 41 instruction(s) unchecked, first: movc A, @A+DPTR",sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,3A60,FUN_CODE_3a60,match,49,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,4874,FUN_CODE_4874,match,21,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,4A26,FUN_CODE_4a26,partial,15,2,"2 of 17 instruction(s) unchecked, first: movc A, @A+DPTR",sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,703F,thunk_FUN_CODE_e322,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8000,FUN_CODE_8000,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8001,FUN_CODE_8001,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8004,FUN_CODE_8004,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8005,FUN_CODE_8005,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8007,FUN_CODE_8007,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8008,FUN_CODE_8008,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8009,FUN_CODE_8009,assembler-gap,1,0,no bytes emitted at 8009,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,800C,FUN_CODE_800c,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,800D,FUN_CODE_800d,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,800F,FUN_CODE_800f,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8010,FUN_CODE_8010,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8011,FUN_CODE_8011,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8014,FUN_CODE_8014,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8017,FUN_CODE_8017,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8018,FUN_CODE_8018,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8019,FUN_CODE_8019,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,801C,FUN_CODE_801c,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,801D,FUN_CODE_801d,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,801F,FUN_CODE_801f,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8020,FUN_CODE_8020,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8021,FUN_CODE_8021,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8024,FUN_CODE_8024,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8025,FUN_CODE_8025,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8027,FUN_CODE_8027,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8028,FUN_CODE_8028,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,802C,FUN_CODE_802c,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,802D,FUN_CODE_802d,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,802F,FUN_CODE_802f,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8030,FUN_CODE_8030,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8031,FUN_CODE_8031,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8035,FUN_CODE_8035,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8037,FUN_CODE_8037,match,3,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,803C,FUN_CODE_803c,match,8,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8048,FUN_CODE_8048,match,3,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,804D,FUN_CODE_804d,match,11,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8060,FUN_CODE_8060,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8062,FUN_CODE_8062,match,7,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,806C,FUN_CODE_806c,match,11,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,807E,FUN_CODE_807e,match,15,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8096,FUN_CODE_8096,match,11,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,80AA,FUN_CODE_80aa,match,27,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,80D6,FUN_CODE_80d6,match,14,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,80EF,FUN_CODE_80ef,match,94,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8202,FUN_CODE_8202,match,7,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,820F,FUN_CODE_820f,partial,9,1,"1 of 10 instruction(s) unchecked, first: clr CY",sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8300,FUN_CODE_8300,match,33,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8418,FUN_CODE_8418,match,32,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,84E5,FUN_CODE_84e5,partial,4,1,"1 of 5 instruction(s) unchecked, first: ajmp 0x8300",sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8500,FUN_CODE_8500,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8504,FUN_CODE_8504,partial,57,1,"1 of 58 instruction(s) unchecked, first: push 0x14",sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8597,FUN_CODE_8597,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,859B,FUN_CODE_859b,match,10,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,85AE,FUN_CODE_85ae,match,10,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,85C1,FUN_CODE_85c1,assembler-gap,21,0,no bytes emitted at 85C1,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,85E9,FUN_CODE_85e9,match,3,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,85F0,FUN_CODE_85f0,match,2,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,86C4,FUN_CODE_86c4,match,17,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,87CA,FUN_CODE_87ca,match,8,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,87DD,FUN_CODE_87dd,partial,13,3,"3 of 16 instruction(s) unchecked, first: movc A, @A+DPTR",sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8801,FUN_CODE_8801,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8802,FUN_CODE_8802,assembler-gap,0,1,ajmp 0x8822,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,881B,FUN_CODE_881b,match,13,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8834,FUN_CODE_8834,match,9,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8844,FUN_CODE_8844,partial,11,1,"1 of 12 instruction(s) unchecked, first: clr CY",sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8854,FUN_CODE_8854,match,7,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,885B,FUN_CODE_885b,partial,7,1,"1 of 8 instruction(s) unchecked, first: clr CY",sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8863,FUN_CODE_8863,partial,13,3,"3 of 16 instruction(s) unchecked, first: clr CY",sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,887A,FUN_CODE_887a,partial,7,1,"1 of 8 instruction(s) unchecked, first: clr CY",sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8886,FUN_CODE_8886,match,6,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,888C,FUN_CODE_888c,match,6,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8892,FUN_CODE_8892,match,6,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8898,FUN_CODE_8898,match,5,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,889E,FUN_CODE_889e,match,6,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,88A4,FUN_CODE_88a4,partial,5,1,"1 of 6 instruction(s) unchecked, first: clr CY",sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,88F0,FUN_CODE_88f0,match,8,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8901,FUN_CODE_8901,match,1,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8902,FUN_CODE_8902,match,10,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8915,FUN_CODE_8915,partial,32,1,"1 of 33 instruction(s) unchecked, first: clr CY",sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,8955,FUN_CODE_8955,match,12,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,896A,FUN_CODE_896a,match,8,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,897B,FUN_CODE_897b,match,25,0,,sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
bank1,89A9,FUN_CODE_89a9,partial,7,1,"1 of 8 instruction(s) unchecked, first: clr CY",sdas8051 05.50.4+NoICE+SDCCmods-WIP-R14
