file_offset,region,runtime,opcode,length,disp,target,target_offset,in_region,target_class,frame_onto,frame_over,calls_stub,calls_trampoline
0x03F75,common,0x3F75,jz,2,0x17,0x3F8E,0x03F8E,yes,entry,24,0,,
0x03F8C,common,0x3F8C,sjmp,2,0x0A,0x3F98,0x03F98,yes,entry,22,2,,
0x03F9E,common,0x3F9E,cjne,3,0xF6,0x3F97,0x03F97,yes,other,0,24,,
0x03FBD,common,0x3FBD,jnz,2,0x03,0x3FC2,0x03FC2,yes,other,24,0,,
0x03FC0,common,0x3FC0,jc,2,0x60,0x4022,0x04022,yes,other,0,24,,
0x03FC1,common,0x3FC1,jz,2,0xE6,0x3FA9,0x03FA9,yes,other,0,24,,
0x03FC9,common,0x3FC9,jbc,3,0x25,0x3FF1,0x03FF1,yes,entry,0,24,,
0x03FCA,common,0x3FCA,jz,2,0x25,0x3FF1,0x03FF1,yes,entry,23,1,,
0x03FCE,common,0x3FCE,jz,2,0x2B,0x3FFB,0x03FFB,yes,entry,24,0,,
0x03FD2,common,0x3FD2,jnz,2,0x3D,0x4011,0x04011,yes,entry,24,0,,
0x03FE0,common,0x3FE0,jnb,3,0x05,0x3FE8,0x03FE8,yes,entry,24,0,,
0x03FE6,common,0x3FE6,sjmp,2,0x03,0x3FEB,0x03FEB,yes,entry,20,4,,
0x03FEF,common,0x3FEF,sjmp,2,0x26,0x4017,0x04017,yes,entry,24,0,,
0x03FF9,common,0x3FF9,sjmp,2,0x11,0x400C,0x0400C,yes,entry,24,0,,
0x0400F,common,0x400F,sjmp,2,0x06,0x4017,0x04017,yes,entry,24,0,,
0x0401E,common,0x401E,jz,2,0x04,0x4024,0x04024,yes,other,24,0,,
0x04021,common,0x4021,cjne,3,0x02,0x4026,0x04026,yes,entry,24,0,,
0x04029,common,0x4029,jnz,2,0x0C,0x4037,0x04037,yes,entry,24,0,,
0x04030,common,0x4030,jz,2,0x26,0x4058,0x04058,yes,entry,24,0,,
0x04035,common,0x4035,sjmp,2,0x21,0x4058,0x04058,yes,entry,24,0,,
0x04045,common,0x4045,cjne,3,0x07,0x404F,0x0404F,yes,entry,24,0,,
0x0404D,common,0x404D,sjmp,2,0x03,0x4052,0x04052,yes,other,24,0,,
0x04067,common,0x4067,jc,2,0xA2,0x400B,0x0400B,yes,other,23,1,,
0x0406A,common,0x406A,jc,2,0x98,0x4004,0x04004,yes,entry,24,0,,
0x0406D,common,0x406D,jc,2,0xA4,0x4013,0x04013,yes,other,24,0,,
0x04070,common,0x4070,jc,2,0xAD,0x401F,0x0401F,yes,other,24,0,,
0x04073,common,0x4073,jc,2,0xB7,0x402C,0x0402C,yes,other,24,0,,
0x04074,common,0x4074,cjne,3,0x40,0x40B7,0x040B7,yes,entry,0,24,,
0x04076,common,0x4076,jc,2,0xCF,0x4047,0x04047,yes,other,23,1,,
0x04079,common,0x4079,jc,2,0xD8,0x4053,0x04053,yes,entry,24,0,,
0x0407A,common,0x407A,djnz,2,0xF4,0x4070,0x04070,yes,other,0,24,,
0x0407C,common,0x407C,jc,2,0xDF,0x405D,0x0405D,yes,entry,24,0,,
0x0407D,common,0x407D,djnz,2,0xF5,0x4074,0x04074,yes,other,0,24,,
0x0407F,common,0x407F,jc,2,0xE6,0x4067,0x04067,yes,other,1,23,,
0x04082,common,0x4082,jc,2,0xA2,0x4026,0x04026,yes,entry,24,0,,
0x04085,common,0x4085,jc,2,0xA2,0x4029,0x04029,yes,other,24,0,,
0x04088,common,0x4088,jc,2,0xA2,0x402C,0x0402C,yes,other,24,0,,
0x0408B,common,0x408B,jc,2,0xA2,0x402F,0x0402F,yes,other,24,0,,
0x0408E,common,0x408E,jc,2,0xA2,0x4032,0x04032,yes,entry,24,0,,
0x04091,common,0x4091,jc,2,0xF0,0x4083,0x04083,yes,entry,24,0,,
0x040A2,common,0x40A2,sjmp,2,0x47,0x40EB,0x040EB,yes,entry,24,0,,
0x040BE,common,0x40BE,jnb,3,0x06,0x40C7,0x040C7,yes,entry,24,0,,
0x040C5,common,0x40C5,sjmp,2,0x67,0x412E,0x0412E,yes,entry,24,0,,
0x040CD,common,0x40CD,sjmp,2,0x5F,0x412E,0x0412E,yes,entry,24,0,,
0x040D6,common,0x40D6,sjmp,2,0x56,0x412E,0x0412E,yes,entry,24,0,,
0x040DD,common,0x40DD,sjmp,2,0x0C,0x40EB,0x040EB,yes,entry,24,0,,
0x040E4,common,0x40E4,sjmp,2,0x05,0x40EB,0x040EB,yes,entry,24,0,,
0x040E9,common,0x40E9,sjmp,2,0x00,0x40EB,0x040EB,yes,entry,24,0,,
0x040EE,common,0x40EE,sjmp,2,0x3E,0x412E,0x0412E,yes,entry,22,2,,
0x040F5,common,0x40F5,jnb,3,0x12,0x410A,0x0410A,yes,entry,0,24,,
0x04101,common,0x4101,jbc,3,0x12,0x4116,0x04116,yes,other,0,24,,
0x04111,common,0x4111,jz,2,0x0E,0x4121,0x04121,yes,other,24,0,,
0x04118,common,0x4118,jnb,3,0x06,0x4121,0x04121,yes,other,24,0,,
0x04123,common,0x4123,cjne,3,0xE6,0x410C,0x0410C,yes,entry,24,0,,
0x04126,common,0x4126,sjmp,2,0x06,0x412E,0x0412E,yes,entry,24,0,,
0x04131,common,0x4131,jnz,2,0x24,0x4157,0x04157,yes,entry,24,0,,
0x0413C,common,0x413C,jz,2,0x51,0x418F,0x0418F,yes,entry,24,0,,
0x04146,common,0x4146,jz,2,0x47,0x418F,0x0418F,yes,entry,24,0,,
0x04150,common,0x4150,jz,2,0x3D,0x418F,0x0418F,yes,entry,24,0,,
0x04155,common,0x4155,sjmp,2,0x38,0x418F,0x0418F,yes,entry,24,0,,
0x0415E,common,0x415E,cjne,3,0x02,0x4163,0x04163,yes,entry,24,0,,
0x04161,common,0x4161,sjmp,2,0x18,0x417B,0x0417B,yes,entry,22,2,,
0x04167,common,0x4167,cjne,3,0x04,0x416E,0x0416E,yes,entry,24,0,,
0x0416C,common,0x416C,sjmp,2,0x13,0x4181,0x04181,yes,entry,24,0,,
0x04175,common,0x4175,jz,2,0x04,0x417B,0x0417B,yes,entry,24,0,,
0x04178,common,0x4178,cjne,3,0x04,0x417F,0x0417F,yes,entry,24,0,,
0x0417D,common,0x417D,sjmp,2,0x02,0x4181,0x04181,yes,entry,23,1,,
0x041AF,common,0x41AF,jnb,3,0x0F,0x41C1,0x041C1,yes,entry,24,0,,
0x041C1,common,0x41C1,jnb,3,0x12,0x41D6,0x041D6,yes,entry,24,0,,
0x041F3,common,0x41F3,jz,2,0x42,0x4237,0x04237,yes,entry,24,0,,
0x04213,common,0x4213,jc,2,0xD2,0x41E7,0x041E7,yes,other,23,1,,
0x04250,common,0x4250,jb,3,0xE8,0x423B,0x0423B,yes,other,22,2,,
0x0425F,common,0x425F,jz,2,0x42,0x42A3,0x042A3,yes,other,24,0,,
0x0429A,common,0x429A,jnb,3,0x43,0x42E0,0x042E0,yes,other,7,17,,
0x042E7,common,0x42E7,djnz,2,0x02,0x42EB,0x042EB,yes,entry,22,2,,
0x042EA,common,0x42EA,djnz,2,0x02,0x42EE,0x042EE,yes,entry,21,3,,
0x04328,common,0x4328,jbc,3,0x02,0x432D,0x0432D,yes,entry,4,20,,
0x04332,common,0x4332,cjne,3,0x3D,0x4372,0x04372,yes,entry,3,21,,
0x043A1,common,0x43A1,cjne,3,0xF5,0x4399,0x04399,yes,entry,24,0,,
0x043AB,common,0x43AB,jnz,2,0x03,0x43B0,0x043B0,yes,entry,23,1,,
0x043E8,common,0x43E8,jc,2,0x12,0x43FC,0x043FC,yes,other,0,24,,
0x043F0,common,0x43F0,jc,2,0xF0,0x43E2,0x043E2,yes,other,0,24,,
0x04410,common,0x4410,djnz,2,0xF5,0x4407,0x04407,yes,other,0,24,,
0x04472,common,0x4472,jz,2,0xF0,0x4464,0x04464,yes,other,1,23,,
0x0447B,common,0x447B,jb,3,0x03,0x4481,0x04481,yes,entry,24,0,,
0x04485,common,0x4485,jz,2,0x08,0x448F,0x0448F,yes,entry,24,0,,
0x0449A,common,0x449A,cjne,3,0x4A,0x44E7,0x044E7,yes,other,1,23,,
0x044A4,common,0x44A4,jz,2,0x08,0x44AE,0x044AE,yes,entry,24,0,,
0x044CA,common,0x44CA,jz,2,0x0C,0x44D8,0x044D8,yes,entry,24,0,,
0x044F4,common,0x44F4,jnz,2,0x3E,0x4534,0x04534,yes,entry,24,0,,
0x044FA,common,0x44FA,jz,2,0x0A,0x4506,0x04506,yes,entry,24,0,,
0x04518,common,0x4518,sjmp,2,0x1A,0x4534,0x04534,yes,entry,24,0,,
0x04544,common,0x4544,jz,2,0x23,0x4569,0x04569,yes,entry,24,0,,
0x04567,common,0x4567,sjmp,2,0x08,0x4571,0x04571,yes,entry,24,0,,
0x0456E,common,0x456E,jc,2,0xFE,0x456E,0x0456E,yes,other,0,24,,
0x04581,common,0x4581,jb,3,0x14,0x4598,0x04598,yes,entry,24,0,,
0x04593,common,0x4593,jz,2,0xEC,0x4581,0x04581,yes,entry,23,1,,
0x04598,common,0x4598,jnb,3,0x0D,0x45A8,0x045A8,yes,entry,24,0,,
0x045A6,common,0x45A6,sjmp,2,0x16,0x45BE,0x045BE,yes,entry,23,1,,
0x045AF,common,0x45AF,jz,2,0x15,0x45C6,0x045C6,yes,entry,23,1,,
0x045B4,common,0x45B4,jz,2,0x08,0x45BE,0x045BE,yes,entry,24,0,,
0x045C4,common,0x45C4,sjmp,2,0x05,0x45CB,0x045CB,yes,entry,24,0,,
0x045CF,common,0x45CF,cjne,3,0x07,0x45D9,0x045D9,yes,entry,24,0,,
0x045D5,common,0x45D5,jz,2,0xF0,0x45C7,0x045C7,yes,entry,1,23,,
0x045D7,common,0x45D7,sjmp,2,0x3F,0x4618,0x04618,yes,entry,24,0,,
0x045E0,common,0x45E0,cjne,3,0x4A,0x462D,0x0462D,yes,entry,1,23,,
0x045E5,common,0x45E5,jnb,3,0x2A,0x4612,0x04612,yes,entry,24,0,,
0x045EA,common,0x45EA,djnz,2,0x12,0x45FE,0x045FE,yes,entry,1,23,,
0x04602,common,0x4602,cjne,3,0x0D,0x4612,0x04612,yes,entry,24,0,,
0x04614,common,0x4614,jz,2,0x74,0x468A,0x0468A,yes,other,1,23,,
0x04624,common,0x4624,jz,2,0xE0,0x4606,0x04606,yes,other,1,23,,
0x04654,common,0x4654,jc,2,0xFF,0x4655,0x04655,yes,other,0,24,,
0x04666,common,0x4666,jnb,3,0x03,0x466C,0x0466C,yes,entry,24,0,,
0x04679,common,0x4679,jz,2,0xEB,0x4666,0x04666,yes,entry,24,0,,
0x0467E,common,0x467E,jz,2,0x13,0x4693,0x04693,yes,entry,23,1,,
0x04683,common,0x4683,jz,2,0x03,0x4688,0x04688,yes,entry,24,0,,
0x046B1,common,0x46B1,jnz,2,0x10,0x46C3,0x046C3,yes,entry,24,0,,
0x046B2,common,0x46B2,jbc,3,0x4A,0x46FF,0x046FF,yes,entry,0,24,,
0x046B5,common,0x46B5,djnz,2,0x12,0x46C9,0x046C9,yes,entry,2,22,,
0x046D4,common,0x46D4,cjne,3,0x07,0x46DE,0x046DE,yes,entry,24,0,,
0x046DC,common,0x46DC,jb,3,0x90,0x466F,0x0466F,yes,entry,0,24,,
0x046EC,common,0x46EC,jz,2,0x03,0x46F1,0x046F1,yes,entry,24,0,,
0x046F9,common,0x46F9,jnb,3,0x10,0x470C,0x0470C,yes,entry,24,0,,
0x046FB,common,0x46FB,jbc,3,0x4A,0x4748,0x04748,yes,other,0,24,,
0x04716,common,0x4716,djnz,2,0xF0,0x4708,0x04708,yes,entry,0,24,,
0x0472C,common,0x472C,jb,3,0x07,0x4736,0x04736,yes,entry,24,0,,
0x04734,common,0x4734,sjmp,2,0x0D,0x4743,0x04743,yes,entry,24,0,,
0x04744,common,0x4744,jb,3,0x07,0x474E,0x0474E,yes,entry,24,0,,
0x04767,common,0x4767,cjne,3,0x03,0x476D,0x0476D,yes,entry,24,0,,
0x04785,common,0x4785,cjne,3,0x03,0x478B,0x0478B,yes,entry,24,0,,
0x04799,common,0x4799,jnz,2,0x03,0x479E,0x0479E,yes,entry,24,0,,
0x047C8,common,0x47C8,jb,3,0x58,0x4823,0x04823,yes,entry,24,0,,
0x047D1,common,0x47D1,jz,2,0xF5,0x47C8,0x047C8,yes,entry,20,4,,
0x047D6,common,0x47D6,jz,2,0x0D,0x47E5,0x047E5,yes,entry,23,1,,
0x047DB,common,0x47DB,jz,2,0x03,0x47E0,0x047E0,yes,entry,24,0,,
0x047DF,common,0x47DF,jc,2,0xE4,0x47C5,0x047C5,yes,entry,1,23,,
0x047E9,common,0x47E9,jz,2,0x2D,0x4818,0x04818,yes,entry,24,0,,
0x047F2,common,0x47F2,jz,2,0x10,0x4804,0x04804,yes,entry,24,0,,
0x047F3,common,0x47F3,jbc,3,0x12,0x4808,0x04808,yes,other,0,24,,
0x047FE,common,0x47FE,jc,2,0x74,0x4874,0x04874,yes,entry,1,23,,
0x04802,common,0x4802,sjmp,2,0x14,0x4818,0x04818,yes,entry,24,0,,
0x04808,common,0x4808,jz,2,0x04,0x480E,0x0480E,yes,entry,24,0,,
0x0480C,common,0x480C,sjmp,2,0x17,0x4825,0x04825,yes,entry,23,1,,
0x0481C,common,0x481C,jnb,3,0xA9,0x47C8,0x047C8,yes,entry,24,0,,
0x04821,common,0x4821,sjmp,2,0x02,0x4825,0x04825,yes,entry,22,2,,
0x04829,common,0x4829,jnz,2,0x06,0x4831,0x04831,yes,entry,24,0,,
0x0482D,common,0x482D,jc,2,0x02,0x4831,0x04831,yes,entry,1,23,,
0x04836,common,0x4836,jz,2,0x30,0x4868,0x04868,yes,entry,24,0,,
0x04837,common,0x4837,jnb,3,0x4A,0x4884,0x04884,yes,other,0,24,,
0x0484B,common,0x484B,sjmp,2,0xF0,0x483D,0x0483D,yes,other,0,24,,
0x0484E,common,0x484E,cjne,3,0x0A,0x485B,0x0485B,yes,entry,24,0,,
0x04859,common,0x4859,jb,3,0x12,0x486E,0x0486E,yes,other,0,24,,
0x0488F,common,0x488F,cjne,3,0x0B,0x489D,0x0489D,yes,entry,24,0,,
0x0489B,common,0x489B,sjmp,2,0x09,0x48A6,0x048A6,yes,other,24,0,,
0x048B1,common,0x48B1,jb,3,0x68,0x491C,0x0491C,yes,entry,24,0,,
0x048BA,common,0x48BA,jz,2,0xF5,0x48B1,0x048B1,yes,entry,20,4,,
0x048BF,common,0x48BF,jz,2,0x0D,0x48CE,0x048CE,yes,entry,23,1,,
0x048C4,common,0x48C4,jz,2,0x03,0x48C9,0x048C9,yes,entry,24,0,,
0x048EF,common,0x48EF,cjne,3,0x0A,0x48FC,0x048FC,yes,entry,24,0,,
0x048F8,common,0x48F8,jb,3,0x80,0x487B,0x0487B,yes,other,0,24,,
0x048FA,common,0x48FA,sjmp,2,0x11,0x490D,0x0490D,yes,entry,23,1,,
0x048FD,common,0x48FD,jnz,2,0x0E,0x490D,0x0490D,yes,entry,24,0,,
0x0490B,common,0x490B,sjmp,2,0x14,0x4921,0x04921,yes,entry,23,1,,
0x04911,common,0x4911,jz,2,0x9E,0x48B1,0x048B1,yes,entry,24,0,,
0x04925,common,0x4925,jnz,2,0x06,0x492D,0x0492D,yes,entry,24,0,,
0x04938,common,0x4938,jc,2,0x74,0x49AE,0x049AE,yes,other,2,22,,
0x0498C,common,0x498C,jnb,3,0x36,0x49C5,0x049C5,yes,other,24,0,,
0x0499F,common,0x499F,jbc,3,0x3C,0x49DE,0x049DE,yes,other,24,0,,
0x049C0,common,0x49C0,cjne,3,0xB6,0x4979,0x04979,yes,other,24,0,,
0x049C2,common,0x49C2,cjne,3,0xB7,0x497C,0x0497C,yes,other,1,23,,
0x049C4,common,0x49C4,cjne,3,0x55,0x4A1C,0x04A1C,yes,other,22,2,,
0x049CB,common,0x49CB,cjne,3,0x00,0x49CE,0x049CE,yes,other,3,21,,
0x049CF,common,0x49CF,jbc,3,0x0A,0x49DC,0x049DC,yes,other,24,0,,
0x04A0F,common,0x4A0F,jnb,3,0x37,0x4A49,0x04A49,yes,other,24,0,,
0x04A1A,common,0x4A1A,cjne,3,0xB9,0x49D6,0x049D6,yes,other,24,0,,
0x04A1C,common,0x4A1C,cjne,3,0x14,0x4A33,0x04A33,yes,other,1,23,,
0x04A23,common,0x4A23,jnb,3,0xF9,0x4A1F,0x04A1F,yes,other,0,24,,
0x04A2D,common,0x4A2D,jnc,2,0xF5,0x4A24,0x04A24,yes,other,0,24,,
0x04ABD,common,0x4ABD,jnc,2,0xF5,0x4AB4,0x04AB4,yes,other,0,24,,
0x04B27,common,0x4B27,jnz,2,0xE4,0x4B0D,0x04B0D,yes,other,2,22,,
0x04B76,common,0x4B76,jnb,3,0x00,0x4B79,0x04B79,yes,other,1,23,,
0x04B7C,common,0x4B7C,jbc,3,0xF0,0x4B6F,0x04B6F,yes,other,0,24,,
0x04B80,common,0x4B80,jbc,3,0x74,0x4BF7,0x04BF7,yes,other,0,24,,
0x04B87,common,0x4B87,jbc,3,0xF0,0x4B7A,0x04B7A,yes,other,0,24,,
0x04B8B,common,0x4B8B,jbc,3,0x74,0x4C02,0x04C02,yes,entry,0,24,,
0x04B91,common,0x4B91,jbc,3,0x04,0x4B98,0x04B98,yes,entry,0,24,,
0x04B96,common,0x4B96,jbc,3,0x74,0x4C0D,0x04C0D,yes,entry,0,24,,
0x04B9C,common,0x4B9C,jbc,3,0x74,0x4C13,0x04C13,yes,entry,0,24,,
0x04BA8,common,0x4BA8,jbc,3,0xF0,0x4B9B,0x04B9B,yes,entry,0,24,,
0x04BAC,common,0x4BAC,jbc,3,0xF0,0x4B9F,0x04B9F,yes,other,0,24,,
0x04BB5,common,0x4BB5,jbc,3,0xF0,0x4BA8,0x04BA8,yes,other,0,24,,
0x04BB9,common,0x4BB9,jbc,3,0x74,0x4C30,0x04C30,yes,other,0,24,,
0x04BC0,common,0x4BC0,jbc,3,0xF0,0x4BB3,0x04BB3,yes,other,0,24,,
0x04BC4,common,0x4BC4,jbc,3,0x74,0x4C3B,0x04C3B,yes,entry,0,24,,
0x04BCA,common,0x4BCA,jbc,3,0x04,0x4BD1,0x04BD1,yes,entry,0,24,,
0x04BCF,common,0x4BCF,jbc,3,0x74,0x4C46,0x04C46,yes,entry,0,24,,
0x04BD5,common,0x4BD5,jbc,3,0x74,0x4C4C,0x04C4C,yes,entry,0,24,,
0x04BDB,common,0x4BDB,jbc,3,0xE0,0x4BBE,0x04BBE,yes,entry,0,24,,
0x04BDE,common,0x4BDE,jb,3,0xF9,0x4BDA,0x04BDA,yes,entry,24,0,,
0x04BE2,common,0x4BE2,jbc,3,0x74,0x4C59,0x04C59,yes,other,0,24,,
0x04BE8,common,0x4BE8,jbc,3,0x04,0x4BEF,0x04BEF,yes,entry,0,24,,
0x04BED,common,0x4BED,jbc,3,0x74,0x4C64,0x04C64,yes,other,0,24,,
0x04BF3,common,0x4BF3,jbc,3,0x74,0x4C6A,0x04C6A,yes,other,0,24,,
0x04BFC,common,0x4BFC,cjne,3,0x17,0x4C16,0x04C16,yes,entry,24,0,,
0x04BFD,common,0x4BFD,cjne,3,0x90,0x4B90,0x04B90,yes,entry,0,24,,
0x04C00,common,0x4C00,jbc,3,0x74,0x4C77,0x04C77,yes,other,1,23,,
0x04C06,common,0x4C06,jbc,3,0x04,0x4C0D,0x04C0D,yes,entry,0,24,,
0x04C0B,common,0x4C0B,jbc,3,0x74,0x4C82,0x04C82,yes,other,0,24,,
0x04C11,common,0x4C11,jbc,3,0x74,0x4C88,0x04C88,yes,other,0,24,,
0x04C14,common,0x4C14,jnc,2,0xF0,0x4C06,0x04C06,yes,other,1,23,,
0x04C17,common,0x4C17,jbc,3,0x74,0x4C8E,0x04C8E,yes,entry,0,24,,
0x04C1D,common,0x4C1D,jbc,3,0x04,0x4C24,0x04C24,yes,entry,0,24,,
0x04C22,common,0x4C22,jbc,3,0x74,0x4C99,0x04C99,yes,entry,0,24,,
0x04C28,common,0x4C28,jbc,3,0x74,0x4C9F,0x04C9F,yes,entry,0,24,,
0x04C32,common,0x4C32,jbc,3,0xF0,0x4C25,0x04C25,yes,other,0,24,,
0x04C36,common,0x4C36,jbc,3,0x74,0x4CAD,0x04CAD,yes,other,0,24,,
0x04C3C,common,0x4C3C,jbc,3,0x04,0x4C43,0x04C43,yes,entry,0,24,,
0x04C41,common,0x4C41,jbc,3,0x74,0x4CB8,0x04CB8,yes,other,0,24,,
0x04C47,common,0x4C47,jbc,3,0x74,0x4CBE,0x04CBE,yes,entry,0,24,,
0x04C4D,common,0x4C4D,jbc,3,0xE0,0x4C30,0x04C30,yes,other,0,24,,
0x04C50,common,0x4C50,jb,3,0xF9,0x4C4C,0x04C4C,yes,entry,24,0,,
0x04C55,common,0x4C55,jbc,3,0xF0,0x4C48,0x04C48,yes,other,0,24,,
0x04C59,common,0x4C59,jbc,3,0xF0,0x4C4C,0x04C4C,yes,entry,0,24,,
0x04C62,common,0x4C62,jbc,3,0xF0,0x4C55,0x04C55,yes,other,0,24,,
0x04C66,common,0x4C66,jbc,3,0x74,0x4CDD,0x04CDD,yes,other,0,24,,
0x04C6D,common,0x4C6D,jbc,3,0xF0,0x4C60,0x04C60,yes,other,0,24,,
0x04C71,common,0x4C71,jbc,3,0x74,0x4CE8,0x04CE8,yes,other,0,24,,
0x04C77,common,0x4C77,jbc,3,0x04,0x4C7E,0x04C7E,yes,entry,0,24,,
0x04C7C,common,0x4C7C,jbc,3,0x74,0x4CF3,0x04CF3,yes,entry,0,24,,
0x04C82,common,0x4C82,jbc,3,0x74,0x4CF9,0x04CF9,yes,other,0,24,,
0x04C88,common,0x4C88,jbc,3,0xE0,0x4C6B,0x04C6B,yes,entry,0,24,,
0x04C8B,common,0x4C8B,jb,3,0xF9,0x4C87,0x04C87,yes,entry,24,0,,
0x04C8F,common,0x4C8F,jbc,3,0x74,0x4D06,0x04D06,yes,entry,0,24,,
0x04C95,common,0x4C95,jbc,3,0x04,0x4C9C,0x04C9C,yes,entry,0,24,,
0x04C9A,common,0x4C9A,jbc,3,0x74,0x4D11,0x04D11,yes,entry,0,24,,
0x04CA0,common,0x4CA0,jbc,3,0x74,0x4D17,0x04D17,yes,other,0,24,,
0x04CA8,common,0x4CA8,sjmp,2,0xF0,0x4C9A,0x04C9A,yes,other,1,23,,
0x04CAB,common,0x4CAB,jbc,3,0xE0,0x4C8E,0x04C8E,yes,entry,0,24,,
0x04CB1,common,0x4CB1,sjmp,2,0xE0,0x4C93,0x04C93,yes,other,1,23,,
0x04CC0,common,0x4CC0,sjmp,2,0xE0,0x4CA2,0x04CA2,yes,entry,1,23,,
0x04CC5,common,0x4CC5,cjne,3,0xE2,0x4CAA,0x04CAA,yes,entry,24,0,,
0x04CD1,common,0x4CD1,jbc,3,0x74,0x4D48,0x04D48,yes,entry,0,24,,
0x04CD7,common,0x4CD7,jbc,3,0x04,0x4CDE,0x04CDE,yes,entry,0,24,,
0x04CDC,common,0x4CDC,jbc,3,0x74,0x4D53,0x04D53,yes,other,0,24,,
0x04CE2,common,0x4CE2,jbc,3,0x74,0x4D59,0x04D59,yes,other,0,24,,
0x04CE8,common,0x4CE8,jbc,3,0xE0,0x4CCB,0x04CCB,yes,other,0,24,,
0x04CEB,common,0x4CEB,jb,3,0xF9,0x4CE7,0x04CE7,yes,entry,24,0,,
0x04CF0,common,0x4CF0,jbc,3,0xF0,0x4CE3,0x04CE3,yes,other,0,24,,
0x04CF4,common,0x4CF4,jbc,3,0xF0,0x4CE7,0x04CE7,yes,entry,0,24,,
0x04CFD,common,0x4CFD,jbc,3,0xF0,0x4CF0,0x04CF0,yes,other,0,24,,
0x04D01,common,0x4D01,jbc,3,0x74,0x4D78,0x04D78,yes,other,0,24,,
0x04D08,common,0x4D08,jbc,3,0xF0,0x4CFB,0x04CFB,yes,other,0,24,,
0x04D0C,common,0x4D0C,jbc,3,0x74,0x4D83,0x04D83,yes,other,0,24,,
0x04D12,common,0x4D12,jbc,3,0x04,0x4D19,0x04D19,yes,entry,0,24,,
0x04D17,common,0x4D17,jbc,3,0x74,0x4D8E,0x04D8E,yes,other,0,24,,
0x04D1D,common,0x4D1D,jbc,3,0x74,0x4D94,0x04D94,yes,other,0,24,,
0x04D23,common,0x4D23,jbc,3,0xE0,0x4D06,0x04D06,yes,entry,0,24,,
0x04D26,common,0x4D26,jb,3,0xF9,0x4D22,0x04D22,yes,entry,24,0,,
0x04D2A,common,0x4D2A,jbc,3,0x74,0x4DA1,0x04DA1,yes,entry,0,24,,
0x04D30,common,0x4D30,jbc,3,0x04,0x4D37,0x04D37,yes,entry,0,24,,
0x04D35,common,0x4D35,jbc,3,0x74,0x4DAC,0x04DAC,yes,entry,0,24,,
0x04D3B,common,0x4D3B,jbc,3,0x74,0x4DB2,0x04DB2,yes,other,0,24,,
0x04D46,common,0x4D46,sjmp,2,0xF0,0x4D38,0x04D38,yes,other,1,23,,
0x04D49,common,0x4D49,jbc,3,0xE0,0x4D2C,0x04D2C,yes,entry,0,24,,
0x04D4F,common,0x4D4F,sjmp,2,0xE0,0x4D31,0x04D31,yes,other,1,23,,
0x04D5E,common,0x4D5E,sjmp,2,0xE0,0x4D40,0x04D40,yes,entry,1,23,,
0x04D63,common,0x4D63,cjne,3,0xE2,0x4D48,0x04D48,yes,entry,24,0,,
0x04D6F,common,0x4D6F,jbc,3,0x74,0x4DE6,0x04DE6,yes,entry,0,24,,
0x04D75,common,0x4D75,jbc,3,0x04,0x4D7C,0x04D7C,yes,entry,0,24,,
0x04D7A,common,0x4D7A,jbc,3,0x74,0x4DF1,0x04DF1,yes,other,0,24,,
0x04D80,common,0x4D80,jbc,3,0x74,0x4DF7,0x04DF7,yes,other,0,24,,
0x04D86,common,0x4D86,jbc,3,0xE0,0x4D69,0x04D69,yes,other,0,24,,
0x04D89,common,0x4D89,jb,3,0xF9,0x4D85,0x04D85,yes,entry,24,0,,
0x04D8E,common,0x4D8E,jbc,3,0xF0,0x4D81,0x04D81,yes,other,0,24,,
0x04D92,common,0x4D92,jbc,3,0xF0,0x4D85,0x04D85,yes,entry,0,24,,
0x04D9B,common,0x4D9B,jbc,3,0xF0,0x4D8E,0x04D8E,yes,other,0,24,,
0x04D9F,common,0x4D9F,jbc,3,0x74,0x4E16,0x04E16,yes,other,0,24,,
0x04DA6,common,0x4DA6,jbc,3,0xF0,0x4D99,0x04D99,yes,other,0,24,,
0x04DAA,common,0x4DAA,jbc,3,0x74,0x4E21,0x04E21,yes,other,0,24,,
0x04DB0,common,0x4DB0,jbc,3,0x04,0x4DB7,0x04DB7,yes,entry,0,24,,
0x04DB5,common,0x4DB5,jbc,3,0x74,0x4E2C,0x04E2C,yes,entry,0,24,,
0x04DBB,common,0x4DBB,jbc,3,0x74,0x4E32,0x04E32,yes,other,0,24,,
0x04DC1,common,0x4DC1,jbc,3,0xE0,0x4DA4,0x04DA4,yes,entry,0,24,,
0x04DC7,common,0x4DC7,cjne,3,0xF6,0x4DC0,0x04DC0,yes,entry,24,0,,
0x04DCB,common,0x4DCB,jbc,3,0x74,0x4E42,0x04E42,yes,other,1,23,,
0x04DD1,common,0x4DD1,jbc,3,0x04,0x4DD8,0x04DD8,yes,entry,0,24,,
0x04DD6,common,0x4DD6,jbc,3,0x74,0x4E4D,0x04E4D,yes,other,0,24,,
0x04DE0,common,0x4DE0,jbc,3,0xF0,0x4DD3,0x04DD3,yes,other,0,24,,
0x04DE6,common,0x4DE6,sjmp,2,0xF0,0x4DD8,0x04DD8,yes,entry,1,23,,
0x04DEA,common,0x4DEA,sjmp,2,0xE0,0x4DCC,0x04DCC,yes,other,1,23,,
0x04DF7,common,0x4DF7,jbc,3,0xF0,0x4DEA,0x04DEA,yes,entry,0,24,,
