file_offset,region,runtime,opcode,length,disp,target,target_offset,in_region,target_class,frame_onto,frame_over,calls_stub,calls_trampoline
0x00002,common,0x0002,jnz,2,0x02,0x0006,0x00006,yes,other,1,1,,
0x00009,common,0x0009,jnc,2,0x22,0x002D,0x0002D,yes,other,0,9,,
0x0000D,common,0x000D,jnb,3,0x11,0x0021,0x00021,yes,other,0,13,,
0x0001D,common,0x001D,cjne,3,0x11,0x0031,0x00031,yes,other,0,24,,
0x00032,common,0x0032,sjmp,2,0xF6,0x002A,0x0002A,yes,other,0,24,,
0x00053,common,0x0053,jb,3,0x43,0x0099,0x00099,yes,other,23,1,,
0x0005C,common,0x005C,jb,3,0x20,0x007F,0x0007F,yes,entry,24,0,,
0x0005D,common,0x005D,jb,3,0x00,0x0060,0x00060,yes,entry,0,24,,
0x0005E,common,0x005E,jb,3,0x02,0x0063,0x00063,yes,entry,0,24,,
0x00062,common,0x0062,sjmp,2,0x02,0x0066,0x00066,yes,entry,0,24,,
0x00074,common,0x0074,jbc,3,0x74,0x00EB,0x000EB,yes,other,1,23,,
0x00088,common,0x0088,jb,3,0xE0,0x006B,0x0006B,yes,other,0,24,,
0x0009E,common,0x009E,jc,2,0x03,0x00A3,0x000A3,yes,other,24,0,,
0x000A1,common,0x00A1,sjmp,2,0x01,0x00A4,0x000A4,yes,other,24,0,,
0x000A5,common,0x00A5,djnz,2,0xF4,0x009B,0x0009B,yes,entry,24,0,,
0x000A7,common,0x00A7,sjmp,2,0x29,0x00D2,0x000D2,yes,entry,24,0,,
0x000B8,common,0x00B8,jb,3,0x83,0x003E,0x0003E,yes,other,0,24,,
0x000BB,common,0x00BB,jc,2,0x04,0x00C1,0x000C1,yes,other,24,0,,
0x000BF,common,0x00BF,sjmp,2,0x01,0x00C2,0x000C2,yes,other,24,0,,
0x000C3,common,0x00C3,djnz,2,0xE4,0x00A9,0x000A9,yes,entry,24,0,,
0x000C5,common,0x00C5,sjmp,2,0x0B,0x00D2,0x000D2,yes,entry,24,0,,
0x000CB,common,0x00CB,jbc,3,0x40,0x010E,0x0010E,yes,other,24,0,,
0x000CC,common,0x00CC,jb,3,0x80,0x004F,0x0004F,yes,other,0,24,,
0x000CD,common,0x00CD,jc,2,0x80,0x004F,0x0004F,yes,other,0,24,,
0x000CE,common,0x00CE,sjmp,2,0x90,0x0060,0x00060,yes,entry,22,2,,
0x000D6,common,0x00D6,jz,2,0xBC,0x0094,0x00094,yes,entry,24,0,,
0x000D7,common,0x00D7,cjne,3,0xFF,0x00D9,0x000D9,yes,other,0,24,,
0x000DC,common,0x00DC,jnb,3,0x09,0x00E8,0x000E8,yes,other,24,0,,
0x000E5,common,0x00E5,jz,2,0x01,0x00E8,0x000E8,yes,other,24,0,,
0x000ED,common,0x00ED,jz,2,0xA8,0x0097,0x00097,yes,entry,24,0,,
0x000EF,common,0x00EF,jc,2,0xB8,0x00A9,0x000A9,yes,entry,23,1,,
0x000F0,common,0x00F0,cjne,3,0x93,0x0086,0x00086,yes,other,1,23,,
0x0010E,common,0x010E,djnz,2,0xE9,0x00F9,0x000F9,yes,entry,24,0,,
0x00110,common,0x0110,djnz,2,0xE7,0x00F9,0x000F9,yes,entry,24,0,,
0x00112,common,0x0112,sjmp,2,0xBE,0x00D2,0x000D2,yes,entry,24,0,,
0x00113,common,0x0113,cjne,3,0x11,0x0127,0x00127,yes,other,0,24,,
0x00133,common,0x0133,jnb,3,0x3C,0x0172,0x00172,yes,entry,24,0,,
0x00143,common,0x0143,jnb,3,0x19,0x015F,0x0015F,yes,entry,24,0,,
0x00144,common,0x0144,jz,2,0x19,0x015F,0x0015F,yes,entry,0,24,,
0x0014F,common,0x014F,jb,3,0x10,0x0162,0x00162,yes,entry,24,0,,
0x00151,common,0x0151,jbc,3,0x90,0x00E4,0x000E4,yes,other,1,23,,
0x00154,common,0x0154,jb,3,0xF0,0x0147,0x00147,yes,entry,2,22,,
0x0015A,common,0x015A,cjne,3,0xEE,0x014B,0x0014B,yes,entry,24,0,,
0x0015D,common,0x015D,sjmp,2,0x03,0x0162,0x00162,yes,entry,24,0,,
0x00161,common,0x0161,cjne,3,0x84,0x00E8,0x000E8,yes,other,1,23,,
0x00170,common,0x0170,sjmp,2,0x17,0x0189,0x00189,yes,entry,24,0,,
0x0018B,common,0x018B,cjne,3,0x17,0x01A5,0x001A5,yes,other,0,24,,
0x00190,common,0x0190,jnb,3,0x3C,0x01CF,0x001CF,yes,entry,24,0,,
0x001A0,common,0x01A0,jnb,3,0x19,0x01BC,0x001BC,yes,entry,24,0,,
0x001A1,common,0x01A1,jz,2,0x19,0x01BC,0x001BC,yes,entry,0,24,,
0x001AC,common,0x01AC,jb,3,0x10,0x01BF,0x001BF,yes,entry,24,0,,
0x001AE,common,0x01AE,jbc,3,0x90,0x0141,0x00141,yes,other,1,23,,
0x001B1,common,0x01B1,jb,3,0xF0,0x01A4,0x001A4,yes,entry,2,22,,
0x001B7,common,0x01B7,cjne,3,0xEE,0x01A8,0x001A8,yes,entry,24,0,,
0x001BA,common,0x01BA,sjmp,2,0x03,0x01BF,0x001BF,yes,entry,24,0,,
0x001BE,common,0x01BE,cjne,3,0x84,0x0145,0x00145,yes,other,1,23,,
0x001CD,common,0x01CD,sjmp,2,0x11,0x01E0,0x001E0,yes,entry,24,0,,
0x001E2,common,0x01E2,cjne,3,0x11,0x01F6,0x001F6,yes,entry,0,24,,
0x00207,common,0x0207,jbc,3,0x90,0x019A,0x0019A,yes,entry,1,23,,
0x0020A,common,0x020A,jbc,3,0x74,0x0281,0x00281,yes,other,2,22,,
0x00214,common,0x0214,sjmp,2,0xF0,0x0206,0x00206,yes,entry,0,24,,
0x00223,common,0x0223,jbc,3,0xF0,0x0216,0x00216,yes,entry,0,24,,
0x00227,common,0x0227,jbc,3,0xF0,0x021A,0x0021A,yes,other,0,24,,
0x0022B,common,0x022B,jbc,3,0xF0,0x021E,0x0021E,yes,entry,0,24,,
0x0022F,common,0x022F,jbc,3,0xF0,0x0222,0x00222,yes,entry,0,24,,
0x00233,common,0x0233,jbc,3,0xE0,0x0216,0x00216,yes,entry,0,24,,
0x0023E,common,0x023E,jnz,2,0x29,0x0269,0x00269,yes,entry,24,0,,
0x00241,common,0x0241,jbc,3,0xE0,0x0224,0x00224,yes,other,0,24,,
0x00267,common,0x0267,sjmp,2,0x09,0x0272,0x00272,yes,entry,24,0,,
0x00275,common,0x0275,cjne,3,0xFA,0x0272,0x00272,yes,entry,24,0,,
0x0027A,common,0x027A,jbc,3,0x0C,0x0289,0x00289,yes,other,0,24,,
0x00287,common,0x0287,jz,2,0xEF,0x0278,0x00278,yes,entry,1,23,,
0x00289,common,0x0289,jnz,2,0x03,0x028E,0x0028E,yes,entry,24,0,,
0x00290,common,0x0290,jnz,2,0xE0,0x0272,0x00272,yes,entry,24,0,,
0x00294,common,0x0294,jnz,2,0xDC,0x0272,0x00272,yes,entry,24,0,,
0x00295,common,0x0295,djnz,2,0x75,0x030C,0x0030C,yes,other,0,24,,
0x00299,common,0x0299,sjmp,2,0xD7,0x0272,0x00272,yes,entry,23,1,,
0x0029F,common,0x029F,jnb,3,0x47,0x02E9,0x002E9,yes,entry,24,0,,
0x002AD,common,0x02AD,jbc,3,0x30,0x02E0,0x002E0,yes,entry,0,24,,
0x002AF,common,0x02AF,jnb,3,0x19,0x02CB,0x002CB,yes,entry,23,1,,
0x002B0,common,0x02B0,jz,2,0x19,0x02CB,0x002CB,yes,entry,1,23,,
0x002BB,common,0x02BB,jb,3,0x18,0x02D6,0x002D6,yes,entry,24,0,,
0x002C0,common,0x02C0,jb,3,0xF0,0x02B3,0x002B3,yes,entry,0,24,,
0x002C6,common,0x02C6,cjne,3,0xEE,0x02B7,0x002B7,yes,entry,24,0,,
0x002C9,common,0x02C9,sjmp,2,0x0B,0x02D6,0x002D6,yes,entry,24,0,,
0x002CD,common,0x02CD,jb,3,0xF0,0x02C0,0x002C0,yes,entry,0,24,,
0x002E7,common,0x02E7,sjmp,2,0x11,0x02FA,0x002FA,yes,entry,24,0,,
0x002F8,common,0x02F8,jbc,3,0x02,0x02FD,0x002FD,yes,entry,0,24,,
0x0030E,common,0x030E,jnb,3,0x11,0x0322,0x00322,yes,other,0,24,,
0x00311,common,0x0311,djnz,2,0x90,0x02A3,0x002A3,yes,other,1,23,,
0x00314,common,0x0314,jbc,3,0x30,0x0347,0x00347,yes,entry,0,24,,
0x00316,common,0x0316,jnb,3,0x04,0x031D,0x0031D,yes,other,23,1,,
0x0031B,common,0x031B,sjmp,2,0x02,0x031F,0x0031F,yes,entry,24,0,,
0x00340,common,0x0340,jbc,3,0x12,0x0355,0x00355,yes,other,0,24,,
0x00358,common,0x0358,jc,2,0x02,0x035C,0x0035C,yes,entry,0,24,,
0x00370,common,0x0370,jnz,2,0x02,0x0374,0x00374,yes,entry,0,24,,
0x00394,common,0x0394,cjne,3,0x12,0x03A9,0x003A9,yes,other,0,24,,
0x00397,common,0x0397,cjne,3,0x12,0x03AC,0x003AC,yes,other,1,23,,
0x003A6,common,0x03A6,djnz,2,0x02,0x03AA,0x003AA,yes,entry,0,24,,
0x003D0,common,0x03D0,jnb,3,0x13,0x03E6,0x003E6,yes,entry,1,23,,
0x003E8,common,0x03E8,jz,2,0x02,0x03EC,0x003EC,yes,entry,1,23,,
0x00412,common,0x0412,cjne,3,0x13,0x0428,0x00428,yes,entry,7,17,,
0x00415,common,0x0415,cjne,3,0x13,0x042B,0x0042B,yes,entry,9,15,,
0x00424,common,0x0424,djnz,2,0x02,0x0428,0x00428,yes,entry,3,21,,
0x00427,common,0x0427,djnz,2,0x02,0x042B,0x0042B,yes,entry,5,19,,
0x00448,common,0x0448,jb,3,0x14,0x045F,0x0045F,yes,other,1,23,,
0x00460,common,0x0460,jnc,2,0x02,0x0464,0x00464,yes,entry,1,23,,
0x00478,common,0x0478,sjmp,2,0x02,0x047C,0x0047C,yes,entry,5,19,,
0x00493,common,0x0493,cjne,3,0x14,0x04AA,0x004AA,yes,other,5,19,,
0x00496,common,0x0496,cjne,3,0x11,0x04AA,0x004AA,yes,other,7,17,,
0x0049C,common,0x049C,djnz,2,0xF0,0x048E,0x0048E,yes,entry,0,24,,
0x004A2,common,0x04A2,jb,3,0x22,0x04C7,0x004C7,yes,other,0,24,,
0x004A9,common,0x04A9,jc,2,0xF0,0x049B,0x0049B,yes,other,0,24,,
0x004B9,common,0x04B9,jnc,2,0x74,0x052F,0x0052F,yes,other,0,24,,
0x004CD,common,0x04CD,jnc,2,0x74,0x0543,0x00543,yes,other,0,24,,
0x004EB,common,0x04EB,jnb,3,0x29,0x0517,0x00517,yes,entry,24,0,,
0x004F2,common,0x04F2,jnb,3,0x22,0x0517,0x00517,yes,entry,24,0,,
0x004F6,common,0x04F6,jnb,3,0x14,0x050D,0x0050D,yes,entry,24,0,,
0x004FD,common,0x04FD,cjne,3,0x05,0x0505,0x00505,yes,entry,24,0,,
0x00503,common,0x0503,sjmp,2,0x12,0x0517,0x00517,yes,entry,24,0,,
0x0050B,common,0x050B,sjmp,2,0x0A,0x0517,0x00517,yes,entry,24,0,,
0x00511,common,0x0511,cjne,3,0x03,0x0517,0x00517,yes,entry,24,0,,
0x00520,common,0x0520,jnc,2,0xE0,0x0502,0x00502,yes,other,0,24,,
0x0053C,common,0x053C,jbc,3,0x0E,0x054D,0x0054D,yes,other,0,24,,
0x00546,common,0x0546,jz,2,0x03,0x054B,0x0054B,yes,other,24,0,,
0x00562,common,0x0562,jbc,3,0x6E,0x05D3,0x005D3,yes,entry,0,24,,
0x00563,common,0x0563,jnb,3,0x05,0x056B,0x0056B,yes,entry,23,1,,
0x00569,common,0x0569,sjmp,2,0x3E,0x05A9,0x005A9,yes,other,24,0,,
0x0056D,common,0x056D,jbc,3,0xB4,0x0524,0x00524,yes,other,0,24,,
0x0056F,common,0x056F,cjne,3,0x05,0x0577,0x00577,yes,entry,23,1,,
0x00575,common,0x0575,sjmp,2,0x32,0x05A9,0x005A9,yes,other,24,0,,
0x00579,common,0x0579,jbc,3,0xB4,0x0530,0x00530,yes,entry,0,24,,
0x0057B,common,0x057B,cjne,3,0x05,0x0583,0x00583,yes,entry,23,1,,
0x00581,common,0x0581,sjmp,2,0x26,0x05A9,0x005A9,yes,other,23,1,,
0x00585,common,0x0585,jbc,3,0xB4,0x053C,0x0053C,yes,other,0,24,,
0x00587,common,0x0587,cjne,3,0x05,0x058F,0x0058F,yes,entry,23,1,,
0x0058D,common,0x058D,sjmp,2,0x1A,0x05A9,0x005A9,yes,other,22,2,,
0x00591,common,0x0591,jbc,3,0x75,0x0609,0x00609,yes,entry,0,24,,
0x0059B,common,0x059B,jbc,3,0x93,0x0531,0x00531,yes,other,0,24,,
0x005C2,common,0x05C2,jbc,3,0x0E,0x05D3,0x005D3,yes,entry,0,24,,
0x005CC,common,0x05CC,jnb,3,0x0C,0x05DB,0x005DB,yes,other,24,0,,
0x00606,common,0x0606,jc,2,0xF0,0x05F8,0x005F8,yes,other,0,24,,
0x00629,common,0x0629,jb,3,0x90,0x05BC,0x005BC,yes,entry,0,24,,
0x00635,common,0x0635,jnc,2,0xF0,0x0627,0x00627,yes,entry,0,24,,
0x00641,common,0x0641,sjmp,2,0xF0,0x0633,0x00633,yes,entry,2,22,,
0x00669,common,0x0669,jz,2,0x00,0x066B,0x0066B,yes,other,24,0,,
0x006A5,common,0x06A5,jnc,2,0x03,0x06AA,0x006AA,yes,other,24,0,,
0x006C5,common,0x06C5,sjmp,2,0x03,0x06CA,0x006CA,yes,other,24,0,,
0x006E9,common,0x06E9,cjne,3,0xB9,0x06A5,0x006A5,yes,other,24,0,,
0x006EB,common,0x06EB,cjne,3,0xBC,0x06AA,0x006AA,yes,other,1,23,,
0x006ED,common,0x06ED,cjne,3,0xBF,0x06AF,0x006AF,yes,other,22,2,,
0x006EF,common,0x06EF,cjne,3,0xC2,0x06B4,0x006B4,yes,other,3,21,,
0x00703,common,0x0703,djnz,2,0x03,0x0708,0x00708,yes,other,24,0,,
0x00705,common,0x0705,djnz,2,0x03,0x070A,0x0070A,yes,other,24,0,,
0x00727,common,0x0727,jbc,3,0x13,0x073D,0x0073D,yes,other,24,0,,
0x00747,common,0x0747,jc,2,0x04,0x074D,0x0074D,yes,other,24,0,,
0x00767,common,0x0767,jnz,2,0x04,0x076D,0x0076D,yes,entry,24,0,,
0x00785,common,0x0785,cjne,3,0x11,0x0799,0x00799,yes,other,24,0,,
0x00789,common,0x0789,cjne,3,0xCB,0x0757,0x00757,yes,other,24,0,,
0x007B8,common,0x07B8,jb,3,0xF0,0x07AB,0x007AB,yes,other,0,24,,
0x007FC,common,0x07FC,jnb,3,0x06,0x0805,0x00805,yes,other,24,0,,
0x0080A,common,0x080A,jnb,3,0x15,0x0822,0x00822,yes,entry,24,0,,
0x00820,common,0x0820,sjmp,2,0x16,0x0838,0x00838,yes,entry,24,0,,
0x0082A,common,0x082A,jz,2,0x0C,0x0838,0x00838,yes,entry,24,0,,
0x00830,common,0x0830,jnc,2,0xAF,0x07E1,0x007E1,yes,entry,2,22,,
0x00835,common,0x0835,djnz,2,0x15,0x084C,0x0084C,yes,other,5,19,,
0x0083C,common,0x083C,jb,3,0x03,0x0842,0x00842,yes,entry,24,0,,
0x0083F,common,0x083F,jnb,3,0x08,0x084A,0x0084A,yes,other,24,0,,
0x00848,common,0x0848,jz,2,0xBC,0x0806,0x00806,yes,entry,21,3,,
0x00849,common,0x0849,cjne,3,0x8E,0x07DA,0x007DA,yes,other,3,21,,
0x00870,common,0x0870,jbc,3,0x7F,0x08F2,0x008F2,yes,other,0,24,,
0x008A2,common,0x08A2,cjne,3,0x0A,0x08AF,0x008AF,yes,other,24,0,,
0x008B7,common,0x08B7,cjne,3,0x04,0x08BE,0x008BE,yes,entry,24,0,,
0x008C0,common,0x08C0,cjne,3,0x09,0x08CC,0x008CC,yes,other,24,0,,
0x008D3,common,0x08D3,jz,2,0x07,0x08DC,0x008DC,yes,entry,24,0,,
0x008D6,common,0x08D6,jnz,2,0x07,0x08DF,0x008DF,yes,other,24,0,,
0x008EE,common,0x08EE,cjne,3,0x08,0x08F9,0x008F9,yes,other,0,24,,
0x00906,common,0x0906,jb,3,0x15,0x091E,0x0091E,yes,entry,24,0,,
0x00909,common,0x0909,jnb,3,0xF6,0x0902,0x00902,yes,entry,23,1,,
0x00941,common,0x0941,jbc,3,0xE0,0x0924,0x00924,yes,other,0,24,,
0x00949,common,0x0949,jbc,3,0xE0,0x092C,0x0092C,yes,entry,0,24,,
0x00953,common,0x0953,jz,2,0x14,0x0969,0x00969,yes,entry,23,1,,
0x00956,common,0x0956,jz,2,0x14,0x096C,0x0096C,yes,entry,24,0,,
0x00959,common,0x0959,jz,2,0x14,0x096F,0x0096F,yes,entry,24,0,,
0x0095C,common,0x095C,jz,2,0x14,0x0972,0x00972,yes,entry,24,0,,
0x00960,common,0x0960,jz,2,0x13,0x0975,0x00975,yes,entry,24,0,,
0x00964,common,0x0964,jnz,2,0x12,0x0978,0x00978,yes,other,23,1,,
0x0097C,common,0x097C,jz,2,0x14,0x0992,0x00992,yes,entry,23,1,,
0x0097F,common,0x097F,jz,2,0x14,0x0995,0x00995,yes,entry,24,0,,
0x00982,common,0x0982,jz,2,0x14,0x0998,0x00998,yes,entry,24,0,,
0x00985,common,0x0985,jz,2,0x14,0x099B,0x0099B,yes,entry,24,0,,
0x00989,common,0x0989,jz,2,0x13,0x099E,0x0099E,yes,entry,24,0,,
0x0098D,common,0x098D,jnz,2,0x12,0x09A1,0x009A1,yes,other,23,1,,
0x009A6,common,0x09A6,jbc,3,0x90,0x0939,0x00939,yes,other,2,22,,
0x009AF,common,0x09AF,jnb,3,0x04,0x09B6,0x009B6,yes,entry,24,0,,
0x009D1,common,0x09D1,jb,3,0x0E,0x09E2,0x009E2,yes,other,22,2,,
0x009D8,common,0x09D8,jnb,3,0x07,0x09E2,0x009E2,yes,other,24,0,,
0x009DF,common,0x09DF,jnb,3,0xEF,0x09D1,0x009D1,yes,entry,24,0,,
0x009F0,common,0x09F0,jnc,2,0x11,0x0A03,0x00A03,yes,other,24,0,,
0x00A1D,common,0x0A1D,jc,2,0x19,0x0A38,0x00A38,yes,other,24,0,,
0x00A2F,common,0x0A2F,jnz,2,0x07,0x0A38,0x00A38,yes,other,24,0,,
0x00A42,common,0x0A42,jb,3,0x04,0x0A49,0x00A49,yes,entry,24,0,,
0x00A46,common,0x0A46,jnb,3,0x08,0x0A51,0x00A51,yes,entry,24,0,,
0x00A5E,common,0x0A5E,jb,3,0x90,0x09F1,0x009F1,yes,other,2,22,,
0x00A67,common,0x0A67,jnb,3,0x04,0x0A6E,0x00A6E,yes,entry,24,0,,
0x00A7B,common,0x0A7B,jbc,3,0x41,0x0ABF,0x00ABF,yes,other,0,24,,
0x00A8B,common,0x0A8B,jb,3,0x49,0x0AD7,0x00AD7,yes,other,24,0,,
0x00A8F,common,0x0A8F,jb,3,0x45,0x0AD7,0x00AD7,yes,other,24,0,,
0x00A99,common,0x0A99,jc,2,0x06,0x0AA1,0x00AA1,yes,entry,24,0,,
0x00AA1,common,0x0AA1,jb,3,0x33,0x0AD7,0x00AD7,yes,other,22,2,,
0x00AA8,common,0x0AA8,jb,3,0x2C,0x0AD7,0x00AD7,yes,other,24,0,,
0x00AAF,common,0x0AAF,cjne,3,0x09,0x0ABB,0x00ABB,yes,entry,24,0,,
0x00AB9,common,0x0AB9,sjmp,2,0x06,0x0AC1,0x00AC1,yes,entry,23,1,,
0x00AC5,common,0x0AC5,jz,2,0x10,0x0AD7,0x00AD7,yes,other,24,0,,
0x00AC6,common,0x0AC6,jbc,3,0x57,0x0B20,0x00B20,yes,other,0,24,,
0x00AD1,common,0x0AD1,djnz,2,0xEF,0x0AC2,0x00AC2,yes,other,1,23,,
0x00AD3,common,0x0AD3,jz,2,0x02,0x0AD7,0x00AD7,yes,other,24,0,,
0x00ADA,common,0x0ADA,djnz,2,0x22,0x0AFE,0x00AFE,yes,other,1,23,,
0x00AE4,common,0x0AE4,jb,3,0x09,0x0AF0,0x00AF0,yes,entry,24,0,,
0x00AEE,common,0x0AEE,sjmp,2,0x26,0x0B16,0x00B16,yes,entry,24,0,,
0x00AF9,common,0x0AF9,cjne,3,0x08,0x0B04,0x00B04,yes,entry,24,0,,
0x00B02,common,0x0B02,sjmp,2,0x12,0x0B16,0x00B16,yes,entry,24,0,,
0x00B05,common,0x0B05,jnz,2,0x07,0x0B0E,0x00B0E,yes,entry,23,1,,
0x00B0C,common,0x0B0C,sjmp,2,0x08,0x0B16,0x00B16,yes,entry,24,0,,
0x00B1A,common,0x0B1A,jz,2,0x03,0x0B1F,0x00B1F,yes,entry,24,0,,
0x00B28,common,0x0B28,cjne,3,0x04,0x0B2F,0x00B2F,yes,entry,24,0,,
0x00B2D,common,0x0B2D,sjmp,2,0x25,0x0B54,0x00B54,yes,entry,24,0,,
0x00B30,common,0x0B30,jnz,2,0x03,0x0B35,0x00B35,yes,entry,24,0,,
0x00B33,common,0x0B33,sjmp,2,0x1F,0x0B54,0x00B54,yes,entry,24,0,,
0x00B36,common,0x0B36,jb,3,0x09,0x0B42,0x00B42,yes,entry,24,0,,
0x00B40,common,0x0B40,sjmp,2,0x12,0x0B54,0x00B54,yes,entry,23,1,,
0x00B43,common,0x0B43,cjne,3,0x06,0x0B4C,0x00B4C,yes,entry,22,2,,
0x00B4A,common,0x0B4A,sjmp,2,0x08,0x0B54,0x00B54,yes,entry,22,2,,
0x00B4D,common,0x0B4D,cjne,3,0x04,0x0B54,0x00B54,yes,entry,24,0,,
0x00B55,common,0x0B55,jz,2,0x07,0x0B5E,0x00B5E,yes,other,24,0,,
0x00B58,common,0x0B58,jz,2,0x04,0x0B5E,0x00B5E,yes,other,24,0,,
0x00B5C,common,0x0B5C,sjmp,2,0xFF,0x0B5D,0x00B5D,yes,other,0,24,,
0x00B63,common,0x0B63,jnb,3,0x2A,0x0B90,0x00B90,yes,entry,24,0,,
0x00B71,common,0x0B71,jz,2,0x90,0x0B03,0x00B03,yes,entry,1,23,,
0x00B76,common,0x0B76,jnb,3,0x0E,0x0B87,0x00B87,yes,entry,24,0,,
0x00B7D,common,0x0B7D,jnz,2,0x02,0x0B81,0x00B81,yes,entry,24,0,,
0x00B85,common,0x0B85,jnz,2,0xEB,0x0B72,0x00B72,yes,entry,24,0,,
0x00B94,common,0x0B94,jnb,3,0x30,0x0BC7,0x00BC7,yes,other,24,0,,
0x00B96,common,0x0B96,jnb,3,0x32,0x0BCB,0x00BCB,yes,other,1,23,,
0x00BA3,common,0x0BA3,jz,2,0x90,0x0B35,0x00B35,yes,entry,1,23,,
0x00BA8,common,0x0BA8,jnb,3,0x0E,0x0BB9,0x00BB9,yes,entry,24,0,,
0x00BAF,common,0x0BAF,jnz,2,0x02,0x0BB3,0x00BB3,yes,entry,24,0,,
0x00BB7,common,0x0BB7,jnz,2,0xEB,0x0BA4,0x00BA4,yes,entry,24,0,,
0x00BBE,common,0x0BBE,jbc,3,0x65,0x0C26,0x00C26,yes,other,0,24,,
0x00BCC,common,0x0BCC,jnb,3,0x0B,0x0BDA,0x00BDA,yes,other,24,0,,
0x00BD0,common,0x0BD0,jnb,3,0x07,0x0BDA,0x00BDA,yes,other,24,0,,
0x00BD5,common,0x0BD5,jc,2,0xE0,0x0BB7,0x00BB7,yes,other,1,23,,
0x00BDF,common,0x0BDF,jnb,3,0x0A,0x0BEC,0x00BEC,yes,other,24,0,,
0x00BE3,common,0x0BE3,jnb,3,0x06,0x0BEC,0x00BEC,yes,other,24,0,,
0x00BF8,common,0x0BF8,jc,2,0x3E,0x0C38,0x00C38,yes,other,1,23,,
0x00C00,common,0x0C00,jnz,2,0x1D,0x0C1F,0x00C1F,yes,entry,24,0,,
0x00C02,common,0x0C02,jbc,3,0x5A,0x0C5F,0x00C5F,yes,other,24,0,,
0x00C10,common,0x0C10,jb,3,0x05,0x0C18,0x00C18,yes,other,24,0,,
0x00C1F,common,0x0C1F,jnb,3,0x22,0x0C44,0x00C44,yes,other,0,24,,
0x00C34,common,0x0C34,jz,2,0x6C,0x0CA2,0x00CA2,yes,other,24,0,,
0x00C5F,common,0x0C5F,jnc,2,0x4C,0x0CAD,0x00CAD,yes,other,23,1,,
0x00C88,common,0x0C88,jnz,2,0x07,0x0C91,0x00C91,yes,entry,24,0,,
0x00C8C,common,0x0C8C,jnz,2,0x03,0x0C91,0x00C91,yes,entry,24,0,,
0x00C95,common,0x0C95,jz,2,0x1F,0x0CB6,0x00CB6,yes,entry,24,0,,
0x00C9B,common,0x0C9B,cjne,3,0x15,0x0CB3,0x00CB3,yes,entry,24,0,,
0x00CA8,common,0x0CA8,cjne,3,0x0B,0x0CB6,0x00CB6,yes,entry,24,0,,
0x00CB1,common,0x0CB1,sjmp,2,0x03,0x0CB6,0x00CB6,yes,entry,24,0,,
0x00CB5,common,0x0CB5,djnz,2,0x90,0x0C47,0x00C47,yes,other,1,23,,
0x00CBE,common,0x0CBE,jnb,3,0x07,0x0CC8,0x00CC8,yes,entry,24,0,,
0x00CBF,common,0x0CBF,jnb,3,0xC2,0x0C84,0x00C84,yes,other,0,24,,
0x00CC2,common,0x0CC2,jnb,3,0x3C,0x0D01,0x00D01,yes,other,1,23,,
0x00CC6,common,0x0CC6,sjmp,2,0xBE,0x0C86,0x00C86,yes,entry,24,0,,
0x00CC7,common,0x0CC7,cjne,3,0x31,0x0CFB,0x00CFB,yes,other,0,24,,
0x00CC8,common,0x0CC8,jnb,3,0x07,0x0CD2,0x00CD2,yes,entry,23,1,,
0x00CD0,common,0x0CD0,sjmp,2,0xB4,0x0C86,0x00C86,yes,entry,21,3,,
0x00CD1,common,0x0CD1,cjne,3,0x32,0x0D06,0x00D06,yes,other,3,21,,
0x00CD2,common,0x0CD2,jnb,3,0x07,0x0CDC,0x00CDC,yes,entry,20,4,,
0x00CDA,common,0x0CDA,sjmp,2,0xAA,0x0C86,0x00C86,yes,entry,22,2,,
0x00CDC,common,0x0CDC,jnb,3,0x07,0x0CE6,0x00CE6,yes,entry,21,3,,
0x00CE4,common,0x0CE4,sjmp,2,0xA0,0x0C86,0x00C86,yes,entry,24,0,,
0x00CE6,common,0x0CE6,jnb,3,0x07,0x0CF0,0x00CF0,yes,entry,23,1,,
0x00CEC,common,0x0CEC,jnb,3,0x80,0x0C6F,0x00C6F,yes,other,1,23,,
0x00CEE,common,0x0CEE,sjmp,2,0x96,0x0C86,0x00C86,yes,entry,22,2,,
0x00CF0,common,0x0CF0,jnb,3,0x1C,0x0D0F,0x00D0F,yes,entry,24,0,,
0x00CFF,common,0x0CFF,jc,2,0x85,0x0C86,0x00C86,yes,entry,24,0,,
0x00D05,common,0x0D05,jz,2,0x03,0x0D0A,0x00D0A,yes,other,24,0,,
0x00D0F,common,0x0D0F,jnb,3,0x08,0x0D1A,0x00D1A,yes,entry,22,2,,
0x00D1A,common,0x0D1A,jnb,3,0x08,0x0D25,0x00D25,yes,entry,22,2,,
0x00D25,common,0x0D25,jnb,3,0x08,0x0D30,0x00D30,yes,entry,22,2,,
0x00D30,common,0x0D30,jnb,3,0x08,0x0D3B,0x00D3B,yes,entry,22,2,,
0x00D3B,common,0x0D3B,jb,3,0x03,0x0D41,0x00D41,yes,other,22,2,,
0x00D54,common,0x0D54,jnz,2,0x0C,0x0D62,0x00D62,yes,entry,24,0,,
0x00D60,common,0x0D60,jz,2,0x03,0x0D65,0x00D65,yes,entry,24,0,,
0x00D69,common,0x0D69,jnb,3,0x02,0x0D6E,0x00D6E,yes,entry,24,0,,
0x00D6D,common,0x0D6D,jnb,3,0x15,0x0D85,0x00D85,yes,entry,0,24,,
