scope,addr,name,annotated,also_in,inbound,lcall,ljmp,ajmp,acall,callers,named_callers,cited_by,citing
bank0,7049,write_byte_by_tag_r3,yes,,1,1,0,0,0,1,1,0,
bank0,705B,write_byte_offset_by_tag_r3,yes,,1,0,1,0,0,1,1,0,
bank0,724B,normalize_sign_pair_4byte,yes,,1,0,1,0,0,1,0,0,
bank0,8398,return_trampoline_8294,yes,,1,0,1,0,0,1,0,0,
bank0,8399,FUN_CODE_8399,no,,1,1,0,0,0,1,0,0,
bank0,83D6,ring_push_0990,yes,,1,0,1,0,0,1,1,0,
bank0,8939,store_200_via_dptr_then_8f09,yes,,1,0,1,0,0,1,1,0,
bank0,893E,store_a_via_dptr_then_jump_8f09,yes,,1,0,1,0,0,1,1,0,
bank0,8C46,ramp_1804_1809_toward_0461_0469,yes,,1,0,1,0,0,1,1,0,
bank0,8F09,copy_dptr_byte_to_075c,yes,,1,0,1,0,0,1,1,0,
bank0,8F0E,return_trampoline,yes,,1,0,1,0,0,1,1,0,
bank0,8FDB,state_0817_fallthrough,yes,,1,0,1,0,0,1,1,0,
bank0,902A,write_2_to_0817,yes,,1,0,1,0,0,1,1,0,
bank0,948D,code_byte_to_0a4a_then_push_r7,yes,,1,0,1,0,0,1,1,0,
bank0,94AF,store_r7_to_098c_and_0463,yes,,1,0,0,0,1,1,1,0,
bank0,94C0,set_07c4_bit4_from_r7,yes,,1,1,0,0,0,1,1,0,
bank0,95DD,fill_08xx_from_code_table,yes,,1,0,1,0,0,1,1,0,
bank0,9902,clamp_08ac_up_to_08bb,yes,,1,0,1,0,0,1,1,0,
bank0,9917,dispatch_on_0a50,yes,,1,0,1,0,0,1,1,0,
bank0,99A7,clamp_0a53_0a54_down_to_08c4_08c5,yes,,1,0,1,0,0,1,1,0,
bank0,99ED,copy_08c7_08c8_08c9_into_087x,yes,,1,0,1,0,0,1,1,0,
bank0,9A7B,store_bd20_result_masked_7f,yes,,1,0,1,0,0,1,0,0,
bank0,9A86,call_ba15_then_write_02_to_044b,yes,,1,0,1,0,0,1,1,0,
bank0,9A90,call_bd20_with_03_then_or_80_into_dptr,yes,,1,0,1,0,0,1,1,0,
bank0,9A9C,write_04_to_044b_and_set_08e2_bit7,yes,,1,0,1,0,0,1,0,0,
bank0,9BFD,forward_to_9a86,yes,,1,0,1,0,0,1,0,0,
bank0,9C00,clear_09e9_unless_0743_bit2,yes,,1,0,1,0,0,1,0,0,
bank0,9C1D,clear_two_bytes_at_dptr_then_9a90,yes,,1,0,1,0,0,1,0,0,
bank0,9D9A,shared_return_stub_9d9a,yes,,1,0,1,0,0,1,1,0,
bank0,9D9B,compute_level_blocks_086b_086c_086e,yes,,1,1,0,0,0,1,1,0,
bank0,A139,FUN_CODE_a139,no,,1,0,1,0,0,1,1,0,
bank0,A169,clear_0983_bit1_then_0xa1c8,yes,,1,0,1,0,0,1,1,0,
bank0,A172,clear_08a9_08aa_then_0xa1c8,yes,,1,0,1,0,0,1,1,0,
bank0,A1A8,set_state_bytes_then_0xa1c8,yes,,1,0,1,0,0,1,1,0,
bank0,A4D6,zero_1803_1805_1808_then_set_0852_0854_to_ff,yes,,1,1,0,0,0,1,1,0,
bank0,AA90,call_2990_1e1a_fixed_sequence,yes,,1,1,0,0,0,1,1,0,
bank0,AB9E,set_0751_and_07a6_bits,yes,,1,1,0,0,0,1,1,0,
bank0,ADAE,dispatch_on_0a47,yes,,1,0,1,0,0,1,1,0,
bank0,AE6D,set_08ec_bit0_clear_bit4,yes,,1,0,1,0,0,1,1,0,
bank0,AE79,set_08ec_bit4_clear_bit0,yes,,1,0,1,0,0,1,1,0,
bank0,AE87,build_0791_0793_0794_then_branch,yes,,1,0,1,0,0,1,1,0,
bank0,AEC0,build_0795_0799_then_set_08ec,yes,,1,0,1,0,0,1,1,0,
bank0,AF27,fill_0790_0791_0793_via_calls,yes,,1,0,1,0,0,1,1,0,
bank0,AF66,set_08ec_bit1_clear_bit5,yes,,1,0,1,0,0,1,1,0,
bank0,AF72,set_08ec_bit5_clear_bit1,yes,,1,0,1,0,0,1,1,0,
bank0,B053,clear_16f1_bit5_then_store_0x80_pair,yes,,1,1,0,0,0,1,1,0,
bank0,B112,check_0xB112,yes,,1,1,0,0,0,1,1,0,
bank0,B40C,zero_xdata_block_ptr_r6r7_count_r4r5,yes,,1,0,1,0,0,1,1,0,
bank0,B5B2,clear_08eb_bit5_09e6_09e7_08a1_089c_089d,yes,,1,0,1,0,0,1,0,0,
bank0,B5CC,store_a_to_089c_and_089d,yes,,1,0,1,0,0,1,0,0,
bank0,B716,clear_08eb_bit3_09e6_09e7_08a2_089e_089f,yes,,1,0,1,0,0,1,0,0,
bank0,B730,store_a_to_089e_and_089f,yes,,1,0,1,0,0,1,0,0,
bank0,B82E,clear_08eb_bit6_and_zero_08a0,yes,,1,0,1,0,0,1,0,0,
bank0,B8CD,test_0770_equals_08,yes,,1,1,0,0,0,1,1,0,
bank0,B8DA,test_0770_equals_18,yes,,1,1,0,0,0,1,1,0,
bank0,B8E7,test_0770_equals_09,yes,,1,1,0,0,0,1,1,0,
bank0,B91B,test_0770_equals_0e,yes,,1,1,0,0,0,1,1,0,
bank0,B995,load_r3_r7_from_0a48_0a49,yes,,1,1,0,0,0,1,1,0,
bank0,B9EE,store_a_then_read_be16,yes,,1,1,0,0,0,1,0,0,
bank0,BA46,clear_low_nibble_07d3,yes,,1,1,0,0,0,1,1,0,
bank0,BAD4,sub_input_from_cpu_temp_043e,yes,,1,1,0,0,0,1,1,0,
bank0,BAE7,load_r6_r7_from_04a3_04a2,yes,,1,1,0,0,0,1,1,0,
bank0,BB08,store_a_then_set_bit0_1901,yes,,1,1,0,0,0,1,1,0,
bank0,BB24,store_a_to_1804,yes,,1,1,0,0,0,1,1,0,
bank0,BB28,copy_dptr_byte_to_075b_then_set_dptr_1809,yes,,1,1,0,0,0,1,1,0,
bank0,BB39,sub_low_byte_0a49,yes,,1,1,0,0,0,1,1,0,
bank0,BB56,cpu_temp_minus_code_table_byte,yes,,1,1,0,0,0,1,0,0,
bank0,BB60,FUN_CODE_bb60,no,,1,1,0,0,0,1,1,0,
bank0,BB78,zero_0855_0856,yes,,1,1,0,0,0,1,0,0,
bank0,BB88,sub_19_from_0857,yes,,1,1,0,0,0,1,1,0,
bank0,BBE9,set_cy_before_0461_sub,yes,,1,1,0,0,0,1,1,0,
bank0,BBEA,sub_0469_from_0461,yes,,1,1,0,0,0,1,1,0,
bank0,BC06,set_0a49_to_1_and_clear_0a4b,yes,,1,1,0,0,0,1,1,0,
bank0,BC7E,store_a_then_read_086c_set_cy,yes,,1,1,0,0,0,1,1,0,
bank0,BCB1,load_dptr_08e1_and_a_06_then_nothing,yes,,1,1,0,0,0,1,1,0,
bank0,BCB6,store_a_then_clear_08e0,yes,,1,1,0,0,0,1,1,0,
bank0,BCEE,dptr_from_code_be16,yes,,1,1,0,0,0,1,0,0,
bank0,BD2D,sub16_r6r7_minus_r4r5,yes,,1,1,0,0,0,1,1,0,
bank0,BDA6,sub_code_byte_from_x0875,yes,,1,1,0,0,0,1,0,0,
bank0,BDC6,copy_x190d_to_x0a57,yes,,1,1,0,0,0,1,1,0,
bank0,BE21,write_a_to_x1805_and_x1808,yes,,1,1,0,0,0,1,1,0,
bank0,BE73,write_a_then_zero_at_0a47_0a48,yes,,1,1,0,0,0,1,0,0,
bank0,BE92,write_9f_to_x190c,yes,,1,1,0,0,0,1,1,0,
bank0,BEF7,set_089a_to_3c,yes,,1,1,0,0,0,1,1,0,
bank0,C016,clear_1610,yes,,1,1,0,0,0,1,1,0,
bank0,C01C,set_1610_40_and_clear_1601_bit0,yes,,1,1,0,0,0,1,1,0,
bank0,C124,set_1602_bit2,yes,,1,1,0,0,0,1,1,0,
bank0,C12C,clear_1602_bit2,yes,,1,0,1,0,0,1,1,0,
bank0,C15C,clear_1602_bit7,yes,,1,1,0,0,0,1,1,0,
bank0,C1B1,test_1663_bit6,yes,,1,1,0,0,0,1,1,0,
bank0,C1BE,test_1663_bit6_inverted,yes,,1,1,0,0,0,1,1,0,
bank0,C1CB,test_1603_bit5,yes,,1,1,0,0,0,1,1,0,
bank0,C1E7,test_1664_bit0,yes,,1,1,0,0,0,1,1,0,
bank0,C224,test_1604_bit3,yes,,1,1,0,0,0,1,1,0,
bank0,C25E,clear_1605_bit1,yes,,1,1,0,0,0,1,1,0,
bank0,C266,set_1605_bit1,yes,,1,1,0,0,0,1,1,0,
bank0,C2BA,set_1605_bit6,yes,,1,1,0,0,0,1,1,0,
bank0,C2F7,set_1606_bit2,yes,,1,1,0,0,0,1,1,0,
bank0,C30F,set_1606_bit3,yes,,1,1,0,0,0,1,1,0,
bank0,C349,test_1667_bit0,yes,,1,1,0,0,0,1,1,0,
bank0,C356,test_1667_bit0_inverted,yes,,1,1,0,0,0,1,1,0,
bank0,C39E,set_1607_bit6,yes,,1,1,0,0,0,1,1,0,
bank0,C3A6,FUN_CODE_c3a6,no,,1,1,0,0,0,1,1,0,
bank0,C3AE,route_074c_nibble_to_160a_and_1608,yes,,1,1,0,0,0,1,1,0,
bank0,C412,test_1668_bit4,yes,,1,1,0,0,0,1,1,0,
bank0,C43F,set_1609_bit0_and_write_44_to_2006,yes,,1,1,0,0,0,1,1,0,
bank0,C44D,clear_1609_bit0_and_write_04_to_2006,yes,,1,1,0,0,0,1,0,0,
bank0,C468,set_1609_bit2,yes,,1,1,0,0,0,1,1,0,
bank0,C470,clear_1609_bit2,yes,,1,1,0,0,0,1,1,0,
bank0,C497,set_160a_bit1,yes,,1,0,1,0,0,1,1,0,
bank0,CC3D,init_clear_00f5_and_1304_bit2,yes,,1,1,0,0,0,1,1,0,
bank0,CC51,init_set_1304_bit4_and_clear_bit2,yes,,1,1,0,0,0,1,1,0,
bank0,CCFC,power_on_init_and_two_hang_paths,yes,,1,1,0,0,0,1,1,0,
bank0,CDE4,walk_index_06e7_up_to_1e_table_6bca,yes,,1,0,1,0,0,1,1,0,
bank0,CE37,walk_index_06e7_up_to_17_table_6c65,yes,,1,0,1,0,0,1,1,0,
bank0,CE9E,load_index_06e7_head_of_cea2_loop,yes,,1,0,1,0,0,1,1,0,
bank0,CEE9,walk_index_06e7_up_to_10_table_6d23,yes,,1,0,1,0,0,1,1,0,
bank0,D084,set_0988_1,yes,,1,1,0,0,0,1,1,0,
bank0,D236,poll_d6c2_then_branch,yes,,1,0,1,0,0,1,1,0,
bank0,D284,write_ff_to_dptr_then_d28e,yes,,1,0,1,0,0,1,1,0,
bank0,D28E,copy_0866_86b_to_1c04_1c3a,yes,,1,0,1,0,0,1,1,0,
bank0,D2BF,set_dptr_1c00_then_d2c2,yes,,1,1,0,0,0,1,1,0,
bank0,D2C2,copy_dp_to_086c_return_masked_7e,yes,,1,1,0,0,0,1,1,0,
bank0,D2CB,store_a_to_1c05_then_d2d2,yes,,1,1,0,0,0,1,1,0,
bank0,D2DA,stage_1c03_1c02_1c01,yes,,1,1,0,0,0,1,1,0,
bank0,D304,stage_0862_0865_into_1c36_1c38,yes,,1,1,0,0,0,1,1,0,
bank0,D358,advance_d9_and_set_1500_20,yes,,1,1,0,0,0,1,1,0,
bank0,D4D4,forward_to_1906,yes,,1,0,0,0,1,1,0,0,
bank0,D57B,read_xdata_0400_plus_r7,yes,,1,1,0,0,0,1,1,0,
bank0,D58E,write_r5_to_0400_plus_r7,yes,,1,1,0,0,0,1,1,0,
bank0,D6F4,zero_0a59_0a5a_then_call_series,yes,,1,1,0,0,0,1,1,0,
bank0,D73D,gather_0200_from_table_6d74,yes,,1,1,0,0,0,1,1,0,
bank0,DBE2,write_consts_105a_105e_1076_1079,yes,,1,1,0,0,0,1,1,0,
bank0,DF1E,stage_0a47_then_call_de83_r5_1a,yes,,1,1,0,0,0,1,1,0,
bank0,DF35,stage_0a47_then_call_de83_r5_1b,yes,,1,1,0,0,0,1,1,0,
bank0,DF78,scale_r7_by_8_then_set_09c1_09c3,yes,,1,0,1,0,0,1,1,0,
bank0,DFDF,gate_06e6_then_store_0464,yes,,1,1,0,0,0,1,1,0,
bank0,E010,load_06e6,yes,,1,1,0,0,0,1,1,0,
bank0,E149,load_dptr_from_0d04_0d05,yes,,1,1,0,0,0,1,1,0,
bank0,E3C9,tail_jump_708f_r4_0_r5_64,yes,,1,1,0,0,0,1,1,0,
bank0,E3D0,write_103f_through_0a56_pointer,yes,,1,1,0,0,0,1,0,0,
bank0,E570,probe_c0_c1_expect_88_51_or_53,yes,,1,1,0,0,0,1,0,0,
bank0,E5BE,write_ff_f8_a5_5a_and_retry,yes,,1,1,0,0,0,1,0,0,
bank0,E624,gate_04_09_then_0f80_bit1_set,yes,,1,1,0,0,0,1,0,0,
bank0,E722,FUN_CODE_e722,no,,1,0,1,0,0,1,1,0,
bank0,E7B8,FUN_CODE_e7b8,no,,1,0,1,0,0,1,0,0,
bank0,E7CA,init_0a50_2_then_start_0x13_block,yes,,1,1,0,0,0,1,1,0,
bank0,E822,FUN_CODE_e822,no,,1,0,0,1,0,1,1,0,
bank0,E896,write_0f60_0f61_then_0x7049,yes,,1,1,0,0,0,1,1,0,
bank0,E8C4,write_r6_r7_r5_to_0f60_62,yes,,1,1,0,0,0,1,1,0,
bank0,E8EC,mask_1603_and_wait_tf1,yes,,1,0,0,1,0,1,1,0,
bank0,E9DE,rmw_1603_and_wait_tf1_2500_times,yes,,1,1,0,0,0,1,0,0,
bank0,EAC6,FUN_CODE_eac6,no,,1,1,0,0,0,1,0,0,
bank0,EBD5,dispatch_on_0a4b_via_7151,yes,,1,0,1,0,0,1,1,0,
bank0,ED6E,forward_to_ead1_return_0,yes,,1,0,1,0,0,1,0,0,
bank0,EE96,send_0x07_via_f078_then_chain,yes,,1,1,0,0,0,1,1,0,
bank0,EF17,call_f0a1_with_d6_then_4777_flag,yes,,1,1,0,0,0,1,1,0,
bank0,F06B,clear_0fc3_bit0_and_zero_0fc0,yes,,1,0,1,0,0,1,1,0,
bank0,F079,store_a_0_1_zeros_at_dptr,yes,,1,1,0,0,0,1,1,0,
bank0,F07F,store_a_then_five_zeros,yes,,1,1,0,0,0,1,1,0,
bank0,F081,store_a_five_times,yes,,1,1,0,0,0,1,1,0,
bank0,F083,store_a_four_times,yes,,1,1,0,0,0,1,1,0,
bank0,F095,store_a_then_three_zeros,yes,,1,1,0,0,0,1,0,0,
bank0,F0A3,gate_on_a_then_set_0a56_block,yes,,1,0,1,0,0,1,1,0,
bank0,F0C8,store_a_twice_at_dptr,yes,,1,1,0,0,0,1,1,0,
bank0,F0CA,store_a_read_0fa0_then_set_0a56_block,yes,,1,1,0,0,0,1,1,0,
bank0,F0DC,store_a_0f_80_and_r6_0f,yes,,1,1,0,0,0,1,1,0,
bank0,F116,store_40_to_1621_1622,yes,,1,1,0,0,0,1,1,0,
bank0,F118,store_a_to_1621_1622,yes,,1,1,0,0,0,1,1,0,
bank0,F12F,load_r6_r7_from_0a49,yes,,1,1,0,0,0,1,1,0,
bank0,F177,store_a_and_zero_next_dptr_bytes,yes,,1,1,0,0,0,1,1,0,
bank0,F495,set_dptr_0f60_then_store_a,yes,,1,1,0,0,0,1,0,0,
bank0,F4A4,inc_0e03,yes,,1,1,0,0,0,1,0,0,
bank1,19E4,load_dptr_8294_tail_jump_1100,yes,,1,1,0,0,0,1,0,0,
bank1,19EA,load_dptr_8588_tail_jump_1100,yes,,1,1,0,0,0,1,1,0,
bank1,19FC,load_dptr_c07e_tail_jump_1100,yes,,1,1,0,0,0,1,1,0,
bank1,1A14,load_dptr_aa04_tail_jump_1100,yes,,1,1,0,0,0,1,1,0,
bank1,1A1A,load_dptr_c066_tail_jump_1100,yes,,1,1,0,0,0,1,1,0,
bank1,1A20,load_dptr_c2d7_tail_jump_1100,yes,,1,1,0,0,0,1,1,0,
bank1,1A26,load_dptr_c1b1_tail_jump_1100,yes,,1,1,0,0,0,1,1,0,
bank1,1A2C,load_dptr_c349_tail_jump_1100,yes,,1,1,0,0,0,1,1,0,
bank1,1A38,load_dptr_c026_tail_jump_1100,yes,,1,1,0,0,0,1,1,0,
bank1,1A3E,load_dptr_c1d9_tail_jump_1100,yes,,1,1,0,0,0,1,1,0,
bank1,1A4A,load_dptr_c2ba_tail_jump_1100,yes,,1,1,0,0,0,1,0,0,
bank1,1A56,load_dptr_c2f7_tail_jump_1100,yes,,1,1,0,0,0,1,1,0,
bank1,1A62,load_dptr_c154_tail_jump_1100,yes,,1,1,0,0,0,1,0,0,
bank1,1A6E,load_dptr_c4c9_tail_jump_1100,yes,,1,1,0,0,0,1,1,0,
bank1,1A7A,load_dptr_c16c_tail_jump_1100,yes,,1,1,0,0,0,1,1,0,
bank1,1A8C,load_dptr_c427_tail_jump_1100,yes,,1,1,0,0,0,1,1,0,
bank1,1A92,load_dptr_c41f_tail_jump_1100,yes,,1,1,0,0,0,1,1,0,
bank1,1A98,trampoline_bank0_8031,yes,,1,1,0,0,0,1,1,0,
bank1,1A9E,trampoline_bank0_a4e2,yes,,1,1,0,0,0,1,1,0,
bank1,1AA4,trampoline_bank0_9c48,yes,,1,1,0,0,0,1,1,0,
bank1,2A70,clear_bits_5_6_of_direct_4c,yes,,1,1,0,0,0,1,1,0,
bank1,2C70,match_0a49_loop_tail,yes,,1,1,0,0,0,1,1,0,
bank1,4A26,code_table_pointer_from_r1,yes,,1,1,0,0,0,1,1,0,
bank1,8001,decrement_nonzero_xdata_counters,yes,,1,1,0,0,0,1,1,0,
bank1,8300,clear_and_set_xdata_flag_bits,yes,,1,0,0,1,0,1,1,0,
bank1,85E9,call_19c0_then_19c6,yes,,1,1,0,0,0,1,1,0,
bank1,8801,single_movx_store_not_a_function,yes,,1,0,1,0,0,1,1,0,
bank1,8915,saturating_count_09f0_then_call_88f0,yes,,1,1,0,0,0,1,1,0,
bank1,897B,index_09f2_by_09f1_bits_7_5_and_bump_09f1,yes,,1,1,0,0,0,1,1,0,
bank1,89A9,read_xdata_at_dptr_plus_a,yes,,1,1,0,0,0,1,1,0,
bank1,89B5,store_r7_to_09f2_by_09f1_bits_0_2_and_bump,yes,,1,1,0,0,0,1,1,0,
bank1,89E7,write_xdata_at_dptr_plus_a,yes,,1,1,0,0,0,1,1,0,
bank1,8AA7,clear_06f9_bits_0_3_then_call_abee,yes,,1,0,1,0,0,1,1,0,
bank1,8BD1,select_probe_address_and_return_carry,yes,,1,1,0,0,0,1,1,0,
bank1,8CDB,return_with_carry_clear,yes,,1,0,1,0,0,1,1,0,
bank1,8CDD,write_0a_to_07f2_fall_into_8ce3,yes,,1,0,1,0,0,1,1,0,
bank1,8CE3,clear_0983_bit0_return_carry_set,yes,,1,0,1,0,0,1,1,0,
bank1,8D25,combine_0490_0495_049d_flags_into_carry,yes,,1,1,0,0,0,1,1,0,
bank1,8D74,write_30_to_0679_and_14_to_0678,yes,,1,1,0,0,0,1,1,0,
bank1,8DE4,dispatch_on_0490_0495_0496_0498,yes,,1,1,0,0,0,1,1,0,
bank1,9081,count_down_06e4_and_toggle_06e3,yes,,1,1,0,0,0,1,1,0,
bank1,9178,call_1738_1a0e_1a1a,yes,,1,1,0,0,0,1,1,0,
bank1,9199,gate_1984_19a8_then_count_06cc,yes,,1,1,0,0,0,1,1,0,
bank1,91E8,dispatch_062e_counter_via_table_91d0,yes,,1,1,0,0,0,1,1,0,
bank1,91FA,clear_062e_and_jump_94a8,yes,,1,0,1,0,0,1,1,0,
bank1,92BF,clamp_a_to_7_and_set_0723_08e2,yes,,1,1,0,0,0,1,1,0,
bank1,92DC,select_table_920c_or_923c_by_074c,yes,,1,1,0,0,0,1,1,0,
bank1,9354,gate_030a_030b_then_8892_887a,yes,,1,1,0,0,0,1,1,0,
bank1,9416,adjust_0627_index_against_gpu_temp,yes,,1,0,1,0,0,1,1,0,
bank1,94A8,lookup_94a0_table_by_0620_low3,yes,,1,0,1,0,0,1,1,0,
bank1,94FA,magic_55aa_and_0704_countdown,yes,,1,1,0,0,0,1,1,0,
bank1,95B7,load_0704_from_045d_then_branch,yes,,1,0,1,0,0,1,1,0,
bank1,95E5,set_0476_bit1_then_branch_on_r7,yes,,1,1,0,0,0,1,1,0,
bank1,966C,step_06fd_06fe_06ff_counters_via_1a32,yes,,1,1,0,0,0,1,1,0,
bank1,9733,sync_085a_from_iram28_and_call_896a,yes,,1,1,0,0,0,1,1,0,
bank1,976E,clear_0480_bit0_then_step_05f1_countdown,yes,,1,1,0,0,0,1,1,0,
bank1,9816,ret_only_stub_9816,yes,,1,0,1,0,0,1,1,0,
bank1,98B3,ret_only_stub_98b3,yes,,1,0,1,0,0,1,1,0,
bank1,98CC,dispatch_0680_low3_via_98b4_table,yes,,1,1,0,0,0,1,1,0,
bank1,98E5,forward_to_98fe_98e5,yes,,1,0,1,0,0,1,1,0,
bank1,99CF,dispatch_0681_low3_via_99b7_table,yes,,1,0,1,0,0,1,1,0,
bank1,99E0,set_1c01_2_and_0681_81,yes,,1,0,1,0,0,1,1,0,
bank1,9A41,step_0686_by_14_or_set_0681_80,yes,,1,1,0,0,0,1,1,0,
bank1,9A78,step_0691_by_14_or_set_068c_80,yes,,1,1,0,0,0,1,1,0,
bank1,9AEA,dispatch_068b_low3_via_9ad2_table,yes,,1,1,0,0,0,1,1,0,
bank1,9BE6,inc_694_by_2_set_68c_80,yes,,1,0,1,0,0,1,0,0,
bank1,9BF8,reset_1c11_1c15_1c16_set_68b_4,yes,,1,0,1,0,0,1,0,0,
bank1,9C0E,match_0820_against_0458_mode,yes,,1,1,0,0,0,1,0,0,
bank1,9C53,FUN_CODE_9c53,no,,1,1,0,0,0,1,0,0,
bank1,9CD8,halve_be16_after_add_r1,yes,,1,1,0,0,0,1,1,0,
bank1,9E26,dispatch_068c_low3,yes,,1,0,1,0,0,1,1,0,
bank1,9E37,set_1c12_2_and_68c_81,yes,,1,0,1,0,0,1,1,0,
bank1,9F00,ret_only_stub_9f00,yes,,1,1,0,0,0,1,1,0,
bank1,9FC1,call_9fcb_a029_9ff0,yes,,1,1,0,0,0,1,1,0,
bank1,9FCB,tick_0724_bit4_decrement_067e,yes,,1,1,0,0,0,1,1,0,
bank1,A029,decrement_067c_then_clear_0724_bit5,yes,,1,1,0,0,0,1,1,0,
bank1,A054,call_9fc1_a1bf_a064_a0cc_a12d,yes,,1,1,0,0,0,1,1,0,
bank1,A064,gate_045a_bit0_set_0724_bit4,yes,,1,1,0,0,0,1,1,0,
bank1,A0CC,set_0724_bit5_when_gates_pass,yes,,1,1,0,0,0,1,1,0,
bank1,A12C,nop_ret_stub_a12c,yes,,1,0,1,0,0,1,1,0,
bank1,A12D,set_0724_bit7_after_06c5_threshold,yes,,1,1,0,0,0,1,1,0,
bank1,A1BF,dispatch_045a_bits_to_1a44_1a5c_1a50,yes,,1,1,0,0,0,1,1,0,
bank1,A1F5,nop_ret_stub_a1f5,yes,,1,1,0,0,0,1,1,0,
bank1,A1F6,pass_0707_to_88f0_when_045f_eq_db,yes,,1,1,0,0,0,1,1,0,
bank1,A211,call_88f0_then_clear_07f3_and_070c,yes,,1,1,0,0,0,1,1,0,
bank1,A2DA,nop_ret_stub_a2da,yes,,1,0,1,0,0,1,0,0,
bank1,A2F3,dispatch_0974_low_nibble,yes,,1,1,0,0,0,1,1,0,
bank1,A31B,caseD_6,yes,,1,0,1,0,0,1,1,0,
bank1,A32C,send_1a68_83_80_00_set_0974_02,yes,,1,0,1,0,0,1,1,0,
bank1,A33D,send_1a68_78_08_00_set_0974_03,yes,,1,0,1,0,0,1,1,0,
bank1,A34E,send_1a68_71_40_e0_set_0974_04,yes,,1,0,1,0,0,1,1,0,
bank1,A35F,send_1a68_14_01_00_set_0974_05,yes,,1,0,1,0,0,1,1,0,
bank1,A370,send_1a68_6c_02_e0_set_0974_00,yes,,1,0,1,0,0,1,1,0,
bank1,A380,clear_0725,yes,,1,0,1,0,0,1,1,0,
bank1,A388,nop_ret_stub_a388,yes,,1,1,0,0,0,1,1,0,
bank1,A389,decrement_0980_then_run_19b4_198a,yes,,1,1,0,0,0,1,1,0,
bank1,A3B2,tick_09e3_countdown,yes,,1,1,0,0,0,1,1,0,
bank1,A3F7,tick_0750_countdown,yes,,1,1,0,0,0,1,1,0,
bank1,A43B,scan_0b00_for_byte_1c,yes,,1,1,0,0,0,1,1,0,
bank1,A452,map_0763_through_f13f_table,yes,,1,1,0,0,0,1,1,0,
bank1,A476,gate_value_against_045a_bits,yes,,1,1,0,0,0,1,1,0,
bank1,A4CF,send_ea_to_9ed4_when_06e6_eq_05,yes,,1,1,0,0,0,1,1,0,
bank1,A4FD,forward_to_a501,yes,,1,1,0,0,0,1,1,0,
bank1,A501,gate_0442_06e6_before_call_1a7a,yes,,1,1,0,0,0,1,1,0,
bank1,A57E,write_0_to_200b_r5_times_330,yes,,1,1,0,0,0,1,1,0,
bank1,A7D8,flag_0832_bit3_send_12_3f_8c,yes,,1,0,1,0,0,1,1,0,
bank1,A816,flag_0832_bit6_send_12_12_8c,yes,,1,0,1,0,0,1,1,0,
bank1,A873,flag_086f_bit0_send_5a_01_88,yes,,1,0,1,0,0,1,1,0,
bank1,A88D,flag_086f_bit1_send_5a_01_88_ff,yes,,1,0,1,0,0,1,1,0,
bank1,A8A7,flag_086f_bit2_send_5a_02_88_table,yes,,1,0,1,0,0,1,1,0,
bank1,A8DA,clear_bit_e4_then_tail_a8e9,yes,,1,0,1,0,0,1,1,0,
bank1,A8F0,clamp_0623_level_into_080e,yes,,1,1,0,0,0,1,1,0,
bank1,A916,clamp_078b_level_into_0804,yes,,1,1,0,0,0,1,1,0,
bank1,A9B4,step_state_0845,yes,,1,1,0,0,0,1,1,0,
bank1,AA39,step_counters_0756_0757,yes,,1,1,0,0,0,1,1,0,
bank1,AAA2,clear_0756_when_1c_found_in_b00_fc,yes,,1,1,0,0,0,1,1,0,
bank1,AB29,latch_0983_b2_from_0442_b3,yes,,1,1,0,0,0,1,1,0,
bank1,ABCE,call_b728_c614_8915,yes,,1,1,0,0,0,1,1,0,
bank1,ABD8,call_95e5_a054_a389,yes,,1,1,0,0,0,1,1,0,
bank1,ABEE,call_b98d_bfbb_a211_a9b4,yes,,1,1,0,0,0,1,1,0,
bank1,ABFB,forward_b5af,yes,,1,1,0,0,0,1,1,0,
bank1,ABFF,call_a1f6_94fa_a3f7_aa39,yes,,1,1,0,0,0,1,0,0,
bank1,AC0C,ret_only_ac0c,yes,,1,1,0,0,0,1,0,0,
bank1,AC0D,forward_d5e1,yes,,1,1,0,0,0,1,0,0,
bank1,AC6D,set_0681_bit7,yes,,1,1,0,0,0,1,0,0,
bank1,AD68,round_robin_dispatch_on_0566,yes,,1,1,0,0,0,1,1,0,
bank1,AD77,forwarder_to_b56c,yes,,1,0,1,0,0,1,1,0,
bank1,ADFD,dispatch_on_056a_low3,yes,,1,0,1,0,0,1,1,0,
bank1,AED9,store_0_to_056a,yes,,1,0,1,0,0,1,1,0,
bank1,AF06,gate_0490_04ff_0505_then_call_b0d1,yes,,1,0,1,0,0,1,1,0,
bank1,B2D5,copy_0514_0516_to_04ab_04ac_then_probe,yes,,1,0,1,0,0,1,1,0,
bank1,B50E,derive_scaled_values_from_0404,yes,,1,1,0,0,0,1,0,0,
bank1,B56C,cmp_043a_0436_store_0548,yes,,1,0,1,0,0,1,1,0,
bank1,B5AF,dispatch_043c_04fc_bits,yes,,1,1,0,0,0,1,1,0,
bank1,B666,gate_0572_bit0_clear,yes,,1,0,1,0,0,1,1,0,
bank1,B679,gate_0572_bit0_set,yes,,1,0,1,0,0,1,1,0,
bank1,B68C,gate_0571_0573_eq_1,yes,,1,0,1,0,0,1,1,0,
bank1,B6DE,FUN_CODE_b6de,no,,1,1,0,0,0,1,0,0,
