scope,addr,name,annotated,also_in,inbound,lcall,ljmp,ajmp,acall,callers,named_callers,cited_by,citing
bank1,A1BE,nop_ret_stub_a1be,yes,,4,0,4,0,0,1,1,0,
bank1,A530,code_table_scatter_to_xdata,yes,,4,4,0,0,0,4,4,0,
bank1,BD20,clear_0834_word_when_nonzero,yes,,4,2,2,0,0,3,3,0,
bank1,C4F0,poll_1c00_status_up_to_100_cycles,yes,,4,4,0,0,0,2,0,0,
bank1,C613,return_immediately,yes,,4,4,0,0,0,4,4,0,
bank1,C6B8,gate_0458b7_set_0723b2_from_045c,yes,,4,4,0,0,0,3,3,0,
bank1,E501,reset_03c4_03af_and_clear_03a1_bit,yes,,4,0,4,0,0,2,2,0,
bank1,E5A7,copy_code_pair_to_3e0_plus_r7,yes,,4,4,0,0,0,3,3,0,
bank1,E656,select_dptr_by_0491_7c0_then_dispatch,yes,,4,4,0,0,0,3,2,0,
bank1,EFDA,dispatch_index_3x_from_byte_00,yes,,4,4,0,0,0,4,4,0,
common,0200,post_05e8_init_1042_16e7,yes,bank1,4,0,4,0,0,4,4,0,
common,0A74,FUN_CODE_0a74,no,bank1,4,3,1,0,0,4,1,0,
common,221F,FUN_CODE_221f,no,bank1,4,4,0,0,0,1,0,0,
common,2DE3,mask_1106_then_clear_18_34,yes,bank1,4,3,1,0,0,4,1,0,
common,3835,FUN_CODE_3835,no,bank1,4,4,0,0,0,3,0,0,
common,3894,set_iram_ad_88_clear_33,yes,bank1,4,4,0,0,0,4,1,0,
common,3B20,FUN_CODE_3b20,no,bank1,4,4,0,0,0,3,0,0,
common,3B3E,mul13_table_lookup_3b3e,yes,bank1,4,4,0,0,0,4,2,0,
common,3BDD,FUN_CODE_3bdd,no,bank1,4,4,0,0,0,4,0,0,
common,3C0A,read_0a49_then_index_iram_by_plus_97,yes,bank1,4,4,0,0,0,2,1,0,
common,4368,FUN_CODE_4368,no,bank1,4,4,0,0,0,2,0,0,
common,436F,FUN_CODE_436f,no,bank1,4,4,0,0,0,4,0,0,
common,4725,shift_and_xor_step_on_iram_af,yes,bank1,4,4,0,0,0,1,1,0,
common,4A42,FUN_CODE_4a42,no,bank1,4,4,0,0,0,4,0,0,
common,5597,write_009f_4f_or_0f_by_r7,yes,bank1,4,3,1,0,0,4,2,0,
common,5A55,FUN_CODE_5a55,no,bank1,4,0,0,0,4,3,0,0,
common,707D,mul16,yes,bank1,4,4,0,0,0,4,4,0,
common,7177,mov_dph_r2_dpl_r1_7177,yes,bank1,4,2,2,0,0,3,2,0,
pd,0C46,write_byte_by_tag_r3,yes,,4,2,2,0,0,4,4,0,
pd,0D38,read_two_bytes_at_offset_by_ptr_kind,yes,,4,3,1,0,0,4,4,0,
pd,1064,movc_byte_to_xdata,yes,,4,4,0,0,0,1,1,0,
pd,10F1,read3_code_to_r3r1,yes,,4,2,2,0,0,4,3,0,
pd,3497,add_full_product_to_dptr,yes,,4,4,0,0,0,3,3,0,
pd,3627,add_r6_to_dpl,yes,,4,4,0,0,0,2,1,0,
pd,37ED,clear_r7_and_mask_r6_to_bit3,yes,,4,4,0,0,0,2,1,0,
pd,90C0,read_xdata_00b0_plus_r4,yes,,4,4,0,0,0,2,1,0,
pd,9115,read_dptr_to_r5_r6_zero_r7,yes,,4,4,0,0,0,4,2,0,
pd,96E8,dptr_07d1_then_scale_via_96ed,yes,,4,4,0,0,0,1,0,0,
pd,96FF,dptr_0a27_plus_17_times_a,yes,,4,4,0,0,0,3,2,0,
pd,9C1B,add_full_product_to_dptr,yes,,4,4,0,0,0,1,1,0,
pd,AD4D,call_0faf_0f00_0dbc_return_0,yes,,4,4,0,0,0,3,3,0,
pd,B154,load_a_with_03,yes,,4,4,0,0,0,1,1,0,
pd,C1D6,set_dptr_0d0e_c1d6,yes,,4,4,0,0,0,1,1,0,
pd,D83D,store_4_zero_bytes_at_0904_plus_0809_times_5e,yes,,4,4,0,0,0,3,3,0,
pd,EBE4,pick_00d0_or_00d1_then_tail_with_dp_0002,yes,,4,3,1,0,0,3,1,0,
pd,EC5E,set_or_clear_bits_1_2_6_via_9028,yes,,4,4,0,0,0,3,2,0,
pd,EE68,stage_07d4_07d5_then_call_ef59,yes,,4,4,0,0,0,3,2,0,
bank0,549B,default_009d_bf_dispatch_4e2c,yes,,3,3,0,0,0,1,1,0,
bank0,8653,seed_fan_table_base,yes,,3,3,0,0,0,3,2,0,
bank0,8DE0,ramp_1804_toward_0670_and_set_1809,yes,,3,0,3,0,0,1,1,0,
bank0,924B,bare_ret_924b,yes,,3,0,3,0,0,1,1,0,
bank0,96AD,apply_oem_overrides_then_fill_08xx,yes,,3,0,3,0,0,1,1,0,
bank0,9C24,reset_08ad_08bf_and_clear_08e2_bit7,yes,,3,0,3,0,0,1,0,0,
bank0,ADA3,write_0a47_from_r7,yes,,3,3,0,0,0,1,1,0,
bank0,AF7D,decrement_0a4a_then_redispatch,yes,,3,0,3,0,0,3,3,0,
bank0,B38D,unresolved_b38d,yes,,3,0,3,0,0,2,2,0,
bank0,B5D2,unresolved_b5d2,yes,,3,0,3,0,0,1,0,0,
bank0,B736,unresolved_b736,yes,,3,0,3,0,0,1,0,0,
bank0,B935,movc_lookup_set_dptr_08c1,yes,,3,3,0,0,0,1,1,0,
bank0,B984,set_dptr_0a51_b984,yes,,3,3,0,0,0,2,2,0,
bank0,B9F5,add_be16_08cc_and_compute_08be_x10_diff,yes,,3,3,0,0,0,2,1,0,
bank0,BA2A,mul_code_byte_by_xdata_0826,yes,,3,3,0,0,0,1,0,0,
bank0,BA3E,clear_bit0_1901,yes,,3,3,0,0,0,2,1,0,
bank0,BAE5,batt_temp_dK,yes,,3,3,0,0,0,2,2,0,
bank0,BB11,mod_100_of_be16_0855,yes,,3,3,0,0,0,1,0,0,
bank0,BB31,sub_dptr_byte_from_0a4a,yes,,3,3,0,0,0,1,1,0,
bank0,BB5E,FUN_CODE_bb5e,no,,3,3,0,0,0,1,0,0,
bank0,BBDD,set_cy_before_044f_sub,yes,,3,3,0,0,0,3,0,0,
bank0,BBF2,sub_0866_from_0865,yes,,3,3,0,0,0,1,1,0,
bank0,BC67,store_code_byte_to_08ac_then_reload_dptr,yes,,3,3,0,0,0,1,1,0,
bank0,BC71,read_0434_keep_0435_in_r4,yes,,3,3,0,0,0,3,0,0,
bank0,BC95,table_632d_index_times_4,yes,,3,3,0,0,0,1,0,0,
bank0,BC9F,mul_0826_by_dptr_byte,yes,,3,3,0,0,0,1,1,0,
bank0,BD20,store_044b_then_read_08e2,yes,,3,3,0,0,0,3,3,0,
bank0,BD34,sub_dptr_byte_from_0867,yes,,3,3,0,0,0,1,1,0,
bank0,BD3D,sub_dptr_byte_from_0868,yes,,3,3,0,0,0,1,1,0,
bank0,BDD2,read_x0a59_and_x0a5a,yes,,3,3,0,0,0,1,0,0,
bank0,BDFA,write_40_then_read_x1601,yes,,3,3,0,0,0,1,1,0,
bank0,BE0D,set_bit6_in_x0723,yes,,3,3,0,0,0,1,1,0,
bank0,BE2A,write_64_91_pair,yes,,3,3,0,0,0,3,0,0,
bank0,BE32,write_64_c7_pair,yes,,3,3,0,0,0,3,0,0,
bank0,BE3A,write_64_d9_pair,yes,,3,3,0,0,0,3,0,0,
bank0,BE42,write_64_b5_pair,yes,,3,3,0,0,0,3,0,0,
bank0,BE4A,write_64_a3_pair,yes,,3,3,0,0,0,3,0,0,
bank0,BE9C,read_x0780_xor_a2,yes,,3,3,0,0,0,3,2,0,
bank0,BEA3,x044c_minus_r7,yes,,3,3,0,0,0,2,1,0,
bank0,BEF0,read_0a4a_minus_carry,yes,,3,3,0,0,0,1,1,0,
bank0,C07E,clear_1601_bit4,yes,,3,1,2,0,0,3,3,0,
bank0,C478,set_160a_bit0_unless_b8f4_and_08eb,yes,,3,1,2,0,0,3,2,0,
bank0,DC8D,write_1_to_1200,yes,,3,3,0,0,0,2,2,0,
bank0,DE83,stage_0a49_pair_then_30xx_block,yes,,3,3,0,0,0,3,3,0,
bank0,EA94,three_calls_then_4777_r3_04,yes,,3,3,0,0,0,1,0,0,
bank0,EAAD,set_dptr_0f60_then_4777_r3_03,yes,,3,3,0,0,0,1,0,0,
bank0,F077,ret_immediately,yes,,3,0,3,0,0,3,2,0,
bank0,F0F3,set_0a56_to_0f_60,yes,,3,2,0,1,0,3,3,0,
bank0,F108,store_a_at_dptr_then_read_0fa0,yes,,3,3,0,0,0,3,3,0,
bank0,F10F,be16_add_0_1,yes,,3,3,0,0,0,3,3,0,
bank0,F189,write_00_to_0f60,yes,,3,3,0,0,0,3,2,0,
bank0,FE0F,poll_1304_1500_dispatch_0083,yes,,3,0,3,0,0,1,1,0,
bank1,1768,trampoline_to_c209,yes,,3,3,0,0,0,3,3,0,
bank1,199C,trampoline_to_c4b7,yes,,3,3,0,0,0,3,2,0,
bank1,19C6,trampoline_to_a747,yes,,3,3,0,0,0,3,3,0,
bank1,19DE,trampoline_to_c174,yes,,3,3,0,0,0,3,1,0,
bank1,1A44,load_dptr_c1d8_tail_jump_1100,yes,,3,3,0,0,0,3,3,0,
bank1,1A50,load_dptr_c2b2_tail_jump_1100,yes,,3,3,0,0,0,3,2,0,
bank1,1A5C,load_dptr_c2ef_tail_jump_1100,yes,,3,3,0,0,0,3,3,0,
bank1,1A86,load_dptr_c44d_tail_jump_1100,yes,,3,3,0,0,0,2,2,0,
bank1,8B31,return_with_carry_cleared,yes,,3,0,3,0,0,3,3,0,
bank1,8F54,write_047f_and_arm_06d2_fa,yes,,3,3,0,0,0,2,2,0,
bank1,A9B3,return_stub,yes,,3,0,3,0,0,1,1,0,
bank1,AEBC,cmp_0436_0437_against_1_or_test_0514,yes,,3,3,0,0,0,3,3,0,
bank1,B1B3,dispatch_0490_low3,yes,,3,3,0,0,0,3,3,0,
bank1,B214,set_carry_if_0404_0405_is_0201,yes,,3,3,0,0,0,2,1,0,
bank1,B6A8,snapshot_0432_043c_04f2_04fc,yes,,3,2,1,0,0,2,2,0,
bank1,B6C9,cmp32_hi16_lt_lo16_at_dptr,yes,,3,3,0,0,0,2,1,0,
bank1,B937,clear_0492_0496_0577_0578_0542,yes,,3,2,1,0,0,3,3,0,
bank1,BCAA,set_0494_bit1,yes,,3,0,3,0,0,1,0,0,
bank1,BD45,mask_0491_c0_then_route_to_300x_40xx,yes,,3,0,3,0,0,2,1,0,
bank1,C830,step_state_from_0490_low3,yes,,3,0,3,0,0,1,1,0,
bank1,CD80,count_0397_down_to_03b5_then_0514,yes,,3,3,0,0,0,2,2,0,
bank1,D6C6,FUN_CODE_d6c6,no,,3,3,0,0,0,3,0,0,
bank1,D6EE,FUN_CODE_d6ee,no,,3,0,3,0,0,1,0,0,
bank1,D8B9,FUN_CODE_d8b9,no,,3,3,0,0,0,2,0,0,
bank1,E2C3,set_1c00_ff_clear_1c04_1c05,yes,,3,3,0,0,0,3,3,0,
bank1,E490,stage_1c00_block_from_code_table_indexed_03c4,yes,,3,0,3,0,0,3,2,0,
common,012F,chan_init_170a_then_jmp_11b6,yes,bank1,3,3,0,0,0,3,2,0,
common,018C,chan_init_1709_then_jmp_11bc,yes,bank1,3,3,0,0,0,3,2,0,
common,029B,chan_init_1708_then_jmp_11c2,yes,bank1,3,3,0,0,0,3,2,0,
common,07F0,inc_xdata_0043_return_new,yes,bank1,3,3,0,0,0,3,3,0,
common,09E9,FUN_CODE_09e9,no,bank1,3,2,1,0,0,2,0,0,
common,0A39,FUN_CODE_0a39,no,bank1,3,3,0,0,0,3,0,0,
common,10F1,zero_xdata_200b,yes,bank1,3,3,0,0,0,2,0,0,
common,15E2,FUN_CODE_15e2,no,bank1,3,2,1,0,0,3,0,0,
common,21EB,FUN_CODE_21eb,no,bank1,3,3,0,0,0,1,0,0,
common,2226,FUN_CODE_2226,no,bank1,3,3,0,0,0,1,0,0,
common,23F4,FUN_CODE_23f4,no,bank1,3,3,0,0,0,2,0,0,
common,29CF,FUN_CODE_29cf,no,bank1,3,2,1,0,0,1,0,0,
common,2A35,FUN_CODE_2a35,no,bank1,3,3,0,0,0,3,0,0,
common,2AB9,FUN_CODE_2ab9,no,bank1,3,3,0,0,0,2,0,0,
common,2BCB,FUN_CODE_2bcb,no,bank1,3,1,2,0,0,3,1,0,
common,2D7A,FUN_CODE_2d7a,no,bank1,3,0,3,0,0,1,0,0,
common,3042,FUN_CODE_3042,no,bank1,3,3,0,0,0,3,0,0,
common,30FB,FUN_CODE_30fb,no,bank1,3,3,0,0,0,3,0,0,
common,3609,FUN_CODE_3609,no,bank1,3,3,0,0,0,2,0,0,
common,3B1D,FUN_CODE_3b1d,no,bank1,3,3,0,0,0,1,0,0,
common,3C18,FUN_CODE_3c18,no,bank1,3,3,0,0,0,1,0,0,
common,3C2F,FUN_CODE_3c2f,no,bank1,3,3,0,0,0,1,0,0,
common,3C38,FUN_CODE_3c38,no,bank1,3,3,0,0,0,3,0,0,
common,3C3F,FUN_CODE_3c3f,no,bank1,3,3,0,0,0,3,0,0,
common,3C46,FUN_CODE_3c46,no,bank1,3,3,0,0,0,3,0,0,
common,3C4D,FUN_CODE_3c4d,no,bank1,3,3,0,0,0,3,0,0,
common,3C54,FUN_CODE_3c54,no,bank1,3,3,0,0,0,3,0,0,
common,3C5B,FUN_CODE_3c5b,no,bank1,3,3,0,0,0,3,0,0,
common,4376,FUN_CODE_4376,no,bank1,3,3,0,0,0,2,0,0,
common,4389,FUN_CODE_4389,no,bank1,3,3,0,0,0,3,0,0,
common,4397,FUN_CODE_4397,no,bank1,3,3,0,0,0,1,0,0,
common,4A8F,FUN_CODE_4a8f,no,bank1,3,3,0,0,0,3,1,0,
common,4B44,FUN_CODE_4b44,no,bank1,3,3,0,0,0,1,1,0,
common,6817,FUN_CODE_6817,no,bank1,3,0,0,2,1,3,0,0,
pd,06B1,shl32_16_iters,yes,,3,3,0,0,0,2,2,0,
pd,0BAB,read_byte_by_tag_r3,yes,,3,3,0,0,0,2,2,0,
pd,0D8F,write_two_bytes_at_offset_by_ptr_kind,yes,,3,2,1,0,0,3,3,0,
pd,0FBB,read4_code_to_r4r7,yes,,3,1,2,0,0,3,3,0,
pd,10FD,read3_ptr_kind_dispatch,yes,,3,3,0,0,0,3,3,0,
pd,34C9,copy_a_to_r7_zero_r6,yes,,3,3,0,0,0,3,2,0,
pd,34CC,copy_a_to_r5_r4,yes,,3,3,0,0,0,2,1,0,
pd,34DA,index_5e_fc,yes,,3,3,0,0,0,2,1,0,
pd,3506,set_dptr_0a8b,yes,,3,3,0,0,0,1,0,0,
pd,350B,index_5e_f4,yes,,3,3,0,0,0,3,2,0,
pd,35FF,read_07d2_to_r3,yes,,3,3,0,0,0,1,1,0,
pd,3655,write_dph_call_0faf_return_r7,yes,,3,3,0,0,0,1,1,0,
pd,373C,scaled_lookup_from_07d2,yes,,3,3,0,0,0,1,1,0,
pd,3777,inc32_r4_r7_and_mul_r3_by_5e,yes,,3,3,0,0,0,1,1,0,
pd,393D,write_r7_r5_r3_to_consecutive_xdata,yes,,3,3,0,0,0,3,2,0,
pd,39DE,set_dph_call_1041_r7_03,yes,,3,3,0,0,0,1,1,0,
pd,3A33,store_a_then_multiply_r7_by_5e,yes,,3,3,0,0,0,1,1,0,
pd,6FAD,read_dptr_byte_into_r7,yes,,3,3,0,0,0,3,2,0,
pd,7014,set_dptr_0a86_and_call_10e8,yes,,3,3,0,0,0,2,2,0,
pd,706B,dptr_08e9_plus_5e_times_a,yes,,3,3,0,0,0,1,0,0,
pd,7108,set_dptr_0007_call_1253_tail_jmp_10c8,yes,,3,3,0,0,0,1,1,0,
pd,9087,read_and_increment_32bit,yes,,3,3,0,0,0,2,1,0,
pd,9166,read_xdata_07c9_into_r6,yes,,3,3,0,0,0,1,0,0,
pd,9772,read_xdata_07d4_into_a,yes,,3,3,0,0,0,1,1,0,
pd,9792,clr_carry,yes,,3,3,0,0,0,2,2,0,
pd,97A9,dptr_from_a_mul_17_add_2c,yes,,3,3,0,0,0,1,0,0,
pd,98A1,load_dptr_07d0,yes,,3,3,0,0,0,2,2,0,
pd,98A4,read_xdata_byte,yes,,3,3,0,0,0,1,1,0,
pd,991A,dptr_001d_tail_0d38,yes,,3,3,0,0,0,3,3,0,
pd,A742,load_dptr_be16_from_0abf,yes,,3,3,0,0,0,1,1,0,
pd,ACC0,index_a_by_23_add_0a35,yes,,3,3,0,0,0,2,2,0,
pd,AD1E,call_0faf_then_clear_r3,yes,,3,3,0,0,0,2,2,0,
pd,AD2A,read_xdata_07d1_into_a,yes,,3,3,0,0,0,1,1,0,
pd,AD83,read_07d1_07d2_into_r7_r5,yes,,3,3,0,0,0,1,1,0,
pd,AD8C,read_07d2_into_r7_r5_zero,yes,,3,3,0,0,0,1,1,0,
pd,AD9C,read_07d1_into_r7_r5_zero,yes,,3,3,0,0,0,1,1,0,
pd,ADA4,call_0faf_then_test_r7_bit2,yes,,3,3,0,0,0,3,3,0,
pd,BECB,write_07d6_07d7_07d8_07d9_then_store_07df,yes,,3,3,0,0,0,3,3,0,
pd,EC36,set_or_clear_bits_0_5_via_9028,yes,,3,2,0,1,0,3,2,0,
pd,F1B0,FUN_CODE_f1b0,no,,3,3,0,0,0,2,1,0,
pd,F22E,read_04a3_then_call_9a90,yes,,3,3,0,0,0,3,2,0,
pd,F3EB,dptr_high_r6_low_r3,yes,,3,3,0,0,0,2,1,0,
bank0,1978,trampoline_bank1_a710,yes,,2,2,0,0,0,2,2,0,
bank0,397D,call_3894_then_jmp_2de3,yes,,2,1,1,0,0,2,2,0,
bank0,54C2,dispatch_to_4ecd,yes,,2,1,1,0,0,1,1,0,
bank0,849C,return_trampoline_83ff,yes,,2,0,2,0,0,1,1,0,
bank0,8648,clear_200b,yes,,2,0,2,0,0,2,1,0,
bank0,8B14,FUN_CODE_8b14,no,,2,0,2,0,0,1,1,0,
bank0,8F0F,store_a_to_dptr_then_075c_and_notify,yes,,2,2,0,0,0,1,1,0,
bank0,9041,store_r7_to_0850_then_jump_1648,yes,,2,2,0,0,0,2,2,0,
bank0,98FB,set_0985_bit4,yes,,2,0,2,0,0,1,1,0,
bank0,9A00,copy_dptr_to_088b_and_08bb_to_08ba,yes,,2,0,2,0,0,1,1,0,
bank0,9A0E,mul_div_08ea_then_sub_044b_selected,yes,,2,2,0,0,0,1,0,0,
bank0,A425,shared_return_stub_a425,yes,,2,0,2,0,0,2,2,0,
bank0,AB6D,shared_noop_ret,yes,,2,0,2,0,0,1,1,0,
bank0,AF8A,init_0a48_and_0a59_blocks,yes,,2,2,0,0,0,2,2,0,
bank0,AFCE,copy_0a4b_0a4c_to_079b_079c,yes,,2,2,0,0,0,1,1,0,
bank0,AFF2,call_445e_40_88_then_load_0a49,yes,,2,2,0,0,0,2,2,0,
bank0,B008,read_0a4b_after_call_445e_0c,yes,,2,2,0,0,0,1,1,0,
bank0,B012,read_0a4b_after_call_445e_08,yes,,2,2,0,0,0,2,2,0,
bank0,B01C,read_0a4b_after_call_445e_0c_b01c,yes,,2,2,0,0,0,1,1,0,
bank0,B026,set_dptr_0a4b_after_call_445e_08,yes,,2,2,0,0,0,2,2,0,
bank0,B02F,set_dptr_0a4b_after_call_445e_08_b02f,yes,,2,2,0,0,0,1,1,0,
bank0,B038,read_0a4b_after_call_445e_0c_b038,yes,,2,2,0,0,0,1,1,0,
bank0,B35E,charge_target_minus_r3_times_0a47,yes,,2,0,2,0,0,1,1,0,
bank0,B3E4,call_c470_then_clear_0984_bit0,yes,,2,2,0,0,0,1,1,0,
bank0,B461,zero_96_bytes_at_0f00,yes,,2,2,0,0,0,2,2,0,
bank0,B8F4,test_0770_equals_0c,yes,,2,2,0,0,0,2,2,0,
bank0,B947,load_r3_r7_from_0a48_store_a,yes,,2,2,0,0,0,2,2,0,
bank0,B983,store_a_to_dptr_b983,yes,,2,2,0,0,0,2,2,0,
bank0,B990,read_dptr_byte_then_set_dptr_0792,yes,,2,2,0,0,0,2,2,0,
bank0,B9DF,copy_x1918_to_x0a57,yes,,2,2,0,0,0,2,2,0,
bank0,BA16,store_a_to_08cc_08cd,yes,,2,2,0,0,0,2,1,0,
bank0,BA1C,store_a_to_08ce_08cf,yes,,2,2,0,0,0,1,0,0,
bank0,BA4F,index_code_by_r7_at_0a49_and_0a4b,yes,,2,2,0,0,0,1,1,0,
bank0,BA6F,store_code_byte_to_08c5,yes,,2,2,0,0,0,1,1,0,
bank0,BA74,load_dptr_0a51,yes,,2,2,0,0,0,1,1,0,
bank0,BA77,load_dptr_from_be16_at_dptr,yes,,2,2,0,0,0,2,0,0,
bank0,BABF,read_code_byte_at_r6r7_plus_0460_10,yes,,2,2,0,0,0,1,0,0,
bank0,BAD3,clr_cy,yes,,2,2,0,0,0,1,1,0,
bank0,BADB,load_dptr_08ce,yes,,2,2,0,0,0,1,0,0,
bank0,BAF4,store_r4_and_a_to_xdata_pair,yes,,2,2,0,0,0,2,0,0,
bank0,BAFD,store_a_then_set_bits_1_and_0_of_1900,yes,,2,2,0,0,0,2,1,0,
bank0,BB22,mov_a_c8,yes,,2,2,0,0,0,2,2,0,
bank0,BB6A,fill_0852_0854_with_ff,yes,,2,2,0,0,0,2,2,0,
bank0,BB90,store_be16_a,yes,,2,2,0,0,0,1,1,0,
bank0,BB99,store_a_then_1906_init,yes,,2,2,0,0,0,2,1,0,
bank0,BB9A,init_1906_to_9f,yes,,2,2,0,0,0,2,2,0,
bank0,BBA4,mask_0476_with_1f,yes,,2,2,0,0,0,2,2,0,
bank0,BBAB,clear_084f_bit0,yes,,2,2,0,0,0,1,1,0,
bank0,BBC7,sub_10x_08bd_from_08ce_pair,yes,,2,2,0,0,0,1,0,0,
bank0,BBDE,gpu_temp_minus_code_table_byte,yes,,2,2,0,0,0,2,0,0,
bank0,BBE6,load_dptr_0469,yes,,2,2,0,0,0,2,2,0,
bank0,BBFE,init_0a48_to_40,yes,,2,2,0,0,0,1,1,0,
bank0,BC14,init_0817_081e_081f_read_0815,yes,,2,2,0,0,0,2,2,0,
bank0,BC26,copy_0a53_to_0873_and_0a54_to_087b,yes,,2,2,0,0,0,2,2,0,
bank0,BC37,code_byte_sub_from_044c,yes,,2,2,0,0,0,1,0,0,
bank0,BC3F,store_a_then_clear_0824_bit7_and_0768_bit2,yes,,2,2,0,0,0,2,2,0,
bank0,BC4F,fan_table_base_offset_helper,yes,,2,2,0,0,0,2,2,0,
bank0,BC7B,load_dptr_0a47_then_nothing,yes,,2,2,0,0,0,1,1,0,
bank0,BCBD,dptr_r5_times_2_tail_call_705b,yes,,2,2,0,0,0,1,0,0,
bank0,BCCB,store_be16_of_08e6_and_arg_to_0a47,yes,,2,2,0,0,0,2,2,0,
bank0,BCDA,x0f10_table_indexed_by_0460,yes,,2,2,0,0,0,1,1,0,
bank0,BCE9,read_first_code_byte_pair_frag,yes,,2,2,0,0,0,1,0,0,
bank0,BCF5,stress_headroom,yes,,2,2,0,0,0,2,1,0,
bank0,BD03,clear_0741_bit0_and_08e2_bit4,yes,,2,2,0,0,0,2,2,0,
bank0,BD29,set_r5_and_1_plus_carry_frag,yes,,2,2,0,0,0,1,0,0,
bank0,BD46,be16_08a9_08aa_minus_0321,yes,,2,2,0,0,0,2,1,0,
bank0,BD54,store_be16_b,yes,,2,2,0,0,0,2,2,0,
bank0,BD5D,be16_0464_0465_minus_100,yes,,2,2,0,0,0,1,0,0,
bank0,BD6B,be16_046c_046d_minus_100,yes,,2,2,0,0,0,1,0,0,
bank0,BD7F,store_a_then_tail_call_7110_b6,yes,,2,2,0,0,0,1,1,0,
bank0,BD8B,tier_250_eligible,yes,,2,2,0,0,0,2,2,0,
bank0,BD98,tier_200_eligible,yes,,2,2,0,0,0,1,1,0,
bank0,BDA5,set_cy_fallthrough_to_bda6,yes,,2,2,0,0,0,1,0,0,
bank0,BDAE,copy_x1907_to_x0a57,yes,,2,2,0,0,0,2,2,0,
bank0,BDBA,copy_x190a_to_x0a57,yes,,2,2,0,0,0,2,2,0,
bank0,BDDA,store_code_byte_to_0a49_0a4a,yes,,2,2,0,0,0,1,1,0,
bank0,BDE6,FUN_CODE_bde6,no,,2,2,0,0,0,1,1,0,
bank0,BDF2,gpu_temp_minus_xdata_byte,yes,,2,2,0,0,0,1,1,0,
bank0,BE02,tail_call_7110_with_b4,yes,,2,2,0,0,0,1,1,0,
bank0,BE15,x0449_minus_x08ea_minus_1,yes,,2,2,0,0,0,1,0,0,
bank0,BE5D,add_20_carry_to_r6_r7,yes,,2,2,0,0,0,1,0,0,
bank0,BE68,x0469_minus_x1809,yes,,2,2,0,0,0,1,1,0,
bank0,BE7E,write_9f_to_x1904,yes,,2,2,0,0,0,2,2,0,
bank0,BE88,write_9f_to_x1909,yes,,2,2,0,0,0,2,2,0,
bank0,BEAA,sub_33_from_09e4_low7,yes,,2,2,0,0,0,2,1,0,
bank0,BEB4,dec_dptr_byte_and_set_1804,yes,,2,2,0,0,0,2,2,0,
bank0,BEBE,mod_070a_by_r5,yes,,2,2,0,0,0,1,1,0,
bank0,BEC8,load_code_byte_to_0734,yes,,2,2,0,0,0,1,1,0,
bank0,BED2,load_code_byte_to_0736,yes,,2,2,0,0,0,1,1,0,
bank0,BEDC,load_code_byte_to_08c4,yes,,2,2,0,0,0,1,1,0,
bank0,BEE6,load_code_byte_to_08c6,yes,,2,2,0,0,0,1,1,0,
bank0,BEFE,read_be16_0a48,yes,,2,2,0,0,0,1,1,0,
bank0,BF08,sub_0a4e_against_4d_with_borrow,yes,,2,2,0,0,0,2,2,0,
bank0,BF12,copy_043d_to_09cd_and_return_09cd,yes,,2,2,0,0,0,1,1,0,
bank0,C030,set_1615_40_and_clear_1807,yes,,2,2,0,0,0,2,2,0,
bank0,C066,set_1608_bit5,yes,,2,1,1,0,0,2,2,0,
bank0,C06E,clear_1608_bit5,yes,,2,2,0,0,0,2,2,0,
bank0,C191,set_1603_bit4,yes,,2,1,1,0,0,2,2,0,
bank0,C199,clear_1603_bit4,yes,,2,2,0,0,0,2,2,0,
bank0,C2A2,set_1605_bit5,yes,,2,2,0,0,0,2,2,0,
bank0,C2AA,clear_1605_bit5,yes,,2,1,1,0,0,2,2,0,
bank0,C2FF,set_1606_bit0,yes,,2,2,0,0,0,1,1,0,
bank0,C307,clear_1606_bit0,yes,,2,1,1,0,0,1,1,0,
bank0,C317,clear_1606_bit3,yes,,2,1,1,0,0,1,1,0,
bank0,C363,write_40_to_1641,yes,,2,2,0,0,0,1,1,0,
bank0,C36A,write_80_to_1641,yes,,2,2,0,0,0,1,1,0,
bank0,C371,clear_1607_bit1,yes,,2,2,0,0,0,1,1,0,
bank0,C389,clear_1607_bit2,yes,,2,2,0,0,0,2,0,0,
bank0,C48F,clear_160a_bit0,yes,,2,1,1,0,0,2,2,0,
bank0,C4F8,read_074c_low_nibble,yes,,2,2,0,0,0,1,1,0,
bank0,C9FF,kbd_status_from_0826_low_bits,yes,,2,2,0,0,0,2,0,0,
bank0,CA1D,FUN_CODE_ca1d,no,,2,2,0,0,0,2,0,0,
bank0,CA1E,set_support2_bit5_and_bios_oem2_bit6,yes,,2,2,0,0,0,2,0,0,
bank0,CA2D,clear_kbd_status_bit1_return_0826,yes,,2,2,0,0,0,2,0,0,
bank0,CA44,read_0490_and_leave_dptr_0826,yes,,2,2,0,0,0,2,0,0,
bank0,CFF6,load_stride5_table_word_into_06e8_pair,yes,,2,2,0,0,0,1,1,0,
bank0,D01A,indirect_code_jump_via_stride5_table_6cd9,yes,,2,2,0,0,0,1,1,0,
bank0,D041,read_06e7,yes,,2,2,0,0,0,2,2,0,
bank0,D045,inc_06e7_clear_06ea_eb_read_06e8,yes,,2,2,0,0,0,2,2,0,
bank0,D065,init_1f01_1f06_1f07,yes,,2,2,0,0,0,1,1,0,
