addr,file_offset,region,runtime,frame_onto,frame_over,access,window,terminator
0x07D7,0x2AC40,pd-image,0xAC40,24,0,read x1,"movx a,@dptr ; mov r7,a ; lcall 0xb8db",flow opcode
0x07D7,0x2AC48,pd-image,0xAC48,22,2,read x1,"movx a,@dptr ; mov r1,a ; lcall 0x9066",flow opcode
0x07D7,0x2AC79,pd-image,0xAC79,24,0,no movx found in the decoded window,jz +0x0d,flow opcode
0x07D7,0x2AC92,pd-image,0xAC92,23,1,DPTR handed to lcall 0x9115 -- direction unresolved here,lcall 0x9115,flow opcode
0x07D7,0x2B7B7,pd-image,0xB7B7,24,0,write x1,"movx @dptr,a",DPTR reloaded
0x07D7,0x2B7BB,pd-image,0xB7BB,24,0,read x1,"movx a,@dptr ; mov r6,a ; clr c ; subb a,#0x03 ; jnc +0x3b",flow opcode
0x07D7,0x2B7F8,pd-image,0xB7F8,24,0,"read x1, write x1","movx a,@dptr ; inc a ; movx @dptr,a ; sjmp +0xbb",flow opcode
0x07D7,0x2BB2A,pd-image,0xBB2A,24,0,"write x2, walks 2 consecutive bytes (inc dptr)","mov a,r5 ; movx @dptr,a ; inc dptr ; mov a,r3 ; movx @dptr,a",DPTR reloaded
0x07D7,0x2BB7A,pd-image,0xBB7A,22,2,read x1,"movx a,@dptr ; jnz +0x10",flow opcode
0x07D7,0x2BB90,pd-image,0xBB90,24,0,read x1,"movx a,@dptr ; xrl a,#0x01 ; jnz +0x43",flow opcode
0x07D7,0x2BD5A,pd-image,0xBD5A,23,1,"write x2, walks 2 consecutive bytes (inc dptr)","mov a,r5 ; movx @dptr,a ; inc dptr ; mov a,r3 ; movx @dptr,a",DPTR reloaded
0x07D7,0x2BDAA,pd-image,0xBDAA,22,2,read x1,"movx a,@dptr ; jnz +0x10",flow opcode
0x07D7,0x2BDC0,pd-image,0xBDC0,24,0,read x1,"movx a,@dptr ; xrl a,#0x01 ; jnz +0x3f",flow opcode
0x07D7,0x2BEF3,pd-image,0xBEF3,24,0,read x1,"movx a,@dptr ; xrl a,#0x01 ; jnz +0x61",flow opcode
0x07D7,0x2C734,pd-image,0xC734,24,0,DPTR handed to lcall 0x10c8 -- direction unresolved here,lcall 0x10c8,flow opcode
0x07D7,0x2E41B,pd-image,0xE41B,23,1,write x1,"mov a,r7 ; movx @dptr,a ; lcall 0x6b40",flow opcode
0x07D7,0x2E428,pd-image,0xE428,24,0,read x1,"movx a,@dptr ; mov r7,a ; lcall 0x5326",flow opcode
0x07D7,0x2E43E,pd-image,0xE43E,24,0,read x1,"movx a,@dptr ; mov r7,a ; lcall 0xceb4",flow opcode
0x07D7,0x2E44F,pd-image,0xE44F,24,0,read x1,"movx a,@dptr ; mov r7,a ; lcall 0xceb4",flow opcode
0x07D7,0x2ECFF,pd-image,0xECFF,24,0,write x1,"mov a,r7 ; movx @dptr,a ; mov r5,#0x01 ; lcall 0xdb39",flow opcode
0x07D7,0x2ED09,pd-image,0xED09,24,0,"read x2, walks 2 consecutive bytes (inc dptr)","movx a,@dptr ; mov r7,a ; inc dptr ; movx a,@dptr ; mov r5,a ; clr a ; lcall 0x5752",flow opcode
0x07D7,0x2F71B,pd-image,0xF71B,24,0,write x1,"mov a,r7 ; movx @dptr,a ; mov r7,#0x01 ; ret",flow opcode
