addr,file_offset,region,runtime,frame_onto,frame_over,access,window
0x07D0,0x28404,pd-image,0x8404,24,0,DPTR handed to lcall 0x388d -- direction unresolved here,lcall 0x388d
0x07D0,0x28417,pd-image,0x8417,24,0,read x1,"movx a,@dptr ; mov r7,a ; clr a ; mov r3,a ; mov r2,a ; mov r5,#0x0c ; lcall 0x7ce0"
0x07D0,0x28424,pd-image,0x8424,24,0,DPTR handed to lcall 0x34d9 -- direction unresolved here,lcall 0x34d9
0x07D0,0x2846F,pd-image,0x846F,24,0,read x1,"movx a,@dptr ; mov r7,a ; mov r3,#0x03 ; mov r2,#0x04 ; ljmp 0x855e"
0x07D0,0x2847B,pd-image,0x847B,23,1,DPTR handed to lcall 0x357e -- direction unresolved here,lcall 0x357e
0x07D0,0x28498,pd-image,0x8498,24,0,read x1,"movx a,@dptr ; mov r7,a ; lcall 0xf75c"
0x07D0,0x284A9,pd-image,0x84A9,24,0,read x1,"movx a,@dptr ; mov r7,a ; lcall 0xef79"
0x07D0,0x284C8,pd-image,0x84C8,0,24,read x1,"movx a,@dptr ; mov r7,a ; mov r3,#0xff ; mov r2,#0x04 ; clr a ; mov r5,a ; lcall 0xccb7"
0x07D0,0x284D6,pd-image,0x84D6,22,2,DPTR handed to lcall 0x34d9 -- direction unresolved here,lcall 0x34d9
0x07D0,0x284E7,pd-image,0x84E7,24,0,DPTR handed to lcall 0x347b -- direction unresolved here,lcall 0x347b
0x07D0,0x28502,pd-image,0x8502,1,23,read x1,"movx a,@dptr ; mov r7,a ; lcall 0xf56b"
0x07D0,0x2850F,pd-image,0x850F,22,2,read x1,"movx a,@dptr ; mov r3,a ; lcall 0x34da"
0x07D0,0x28536,pd-image,0x8536,24,0,DPTR handed to lcall 0x38ec -- direction unresolved here,lcall 0x38ec
0x07D0,0x28542,pd-image,0x8542,23,1,DPTR handed to lcall 0x39a5 -- direction unresolved here,lcall 0x39a5
0x07D0,0x28555,pd-image,0x8555,24,0,read x1,"movx a,@dptr ; mov r7,a ; mov r3,#0x04 ; mov r2,#0x00 ; clr a ; mov r5,a ; lcall 0xccb7"
0x07D0,0x28564,pd-image,0x8564,22,2,read x1,"movx a,@dptr ; mov r7,a ; mov r5,#0x01 ; lcall 0xc24e"
0x07D0,0x28572,pd-image,0x8572,24,0,no movx found in the decoded window,ret
0x07D0,0x28576,pd-image,0x8576,24,0,"write x2, walks 2 consecutive bytes (inc dptr)","mov a,r7 ; movx @dptr,a ; clr a ; inc dptr ; movx @dptr,a"
0x07D0,0x2857E,pd-image,0x857E,24,0,read x1,"movx a,@dptr ; mov r3,a ; lcall 0x34da"
0x07D0,0x28599,pd-image,0x8599,22,2,DPTR handed to lcall 0x34d9 -- direction unresolved here,lcall 0x34d9
0x07D0,0x285B2,pd-image,0x85B2,24,0,read x1,"movx a,@dptr ; mov r3,a ; mov 0xf0,#0x60"
0x07D0,0x285DF,pd-image,0x85DF,0,24,read x1,"movx a,@dptr ; mov r7,a ; mov r3,#0x01 ; mov r2,#0x09 ; clr a ; mov r5,a ; lcall 0xccb7"
0x07D0,0x285ED,pd-image,0x85ED,22,2,DPTR handed to lcall 0x34a5 -- direction unresolved here,lcall 0x34a5
0x07D0,0x28609,pd-image,0x8609,22,2,read x1,"movx a,@dptr ; mov r7,a ; lcall 0x3604"
0x07D0,0x2861A,pd-image,0x861A,23,1,DPTR handed to lcall 0x34a5 -- direction unresolved here,lcall 0x34a5
