file_offset,region,runtime,opcode,target,bucket,frame_onto,frame_over,calls_stub,calls_trampoline,own_bank,other_bank
0x00000,common,0x0000,ljmp,0x0070,A,0,0,,,,
0x00003,common,0x0003,ljmp,0x052F,A,1,2,,,,
0x00007,common,0x0007,ljmp,0x1150,A,7,0,,0,,
0x0000B,common,0x000B,ljmp,0x0530,A,11,0,,,,
0x0000E,common,0x000E,ljmp,0x1156,A,13,1,,0,,
0x00013,common,0x0013,ljmp,0x0556,A,19,0,,,,
0x00016,common,0x0016,ljmp,0x115C,A,22,0,,0,,
0x0001B,common,0x001B,ljmp,0x05B6,A,24,0,,,,
0x0001E,common,0x001E,ljmp,0x1162,A,23,1,,0,,
0x00023,common,0x0023,ljmp,0x05E6,A,24,0,,,,
0x00026,common,0x0026,ljmp,0x1168,A,24,0,,0,,
0x0002B,common,0x002B,ljmp,0x05E7,A,24,0,,,,
0x00035,common,0x0035,ljmp,0x116E,A,24,0,,0,,
0x00038,common,0x0038,ljmp,0x1174,A,24,0,,0,,
0x0003B,common,0x003B,ljmp,0x117A,A,23,1,,0,,
0x00049,common,0x0049,lcall,0x5A5A,A,23,1,,,,
0x00060,common,0x0060,ljmp,0x1180,A,23,1,,0,,
0x00063,common,0x0063,ljmp,0x1186,A,23,1,,0,,
0x00066,common,0x0066,ljmp,0x1192,A,23,1,,0,,
0x00069,common,0x0069,ljmp,0x1198,A,23,1,,0,,
0x0006C,common,0x006C,ljmp,0x119E,A,24,0,,0,,
0x00079,common,0x0079,lcall,0x110A,A,24,0,,,,
0x0007C,common,0x007C,lcall,0x158E,A,24,0,,0,,
0x0007F,common,0x007F,lcall,0x0F75,A,23,1,,,,
0x00082,common,0x0082,lcall,0x1594,A,21,3,,0,,
0x00091,common,0x0091,ljmp,0x00CF,A,24,0,,,,
0x00094,common,0x0094,ljmp,0x0200,A,24,0,,,,
0x00095,common,0x0095,ljmp,0x00E4,A,0,24,,,,
0x000C8,common,0x00C8,ljmp,0x0408,A,0,24,,,,
0x00123,common,0x0123,ljmp,0x118C,A,24,0,,0,,
0x00126,common,0x0126,ljmp,0x11A4,A,23,1,,0,,
0x00129,common,0x0129,ljmp,0x11AA,A,24,0,,0,,
0x0012C,common,0x012C,ljmp,0x11B0,A,23,1,,0,,
0x0013F,common,0x013F,ljmp,0x7404,A,0,24,,,,
0x00157,common,0x0157,lcall,0x07F0,A,24,0,,,,
0x0015F,common,0x015F,lcall,0x07B6,A,24,0,,,,
0x00165,common,0x0165,ljmp,0x1207,A,0,24,,,,
0x00166,common,0x0166,lcall,0x07E7,A,23,1,,,,
0x0017B,common,0x017B,lcall,0x07D6,A,22,2,,,,
0x00181,common,0x0181,ljmp,0x9011,C,1,23,,,,
0x00189,common,0x0189,ljmp,0x11B6,A,24,0,,0,,
0x0019C,common,0x019C,ljmp,0x7408,A,0,24,,,,
0x001B4,common,0x01B4,lcall,0x07F0,A,24,0,,,,
0x001BC,common,0x01BC,lcall,0x07B6,A,24,0,,,,
0x001C3,common,0x01C3,lcall,0x07E7,A,23,1,,,,
0x001D2,common,0x01D2,lcall,0x07D0,A,24,0,,,,
0x001E0,common,0x01E0,ljmp,0x11BC,A,24,0,,0,,
0x001E3,common,0x01E3,ljmp,0x11C8,A,23,1,,0,,
0x001E6,common,0x01E6,ljmp,0x11CE,A,24,0,,0,,
0x001E9,common,0x01E9,ljmp,0x11D4,A,24,0,,0,,
0x001EC,common,0x01EC,ljmp,0x11E6,A,24,0,,0,,
0x001FC,common,0x01FC,ljmp,0x11EC,A,24,0,,0,,
0x00200,common,0x0200,lcall,0x05E8,A,24,0,,,,
0x00206,common,0x0206,lcall,0x1048,A,23,1,,,,
0x0021E,common,0x021E,lcall,0x0FE6,A,24,0,,,,
0x00238,common,0x0238,lcall,0x14F8,A,23,1,,0,,
0x0025E,common,0x025E,lcall,0x14FE,A,24,0,,0,,
0x00261,common,0x0261,lcall,0x0E84,A,24,0,,,,
0x00264,common,0x0264,lcall,0x063C,A,24,0,,,,
0x00269,common,0x0269,lcall,0x0F58,A,24,0,,,,
0x0026C,common,0x026C,lcall,0x1504,A,24,0,,0,,
0x0026F,common,0x026F,lcall,0x0609,A,24,0,,,,
0x00272,common,0x0272,lcall,0x150A,A,24,0,,0,,
0x00278,common,0x0278,lcall,0x1510,A,24,0,,1,,
0x0027B,common,0x027B,lcall,0x0C86,A,23,1,,,,
0x0027E,common,0x027E,lcall,0x063C,A,21,3,,,,
0x00285,common,0x0285,lcall,0x3A60,A,24,0,,,,
0x0028B,common,0x028B,lcall,0x3578,A,24,0,,,,
0x002AB,common,0x02AB,ljmp,0x7410,A,0,24,,,,
0x002C3,common,0x02C3,lcall,0x07F0,A,24,0,,,,
0x002D6,common,0x02D6,lcall,0x07C1,A,24,0,,,,
0x002DD,common,0x02DD,lcall,0x07E7,A,24,0,,,,
0x002EC,common,0x02EC,lcall,0x07D0,A,21,3,,,,
0x002FA,common,0x02FA,ljmp,0x11C2,A,23,1,,0,,
0x002FD,common,0x02FD,lcall,0x002E,A,23,1,,,,
0x0030F,common,0x030F,ljmp,0x11DA,A,23,1,,0,,
0x0031C,common,0x031C,ljmp,0xD236,C,0,24,,,,
0x0032A,common,0x032A,ljmp,0xF002,C,0,24,,,,
0x0032C,common,0x032C,ljmp,0x11E0,A,23,1,,0,,
0x0032F,common,0x032F,ljmp,0x11F2,A,24,0,,0,,
0x00332,common,0x0332,ljmp,0x11F8,A,24,0,,0,,
0x00335,common,0x0335,ljmp,0x11FE,A,24,0,,0,,
0x00338,common,0x0338,ljmp,0x1204,A,24,0,,0,,
0x00339,common,0x0339,lcall,0x0402,A,0,24,,,,
0x0033B,common,0x033B,ljmp,0x120A,A,23,1,,0,,
0x0033C,common,0x033C,lcall,0x0A02,A,1,23,,,,
0x0033E,common,0x033E,ljmp,0x1210,A,22,2,,0,,
0x0033F,common,0x033F,lcall,0x1002,A,2,22,,,,
0x00341,common,0x0341,ljmp,0x1216,A,20,4,,0,,
0x00342,common,0x0342,lcall,0x1602,A,3,21,,,,
0x00344,common,0x0344,ljmp,0x121C,A,20,4,,0,,
0x00345,common,0x0345,lcall,0x1C02,A,4,20,,,,
0x00347,common,0x0347,ljmp,0x1222,A,19,5,,0,,
0x00348,common,0x0348,lcall,0x2202,A,5,19,,,,
0x0034A,common,0x034A,ljmp,0x1228,A,18,6,,0,,
0x0034B,common,0x034B,lcall,0x2802,A,6,18,,,,
0x0034D,common,0x034D,ljmp,0x122E,A,17,7,,0,,
0x0034E,common,0x034E,lcall,0x2E02,A,7,17,,,,
0x00350,common,0x0350,ljmp,0x1234,A,16,8,,0,,
0x00351,common,0x0351,lcall,0x3402,A,8,16,,,,
0x00353,common,0x0353,ljmp,0x123A,A,15,9,,0,,
0x00354,common,0x0354,lcall,0x3A02,A,9,15,,,,
0x00356,common,0x0356,ljmp,0x1240,A,15,9,,0,,
0x00357,common,0x0357,lcall,0x4002,A,9,15,,,,
0x00359,common,0x0359,ljmp,0x1246,A,14,10,,0,,
0x0035A,common,0x035A,lcall,0x4602,A,10,14,,,,
0x0035C,common,0x035C,ljmp,0x124C,A,14,10,,0,,
0x0035D,common,0x035D,lcall,0x4C02,A,10,14,,,,
0x0035F,common,0x035F,ljmp,0x1252,A,14,10,,0,,
0x00360,common,0x0360,lcall,0x5202,A,10,14,,,,
0x00362,common,0x0362,ljmp,0x1258,A,13,11,,0,,
0x00363,common,0x0363,lcall,0x5802,A,11,13,,,,
0x00365,common,0x0365,ljmp,0x125E,A,13,11,,0,,
0x00366,common,0x0366,lcall,0x5E02,A,11,13,,,,
0x00368,common,0x0368,ljmp,0x1264,A,13,11,,0,,
0x00369,common,0x0369,lcall,0x6402,A,11,13,,,,
0x0036B,common,0x036B,ljmp,0x126A,A,13,11,,0,,
0x0036C,common,0x036C,lcall,0x6A02,A,11,13,,,,
0x0036E,common,0x036E,ljmp,0x1270,A,13,11,,0,,
0x0036F,common,0x036F,lcall,0x7002,A,11,13,,,,
0x00371,common,0x0371,ljmp,0x1276,A,13,11,,0,,
0x00372,common,0x0372,lcall,0x7602,A,11,13,,,,
0x00374,common,0x0374,ljmp,0x127C,A,12,12,,0,,
0x00375,common,0x0375,lcall,0x7C02,A,12,12,,,,
0x00377,common,0x0377,ljmp,0x1282,A,11,13,,0,,
0x00378,common,0x0378,lcall,0x8202,C,13,11,,,,
0x0037A,common,0x037A,ljmp,0x1288,A,11,13,,0,,
0x0037B,common,0x037B,lcall,0x8802,C,13,11,,,,
0x0037D,common,0x037D,ljmp,0x128E,A,10,14,,0,,
0x0037E,common,0x037E,lcall,0x8E02,C,14,10,,,,
0x00380,common,0x0380,ljmp,0x1294,A,9,15,,0,,
0x00381,common,0x0381,lcall,0x9402,C,15,9,,,,
0x00383,common,0x0383,ljmp,0x129A,A,9,15,,0,,
0x00384,common,0x0384,lcall,0x9A02,C,15,9,,,,
0x00386,common,0x0386,ljmp,0x12A0,A,9,15,,0,,
0x00387,common,0x0387,lcall,0xA002,C,15,9,,,,
0x00389,common,0x0389,ljmp,0x12A6,A,9,15,,0,,
0x0038A,common,0x038A,lcall,0xA602,C,15,9,,,,
0x0038C,common,0x038C,ljmp,0x12AC,A,9,15,,0,,
0x0038D,common,0x038D,lcall,0xAC02,C,15,9,,,,
0x0038F,common,0x038F,ljmp,0x12B2,A,9,15,,0,,
0x00390,common,0x0390,lcall,0xB202,C,15,9,,,,
0x00392,common,0x0392,ljmp,0x12B8,A,9,15,,0,,
0x00393,common,0x0393,lcall,0xB802,C,15,9,,,,
0x00395,common,0x0395,ljmp,0x12BE,A,9,15,,0,,
0x00396,common,0x0396,lcall,0xBE02,C,14,10,,,,
0x00398,common,0x0398,ljmp,0x12C4,A,9,15,,0,,
0x00399,common,0x0399,lcall,0xC402,C,13,11,,,,
0x0039B,common,0x039B,ljmp,0x12CA,A,12,12,,0,,
0x0039C,common,0x039C,lcall,0xCA02,C,12,12,,,,
0x0039E,common,0x039E,ljmp,0x12D0,A,12,12,,0,,
0x0039F,common,0x039F,lcall,0xD002,C,12,12,,,,
0x003A1,common,0x03A1,ljmp,0x12D6,A,12,12,,0,,
0x003A2,common,0x03A2,lcall,0xD602,C,12,12,,,,
0x003A4,common,0x03A4,ljmp,0x12DC,A,13,11,,0,,
0x003A5,common,0x03A5,lcall,0xDC02,C,11,13,,,,
0x003A7,common,0x03A7,ljmp,0x12E2,A,13,11,,0,,
0x003A8,common,0x03A8,lcall,0xE202,C,11,13,,,,
0x003AA,common,0x03AA,ljmp,0x12E8,A,14,10,,0,,
0x003AB,common,0x03AB,lcall,0xE802,C,10,14,,,,
0x003AD,common,0x03AD,ljmp,0x12EE,A,14,10,,0,,
0x003AE,common,0x03AE,lcall,0xEE02,C,10,14,,,,
0x003B0,common,0x03B0,ljmp,0x12F4,A,14,10,,0,,
0x003B1,common,0x03B1,lcall,0xF402,C,10,14,,,,
0x003B3,common,0x03B3,ljmp,0x12FA,A,14,10,,0,,
0x003B4,common,0x03B4,lcall,0xFA02,C,10,14,,,,
0x003B6,common,0x03B6,ljmp,0x1300,A,14,10,,0,,
0x003B9,common,0x03B9,ljmp,0x1306,A,24,0,,0,,
0x003BC,common,0x03BC,ljmp,0x130C,A,24,0,,0,,
0x003BF,common,0x03BF,ljmp,0x1312,A,24,0,,0,,
0x003C1,common,0x03C1,lcall,0x0213,A,1,23,,,,
0x003C2,common,0x03C2,ljmp,0x1318,A,22,2,,0,,
0x003C5,common,0x03C5,ljmp,0x131E,A,24,0,,0,,
0x003C8,common,0x03C8,ljmp,0x1324,A,24,0,,0,,
0x003CB,common,0x03CB,ljmp,0x132A,A,22,2,,0,,
0x003CE,common,0x03CE,ljmp,0x1330,A,24,0,,0,,
0x003D1,common,0x03D1,ljmp,0x1336,A,22,2,,0,,
0x003D4,common,0x03D4,ljmp,0x133C,A,24,0,,0,,
0x003D7,common,0x03D7,ljmp,0x1342,A,24,0,,0,,
0x003DA,common,0x03DA,ljmp,0x1348,A,22,2,,0,,
0x003DD,common,0x03DD,ljmp,0x134E,A,24,0,,0,,
0x003E0,common,0x03E0,ljmp,0x1354,A,24,0,,0,,
0x003E3,common,0x03E3,ljmp,0x135A,A,22,2,,0,,
0x003E6,common,0x03E6,ljmp,0x1360,A,24,0,,0,,
0x003E9,common,0x03E9,ljmp,0x1366,A,22,2,,0,,
0x003EC,common,0x03EC,ljmp,0x136C,A,24,0,,0,,
0x003EF,common,0x03EF,ljmp,0x1372,A,24,0,,0,,
0x003F2,common,0x03F2,ljmp,0x1378,A,22,2,,0,,
0x003F5,common,0x03F5,ljmp,0x137E,A,20,4,,0,,
0x003F8,common,0x03F8,ljmp,0x1384,A,18,6,,0,,
0x003FB,common,0x03FB,ljmp,0x138A,A,24,0,,0,,
0x003FE,common,0x03FE,ljmp,0x1390,A,22,2,,0,,
0x00401,common,0x0401,ljmp,0x1396,A,20,4,,0,,
0x00404,common,0x0404,ljmp,0x139C,A,24,0,,0,,
0x00407,common,0x0407,ljmp,0x13A2,A,24,0,,0,,
0x0040A,common,0x040A,ljmp,0x13A8,A,22,2,,0,,
0x0040D,common,0x040D,ljmp,0x13AE,A,20,4,,0,,
0x00410,common,0x0410,ljmp,0x13B4,A,18,6,,0,,
0x00413,common,0x0413,ljmp,0x13BA,A,16,8,,0,,
0x00416,common,0x0416,ljmp,0x13C0,A,14,10,,0,,
0x00419,common,0x0419,ljmp,0x13C6,A,12,12,,0,,
0x0041C,common,0x041C,ljmp,0x13CC,A,24,0,,0,,
0x0041F,common,0x041F,ljmp,0x13D2,A,24,0,,0,,
0x00422,common,0x0422,ljmp,0x13D8,A,22,2,,0,,
0x00425,common,0x0425,ljmp,0x13DE,A,20,4,,0,,
0x00428,common,0x0428,ljmp,0x13E4,A,18,6,,0,,
0x0042B,common,0x042B,ljmp,0x13EA,A,24,0,,0,,
0x0042E,common,0x042E,ljmp,0x13F0,A,24,0,,0,,
0x00431,common,0x0431,ljmp,0x13F6,A,24,0,,0,,
0x00434,common,0x0434,ljmp,0x13FC,A,24,0,,0,,
0x00437,common,0x0437,ljmp,0x1402,A,24,0,,0,,
0x00439,common,0x0439,ljmp,0x0214,A,1,23,,,,
0x0043A,common,0x043A,ljmp,0x1408,A,22,2,,0,,
0x0043D,common,0x043D,ljmp,0x140E,A,24,0,,0,,
0x00440,common,0x0440,ljmp,0x1414,A,24,0,,0,,
0x00443,common,0x0443,ljmp,0x141A,A,24,0,,0,,
0x00446,common,0x0446,ljmp,0x1420,A,24,0,,0,,
0x00449,common,0x0449,ljmp,0x1426,A,22,2,,0,,
0x0044C,common,0x044C,ljmp,0x142C,A,24,0,,0,,
0x0044F,common,0x044F,ljmp,0x1432,A,24,0,,0,,
0x00452,common,0x0452,ljmp,0x1438,A,24,0,,0,,
0x00455,common,0x0455,ljmp,0x143E,A,24,0,,0,,
0x00458,common,0x0458,ljmp,0x1444,A,24,0,,0,,
0x0045B,common,0x045B,ljmp,0x144A,A,22,2,,0,,
0x0045E,common,0x045E,ljmp,0x1450,A,24,0,,0,,
0x00461,common,0x0461,ljmp,0x1456,A,22,2,,0,,
0x00464,common,0x0464,ljmp,0x145C,A,24,0,,0,,
0x00467,common,0x0467,ljmp,0x1462,A,24,0,,0,,
0x0046A,common,0x046A,ljmp,0x1468,A,22,2,,0,,
0x0046D,common,0x046D,ljmp,0x146E,A,24,0,,0,,
0x00470,common,0x0470,ljmp,0x1474,A,24,0,,0,,
0x00473,common,0x0473,ljmp,0x147A,A,22,2,,0,,
0x00476,common,0x0476,ljmp,0x1480,A,20,4,,0,,
0x00479,common,0x0479,ljmp,0x1486,A,18,6,,0,,
0x0047C,common,0x047C,ljmp,0x148C,A,16,8,,0,,
0x0047F,common,0x047F,ljmp,0x1492,A,14,10,,0,,
0x00482,common,0x0482,ljmp,0x1498,A,12,12,,0,,
0x00485,common,0x0485,ljmp,0x149E,A,24,0,,0,,
0x00488,common,0x0488,ljmp,0x14A4,A,24,0,,0,,
0x0048B,common,0x048B,ljmp,0x14AA,A,24,0,,0,,
0x0048E,common,0x048E,ljmp,0x14B0,A,22,2,,0,,
0x00491,common,0x0491,ljmp,0x14B6,A,20,4,,0,,
0x00494,common,0x0494,ljmp,0x14BC,A,18,6,,0,,
0x004B4,common,0x04B4,ljmp,0x14C2,A,24,0,,0,,
0x004BB,common,0x04BB,ljmp,0xF090,C,1,23,,,,
0x004FE,common,0x04FE,ljmp,0x0574,A,0,24,,,,
0x00504,common,0x0504,lcall,0x9000,C,0,24,,,,
0x00515,common,0x0515,ljmp,0xF090,C,0,24,,,,
0x0053D,common,0x053D,lcall,0x0E5E,A,23,1,,,,
0x00566,common,0x0566,lcall,0x14C8,A,21,3,,0,,
0x00572,common,0x0572,lcall,0x012F,A,21,3,,,,
0x0057E,common,0x057E,lcall,0x018C,A,21,3,,,,
0x0058A,common,0x058A,lcall,0x029B,A,23,1,,,,
0x0058B,common,0x058B,ljmp,0x9B80,C,1,23,,,,
0x00595,common,0x0595,ljmp,0x9006,C,2,22,,,,
0x00599,common,0x0599,lcall,0x7110,A,24,0,,,,
0x005A6,common,0x05A6,lcall,0x7177,A,24,0,,,,
0x005C3,common,0x05C3,lcall,0x0E7D,A,23,1,,,,
0x005D8,common,0x05D8,lcall,0x0E72,A,23,1,,,,
0x005FF,common,0x05FF,ljmp,0xF090,C,0,24,,,,
0x00615,common,0x0615,ljmp,0xF090,C,0,24,,,,
0x00639,common,0x0639,ljmp,0x05EF,A,23,1,,,,
0x0064A,common,0x064A,lcall,0x05EF,A,24,0,,,,
0x0064D,common,0x064D,lcall,0x05F2,A,24,0,,,,
0x00650,common,0x0650,lcall,0x05FA,A,24,0,,,,
0x00653,common,0x0653,ljmp,0x14CE,A,24,0,,0,,
0x0067E,common,0x067E,ljmp,0x9B01,C,23,1,,,,
0x00686,common,0x0686,ljmp,0xFD03,C,24,0,,,,
0x00689,common,0x0689,lcall,0x01EC,A,24,0,,,,
0x0078F,common,0x078F,lcall,0x0019,A,24,0,,,,
0x007CD,common,0x07CD,ljmp,0xF022,C,1,23,,,,
0x007D5,common,0x07D5,ljmp,0xF090,C,1,23,,,,
0x007E0,common,0x07E0,ljmp,0x741C,A,0,24,,,,
0x007FF,common,0x07FF,lcall,0x0921,A,24,0,,,,
0x00802,common,0x0802,lcall,0x0806,A,22,2,,,,
0x00818,common,0x0818,lcall,0x0979,A,23,1,,,,
0x0081D,common,0x081D,lcall,0x14D4,A,20,4,,0,,
0x0082E,common,0x082E,lcall,0x0950,A,23,1,,,,
0x00833,common,0x0833,lcall,0x14DA,A,20,4,,0,,
0x00842,common,0x0842,lcall,0x0902,A,24,0,,,,
0x00844,common,0x0844,ljmp,0xEF64,C,1,23,,,,
0x00850,common,0x0850,lcall,0x05EF,A,21,3,,,,
0x00853,common,0x0853,lcall,0x05FA,A,24,0,,,,
0x00856,common,0x0856,ljmp,0x14E0,A,24,0,,0,,
0x0085B,common,0x085B,lcall,0x0937,A,24,0,,,,
0x00864,common,0x0864,lcall,0x0937,A,24,0,,,,
0x00869,common,0x0869,ljmp,0x2290,A,1,23,,,,
0x00874,common,0x0874,ljmp,0x0896,A,22,2,,,,
0x00880,common,0x0880,ljmp,0x0937,A,24,0,,,,
0x00886,common,0x0886,ljmp,0x2275,A,1,23,,,,
0x0088C,common,0x088C,ljmp,0x557F,A,24,0,,,,
0x0089D,common,0x089D,ljmp,0x0937,A,24,0,,,,
0x008A7,common,0x08A7,lcall,0x14E6,A,24,0,,0,,
0x008AA,common,0x08AA,lcall,0x0896,A,24,0,,,,
0x008B2,common,0x08B2,lcall,0x0937,A,24,0,,,,
0x008B8,common,0x08B8,ljmp,0x0485,A,0,24,,,,
0x008C7,common,0x08C7,lcall,0x14EC,A,24,0,,0,,
0x008DC,common,0x08DC,lcall,0x08E0,A,24,0,,,,
0x00916,common,0x0916,lcall,0x0937,A,24,0,,,,
0x00921,common,0x0921,lcall,0x05E8,A,24,0,,,,
0x00963,common,0x0963,lcall,0x7012,A,0,24,,,,
0x00965,common,0x0965,lcall,0x0208,A,0,24,,,,
0x00966,common,0x0966,ljmp,0x08A0,A,23,1,,,,
0x00969,common,0x0969,ljmp,0x08B0,A,21,3,,,,
0x0096C,common,0x096C,ljmp,0x08CD,A,19,5,,,,
0x0096F,common,0x096F,ljmp,0x08CE,A,24,0,,,,
0x00972,common,0x0972,ljmp,0x08CF,A,24,0,,,,
0x00975,common,0x0975,lcall,0x08D0,A,24,0,,,,
0x0098C,common,0x098C,lcall,0x7012,A,0,24,,,,
0x0098E,common,0x098E,lcall,0x0208,A,0,24,,,,
0x0098F,common,0x098F,ljmp,0x0859,A,23,1,,,,
0x00992,common,0x0992,ljmp,0x0862,A,24,0,,,,
0x00995,common,0x0995,ljmp,0x086B,A,22,2,,,,
0x00998,common,0x0998,ljmp,0x0877,A,24,0,,,,
0x0099B,common,0x099B,ljmp,0x0883,A,22,2,,,,
0x0099E,common,0x099E,lcall,0x0884,A,24,0,,,,
0x009A2,common,0x09A2,lcall,0x0C7A,A,24,0,,,,
0x009BC,common,0x09BC,lcall,0x09A2,A,24,0,,,,
0x009F5,common,0x09F5,lcall,0x0C6D,A,24,0,,,,
0x00A00,common,0x0A00,lcall,0x0A74,A,24,0,,,,
0x00A07,common,0x0A07,lcall,0x0C6D,A,24,0,,,,
0x00A4E,common,0x0A4E,ljmp,0x09E9,A,24,0,,,,
0x00A56,common,0x0A56,lcall,0x09A2,A,24,0,,,,
0x00A5A,common,0x0A5A,lcall,0x0C7A,A,24,0,,,,
0x00A6C,common,0x0A6C,ljmp,0xF090,C,0,24,,,,
0x00A74,common,0x0A74,lcall,0x0E72,A,24,0,,,,
0x00A84,common,0x0A84,lcall,0x0A74,A,24,0,,,,
0x00A9B,common,0x0A9B,lcall,0x0A04,A,24,0,,,,
0x00A9E,common,0x0A9E,ljmp,0x09A2,A,24,0,,,,
0x00AAB,common,0x0AAB,lcall,0x295F,A,24,0,,,,
0x00ACF,common,0x0ACF,lcall,0x0AD8,A,24,0,,,,
0x00AD4,common,0x0AD4,ljmp,0xD257,C,0,24,,,,
0x00AD8,common,0x0AD8,lcall,0x0ADC,A,24,0,,,,
0x00AF5,common,0x0AF5,lcall,0x0B25,A,24,0,,,,
0x00B03,common,0x0B03,lcall,0xEF70,C,0,24,,,,
0x00B1C,common,0x0B1C,lcall,0x09A2,A,24,0,,,,
0x00B41,common,0x0B41,lcall,0xEFB4,C,1,23,,,,
0x00B7E,common,0x0B7E,ljmp,0x156B,A,0,24,,,,
0x00B8D,common,0x0B8D,lcall,0x14F2,A,24,0,,0,,
0x00BB0,common,0x0BB0,ljmp,0x156B,A,0,24,,,,
0x00C03,common,0x0C03,ljmp,0x5A66,A,0,24,,,,
0x00C11,common,0x0C11,lcall,0x0504,A,0,24,,,,
0x00C8E,common,0x0C8E,ljmp,0x0D49,A,24,0,,,,
0x00C91,common,0x0C91,lcall,0x1516,A,24,0,,0,,
0x00C9E,common,0x0C9E,lcall,0x0BC8,A,22,2,,,,
0x00CA1,common,0x0CA1,lcall,0x0B5F,A,24,0,,,,
0x00CAE,common,0x0CAE,lcall,0x151C,A,24,0,,0,,
0x00CB3,common,0x0CB3,lcall,0x0BDB,A,24,0,,,,
0x00CC3,common,0x0CC3,lcall,0x3C6D,A,22,2,,,,
0x00CCD,common,0x0CCD,lcall,0x0D78,A,23,1,,,,
0x00CD7,common,0x0CD7,lcall,0x0A7F,A,24,0,,,,
0x00CE1,common,0x0CE1,lcall,0x2ACD,A,24,0,,,,
0x00CEB,common,0x0CEB,lcall,0x3099,A,23,1,,,,
0x00CF5,common,0x0CF5,lcall,0x0D7B,A,23,1,,,,
0x00D07,common,0x0D07,ljmp,0x0C86,A,24,0,,,,
0x00D0C,common,0x0D0C,ljmp,0x0C86,A,24,0,,,,
0x00D14,common,0x0D14,lcall,0x07F8,A,24,0,,,,
0x00D17,common,0x0D17,ljmp,0x0C86,A,24,0,,,,
0x00D1F,common,0x0D1F,lcall,0x291D,A,24,0,,,,
0x00D22,common,0x0D22,ljmp,0x0C86,A,24,0,,,,
0x00D2A,common,0x0D2A,lcall,0x0D4A,A,24,0,,,,
0x00D2D,common,0x0D2D,ljmp,0x0C86,A,24,0,,,,
0x00D35,common,0x0D35,lcall,0x1522,A,24,0,,0,,
0x00D38,common,0x0D38,ljmp,0x0C86,A,24,0,,,,
0x00D3E,common,0x0D3E,ljmp,0x0C86,A,24,0,,,,
0x00D43,common,0x0D43,lcall,0x1528,A,24,0,,0,,
0x00D46,common,0x0D46,ljmp,0x0C86,A,24,0,,,,
0x00D62,common,0x0D62,lcall,0x0A74,A,24,0,,,,
0x00D6B,common,0x0D6B,ljmp,0xD230,C,0,24,,,,
0x00D74,common,0x0D74,ljmp,0xD236,C,0,24,,,,
0x00D78,common,0x0D78,ljmp,0x2819,A,24,0,,,,
0x00D7B,common,0x0D7B,lcall,0x386F,A,24,0,,,,
0x00D7E,common,0x0D7E,lcall,0x0E1E,A,24,0,,,,
0x00D88,common,0x0D88,ljmp,0x0E2E,A,24,0,,,,
0x00D8B,common,0x0D8B,lcall,0x0E34,A,24,0,,,,
0x00D97,common,0x0D97,lcall,0x24FE,A,0,24,,,,
0x00DA0,common,0x0DA0,lcall,0x0E37,A,23,1,,,,
0x00DA5,common,0x0DA5,lcall,0x0E3A,A,24,0,,,,
0x00DAA,common,0x0DAA,lcall,0x0E3D,A,24,0,,,,
0x00DB6,common,0x0DB6,lcall,0x0E40,A,22,2,,,,
0x00DBB,common,0x0DBB,lcall,0x0E43,A,24,0,,,,
0x00DCE,common,0x0DCE,ljmp,0x0E46,A,24,0,,,,
0x00DD3,common,0x0DD3,lcall,0x7151,A,23,1,,,,
0x00DD8,common,0x0DD8,ljmp,0x0DF7,A,0,24,,,,
0x00DF0,common,0x0DF0,lcall,0x0000,A,24,0,,,,
0x00DFB,common,0x0DFB,ljmp,0x0E52,A,24,0,,,,
0x00DFE,common,0x0DFE,ljmp,0x0E55,A,22,2,,,,
0x00E01,common,0x0E01,ljmp,0x0E49,A,20,4,,,,
0x00E04,common,0x0E04,ljmp,0x0E4C,A,24,0,,,,
0x00E07,common,0x0E07,ljmp,0x0E4F,A,24,0,,,,
0x00E0A,common,0x0E0A,ljmp,0x0E58,A,24,0,,,,
0x00E17,common,0x0E17,lcall,0x0E5B,A,24,0,,,,
0x00E28,common,0x0E28,ljmp,0xD237,C,1,23,,,,
0x00E2B,common,0x0E2B,ljmp,0x152E,A,24,0,,0,,
0x00E2E,common,0x0E2E,lcall,0x383A,A,24,0,,,,
0x00E31,common,0x0E31,ljmp,0x1534,A,24,0,,0,,
0x00E34,common,0x0E34,ljmp,0x153A,A,23,1,,0,,
0x00E37,common,0x0E37,ljmp,0x1540,A,24,0,,0,,
0x00E3A,common,0x0E3A,ljmp,0x1546,A,23,1,,0,,
0x00E3D,common,0x0E3D,ljmp,0x154C,A,24,0,,0,,
0x00E40,common,0x0E40,ljmp,0x1552,A,24,0,,0,,
0x00E43,common,0x0E43,ljmp,0x1558,A,23,1,,0,,
0x00E46,common,0x0E46,ljmp,0x155E,A,24,0,,0,,
0x00E49,common,0x0E49,ljmp,0x1564,A,24,0,,0,,
0x00E4C,common,0x0E4C,ljmp,0x156A,A,23,1,,0,,
0x00E4F,common,0x0E4F,ljmp,0x1570,A,24,0,,0,,
0x00E52,common,0x0E52,ljmp,0x1576,A,23,1,,0,,
0x00E55,common,0x0E55,ljmp,0x157C,A,23,1,,0,,
0x00E58,common,0x0E58,ljmp,0x1582,A,23,1,,0,,
0x00E5B,common,0x0E5B,ljmp,0x1588,A,23,1,,0,,
0x00E67,common,0x0E67,lcall,0x0E5E,A,24,0,,,,
