file_offset,region,runtime,opcode,target,bucket,frame_onto,frame_over,calls_stub,calls_trampoline,own_bank,other_bank
0x0D8C6,bank0,0xD8C6,lcall,0xC295,B,24,0,,,entry,other
0x0D8DC,bank0,0xD8DC,lcall,0x0EA2,A,24,0,,,,
0x0D8DF,bank0,0xD8DF,lcall,0xC174,B,22,2,,,entry,entry
0x0D8E4,bank0,0xD8E4,lcall,0x0EA2,A,22,2,,,,
0x0D8F1,bank0,0xD8F1,lcall,0xD9D2,B,24,0,,,other,other
0x0D8F4,bank0,0xD8F4,lcall,0xD9DB,B,23,1,,,other,other
0x0D8F7,bank0,0xD8F7,lcall,0xDB96,B,23,1,,,entry,other
0x0D8FA,bank0,0xD8FA,lcall,0xD9DC,B,24,0,,,entry,other
0x0D902,bank0,0xD902,lcall,0x8000,B,24,0,,,entry,other
0x0D905,bank0,0xD905,lcall,0xD9FE,B,24,0,,,entry,other
0x0D908,bank0,0xD908,lcall,0x1942,A,24,0,,1,,
0x0D90B,bank0,0xD90B,lcall,0x284D,A,22,2,,,,
0x0D910,bank0,0xD910,lcall,0xE044,B,0,24,,,other,other
0x0D924,bank0,0xD924,ljmp,0xEADA,B,24,0,,,entry,other
0x0D935,bank0,0xD935,lcall,0xDB57,B,24,0,,,other,other
0x0D93F,bank0,0xD93F,lcall,0xDB8A,B,24,0,,,other,other
0x0D954,bank0,0xD954,lcall,0xDB57,B,24,0,,,other,other
0x0D95E,bank0,0xD95E,lcall,0xDB8A,B,24,0,,,other,other
0x0D98A,bank0,0xD98A,ljmp,0xE4F0,B,0,24,,,entry,other
0x0D99C,bank0,0xD99C,lcall,0xDB3E,B,24,0,,,other,entry
0x0D9B3,bank0,0xD9B3,lcall,0xDB6D,B,24,0,,,other,other
0x0D9C9,bank0,0xD9C9,lcall,0xDB6D,B,24,0,,,other,other
0x0D9CC,bank0,0xD9CC,lcall,0xDB3E,B,24,0,,,other,entry
0x0D9E7,bank0,0xD9E7,lcall,0xC1E7,B,24,0,,,entry,entry
0x0D9FB,bank0,0xD9FB,ljmp,0xD9D2,B,24,0,,,other,other
0x0DA09,bank0,0xDA09,lcall,0xC266,B,24,0,,,entry,other
0x0DA0E,bank0,0xDA0E,lcall,0x0EA2,A,24,0,,,,
0x0DA17,bank0,0xDA17,lcall,0xC39E,B,24,0,,,entry,entry
0x0DA1A,bank0,0xDA1A,lcall,0xC191,B,24,0,,,entry,other
0x0DA1F,bank0,0xDA1F,lcall,0x0EA2,A,22,2,,,,
0x0DA3C,bank0,0xDA3C,lcall,0x9016,B,0,24,,,entry,entry
0x0DA95,bank0,0xDA95,lcall,0xADA3,B,24,0,,,entry,other
0x0DA9A,bank0,0xDA9A,lcall,0xADA3,B,23,1,,,entry,other
0x0DA9F,bank0,0xDA9F,lcall,0xADA3,B,23,1,,,entry,other
0x0DAA2,bank0,0xDAA2,lcall,0xC3A6,B,24,0,,,entry,other
0x0DAA5,bank0,0xDAA5,lcall,0xC199,B,22,2,,,entry,other
0x0DAA8,bank0,0xDAA8,lcall,0xC25E,B,24,0,,,entry,entry
0x0DAAB,bank0,0xDAAB,lcall,0xB053,B,24,0,,,entry,other
0x0DAB8,bank0,0xDAB8,lcall,0xDC17,B,24,0,,,entry,entry
0x0DABB,bank0,0xDABB,lcall,0xB91B,B,24,0,,,entry,other
0x0DACB,bank0,0xDACB,lcall,0x8294,B,24,0,,,entry,other
0x0DAD9,bank0,0xDAD9,lcall,0xDB7C,B,24,0,,,other,entry
0x0DAE4,bank0,0xDAE4,lcall,0xDB7C,B,24,0,,,other,entry
0x0DB96,bank0,0xDB96,lcall,0xDC60,B,24,0,,,entry,other
0x0DBA1,bank0,0xDBA1,lcall,0x00F0,A,0,24,,,,
0x0DBAA,bank0,0xDBAA,lcall,0x01F0,A,0,24,,,,
0x0DBAE,bank0,0xDBAE,lcall,0x05E0,A,0,24,,,,
0x0DBB9,bank0,0xDBB9,lcall,0xDC8D,B,24,0,,,entry,other
0x0DBC3,bank0,0xDBC3,lcall,0x01F0,A,0,24,,,,
0x0DBC7,bank0,0xDBC7,lcall,0x05E0,A,0,24,,,,
0x0DBD9,bank0,0xDBD9,lcall,0xDC77,B,24,0,,,entry,other
0x0DBDC,bank0,0xDBDC,lcall,0xDBE2,B,23,1,,,entry,other
0x0DBDF,bank0,0xDBDF,ljmp,0xDC17,B,24,0,,,entry,entry
0x0DC17,bank0,0xDC17,lcall,0xDC60,B,24,0,,,entry,other
0x0DC1B,bank0,0xDC1B,lcall,0x00F0,A,1,23,,,,
0x0DC1F,bank0,0xDC1F,lcall,0x0174,A,0,24,,,,
0x0DC25,bank0,0xDC25,lcall,0x05E0,A,0,24,,,,
0x0DC2B,bank0,0xDC2B,lcall,0xDC8D,B,24,0,,,entry,other
0x0DC2F,bank0,0xDC2F,lcall,0x0174,A,1,23,,,,
0x0DC35,bank0,0xDC35,lcall,0x05E0,A,0,24,,,,
0x0DC3D,bank0,0xDC3D,lcall,0x00F0,A,0,24,,,,
0x0DC41,bank0,0xDC41,lcall,0x0174,A,0,24,,,,
0x0DC47,bank0,0xDC47,lcall,0x05E0,A,3,21,,,,
0x0DC4D,bank0,0xDC4D,lcall,0xDC8D,B,24,0,,,entry,other
0x0DC52,bank0,0xDC52,lcall,0x01F0,A,0,24,,,,
0x0DC56,bank0,0xDC56,lcall,0x05E0,A,0,24,,,,
0x0DC5C,bank0,0xDC5C,lcall,0xDC77,B,24,0,,,entry,other
0x0DC61,bank0,0xDC61,lcall,0x02E0,A,0,24,,,,
0x0DC62,bank0,0xDC62,ljmp,0xE044,B,0,24,,,other,other
0x0DC68,bank0,0xDC68,lcall,0x04E0,A,0,24,,,,
0x0DC6F,bank0,0xDC6F,lcall,0x05E0,A,0,24,,,,
0x0DC78,bank0,0xDC78,lcall,0x02E0,A,0,24,,,,
0x0DC79,bank0,0xDC79,ljmp,0xE054,B,0,24,,,other,other
0x0DC7F,bank0,0xDC7F,lcall,0x04E0,A,0,24,,,,
0x0DC86,bank0,0xDC86,lcall,0x05E0,A,0,24,,,,
0x0DC8E,bank0,0xDC8E,lcall,0x0074,A,0,24,,,,
0x0DC96,bank0,0xDC96,ljmp,0x3FA4,A,23,1,,,,
0x0DC9A,bank0,0xDC9A,ljmp,0x023F,A,0,24,,,,
0x0DC9B,bank0,0xDC9B,ljmp,0x3FA4,A,23,1,,,,
0x0DC9E,bank0,0xDC9E,lcall,0xDE4D,B,24,0,,,entry,entry
0x0DCA7,bank0,0xDCA7,lcall,0xD991,B,23,1,,,entry,other
0x0DCAC,bank0,0xDCAC,ljmp,0xE256,B,22,2,,,entry,entry
0x0DCAF,bank0,0xDCAF,ljmp,0x1948,A,24,0,,1,,
0x0DCB7,bank0,0xDCB7,ljmp,0x3F9D,A,24,0,,,,
0x0DCBA,bank0,0xDCBA,lcall,0xDE4D,B,24,0,,,entry,entry
0x0DCC3,bank0,0xDCC3,lcall,0xD991,B,23,1,,,entry,other
0x0DCC8,bank0,0xDCC8,ljmp,0xE256,B,22,2,,,entry,entry
0x0DCCD,bank0,0xDCCD,ljmp,0x3FA4,A,23,1,,,,
0x0DCD2,bank0,0xDCD2,ljmp,0x3FA4,A,23,1,,,,
0x0DCDA,bank0,0xDCDA,ljmp,0x3F9D,A,24,0,,,,
0x0DCF2,bank0,0xDCF2,ljmp,0x3F9D,A,24,0,,,,
0x0DCF7,bank0,0xDCF7,ljmp,0x3FA4,A,23,1,,,,
0x0DCFA,bank0,0xDCFA,lcall,0xDE4D,B,24,0,,,entry,entry
0x0DD03,bank0,0xDD03,lcall,0xD991,B,23,1,,,entry,other
0x0DD08,bank0,0xDD08,ljmp,0xE256,B,22,2,,,entry,entry
0x0DD0D,bank0,0xDD0D,ljmp,0x3FA4,A,23,1,,,,
0x0DD10,bank0,0xDD10,lcall,0xDE4D,B,24,0,,,entry,entry
0x0DD19,bank0,0xDD19,lcall,0xD991,B,23,1,,,entry,other
0x0DD1E,bank0,0xDD1E,ljmp,0xE256,B,22,2,,,entry,entry
0x0DD21,bank0,0xDD21,ljmp,0x194E,A,24,0,,1,,
0x0DD26,bank0,0xDD26,lcall,0xD57B,B,24,0,,,entry,entry
0x0DD29,bank0,0xDD29,ljmp,0x3F9D,A,22,2,,,,
0x0DD2F,bank0,0xDD2F,ljmp,0x0485,A,1,23,,,,
0x0DD39,bank0,0xDD39,lcall,0xD58E,B,24,0,,,entry,entry
0x0DD62,bank0,0xDD62,ljmp,0x1954,A,24,0,,1,,
0x0DD70,bank0,0xDD70,lcall,0xDE56,B,24,0,,,entry,other
0x0DD76,bank0,0xDD76,ljmp,0x09A2,A,24,0,,,,
0x0DD79,bank0,0xDD79,lcall,0xDE56,B,22,2,,,entry,other
0x0DD7C,bank0,0xDD7C,lcall,0x09BC,A,24,0,,,,
0x0DD86,bank0,0xDD86,lcall,0x70E4,A,22,2,,,,
0x0DD9A,bank0,0xDD9A,lcall,0x24BE,A,1,23,,,,
0x0DDAA,bank0,0xDDAA,ljmp,0xDD24,B,24,0,,,entry,other
0x0DDAD,bank0,0xDDAD,ljmp,0xDD2C,B,23,1,,,entry,other
0x0DDB0,bank0,0xDDB0,ljmp,0xDD3D,B,24,0,,,entry,other
0x0DDB3,bank0,0xDDB3,ljmp,0xDD4A,B,24,0,,,entry,other
0x0DDB6,bank0,0xDDB6,lcall,0xDD5C,B,24,0,,,entry,other
0x0DDBB,bank0,0xDDBB,lcall,0x7151,A,24,0,,,,
0x0DDF2,bank0,0xDDF2,ljmp,0xDC94,B,24,0,,,entry,other
0x0DDF5,bank0,0xDDF5,ljmp,0xDC99,B,23,1,,,entry,other
0x0DDF8,bank0,0xDDF8,ljmp,0xDC9E,B,24,0,,,entry,entry
0x0DDFB,bank0,0xDDFB,ljmp,0xDCAF,B,24,0,,,entry,entry
0x0DDFE,bank0,0xDDFE,ljmp,0xDCB2,B,23,1,,,entry,other
0x0DE01,bank0,0xDE01,ljmp,0xDCBA,B,23,1,,,entry,other
0x0DE04,bank0,0xDE04,ljmp,0xDCCB,B,23,1,,,entry,other
0x0DE07,bank0,0xDE07,ljmp,0xDCD0,B,24,0,,,entry,other
0x0DE0A,bank0,0xDE0A,ljmp,0xDCD5,B,23,1,,,entry,other
0x0DE0D,bank0,0xDE0D,ljmp,0xDCDD,B,23,1,,,entry,other
0x0DE10,bank0,0xDE10,ljmp,0xDCE5,B,22,2,,,entry,other
0x0DE13,bank0,0xDE13,ljmp,0xDCED,B,23,1,,,entry,other
0x0DE16,bank0,0xDE16,ljmp,0xDCF5,B,24,0,,,entry,other
0x0DE19,bank0,0xDE19,ljmp,0xDCFA,B,23,1,,,entry,other
0x0DE1C,bank0,0xDE1C,ljmp,0xDD10,B,24,0,,,entry,other
0x0DE1F,bank0,0xDE1F,lcall,0xDD21,B,23,1,,,entry,other
0x0DEA8,bank0,0xDEA8,ljmp,0xF0E4,B,0,24,,,other,other
0x0DF21,bank0,0xDF21,lcall,0xE02D,B,24,0,,,entry,other
0x0DF27,bank0,0xDF27,lcall,0xE03F,B,24,0,,,other,other
0x0DF2D,bank0,0xDF2D,lcall,0xDE83,B,24,0,,,entry,other
0x0DF38,bank0,0xDF38,lcall,0xE02D,B,24,0,,,entry,other
0x0DF3E,bank0,0xDF3E,lcall,0xE03F,B,24,0,,,other,other
0x0DF44,bank0,0xDF44,lcall,0xDE83,B,24,0,,,entry,other
0x0DF55,bank0,0xDF55,lcall,0xE033,B,24,0,,,entry,other
0x0DF70,bank0,0xDF70,lcall,0xDE83,B,24,0,,,entry,other
0x0DF81,bank0,0xDF81,lcall,0xE033,B,24,0,,,entry,other
0x0DF98,bank0,0xDF98,lcall,0xDE83,B,24,0,,,entry,other
0x0DFD3,bank0,0xDFD3,ljmp,0x724B,A,23,1,,,,
0x0DFF0,bank0,0xDFF0,lcall,0xDFA0,B,24,0,,,other,entry
0x0E007,bank0,0xE007,lcall,0xC8C5,B,24,0,,,entry,other
0x0E021,bank0,0xE021,lcall,0xDFA0,B,24,0,,,other,entry
0x0E07A,bank0,0xE07A,lcall,0xE149,B,24,0,,,entry,entry
0x0E0A6,bank0,0xE0A6,lcall,0x900D,B,0,24,,,entry,other
0x0E0D4,bank0,0xE0D4,lcall,0xE149,B,24,0,,,entry,entry
0x0E0E8,bank0,0xE0E8,lcall,0xD991,B,23,1,,,entry,other
0x0E0ED,bank0,0xE0ED,lcall,0xD74F,B,22,2,,,entry,other
0x0E122,bank0,0xE122,lcall,0xE161,B,24,0,,,other,other
0x0E125,bank0,0xE125,ljmp,0x7177,A,23,1,,,,
0x0E140,bank0,0xE140,lcall,0xE161,B,24,0,,,other,other
0x0E143,bank0,0xE143,lcall,0x7177,A,23,1,,,,
0x0E18E,bank0,0xE18E,lcall,0xE376,B,24,0,,,entry,other
0x0E19D,bank0,0xE19D,lcall,0xE37B,B,24,0,,,other,other
0x0E1C2,bank0,0xE1C2,lcall,0xE376,B,24,0,,,entry,other
0x0E23E,bank0,0xE23E,ljmp,0x0200,A,21,3,,,,
0x0E23F,bank0,0xE23F,ljmp,0x0022,A,3,21,,,,
0x0E31C,bank0,0xE31C,lcall,0x1978,A,24,0,,1,,
0x0E320,bank0,0xE320,ljmp,0x0200,A,24,0,,,,
0x0E321,bank0,0xE321,ljmp,0x0022,A,0,24,,,,
0x0E334,bank0,0xE334,ljmp,0x7010,A,0,24,,,,
0x0E35B,bank0,0xE35B,ljmp,0x7010,A,0,24,,,,
0x0E390,bank0,0xE390,lcall,0xE3C4,B,22,2,,,other,other
0x0E3A2,bank0,0xE3A2,lcall,0xE3C4,B,24,0,,,other,other
0x0E3BD,bank0,0xE3BD,lcall,0x707D,A,24,0,,,,
0x0E3C0,bank0,0xE3C0,lcall,0xE3C9,B,23,1,,,entry,other
0x0E3CD,bank0,0xE3CD,ljmp,0x708F,A,23,1,,,,
0x0E405,bank0,0xE405,lcall,0xF141,B,24,0,,,entry,other
0x0E40D,bank0,0xE40D,ljmp,0xA3E0,B,0,24,,,other,other
0x0E412,bank0,0xE412,lcall,0xF141,B,23,1,,,entry,other
0x0E433,bank0,0xE433,lcall,0xF10F,B,24,0,,,entry,other
0x0E43D,bank0,0xE43D,lcall,0x70E4,A,24,0,,,,
0x0E4B3,bank0,0xE4B3,lcall,0xF10F,B,24,0,,,entry,other
0x0E4C3,bank0,0xE4C3,ljmp,0xF090,B,0,24,,,entry,other
0x0E4D3,bank0,0xE4D3,lcall,0x5597,A,23,1,,,,
0x0E4ED,bank0,0xE4ED,ljmp,0xA374,B,0,24,,,entry,other
0x0E4F0,bank0,0xE4F0,ljmp,0xF0A3,B,1,23,,,other,other
0x0E4F8,bank0,0xE4F8,lcall,0xE3D0,B,24,0,,,other,other
0x0E4FE,bank0,0xE4FE,lcall,0xF151,B,24,0,,,entry,other
0x0E508,bank0,0xE508,lcall,0xF107,B,23,1,,,other,other
0x0E50B,bank0,0xE50B,lcall,0xF08B,B,24,0,,,entry,other
0x0E512,bank0,0xE512,lcall,0x4777,A,23,1,,,,
0x0E51E,bank0,0xE51E,lcall,0xF151,B,24,0,,,entry,other
0x0E529,bank0,0xE529,lcall,0xF108,B,24,0,,,other,other
0x0E52C,bank0,0xE52C,lcall,0xF08B,B,24,0,,,entry,other
0x0E533,bank0,0xE533,lcall,0x4777,A,23,1,,,,
0x0E545,bank0,0xE545,ljmp,0x12E4,A,0,24,,,,
0x0E546,bank0,0xE546,lcall,0xE4FE,B,23,1,,,entry,other
0x0E551,bank0,0xE551,lcall,0xF107,B,24,0,,,other,other
0x0E554,bank0,0xE554,lcall,0xF0F3,B,24,0,,,entry,other
0x0E559,bank0,0xE559,lcall,0xF0DC,B,23,1,,,other,other
0x0E55C,bank0,0xE55C,lcall,0x4777,A,21,3,,,,
0x0E568,bank0,0xE568,lcall,0xF159,B,24,0,,,other,other
0x0E577,bank0,0xE577,lcall,0xE5B1,B,23,1,,,entry,entry
0x0E58C,bank0,0xE58C,lcall,0xE5B1,B,23,1,,,entry,entry
0x0E5A9,bank0,0xE5A9,lcall,0xF159,B,24,0,,,other,other
0x0E5B9,bank0,0xE5B9,lcall,0xE896,B,24,0,,,entry,entry
0x0E5C3,bank0,0xE5C3,lcall,0xF151,B,24,0,,,entry,other
0x0E5D0,bank0,0xE5D0,lcall,0xF108,B,24,0,,,other,other
0x0E5D3,bank0,0xE5D3,lcall,0xF08B,B,24,0,,,entry,other
0x0E5DA,bank0,0xE5DA,lcall,0x4777,A,23,1,,,,
0x0E5E5,bank0,0xE5E5,lcall,0x0ECC,A,23,1,,,,
0x0E5EB,bank0,0xE5EB,lcall,0xF159,B,24,0,,,other,other
0x0E5F8,bank0,0xE5F8,lcall,0xF151,B,24,0,,,entry,other
0x0E601,bank0,0xE601,lcall,0xF107,B,24,0,,,other,other
0x0E604,bank0,0xE604,lcall,0xF08B,B,24,0,,,entry,other
0x0E60B,bank0,0xE60B,lcall,0x4777,A,23,1,,,,
0x0E616,bank0,0xE616,lcall,0x0ECC,A,23,1,,,,
0x0E61C,bank0,0xE61C,lcall,0xF159,B,24,0,,,other,other
0x0E626,bank0,0xE626,lcall,0xE4FE,B,24,0,,,entry,other
0x0E62E,bank0,0xE62E,lcall,0xE4FE,B,24,0,,,entry,other
0x0E634,bank0,0xE634,lcall,0xF0C4,B,24,0,,,entry,other
0x0E637,bank0,0xE637,lcall,0x4777,A,24,0,,,,
0x0E64C,bank0,0xE64C,lcall,0xE4FE,B,23,1,,,entry,other
0x0E654,bank0,0xE654,lcall,0xE4FE,B,24,0,,,entry,other
0x0E65A,bank0,0xE65A,lcall,0xF0C4,B,24,0,,,entry,other
0x0E65D,bank0,0xE65D,lcall,0x4777,A,24,0,,,,
0x0E672,bank0,0xE672,lcall,0xE51E,B,24,0,,,entry,other
0x0E67A,bank0,0xE67A,lcall,0xE4FE,B,24,0,,,entry,other
0x0E68A,bank0,0xE68A,lcall,0xF0C8,B,24,0,,,other,entry
0x0E68D,bank0,0xE68D,lcall,0x4777,A,24,0,,,,
0x0E6D3,bank0,0xE6D3,lcall,0xF17E,B,24,0,,,entry,other
0x0E6D7,bank0,0xE6D7,lcall,0xE51E,B,24,0,,,entry,other
0x0E6DD,bank0,0xE6DD,ljmp,0xE7C7,B,24,0,,,entry,entry
0x0E6E7,bank0,0xE6E7,lcall,0xE4FE,B,24,0,,,entry,other
0x0E6ED,bank0,0xE6ED,ljmp,0xE7C7,B,24,0,,,entry,entry
0x0E6F0,bank0,0xE6F0,lcall,0xF189,B,24,0,,,entry,other
0x0E702,bank0,0xE702,ljmp,0xAD82,B,0,24,,,other,entry
0x0E70A,bank0,0xE70A,lcall,0xE453,B,24,0,,,entry,other
0x0E712,bank0,0xE712,lcall,0xF08B,B,24,0,,,entry,other
0x0E716,bank0,0xE716,lcall,0x7F01,A,2,22,,,,
0x0E719,bank0,0xE719,lcall,0x4777,A,23,1,,,,
0x0E71F,bank0,0xE71F,ljmp,0xE7B8,B,24,0,,,entry,other
0x0E734,bank0,0xE734,ljmp,0xA3E0,B,0,24,,,other,other
0x0E741,bank0,0xE741,lcall,0xE64A,B,24,0,,,entry,other
0x0E747,bank0,0xE747,lcall,0xE624,B,23,1,,,entry,entry
0x0E74D,bank0,0xE74D,lcall,0xF17E,B,24,0,,,entry,other
0x0E753,bank0,0xE753,lcall,0xE51E,B,22,2,,,entry,other
0x0E75B,bank0,0xE75B,lcall,0xE4FE,B,24,0,,,entry,other
0x0E761,bank0,0xE761,lcall,0xF189,B,24,0,,,entry,other
0x0E773,bank0,0xE773,ljmp,0xAD82,B,0,24,,,other,entry
0x0E77B,bank0,0xE77B,lcall,0xE453,B,24,0,,,entry,other
0x0E783,bank0,0xE783,lcall,0xF08B,B,24,0,,,entry,other
0x0E787,bank0,0xE787,lcall,0x7F01,A,2,22,,,,
0x0E78A,bank0,0xE78A,lcall,0x4777,A,23,1,,,,
0x0E7A2,bank0,0xE7A2,ljmp,0xA3E0,B,0,24,,,other,other
0x0E7C1,bank0,0xE7C1,ljmp,0xE6F4,B,24,0,,,entry,entry
0x0E7DB,bank0,0xE7DB,ljmp,0xF0E4,B,2,22,,,other,other
0x0E7FB,bank0,0xE7FB,lcall,0xE51E,B,24,0,,,entry,other
0x0E801,bank0,0xE801,ljmp,0xE893,B,24,0,,,entry,other
0x0E806,bank0,0xE806,lcall,0xE4FE,B,24,0,,,entry,other
0x0E80C,bank0,0xE80C,ljmp,0xE893,B,24,0,,,entry,other
0x0E814,bank0,0xE814,lcall,0xF107,B,24,0,,,other,other
0x0E81C,bank0,0xE81C,lcall,0xF0F3,B,24,0,,,entry,other
0x0E82F,bank0,0xE82F,lcall,0x4777,A,23,1,,,,
0x0E847,bank0,0xE847,ljmp,0xA3E0,B,0,24,,,other,other
0x0E85F,bank0,0xE85F,ljmp,0x3CF5,A,1,23,,,,
0x0E876,bank0,0xE876,ljmp,0x220F,A,0,24,,,,
0x0E899,bank0,0xE899,lcall,0x713C,A,22,2,,,,
0x0E8A6,bank0,0xE8A6,lcall,0xF0CA,B,24,0,,,other,other
0x0E8A9,bank0,0xE8A9,lcall,0x4777,A,24,0,,,,
0x0E8AE,bank0,0xE8AE,lcall,0x900F,B,0,24,,,entry,entry
0x0E8B7,bank0,0xE8B7,lcall,0x711C,A,22,2,,,,
0x0E8BB,bank0,0xE8BB,lcall,0x7049,A,24,0,,,,
0x0E8D1,bank0,0xE8D1,lcall,0xF108,B,24,0,,,other,other
0x0E8D4,bank0,0xE8D4,lcall,0xF08B,B,24,0,,,entry,other
0x0E8DB,bank0,0xE8DB,lcall,0x4777,A,23,1,,,,
0x0E8E7,bank0,0xE8E7,lcall,0xF116,B,24,0,,,entry,entry
0x0E8EA,bank0,0xE8EA,lcall,0x05E8,A,24,0,,,,
0x0E90B,bank0,0xE90B,ljmp,0xFAE8,B,0,24,,,erased,erased
0x0E955,bank0,0xE955,lcall,0x05EF,A,20,4,,,,
0x0E959,bank0,0xE959,lcall,0xF118,B,24,0,,,entry,entry
0x0E95D,bank0,0xE95D,lcall,0x05E8,A,24,0,,,,
0x0E967,bank0,0xE967,lcall,0xF116,B,23,1,,,entry,entry
0x0E98D,bank0,0xE98D,lcall,0xF161,B,24,0,,,entry,other
0x0E990,bank0,0xE990,lcall,0xF16D,B,23,1,,,entry,entry
0x0E995,bank0,0xE995,lcall,0xF10F,B,23,1,,,entry,other
0x0E9A1,bank0,0xE9A1,lcall,0xF165,B,24,0,,,entry,other
0x0E9A4,bank0,0xE9A4,lcall,0xF16D,B,23,1,,,entry,entry
0x0E9A9,bank0,0xE9A9,lcall,0xF10F,B,23,1,,,entry,other
0x0E9B1,bank0,0xE9B1,ljmp,0x12F1,A,1,23,,,,
0x0E9B2,bank0,0xE9B2,lcall,0xF161,B,22,2,,,entry,other
0x0E9B5,bank0,0xE9B5,lcall,0xF16D,B,21,3,,,entry,entry
0x0E9BA,bank0,0xE9BA,lcall,0xF10F,B,23,1,,,entry,other
0x0E9D1,bank0,0xE9D1,lcall,0xF118,B,24,0,,,entry,entry
0x0E9DB,bank0,0xE9DB,ljmp,0x05EF,A,24,0,,,,
0x0E9E9,bank0,0xE9E9,lcall,0x05E8,A,21,3,,,,
0x0E9EC,bank0,0xE9EC,lcall,0xF116,B,24,0,,,entry,entry
0x0EA07,bank0,0xEA07,ljmp,0xB3F0,B,0,24,,,other,other
0x0EA2F,bank0,0xEA2F,ljmp,0xF0E4,B,0,24,,,other,other
0x0EA32,bank0,0xEA32,lcall,0xF089,B,24,0,,,other,entry
0x0EA3B,bank0,0xEA3B,lcall,0x4777,A,22,2,,,,
0x0EA49,bank0,0xEA49,lcall,0xF0EF,B,23,1,,,entry,entry
0x0EA4E,bank0,0xEA4E,lcall,0xF0B1,B,24,0,,,other,other
0x0EA51,bank0,0xEA51,lcall,0x4777,A,22,2,,,,
0x0EA5D,bank0,0xEA5D,lcall,0xF121,B,24,0,,,entry,other
0x0EA62,bank0,0xEA62,lcall,0xF177,B,22,2,,,other,other
0x0EA66,bank0,0xEA66,lcall,0xF081,B,24,0,,,other,other
0x0EA69,bank0,0xEA69,lcall,0xF128,B,22,2,,,entry,other
0x0EA6C,bank0,0xEA6C,lcall,0x4777,A,24,0,,,,
0x0EA7F,bank0,0xEA7F,lcall,0xF083,B,24,0,,,other,entry
0x0EA88,bank0,0xEA88,lcall,0x4777,A,21,3,,,,
0x0EA94,bank0,0xEA94,lcall,0xF189,B,24,0,,,entry,other
0x0EA97,bank0,0xEA97,lcall,0xF0FE,B,23,1,,,entry,entry
0x0EA9A,bank0,0xEA9A,lcall,0xF08B,B,24,0,,,entry,other
0x0EAA1,bank0,0xEAA1,lcall,0x4777,A,23,1,,,,
0x0EAB0,bank0,0xEAB0,lcall,0xF0FE,B,22,2,,,entry,entry
0x0EAB3,bank0,0xEAB3,lcall,0xF08B,B,24,0,,,entry,other
0x0EABA,bank0,0xEABA,lcall,0x4777,A,23,1,,,,
0x0EAC8,bank0,0xEAC8,lcall,0x5597,A,23,1,,,,
0x0EACB,bank0,0xEACB,lcall,0x197E,A,24,0,,1,,
0x0EACE,bank0,0xEACE,ljmp,0x8648,B,22,2,,,entry,other
0x0EAD1,bank0,0xEAD1,lcall,0x1978,A,24,0,,1,,
0x0EAD4,bank0,0xEAD4,lcall,0xC43F,B,22,2,,,entry,entry
0x0EAD7,bank0,0xEAD7,ljmp,0x8648,B,24,0,,,entry,other
0x0EAE0,bank0,0xEAE0,lcall,0xF095,B,24,0,,,other,entry
0x0EAE3,bank0,0xEAE3,lcall,0xEAC6,B,22,2,,,entry,other
0x0EAF4,bank0,0xEAF4,ljmp,0xA374,B,0,24,,,entry,other
0x0EAF7,bank0,0xEAF7,ljmp,0xF0A3,B,1,23,,,other,other
0x0EB02,bank0,0xEB02,ljmp,0x12E3,A,0,24,,,,
0x0EB03,bank0,0xEB03,lcall,0xE3D0,B,23,1,,,other,other
0x0EB07,bank0,0xEB07,ljmp,0x00E0,A,3,21,,,,
0x0EB11,bank0,0xEB11,ljmp,0x02E0,A,0,24,,,,
0x0EB12,bank0,0xEB12,ljmp,0xE024,B,0,24,,,entry,other
0x0EB47,bank0,0xEB47,lcall,0x445E,A,23,1,,,,
0x0EB4D,bank0,0xEB4D,lcall,0xED74,B,24,0,,,entry,other
0x0EB52,bank0,0xEB52,lcall,0xED74,B,24,0,,,entry,other
0x0EB57,bank0,0xEB57,ljmp,0xED6E,B,24,0,,,entry,other
0x0EB85,bank0,0xEB85,lcall,0x9022,B,0,24,,,other,entry
0x0EB92,bank0,0xEB92,lcall,0xEAD1,B,24,0,,,entry,other
0x0EB96,bank0,0xEB96,ljmp,0x2290,A,2,22,,,,
0x0EBA1,bank0,0xEBA1,lcall,0xED9B,B,24,0,,,entry,other
0x0EBA4,bank0,0xEBA4,lcall,0xED9B,B,24,0,,,entry,other
0x0EBA7,bank0,0xEBA7,lcall,0xE9DE,B,24,0,,,entry,other
0x0EBAA,bank0,0xEBAA,lcall,0xE570,B,22,2,,,entry,other
0x0EBB0,bank0,0xEBB0,ljmp,0xED52,B,24,0,,,entry,other
0x0EBB3,bank0,0xEBB3,lcall,0xEA94,B,22,2,,,entry,other
0x0EBB6,bank0,0xEBB6,lcall,0xEA94,B,20,4,,,entry,other
0x0EBB9,bank0,0xEBB9,lcall,0xEA94,B,18,6,,,entry,other
0x0EBBC,bank0,0xEBBC,lcall,0xEAAD,B,16,8,,,entry,other
0x0EBBF,bank0,0xEBBF,lcall,0xEAAD,B,14,10,,,entry,other
0x0EBC2,bank0,0xEBC2,lcall,0xEAAD,B,12,12,,,entry,other
0x0EBCC,bank0,0xEBCC,lcall,0xE5BE,B,23,1,,,entry,other
0x0EBD2,bank0,0xEBD2,ljmp,0xED52,B,24,0,,,entry,other
