file_offset,region,runtime,opcode,target,target_offset,in_region,target_class,frame_onto,frame_over,calls_stub,calls_trampoline
0x02F9D,common,0x2F9D,ajmp,0x2812,0x02812,yes,entry,0,24,,
0x03029,common,0x3029,ajmp,0x3012,0x03012,yes,entry,0,24,,
0x03031,common,0x3031,ajmp,0x3708,0x03708,yes,entry,0,24,,
0x03051,common,0x3051,acall,0x307F,0x0307F,yes,entry,3,21,,
0x03053,common,0x3053,ajmp,0x3012,0x03012,yes,entry,4,20,,
0x0308B,common,0x308B,ajmp,0x3012,0x03012,yes,entry,0,24,,
0x030AA,common,0x30AA,acall,0x30F0,0x030F0,yes,other,0,24,,
0x030AE,common,0x30AE,ajmp,0x30F0,0x030F0,yes,other,1,23,,
0x03101,common,0x3101,ajmp,0x3006,0x03006,yes,entry,0,24,,
0x0315F,common,0x315F,ajmp,0x3010,0x03010,yes,other,0,24,,
0x0318E,common,0x318E,ajmp,0x307D,0x0307D,yes,entry,0,24,,
0x031A8,common,0x31A8,ajmp,0x3046,0x03046,yes,other,0,24,,
0x031CA,common,0x31CA,acall,0x3040,0x03040,yes,other,0,24,,
0x031FC,common,0x31FC,acall,0x3040,0x03040,yes,other,0,24,,
0x03227,common,0x3227,ajmp,0x3060,0x03060,yes,other,0,24,,
0x03240,common,0x3240,acall,0x311D,0x0311D,yes,entry,0,24,,
0x0324E,common,0x324E,acall,0x36E4,0x036E4,yes,other,1,23,,
0x03277,common,0x3277,ajmp,0x307D,0x0307D,yes,entry,0,24,,
0x03291,common,0x3291,ajmp,0x3046,0x03046,yes,other,0,24,,
0x032B5,common,0x32B5,acall,0x3040,0x03040,yes,other,0,24,,
0x032E2,common,0x32E2,acall,0x3040,0x03040,yes,other,0,24,,
0x03313,common,0x3313,ajmp,0x36E6,0x036E6,yes,other,3,21,,
0x03341,common,0x3341,ajmp,0x36E4,0x036E4,yes,other,3,21,,
0x03355,common,0x3355,acall,0x36E4,0x036E4,yes,other,2,22,,
0x0336B,common,0x336B,ajmp,0x3378,0x03378,yes,other,1,23,,
0x03370,common,0x3370,ajmp,0x30FF,0x030FF,yes,other,0,24,,
0x0337A,common,0x337A,ajmp,0x30EE,0x030EE,yes,other,0,24,,
0x0338A,common,0x338A,ajmp,0x3122,0x03122,yes,entry,1,23,,
0x033B2,common,0x33B2,ajmp,0x330F,0x0330F,yes,other,0,24,,
0x033CD,common,0x33CD,acall,0x3230,0x03230,yes,entry,0,24,,
0x033D0,common,0x33D0,ajmp,0x3330,0x03330,yes,other,2,22,,
0x033F5,common,0x33F5,acall,0x34E6,0x034E6,yes,other,0,24,,
0x0340A,common,0x340A,acall,0x34E6,0x034E6,yes,other,0,24,,
0x03427,common,0x3427,ajmp,0x3178,0x03178,yes,entry,0,24,,
0x034E4,common,0x34E4,ajmp,0x307D,0x0307D,yes,entry,2,22,,
0x0350F,common,0x350F,ajmp,0x307D,0x0307D,yes,entry,0,24,,
0x03574,common,0x3574,ajmp,0x35E6,0x035E6,yes,other,0,24,,
0x03596,common,0x3596,ajmp,0x300C,0x0300C,yes,other,0,24,,
0x035C7,common,0x35C7,acall,0x3612,0x03612,yes,other,1,23,,
0x035E9,common,0x35E9,acall,0x3712,0x03712,yes,other,0,24,,
0x03603,common,0x3603,ajmp,0x35E6,0x035E6,yes,other,1,23,,
0x03606,common,0x3606,ajmp,0x3016,0x03016,yes,entry,0,24,,
0x0360A,common,0x360A,ajmp,0x30C2,0x030C2,yes,other,0,24,,
0x0365E,common,0x365E,ajmp,0x307D,0x0307D,yes,entry,0,24,,
0x03684,common,0x3684,ajmp,0x307D,0x0307D,yes,entry,0,24,,
0x03696,common,0x3696,ajmp,0x3012,0x03012,yes,entry,0,24,,
0x036BA,common,0x36BA,ajmp,0x307D,0x0307D,yes,entry,0,24,,
0x036CC,common,0x36CC,ajmp,0x3012,0x03012,yes,entry,0,24,,
0x036F3,common,0x36F3,ajmp,0x30F0,0x030F0,yes,other,0,24,,
0x03781,common,0x3781,acall,0x3090,0x03090,yes,other,0,24,,
0x0378F,common,0x378F,acall,0x3074,0x03074,yes,entry,1,23,,
0x03791,common,0x3791,ajmp,0x30F0,0x030F0,yes,other,2,22,,
0x03795,common,0x3795,acall,0x30E0,0x030E0,yes,entry,1,23,,
0x0379A,common,0x379A,ajmp,0x30E5,0x030E5,yes,other,0,24,,
0x037A1,common,0x37A1,acall,0x30C2,0x030C2,yes,other,0,24,,
0x037AF,common,0x37AF,acall,0x3028,0x03028,yes,entry,0,24,,
0x037B2,common,0x37B2,acall,0x30D2,0x030D2,yes,entry,0,24,,
0x037C6,common,0x37C6,acall,0x3080,0x03080,yes,other,0,24,,
0x037D4,common,0x37D4,acall,0x3080,0x03080,yes,other,0,24,,
0x037DD,common,0x37DD,acall,0x30C2,0x030C2,yes,other,0,24,,
0x037F1,common,0x37F1,ajmp,0x300B,0x0300B,yes,other,0,24,,
0x0381F,common,0x381F,ajmp,0x3846,0x03846,yes,other,0,24,,
0x03826,common,0x3826,ajmp,0x3808,0x03808,yes,other,0,24,,
0x03869,common,0x3869,ajmp,0x3FEF,0x03FEF,yes,entry,0,24,,
0x03892,common,0x3892,ajmp,0x3922,0x03922,yes,other,1,23,,
0x038A0,common,0x38A0,ajmp,0x3FE4,0x03FE4,yes,other,1,23,,
0x038A4,common,0x38A4,ajmp,0x3802,0x03802,yes,entry,0,24,,
0x038A7,common,0x38A7,ajmp,0x3FE4,0x03FE4,yes,other,2,22,,
0x038AE,common,0x38AE,ajmp,0x3F7D,0x03F7D,yes,other,2,22,,
0x038B0,common,0x38B0,ajmp,0x38E4,0x038E4,yes,entry,3,21,,
0x038B5,common,0x38B5,ajmp,0x3F7D,0x03F7D,yes,other,1,23,,
0x038B7,common,0x38B7,ajmp,0x387F,0x0387F,yes,other,2,22,,
0x038B9,common,0x38B9,ajmp,0x3802,0x03802,yes,entry,3,21,,
0x038BC,common,0x38BC,ajmp,0x3F7D,0x03F7D,yes,other,5,19,,
0x038BE,common,0x38BE,ajmp,0x387F,0x0387F,yes,other,6,18,,
0x038C3,common,0x38C3,ajmp,0x3F12,0x03F12,yes,entry,9,15,,
0x038CC,common,0x38CC,acall,0x3EE4,0x03EE4,yes,other,1,23,,
0x038D9,common,0x38D9,ajmp,0x3B78,0x03B78,yes,other,1,23,,
0x039AB,common,0x39AB,ajmp,0x38C2,0x038C2,yes,other,0,24,,
0x039D9,common,0x39D9,acall,0x3A93,0x03A93,yes,other,3,21,,
0x039E5,common,0x39E5,acall,0x3E80,0x03E80,yes,other,1,23,,
0x039EF,common,0x39EF,ajmp,0x3B76,0x03B76,yes,other,1,23,,
0x03A02,common,0x3A02,ajmp,0x38F0,0x038F0,yes,entry,0,24,,
0x03A4D,common,0x3A4D,acall,0x3A93,0x03A93,yes,other,1,23,,
0x03A59,common,0x3A59,acall,0x3E80,0x03E80,yes,other,1,23,,
0x03A6A,common,0x3A6A,acall,0x3806,0x03806,yes,other,0,24,,
0x03A71,common,0x3A71,acall,0x3802,0x03802,yes,entry,0,24,,
0x03A80,common,0x3A80,ajmp,0x382F,0x0382F,yes,other,0,24,,
0x03A83,common,0x3A83,ajmp,0x3880,0x03880,yes,other,0,24,,
0x03A8E,common,0x3A8E,acall,0x3806,0x03806,yes,other,0,24,,
0x03A95,common,0x3A95,acall,0x3802,0x03802,yes,entry,0,24,,
0x03A9D,common,0x3A9D,ajmp,0x38E0,0x038E0,yes,entry,4,20,,
0x03AA4,common,0x3AA4,ajmp,0x388C,0x0388C,yes,other,0,24,,
0x03AA7,common,0x3AA7,ajmp,0x3880,0x03880,yes,other,1,23,,
0x03AA9,common,0x3AA9,ajmp,0x3990,0x03990,yes,entry,2,22,,
0x03AB2,common,0x3AB2,acall,0x3806,0x03806,yes,other,0,24,,
0x03AB9,common,0x3AB9,acall,0x3802,0x03802,yes,entry,0,24,,
0x03ACA,common,0x3ACA,ajmp,0x3822,0x03822,yes,entry,3,21,,
0x03AF8,common,0x3AF8,acall,0x3806,0x03806,yes,other,24,0,,
0x03AFA,common,0x3AFA,acall,0x3802,0x03802,yes,entry,24,0,,
0x03AFE,common,0x3AFE,ajmp,0x3817,0x03817,yes,other,2,22,,
0x03B05,common,0x3B05,acall,0x3806,0x03806,yes,other,24,0,,
0x03B07,common,0x3B07,acall,0x3802,0x03802,yes,entry,24,0,,
0x03B12,common,0x3B12,acall,0x3806,0x03806,yes,other,24,0,,
0x03B14,common,0x3B14,acall,0x3802,0x03802,yes,entry,24,0,,
0x03B34,common,0x3B34,ajmp,0x3893,0x03893,yes,other,0,24,,
0x03B72,common,0x3B72,ajmp,0x3893,0x03893,yes,other,0,24,,
0x03B9E,common,0x3B9E,ajmp,0x3893,0x03893,yes,other,0,24,,
0x03BB0,common,0x3BB0,ajmp,0x3893,0x03893,yes,other,0,24,,
0x03BB9,common,0x3BB9,ajmp,0x3893,0x03893,yes,other,0,24,,
0x03BC0,common,0x3BC0,acall,0x38F0,0x038F0,yes,entry,0,24,,
0x03BC3,common,0x3BC3,acall,0x3802,0x03802,yes,entry,0,24,,
0x03BD2,common,0x3BD2,ajmp,0x3893,0x03893,yes,other,0,24,,
0x03BED,common,0x3BED,acall,0x3822,0x03822,yes,entry,0,24,,
0x03BF1,common,0x3BF1,ajmp,0x3893,0x03893,yes,other,0,24,,
0x03C72,common,0x3C72,ajmp,0x3F64,0x03F64,yes,other,0,24,,
0x03C7D,common,0x3C7D,acall,0x39C2,0x039C2,yes,other,0,24,,
0x03C9E,common,0x3C9E,ajmp,0x3F05,0x03F05,yes,entry,0,24,,
0x03CAC,common,0x3CAC,acall,0x3980,0x03980,yes,entry,0,24,,
0x03CB0,common,0x3CB0,acall,0x3960,0x03960,yes,entry,0,24,,
0x03CB6,common,0x3CB6,ajmp,0x3AED,0x03AED,yes,other,0,24,,
0x03CBE,common,0x3CBE,acall,0x3930,0x03930,yes,other,0,24,,
0x03CFF,common,0x3CFF,ajmp,0x3802,0x03802,yes,entry,0,24,,
0x03D04,common,0x3D04,ajmp,0x3802,0x03802,yes,entry,0,24,,
0x03D09,common,0x3D09,ajmp,0x3802,0x03802,yes,entry,0,24,,
0x03D0E,common,0x3D0E,ajmp,0x3802,0x03802,yes,entry,0,24,,
0x03D13,common,0x3D13,ajmp,0x3802,0x03802,yes,entry,0,24,,
0x03D18,common,0x3D18,ajmp,0x3802,0x03802,yes,entry,0,24,,
0x03D1D,common,0x3D1D,ajmp,0x3802,0x03802,yes,entry,0,24,,
0x03D22,common,0x3D22,ajmp,0x3802,0x03802,yes,entry,0,24,,
0x03D27,common,0x3D27,ajmp,0x3802,0x03802,yes,entry,0,24,,
0x03D3A,common,0x3D3A,acall,0x3F12,0x03F12,yes,entry,0,24,,
0x03D77,common,0x3D77,ajmp,0x3812,0x03812,yes,other,0,24,,
0x03D9D,common,0x3D9D,ajmp,0x38F6,0x038F6,yes,entry,0,24,,
0x03DC6,common,0x3DC6,ajmp,0x3AEA,0x03AEA,yes,other,0,24,,
0x03DE1,common,0x3DE1,ajmp,0x3FF6,0x03FF6,yes,other,0,24,,
0x03DF7,common,0x3DF7,ajmp,0x3812,0x03812,yes,other,1,23,,
0x03E0F,common,0x3E0F,ajmp,0x3FF6,0x03FF6,yes,other,0,24,,
0x03E26,common,0x3E26,ajmp,0x3812,0x03812,yes,other,1,23,,
0x03E2C,common,0x3E2C,ajmp,0x3812,0x03812,yes,other,0,24,,
0x03EB2,common,0x3EB2,ajmp,0x3804,0x03804,yes,other,0,24,,
0x03EE9,common,0x3EE9,ajmp,0x3812,0x03812,yes,other,0,24,,
0x03F34,common,0x3F34,acall,0x38AF,0x038AF,yes,entry,0,24,,
0x03F54,common,0x3F54,ajmp,0x3F03,0x03F03,yes,other,0,24,,
0x03F6E,common,0x3F6E,ajmp,0x3812,0x03812,yes,other,2,22,,
0x03FA5,common,0x3FA5,acall,0x3922,0x03922,yes,other,0,24,,
0x03FEC,common,0x3FEC,ajmp,0x3A92,0x03A92,yes,other,0,24,,
0x03FFA,common,0x3FFA,acall,0x3890,0x03890,yes,entry,0,24,,
0x04008,common,0x4008,acall,0x4690,0x04690,yes,entry,1,23,,
0x04036,common,0x4036,ajmp,0x4112,0x04112,yes,other,0,24,,
0x0403B,common,0x403B,ajmp,0x4012,0x04012,yes,other,2,22,,
0x04054,common,0x4054,ajmp,0x4012,0x04012,yes,other,0,24,,
0x04065,common,0x4065,acall,0x4351,0x04351,yes,other,0,24,,
0x04066,common,0x4066,acall,0x4240,0x04240,yes,entry,0,24,,
0x04096,common,0x4096,ajmp,0x4228,0x04228,yes,entry,24,0,,
0x0409A,common,0x409A,ajmp,0x4378,0x04378,yes,other,0,24,,
0x040A0,common,0x40A0,ajmp,0x422E,0x0422E,yes,entry,0,24,,
0x040AB,common,0x40AB,ajmp,0x422E,0x0422E,yes,entry,0,24,,
0x040AF,common,0x40AF,ajmp,0x4378,0x04378,yes,other,0,24,,
0x040B5,common,0x40B5,ajmp,0x422E,0x0422E,yes,entry,0,24,,
0x040B9,common,0x40B9,ajmp,0x43A3,0x043A3,yes,other,0,24,,
0x040CB,common,0x40CB,ajmp,0x42F0,0x042F0,yes,entry,0,24,,
0x040D1,common,0x40D1,ajmp,0x4378,0x04378,yes,other,0,24,,
0x040E2,common,0x40E2,ajmp,0x4298,0x04298,yes,entry,0,24,,
0x040E7,common,0x40E7,ajmp,0x4298,0x04298,yes,entry,1,23,,
0x040ED,common,0x40ED,ajmp,0x4380,0x04380,yes,other,0,24,,
0x040FC,common,0x40FC,ajmp,0x46E4,0x046E4,yes,entry,1,23,,
0x04105,common,0x4105,ajmp,0x43A3,0x043A3,yes,other,0,24,,
0x0413D,common,0x413D,acall,0x4212,0x04212,yes,other,0,24,,
0x04180,common,0x4180,ajmp,0x4012,0x04012,yes,other,0,24,,
0x0418B,common,0x418B,ajmp,0x4012,0x04012,yes,other,0,24,,
0x0419D,common,0x419D,ajmp,0x4622,0x04622,yes,entry,1,23,,
0x041B7,common,0x41B7,ajmp,0x4025,0x04025,yes,other,0,24,,
0x041C9,common,0x41C9,ajmp,0x4033,0x04033,yes,other,0,24,,
0x041EF,common,0x41EF,acall,0x4351,0x04351,yes,other,0,24,,
0x041F0,common,0x41F0,acall,0x4242,0x04242,yes,other,0,24,,
0x04204,common,0x4204,acall,0x4191,0x04191,yes,other,0,24,,
0x04205,common,0x4205,acall,0x4442,0x04442,yes,other,23,1,,
0x04211,common,0x4211,acall,0x4642,0x04642,yes,other,24,0,,
0x04221,common,0x4221,ajmp,0x4302,0x04302,yes,entry,1,23,,
0x0423F,common,0x423F,acall,0x4202,0x04202,yes,entry,1,23,,
0x0424C,common,0x424C,acall,0x4351,0x04351,yes,other,0,24,,
0x0424D,common,0x424D,acall,0x4242,0x04242,yes,other,0,24,,
0x0425B,common,0x425B,acall,0x4737,0x04737,yes,other,0,24,,
0x04271,common,0x4271,acall,0x4443,0x04443,yes,other,21,3,,
0x0428B,common,0x428B,ajmp,0x41AA,0x041AA,yes,other,7,17,,
0x042A4,common,0x42A4,acall,0x4643,0x04643,yes,entry,14,10,,
0x042B6,common,0x42B6,acall,0x4743,0x04743,yes,entry,1,23,,
0x0430B,common,0x430B,ajmp,0x4102,0x04102,yes,other,1,23,,
0x0439B,common,0x439B,ajmp,0x43E0,0x043E0,yes,other,1,23,,
0x043C2,common,0x43C2,ajmp,0x4093,0x04093,yes,other,0,24,,
0x0445B,common,0x445B,ajmp,0x40F0,0x040F0,yes,other,0,24,,
0x04539,common,0x4539,acall,0x4612,0x04612,yes,entry,1,23,,
0x04554,common,0x4554,ajmp,0x43F5,0x043F5,yes,entry,0,24,,
0x04616,common,0x4616,ajmp,0x40F0,0x040F0,yes,other,2,22,,
0x04671,common,0x4671,acall,0x4612,0x04612,yes,entry,1,23,,
0x046D5,common,0x46D5,ajmp,0x4007,0x04007,yes,other,0,24,,
0x0476E,common,0x476E,ajmp,0x4022,0x04022,yes,other,0,24,,
0x047CD,common,0x47CD,ajmp,0x4212,0x04212,yes,other,1,23,,
0x0480B,common,0x480B,ajmp,0x4880,0x04880,yes,entry,0,24,,
0x04816,common,0x4816,acall,0x4FF0,0x04FF0,yes,other,0,24,,
0x0481D,common,0x481D,ajmp,0x4FA9,0x04FA9,yes,other,0,24,,
0x04820,common,0x4820,ajmp,0x4880,0x04880,yes,entry,1,23,,
0x0484F,common,0x484F,ajmp,0x480A,0x0480A,yes,entry,0,24,,
0x04870,common,0x4870,acall,0x4F02,0x04F02,yes,other,0,24,,
0x04890,common,0x4890,ajmp,0x480B,0x0480B,yes,other,0,24,,
0x048B6,common,0x48B6,ajmp,0x4A12,0x04A12,yes,other,1,23,,
0x048CD,common,0x48CD,ajmp,0x4912,0x04912,yes,other,1,23,,
0x048F0,common,0x48F0,ajmp,0x480A,0x0480A,yes,entry,0,24,,
0x048FB,common,0x48FB,acall,0x48EF,0x048EF,yes,other,1,23,,
0x04907,common,0x4907,acall,0x4FF0,0x04FF0,yes,other,0,24,,
0x0490A,common,0x490A,ajmp,0x4880,0x04880,yes,entry,0,24,,
0x04915,common,0x4915,ajmp,0x4A74,0x04A74,yes,other,1,23,,
0x0491B,common,0x491B,acall,0x4D12,0x04D12,yes,other,1,23,,
0x04935,common,0x4935,acall,0x4F12,0x04F12,yes,entry,0,24,,
0x0494F,common,0x494F,ajmp,0x481C,0x0481C,yes,entry,24,0,,
0x0495C,common,0x495C,acall,0x4805,0x04805,yes,other,24,0,,
0x0495E,common,0x495E,acall,0x4801,0x04801,yes,other,23,1,,
0x0495F,common,0x495F,ajmp,0x4802,0x04802,yes,entry,1,23,,
0x0496A,common,0x496A,acall,0x481C,0x0481C,yes,entry,24,0,,
0x04971,common,0x4971,acall,0x4805,0x04805,yes,other,24,0,,
0x04973,common,0x4973,acall,0x4801,0x04801,yes,other,23,1,,
0x04974,common,0x4974,ajmp,0x4804,0x04804,yes,entry,1,23,,
0x04986,common,0x4986,acall,0x4806,0x04806,yes,other,24,0,,
0x04988,common,0x4988,acall,0x4802,0x04802,yes,entry,24,0,,
0x0498A,common,0x498A,ajmp,0x481C,0x0481C,yes,entry,23,1,,
0x0499B,common,0x499B,acall,0x4804,0x04804,yes,entry,24,0,,
0x0499D,common,0x499D,acall,0x4800,0x04800,yes,other,24,0,,
0x049A3,common,0x49A3,ajmp,0x4D1C,0x04D1C,yes,entry,24,0,,
0x049B0,common,0x49B0,acall,0x4855,0x04855,yes,other,0,24,,
0x049B2,common,0x49B2,acall,0x4854,0x04854,yes,entry,1,23,,
0x049B4,common,0x49B4,ajmp,0x481C,0x0481C,yes,entry,2,22,,
0x049B8,common,0x49B8,acall,0x4D1C,0x04D1C,yes,entry,24,0,,
0x049C5,common,0x49C5,acall,0x4855,0x04855,yes,other,2,22,,
0x049C7,common,0x49C7,acall,0x4854,0x04854,yes,entry,23,1,,
0x049DC,common,0x49DC,acall,0x481C,0x0481C,yes,entry,24,0,,
0x049DE,common,0x49DE,ajmp,0x491C,0x0491C,yes,entry,24,0,,
0x049E2,common,0x49E2,ajmp,0x4916,0x04916,yes,entry,24,0,,
0x049EF,common,0x49EF,acall,0x4916,0x04916,yes,entry,24,0,,
0x04A14,common,0x4A14,ajmp,0x4C00,0x04C00,yes,other,0,24,,
0x04A22,common,0x4A22,ajmp,0x4830,0x04830,yes,other,24,0,,
0x04A39,common,0x4A39,ajmp,0x4893,0x04893,yes,other,0,24,,
0x04A53,common,0x4A53,ajmp,0x4893,0x04893,yes,other,0,24,,
0x04A6F,common,0x4A6F,ajmp,0x4893,0x04893,yes,other,0,24,,
0x04A95,common,0x4A95,ajmp,0x4893,0x04893,yes,other,0,24,,
0x04AB4,common,0x4AB4,ajmp,0x48FF,0x048FF,yes,entry,0,24,,
0x04B25,common,0x4B25,ajmp,0x4802,0x04802,yes,entry,1,23,,
0x04C2B,common,0x4C2B,ajmp,0x48F0,0x048F0,yes,other,1,23,,
0x053D7,common,0x53D7,ajmp,0x5070,0x05070,yes,entry,0,24,,
0x05439,common,0x5439,acall,0x527D,0x0527D,yes,other,0,24,,
0x0544A,common,0x544A,acall,0x52C8,0x052C8,yes,other,0,24,,
0x0545A,common,0x545A,ajmp,0x51E0,0x051E0,yes,other,1,23,,
0x054F8,common,0x54F8,ajmp,0x5060,0x05060,yes,other,0,24,,
0x05556,common,0x5556,ajmp,0x5009,0x05009,yes,other,0,24,,
0x0555E,common,0x555E,ajmp,0x5012,0x05012,yes,other,1,23,,
0x055D7,common,0x55D7,acall,0x5003,0x05003,yes,entry,24,0,,
0x05604,common,0x5604,ajmp,0x50FE,0x050FE,yes,other,6,18,,
0x05606,common,0x5606,ajmp,0x50F3,0x050F3,yes,other,24,0,,
0x05608,common,0x5608,ajmp,0x50E8,0x050E8,yes,other,24,0,,
0x0560A,common,0x560A,ajmp,0x50DD,0x050DD,yes,other,24,0,,
0x0560C,common,0x560C,ajmp,0x50D2,0x050D2,yes,other,23,1,,
0x0560E,common,0x560E,ajmp,0x50C6,0x050C6,yes,other,22,2,,
0x05610,common,0x5610,ajmp,0x50BB,0x050BB,yes,other,24,0,,
0x05612,common,0x5612,ajmp,0x50B0,0x050B0,yes,entry,23,1,,
0x05614,common,0x5614,ajmp,0x50A5,0x050A5,yes,other,23,1,,
0x05616,common,0x5616,ajmp,0x509A,0x0509A,yes,other,24,0,,
0x05618,common,0x5618,ajmp,0x508E,0x0508E,yes,other,24,0,,
0x0561A,common,0x561A,ajmp,0x5083,0x05083,yes,entry,23,1,,
0x0561C,common,0x561C,ajmp,0x5078,0x05078,yes,entry,24,0,,
0x0561E,common,0x561E,ajmp,0x506D,0x0506D,yes,other,23,1,,
0x05620,common,0x5620,ajmp,0x5062,0x05062,yes,entry,24,0,,
0x05622,common,0x5622,ajmp,0x5059,0x05059,yes,other,23,1,,
0x05624,common,0x5624,ajmp,0x5051,0x05051,yes,other,24,0,,
0x05625,common,0x5625,acall,0x5201,0x05201,yes,other,0,24,,
0x05626,common,0x5626,ajmp,0x504A,0x0504A,yes,other,23,1,,
0x05628,common,0x5628,ajmp,0x5042,0x05042,yes,other,24,0,,
0x0562A,common,0x562A,ajmp,0x503B,0x0503B,yes,other,23,1,,
0x0562C,common,0x562C,ajmp,0x5033,0x05033,yes,entry,24,0,,
0x0562E,common,0x562E,ajmp,0x502B,0x0502B,yes,other,24,0,,
0x05630,common,0x5630,ajmp,0x5024,0x05024,yes,entry,24,0,,
0x05632,common,0x5632,ajmp,0x501C,0x0501C,yes,other,23,1,,
0x05634,common,0x5634,ajmp,0x5015,0x05015,yes,other,24,0,,
0x05636,common,0x5636,ajmp,0x500D,0x0500D,yes,other,23,1,,
0x05638,common,0x5638,ajmp,0x5005,0x05005,yes,other,24,0,,
0x0565B,common,0x565B,ajmp,0x5500,0x05500,yes,other,24,0,,
0x05671,common,0x5671,acall,0x5336,0x05336,yes,other,1,23,,
0x0567A,common,0x567A,acall,0x5254,0x05254,yes,other,24,0,,
0x05686,common,0x5686,ajmp,0x5244,0x05244,yes,other,24,0,,
0x056AA,common,0x56AA,acall,0x5254,0x05254,yes,other,24,0,,
0x056B6,common,0x56B6,ajmp,0x5244,0x05244,yes,other,24,0,,
0x057A7,common,0x57A7,ajmp,0x5244,0x05244,yes,other,24,0,,
0x057D7,common,0x57D7,ajmp,0x5244,0x05244,yes,other,24,0,,
0x057F7,common,0x57F7,ajmp,0x5243,0x05243,yes,other,24,0,,
0x05827,common,0x5827,ajmp,0x5A43,0x05A43,yes,entry,24,0,,
0x05918,common,0x5918,ajmp,0x5A43,0x05A43,yes,entry,24,0,,
0x05948,common,0x5948,ajmp,0x5A43,0x05A43,yes,entry,24,0,,
0x05977,common,0x5977,ajmp,0x5A43,0x05A43,yes,entry,24,0,,
0x059A7,common,0x59A7,ajmp,0x5A43,0x05A43,yes,entry,24,0,,
0x05A7B,common,0x5A7B,ajmp,0x5A43,0x05A43,yes,entry,24,0,,
0x05A98,common,0x5A98,ajmp,0x5A43,0x05A43,yes,entry,24,0,,
0x05AC8,common,0x5AC8,ajmp,0x5A43,0x05A43,yes,entry,24,0,,
0x05AFA,common,0x5AFA,acall,0x5A55,0x05A55,yes,other,24,0,,
0x05B07,common,0x5B07,ajmp,0x5A46,0x05A46,yes,other,24,0,,
0x05B2A,common,0x5B2A,acall,0x5A55,0x05A55,yes,other,24,0,,
0x05B37,common,0x5B37,ajmp,0x5A46,0x05A46,yes,other,24,0,,
0x05BB9,common,0x5BB9,ajmp,0x5A44,0x05A44,yes,entry,24,0,,
0x05BE9,common,0x5BE9,ajmp,0x5A44,0x05A44,yes,entry,24,0,,
0x05C18,common,0x5C18,ajmp,0x5A43,0x05A43,yes,entry,24,0,,
0x05C48,common,0x5C48,ajmp,0x5A43,0x05A43,yes,entry,24,0,,
0x05C88,common,0x5C88,ajmp,0x5A43,0x05A43,yes,entry,24,0,,
0x05CB8,common,0x5CB8,ajmp,0x5A43,0x05A43,yes,entry,24,0,,
0x05CE7,common,0x5CE7,ajmp,0x5A43,0x05A43,yes,entry,0,24,,
0x05D17,common,0x5D17,ajmp,0x5A43,0x05A43,yes,entry,0,24,,
0x05D49,common,0x5D49,ajmp,0x5A44,0x05A44,yes,entry,24,0,,
0x05D79,common,0x5D79,ajmp,0x5A44,0x05A44,yes,entry,24,0,,
0x05DA8,common,0x5DA8,ajmp,0x5A43,0x05A43,yes,entry,24,0,,
0x05DD8,common,0x5DD8,ajmp,0x5A43,0x05A43,yes,entry,24,0,,
0x05DFA,common,0x5DFA,acall,0x5A55,0x05A55,yes,other,24,0,,
0x05E07,common,0x5E07,ajmp,0x5A46,0x05A46,yes,other,24,0,,
0x05E2A,common,0x5E2A,acall,0x5A55,0x05A55,yes,other,24,0,,
0x05E37,common,0x5E37,ajmp,0x5A46,0x05A46,yes,other,24,0,,
0x05EB9,common,0x5EB9,ajmp,0x5A44,0x05A44,yes,entry,24,0,,
0x05EE9,common,0x5EE9,ajmp,0x5A44,0x05A44,yes,entry,24,0,,
0x05F18,common,0x5F18,ajmp,0x5A43,0x05A43,yes,entry,24,0,,
0x05F48,common,0x5F48,ajmp,0x5A43,0x05A43,yes,entry,24,0,,
0x05F7A,common,0x5F7A,acall,0x5A55,0x05A55,yes,other,24,0,,
0x05F87,common,0x5F87,ajmp,0x5A46,0x05A46,yes,other,24,0,,
0x05FAA,common,0x5FAA,acall,0x5A55,0x05A55,yes,other,24,0,,
0x05FB7,common,0x5FB7,ajmp,0x5A46,0x05A46,yes,other,24,0,,
0x06039,common,0x6039,ajmp,0x6244,0x06244,yes,other,24,0,,
0x06069,common,0x6069,ajmp,0x6244,0x06244,yes,other,24,0,,
0x06098,common,0x6098,ajmp,0x6243,0x06243,yes,entry,24,0,,
0x060C8,common,0x60C8,ajmp,0x6243,0x06243,yes,entry,24,0,,
0x06162,common,0x6162,ajmp,0x6237,0x06237,yes,other,24,0,,
0x06166,common,0x6166,ajmp,0x6237,0x06237,yes,other,23,1,,
0x0616A,common,0x616A,ajmp,0x6237,0x06237,yes,other,23,1,,
0x0616E,common,0x616E,ajmp,0x6237,0x06237,yes,other,0,24,,
0x06172,common,0x6172,ajmp,0x6237,0x06237,yes,other,0,24,,
0x06176,common,0x6176,ajmp,0x6237,0x06237,yes,other,0,24,,
0x06186,common,0x6186,ajmp,0x6237,0x06237,yes,other,0,24,,
0x0618A,common,0x618A,ajmp,0x6237,0x06237,yes,other,0,24,,
0x0618E,common,0x618E,ajmp,0x6237,0x06237,yes,other,0,24,,
0x061B2,common,0x61B2,ajmp,0x6000,0x06000,yes,other,24,0,,
0x061E8,common,0x61E8,ajmp,0x6000,0x06000,yes,other,24,0,,
0x0621E,common,0x621E,ajmp,0x6000,0x06000,yes,other,24,0,,
