file_offset,region,runtime,opcode,target,target_offset,in_region,target_class,frame_onto,frame_over,calls_stub,calls_trampoline
0x00008,common,0x0008,acall,0x0050,0x00050,yes,other,0,8,,
0x0000F,common,0x000F,acall,0x0056,0x00056,yes,other,0,15,,
0x00017,common,0x0017,acall,0x005C,0x0005C,yes,entry,0,23,,
0x0001F,common,0x001F,acall,0x0062,0x00062,yes,entry,0,24,,
0x00027,common,0x0027,acall,0x0068,0x00068,yes,other,0,24,,
0x00036,common,0x0036,acall,0x006E,0x0006E,yes,other,0,24,,
0x00039,common,0x0039,acall,0x0074,0x00074,yes,other,0,24,,
0x0003C,common,0x003C,acall,0x007A,0x0007A,yes,other,1,23,,
0x00058,common,0x0058,acall,0x0134,0x00134,yes,other,24,0,,
0x00061,common,0x0061,acall,0x0080,0x00080,yes,other,1,23,,
0x00064,common,0x0064,acall,0x0086,0x00086,yes,other,1,23,,
0x00067,common,0x0067,acall,0x0092,0x00092,yes,other,1,23,,
0x0006A,common,0x006A,acall,0x0098,0x00098,yes,other,1,23,,
0x0006D,common,0x006D,acall,0x009E,0x0009E,yes,other,0,24,,
0x00071,common,0x0071,ajmp,0x04C0,0x004C0,yes,other,0,24,,
0x00075,common,0x0075,ajmp,0x0074,0x00074,yes,other,0,24,,
0x0007A,common,0x007A,acall,0x000A,0x0000A,yes,other,0,24,,
0x000A2,common,0x00A2,ajmp,0x00F2,0x000F2,yes,other,0,24,,
0x000C0,common,0x00C0,ajmp,0x0046,0x00046,yes,other,0,24,,
0x000C7,common,0x00C7,ajmp,0x0002,0x00002,yes,other,24,0,,
0x000D4,common,0x00D4,ajmp,0x0093,0x00093,yes,other,0,24,,
0x000E6,common,0x00E6,ajmp,0x000E,0x0000E,yes,entry,0,24,,
0x00115,common,0x0115,acall,0x0005,0x00005,yes,other,0,24,,
0x0011C,common,0x011C,acall,0x0001,0x00001,yes,other,0,24,,
0x0011D,common,0x011D,ajmp,0x0074,0x00074,yes,other,0,24,,
0x00124,common,0x0124,acall,0x008C,0x0008C,yes,other,0,24,,
0x00127,common,0x0127,acall,0x00A4,0x000A4,yes,other,1,23,,
0x0012A,common,0x012A,acall,0x00AA,0x000AA,yes,other,0,24,,
0x0012D,common,0x012D,acall,0x00B0,0x000B0,yes,other,1,23,,
0x00137,common,0x0137,acall,0x0006,0x00006,yes,other,0,24,,
0x0013E,common,0x013E,acall,0x0002,0x00002,yes,other,0,24,,
0x00176,common,0x0176,acall,0x00F0,0x000F0,yes,other,0,24,,
0x0017A,common,0x017A,ajmp,0x0012,0x00012,yes,other,1,23,,
0x00183,common,0x0183,acall,0x0006,0x00006,yes,other,0,24,,
0x0018A,common,0x018A,acall,0x00B6,0x000B6,yes,other,0,24,,
0x00194,common,0x0194,acall,0x0006,0x00006,yes,other,0,24,,
0x0019B,common,0x019B,acall,0x0002,0x00002,yes,other,0,24,,
0x001C2,common,0x01C2,ajmp,0x0012,0x00012,yes,other,0,24,,
0x001CE,common,0x01CE,acall,0x0090,0x00090,yes,other,0,24,,
0x001D8,common,0x01D8,ajmp,0x0090,0x00090,yes,other,3,21,,
0x001DA,common,0x01DA,acall,0x0006,0x00006,yes,other,4,20,,
0x001E1,common,0x01E1,acall,0x00BC,0x000BC,yes,other,0,24,,
0x001E4,common,0x01E4,acall,0x00C8,0x000C8,yes,entry,0,24,,
0x001E7,common,0x01E7,acall,0x00CE,0x000CE,yes,entry,0,24,,
0x001EA,common,0x01EA,acall,0x00D4,0x000D4,yes,other,0,24,,
0x001ED,common,0x01ED,acall,0x00E6,0x000E6,yes,other,0,24,,
0x001F0,common,0x01F0,acall,0x0007,0x00007,yes,entry,0,24,,
0x001F7,common,0x01F7,acall,0x0003,0x00003,yes,entry,0,24,,
0x001FD,common,0x01FD,acall,0x00EC,0x000EC,yes,other,0,24,,
0x00204,common,0x0204,ajmp,0x04C0,0x004C0,yes,other,0,24,,
0x00217,common,0x0217,acall,0x0105,0x00105,yes,other,0,24,,
0x0024A,common,0x024A,ajmp,0x0000,0x00000,yes,entry,1,23,,
0x0024E,common,0x024E,ajmp,0x0000,0x00000,yes,entry,1,23,,
0x00252,common,0x0252,ajmp,0x0000,0x00000,yes,entry,1,23,,
0x00256,common,0x0256,ajmp,0x0000,0x00000,yes,entry,1,23,,
0x00298,common,0x0298,ajmp,0x0080,0x00080,yes,other,0,24,,
0x002A3,common,0x02A3,acall,0x0006,0x00006,yes,other,0,24,,
0x002AA,common,0x02AA,acall,0x0002,0x00002,yes,other,0,24,,
0x002D8,common,0x02D8,ajmp,0x06E4,0x006E4,yes,other,1,23,,
0x002E8,common,0x02E8,acall,0x0090,0x00090,yes,other,0,24,,
0x002EB,common,0x02EB,ajmp,0x0012,0x00012,yes,other,2,22,,
0x002F4,common,0x02F4,acall,0x0006,0x00006,yes,other,0,24,,
0x002FB,common,0x02FB,acall,0x00C2,0x000C2,yes,other,1,23,,
0x00301,common,0x0301,acall,0x0007,0x00007,yes,entry,0,24,,
0x00308,common,0x0308,acall,0x0003,0x00003,yes,entry,0,24,,
0x0030B,common,0x030B,ajmp,0x00F0,0x000F0,yes,other,0,24,,
0x00310,common,0x0310,acall,0x00DA,0x000DA,yes,other,0,24,,
0x00317,common,0x0317,ajmp,0x0704,0x00704,yes,other,1,23,,
0x00320,common,0x0320,acall,0x0007,0x00007,yes,entry,0,24,,
0x00327,common,0x0327,acall,0x0003,0x00003,yes,entry,0,24,,
0x0032D,common,0x032D,acall,0x00E0,0x000E0,yes,other,1,23,,
0x00330,common,0x0330,acall,0x00F2,0x000F2,yes,other,0,24,,
0x00333,common,0x0333,acall,0x00F8,0x000F8,yes,other,0,24,,
0x00336,common,0x0336,acall,0x00FE,0x000FE,yes,other,0,24,,
0x00498,common,0x0498,acall,0x004D,0x0004D,yes,entry,0,24,,
0x0049F,common,0x049F,acall,0x004C,0x0004C,yes,other,0,24,,
0x004A6,common,0x04A6,acall,0x004C,0x0004C,yes,other,0,24,,
0x004B1,common,0x04B1,ajmp,0x02F0,0x002F0,yes,entry,0,24,,
0x004B8,common,0x04B8,acall,0x0050,0x00050,yes,other,2,22,,
0x004C4,common,0x04C4,acall,0x0051,0x00051,yes,other,0,24,,
0x004C5,common,0x04C5,acall,0x02E0,0x002E0,yes,entry,0,24,,
0x004CC,common,0x04CC,acall,0x0050,0x00050,yes,other,0,24,,
0x004D8,common,0x04D8,acall,0x04E0,0x004E0,yes,other,1,23,,
0x004E9,common,0x04E9,acall,0x04E0,0x004E0,yes,other,1,23,,
0x004EC,common,0x04EC,ajmp,0x0729,0x00729,yes,other,0,24,,
0x004F7,common,0x04F7,ajmp,0x0714,0x00714,yes,other,0,24,,
0x00509,common,0x0509,ajmp,0x00F0,0x000F0,yes,other,3,21,,
0x00512,common,0x0512,ajmp,0x0003,0x00003,yes,entry,0,24,,
0x00519,common,0x0519,acall,0x0474,0x00474,yes,other,2,22,,
0x0051F,common,0x051F,acall,0x0050,0x00050,yes,other,0,24,,
0x0056C,common,0x056C,acall,0x0010,0x00010,yes,other,0,24,,
0x00573,common,0x0573,ajmp,0x002F,0x0002F,yes,other,3,21,,
0x00578,common,0x0578,acall,0x0010,0x00010,yes,other,0,24,,
0x0057F,common,0x057F,ajmp,0x008C,0x0008C,yes,other,3,21,,
0x00584,common,0x0584,acall,0x0010,0x00010,yes,other,0,24,,
0x00590,common,0x0590,acall,0x0010,0x00010,yes,other,0,24,,
0x0059A,common,0x059A,acall,0x0310,0x00310,yes,other,0,24,,
0x005A0,common,0x05A0,ajmp,0x0093,0x00093,yes,other,0,24,,
0x005A7,common,0x05A7,acall,0x0377,0x00377,yes,entry,0,24,,
0x005C7,common,0x05C7,ajmp,0x02EF,0x002EF,yes,entry,3,21,,
0x005D2,common,0x05D2,ajmp,0x02EF,0x002EF,yes,entry,0,24,,
0x005D7,common,0x05D7,ajmp,0x0212,0x00212,yes,other,0,24,,
0x005F3,common,0x05F3,acall,0x0007,0x00007,yes,entry,0,24,,
0x005F7,common,0x05F7,ajmp,0x00F0,0x000F0,yes,other,0,24,,
0x005FB,common,0x05FB,acall,0x0007,0x00007,yes,entry,0,24,,
0x00602,common,0x0602,acall,0x004D,0x0004D,yes,entry,1,23,,
0x0060A,common,0x060A,acall,0x0000,0x00000,yes,entry,0,24,,
0x00610,common,0x0610,acall,0x0001,0x00001,yes,other,0,24,,
0x00611,common,0x0611,ajmp,0x00F0,0x000F0,yes,other,0,24,,
0x00614,common,0x0614,acall,0x0002,0x00002,yes,other,0,24,,
0x00618,common,0x0618,acall,0x0003,0x00003,yes,entry,1,23,,
0x0061C,common,0x061C,acall,0x0014,0x00014,yes,other,0,24,,
0x00620,common,0x0620,acall,0x0018,0x00018,yes,other,0,24,,
0x00624,common,0x0624,acall,0x001C,0x0001C,yes,other,0,24,,
0x00628,common,0x0628,acall,0x0020,0x00020,yes,other,0,24,,
0x0062C,common,0x062C,acall,0x0024,0x00024,yes,other,1,23,,
0x00630,common,0x0630,acall,0x0028,0x00028,yes,other,0,24,,
0x00634,common,0x0634,acall,0x0050,0x00050,yes,other,0,24,,
0x00644,common,0x0644,acall,0x0051,0x00051,yes,other,0,24,,
0x00645,common,0x0645,acall,0x02E0,0x002E0,yes,entry,0,24,,
0x0066C,common,0x066C,ajmp,0x0014,0x00014,yes,other,0,24,,
0x00674,common,0x0674,ajmp,0x0026,0x00026,yes,entry,24,0,,
0x00676,common,0x0676,ajmp,0x0029,0x00029,yes,other,24,0,,
0x00678,common,0x0678,ajmp,0x002C,0x0002C,yes,other,24,0,,
0x0067A,common,0x067A,ajmp,0x002F,0x0002F,yes,other,24,0,,
0x0067C,common,0x067C,ajmp,0x008C,0x0008C,yes,other,24,0,,
0x00680,common,0x0680,ajmp,0x00E3,0x000E3,yes,other,2,22,,
0x00682,common,0x0682,ajmp,0x00E6,0x000E6,yes,other,24,0,,
0x00684,common,0x0684,ajmp,0x00E9,0x000E9,yes,other,24,0,,
0x0068A,common,0x068A,ajmp,0x00EC,0x000EC,yes,other,0,24,,
0x0068C,common,0x068C,ajmp,0x00EF,0x000EF,yes,other,24,0,,
0x0069B,common,0x069B,ajmp,0x0203,0x00203,yes,entry,24,0,,
0x006BB,common,0x06BB,acall,0x0303,0x00303,yes,other,24,0,,
0x006DB,common,0x06DB,ajmp,0x0503,0x00503,yes,entry,24,0,,
0x006FB,common,0x06FB,acall,0x0603,0x00603,yes,other,24,0,,
0x0071D,common,0x071D,ajmp,0x0004,0x00004,yes,other,24,0,,
0x0073D,common,0x073D,acall,0x0104,0x00104,yes,other,24,0,,
0x0075D,common,0x075D,ajmp,0x0304,0x00304,yes,other,24,0,,
0x0077D,common,0x077D,acall,0x0404,0x00404,yes,entry,24,0,,
0x00787,common,0x0787,acall,0x0004,0x00004,yes,other,1,23,,
0x00795,common,0x0795,ajmp,0x0100,0x00100,yes,other,24,0,,
0x007A2,common,0x07A2,ajmp,0x00FF,0x000FF,yes,other,24,0,,
0x007C5,common,0x07C5,acall,0x00F0,0x000F0,yes,other,0,24,,
0x007C9,common,0x07C9,ajmp,0x00F0,0x000F0,yes,other,1,23,,
0x007D1,common,0x07D1,acall,0x00F0,0x000F0,yes,other,0,24,,
0x007D8,common,0x07D8,acall,0x0006,0x00006,yes,other,2,22,,
0x007DF,common,0x07DF,acall,0x0002,0x00002,yes,other,0,24,,
0x007FD,common,0x07FD,ajmp,0x0706,0x00706,yes,other,0,24,,
0x00801,common,0x0801,ajmp,0x0912,0x00912,yes,entry,1,23,,
0x00847,common,0x0847,ajmp,0x0860,0x00860,yes,other,2,22,,
0x00860,common,0x0860,ajmp,0x0822,0x00822,yes,entry,1,23,,
0x00898,common,0x0898,ajmp,0x08EF,0x008EF,yes,other,0,24,,
0x008A3,common,0x08A3,ajmp,0x080A,0x0080A,yes,entry,0,24,,
0x008C1,common,0x08C1,ajmp,0x0809,0x00809,yes,other,0,24,,
0x008FF,common,0x08FF,ajmp,0x08F0,0x008F0,yes,other,0,24,,
0x00907,common,0x0907,ajmp,0x0F15,0x00F15,yes,entry,0,24,,
0x0091F,common,0x091F,ajmp,0x0822,0x00822,yes,entry,0,24,,
0x00931,common,0x0931,ajmp,0x08C2,0x008C2,yes,other,0,24,,
0x0094D,common,0x094D,ajmp,0x08F0,0x008F0,yes,other,0,24,,
0x009B4,common,0x09B4,ajmp,0x08F0,0x008F0,yes,other,0,24,,
0x009E0,common,0x09E0,ajmp,0x0FEF,0x00FEF,yes,other,0,24,,
0x009F1,common,0x09F1,acall,0x0890,0x00890,yes,other,0,24,,
0x00A32,common,0x0A32,ajmp,0x0AEE,0x00AEE,yes,entry,0,24,,
0x00A37,common,0x0A37,ajmp,0x0A22,0x00A22,yes,other,0,24,,
0x00A47,common,0x0A47,ajmp,0x0F08,0x00F08,yes,other,0,24,,
0x00A68,common,0x0A68,ajmp,0x0804,0x00804,yes,other,0,24,,
0x00A78,common,0x0A78,ajmp,0x0AEF,0x00AEF,yes,other,2,22,,
0x00A7D,common,0x0A7D,ajmp,0x0A22,0x00A22,yes,other,0,24,,
0x00A90,common,0x0A90,ajmp,0x0F45,0x00F45,yes,other,0,24,,
0x00AA9,common,0x0AA9,ajmp,0x0F2C,0x00F2C,yes,other,0,24,,
0x00AB3,common,0x0AB3,ajmp,0x0AEE,0x00AEE,yes,entry,0,24,,
0x00AB8,common,0x0AB8,ajmp,0x0A80,0x00A80,yes,entry,0,24,,
0x00ABF,common,0x0ABF,ajmp,0x08F0,0x008F0,yes,other,0,24,,
0x00B00,common,0x0B00,ajmp,0x08F0,0x008F0,yes,other,0,24,,
0x00B3F,common,0x0B3F,ajmp,0x0880,0x00880,yes,entry,0,24,,
0x00B47,common,0x0B47,ajmp,0x0A7E,0x00A7E,yes,other,0,24,,
0x00B49,common,0x0B49,ajmp,0x0880,0x00880,yes,entry,1,23,,
0x00B53,common,0x0B53,ajmp,0x08EE,0x008EE,yes,other,1,23,,
0x00B9C,common,0x0B9C,acall,0x08F0,0x008F0,yes,other,0,24,,
0x00BCA,common,0x0BCA,ajmp,0x0AE0,0x00AE0,yes,other,1,23,,
0x00BD8,common,0x0BD8,acall,0x08F0,0x008F0,yes,other,0,24,,
0x00BDC,common,0x0BDC,acall,0x090F,0x0090F,yes,entry,0,24,,
0x00BE4,common,0x0BE4,ajmp,0x0F06,0x00F06,yes,other,0,24,,
0x00BEF,common,0x0BEF,ajmp,0x0A3F,0x00A3F,yes,other,0,24,,
0x00C06,common,0x0C06,acall,0x0B2C,0x00B2C,yes,other,24,0,,
0x00C0A,common,0x0C0A,acall,0x0803,0x00803,yes,other,24,0,,
0x00C18,common,0x0C18,ajmp,0x0914,0x00914,yes,entry,24,0,,
0x00C1E,common,0x0C1E,acall,0x0930,0x00930,yes,other,24,0,,
0x00C3C,common,0x0C3C,ajmp,0x0B6D,0x00B6D,yes,other,24,0,,
0x00C63,common,0x0C63,ajmp,0x0845,0x00845,yes,entry,24,0,,
0x00C67,common,0x0C67,acall,0x0A4A,0x00A4A,yes,other,24,0,,
0x00CAC,common,0x0CAC,ajmp,0x08F0,0x008F0,yes,other,0,24,,
0x00CBC,common,0x0CBC,ajmp,0x0AF0,0x00AF0,yes,entry,0,24,,
0x00CC9,common,0x0CC9,acall,0x0907,0x00907,yes,other,0,24,,
0x00CCC,common,0x0CCC,acall,0x0912,0x00912,yes,entry,0,24,,
0x00D6A,common,0x0D6A,ajmp,0x0F02,0x00F02,yes,entry,0,24,,
0x00D73,common,0x0D73,ajmp,0x0F02,0x00F02,yes,entry,0,24,,
0x00D93,common,0x0D93,acall,0x0824,0x00824,yes,other,0,24,,
0x00DD4,common,0x0DD4,acall,0x0B51,0x00B51,yes,other,1,23,,
0x00DD5,common,0x0DD5,acall,0x0A0D,0x00A0D,yes,other,0,24,,
0x00DE6,common,0x0DE6,ajmp,0x080C,0x0080C,yes,other,24,0,,
0x00E63,common,0x0E63,acall,0x0FC2,0x00FC2,yes,other,0,24,,
0x00E74,common,0x0E74,ajmp,0x0875,0x00875,yes,other,0,24,,
0x00E90,common,0x0E90,acall,0x08D2,0x008D2,yes,other,0,24,,
0x00E9B,common,0x0E9B,ajmp,0x0875,0x00875,yes,other,0,24,,
0x00F16,common,0x0F16,acall,0x0DE6,0x00DE6,yes,other,0,24,,
0x00F19,common,0x0F19,ajmp,0x0844,0x00844,yes,entry,0,24,,
0x00F21,common,0x0F21,ajmp,0x08F6,0x008F6,yes,other,0,24,,
0x00F54,common,0x0F54,ajmp,0x0AF5,0x00AF5,yes,entry,1,23,,
0x00F65,common,0x0F65,acall,0x09A1,0x009A1,yes,other,2,22,,
0x00F66,common,0x0F66,ajmp,0x0D74,0x00D74,yes,entry,0,24,,
0x00F6B,common,0x0F6B,acall,0x09A2,0x009A2,yes,entry,0,24,,
0x00F71,common,0x0F71,ajmp,0x0802,0x00802,yes,entry,2,22,,
0x00F7F,common,0x0F7F,ajmp,0x0850,0x00850,yes,entry,0,24,,
0x00FBA,common,0x0FBA,ajmp,0x0893,0x00893,yes,other,0,24,,
0x00FDC,common,0x0FDC,acall,0x08CA,0x008CA,yes,other,0,24,,
0x00FFD,common,0x0FFD,ajmp,0x08F0,0x008F0,yes,other,0,24,,
0x0100E,common,0x100E,acall,0x1050,0x01050,yes,other,0,24,,
0x0102F,common,0x102F,ajmp,0x1215,0x01215,yes,other,24,0,,
0x01032,common,0x1032,ajmp,0x1217,0x01217,yes,other,24,0,,
0x01035,common,0x1035,acall,0x1017,0x01017,yes,other,24,0,,
0x01037,common,0x1037,ajmp,0x1011,0x01011,yes,entry,24,0,,
0x01038,common,0x1038,acall,0x1017,0x01017,yes,other,0,24,,
0x0103B,common,0x103B,acall,0x1017,0x01017,yes,other,0,24,,
0x01049,common,0x1049,acall,0x100A,0x0100A,yes,other,23,1,,
0x01052,common,0x1052,acall,0x1000,0x01000,yes,other,0,24,,
0x01103,common,0x1103,acall,0x10C0,0x010C0,yes,other,0,24,,
0x01110,common,0x1110,acall,0x14C2,0x014C2,yes,entry,0,24,,0
0x01117,common,0x1117,acall,0x10C0,0x010C0,yes,other,0,24,,
0x01124,common,0x1124,acall,0x14C2,0x014C2,yes,entry,0,24,,0
0x0112B,common,0x112B,acall,0x10C0,0x010C0,yes,other,0,24,,
0x01138,common,0x1138,acall,0x14C2,0x014C2,yes,entry,0,24,,0
0x0113F,common,0x113F,acall,0x10C0,0x010C0,yes,other,0,24,,
0x0114C,common,0x114C,acall,0x14C2,0x014C2,yes,entry,0,24,,0
0x01154,common,0x1154,acall,0x1000,0x01000,yes,other,1,23,,
0x0115A,common,0x115A,acall,0x1000,0x01000,yes,other,1,23,,
0x01160,common,0x1160,acall,0x1000,0x01000,yes,other,1,23,,
0x01166,common,0x1166,acall,0x1000,0x01000,yes,other,1,23,,
0x0116C,common,0x116C,acall,0x1000,0x01000,yes,other,1,23,,
0x01170,common,0x1170,ajmp,0x1102,0x01102,yes,entry,0,24,,
0x01172,common,0x1172,acall,0x1000,0x01000,yes,other,2,22,,
0x01178,common,0x1178,acall,0x1000,0x01000,yes,other,1,23,,
0x0117E,common,0x117E,acall,0x1000,0x01000,yes,other,1,23,,
0x01184,common,0x1184,acall,0x1000,0x01000,yes,other,2,22,,
0x0118A,common,0x118A,acall,0x1000,0x01000,yes,other,2,22,,
0x01190,common,0x1190,acall,0x1000,0x01000,yes,other,1,23,,
0x01196,common,0x1196,acall,0x1000,0x01000,yes,other,1,23,,
0x0119C,common,0x119C,acall,0x1000,0x01000,yes,other,1,23,,
0x011A2,common,0x11A2,acall,0x1000,0x01000,yes,other,1,23,,
0x011A8,common,0x11A8,acall,0x1000,0x01000,yes,other,1,23,,
0x011AE,common,0x11AE,acall,0x1000,0x01000,yes,other,1,23,,
0x011B4,common,0x11B4,acall,0x1000,0x01000,yes,other,1,23,,
0x011BA,common,0x11BA,acall,0x1000,0x01000,yes,other,2,22,,
0x011C0,common,0x11C0,acall,0x1000,0x01000,yes,other,1,23,,
0x011C6,common,0x11C6,acall,0x1000,0x01000,yes,other,1,23,,
0x011CC,common,0x11CC,acall,0x1000,0x01000,yes,other,1,23,,
0x011D2,common,0x11D2,acall,0x1000,0x01000,yes,other,1,23,,
0x011D8,common,0x11D8,acall,0x1000,0x01000,yes,other,1,23,,
0x011DE,common,0x11DE,acall,0x1000,0x01000,yes,other,1,23,,
0x011E4,common,0x11E4,acall,0x1000,0x01000,yes,other,1,23,,
0x011EA,common,0x11EA,acall,0x1000,0x01000,yes,other,1,23,,
0x011F0,common,0x11F0,acall,0x1000,0x01000,yes,other,1,23,,
0x011F6,common,0x11F6,acall,0x1000,0x01000,yes,other,1,23,,
0x011FC,common,0x11FC,acall,0x1000,0x01000,yes,other,2,22,,
0x01200,common,0x1200,ajmp,0x1302,0x01302,yes,other,0,24,,
0x01202,common,0x1202,acall,0x1000,0x01000,yes,other,2,22,,
0x01208,common,0x1208,acall,0x1000,0x01000,yes,other,2,22,,
0x0120E,common,0x120E,acall,0x1000,0x01000,yes,other,1,23,,
0x01214,common,0x1214,acall,0x1000,0x01000,yes,other,2,22,,
0x0121A,common,0x121A,acall,0x1000,0x01000,yes,other,2,22,,
0x01220,common,0x1220,acall,0x1000,0x01000,yes,other,1,23,,
0x01226,common,0x1226,acall,0x1000,0x01000,yes,other,1,23,,
0x0122C,common,0x122C,acall,0x1000,0x01000,yes,other,1,23,,
0x01232,common,0x1232,acall,0x1000,0x01000,yes,other,1,23,,
0x01238,common,0x1238,acall,0x1000,0x01000,yes,other,1,23,,
0x0123E,common,0x123E,acall,0x1000,0x01000,yes,other,1,23,,
0x01244,common,0x1244,acall,0x1000,0x01000,yes,other,1,23,,
0x0124A,common,0x124A,acall,0x1000,0x01000,yes,other,1,23,,
0x01250,common,0x1250,acall,0x1000,0x01000,yes,other,1,23,,
0x01256,common,0x1256,acall,0x1000,0x01000,yes,other,1,23,,
0x0125C,common,0x125C,acall,0x1000,0x01000,yes,other,2,22,,
0x01260,common,0x1260,acall,0x1302,0x01302,yes,other,0,24,,
0x01262,common,0x1262,acall,0x1000,0x01000,yes,other,2,22,,
0x01268,common,0x1268,acall,0x1000,0x01000,yes,other,2,22,,
0x0126E,common,0x126E,acall,0x1000,0x01000,yes,other,1,23,,
0x01274,common,0x1274,acall,0x1000,0x01000,yes,other,2,22,,
0x0127A,common,0x127A,acall,0x1000,0x01000,yes,other,1,23,,
0x01280,common,0x1280,acall,0x1000,0x01000,yes,other,2,22,,
0x01286,common,0x1286,acall,0x1000,0x01000,yes,other,2,22,,
0x0128C,common,0x128C,acall,0x1000,0x01000,yes,other,2,22,,
0x01292,common,0x1292,acall,0x1000,0x01000,yes,other,2,22,,
0x01298,common,0x1298,acall,0x1000,0x01000,yes,other,2,22,,
0x0129E,common,0x129E,acall,0x1000,0x01000,yes,other,2,22,,
0x012A4,common,0x12A4,acall,0x1000,0x01000,yes,other,2,22,,
0x012AA,common,0x12AA,acall,0x1000,0x01000,yes,other,2,22,,
0x012B0,common,0x12B0,acall,0x1000,0x01000,yes,other,2,22,,
0x012B6,common,0x12B6,acall,0x1000,0x01000,yes,other,2,22,,
0x012BC,common,0x12BC,acall,0x1000,0x01000,yes,other,2,22,,
0x012C0,common,0x12C0,ajmp,0x1402,0x01402,yes,entry,0,24,,0
0x012C2,common,0x12C2,acall,0x1000,0x01000,yes,other,2,22,,
0x012C8,common,0x12C8,acall,0x1000,0x01000,yes,other,2,22,,
0x012CE,common,0x12CE,acall,0x1000,0x01000,yes,other,1,23,,
0x012D4,common,0x12D4,acall,0x1000,0x01000,yes,other,1,23,,
0x012DA,common,0x12DA,acall,0x1000,0x01000,yes,other,1,23,,
0x012E0,common,0x12E0,acall,0x1000,0x01000,yes,other,2,22,,
0x012E6,common,0x12E6,acall,0x1000,0x01000,yes,other,2,22,,
0x012EC,common,0x12EC,acall,0x1000,0x01000,yes,other,2,22,,
0x012F2,common,0x12F2,acall,0x1000,0x01000,yes,other,2,22,,
0x012F8,common,0x12F8,acall,0x1000,0x01000,yes,other,2,22,,
0x012FE,common,0x12FE,acall,0x1000,0x01000,yes,other,2,22,,
0x01304,common,0x1304,acall,0x1000,0x01000,yes,other,2,22,,
0x0130A,common,0x130A,acall,0x1000,0x01000,yes,other,2,22,,
0x01310,common,0x1310,acall,0x1000,0x01000,yes,other,2,22,,
0x01316,common,0x1316,acall,0x1000,0x01000,yes,other,2,22,,
0x0131C,common,0x131C,acall,0x1000,0x01000,yes,other,1,23,,
0x01320,common,0x1320,acall,0x1402,0x01402,yes,entry,0,24,,0
0x01322,common,0x1322,acall,0x1000,0x01000,yes,other,2,22,,
0x01328,common,0x1328,acall,0x1000,0x01000,yes,other,2,22,,
0x0132E,common,0x132E,acall,0x1000,0x01000,yes,other,2,22,,
0x01334,common,0x1334,acall,0x1000,0x01000,yes,other,1,23,,
0x0133A,common,0x133A,acall,0x1000,0x01000,yes,other,1,23,,
0x01340,common,0x1340,acall,0x1000,0x01000,yes,other,1,23,,
0x01346,common,0x1346,acall,0x1000,0x01000,yes,other,1,23,,
0x0134C,common,0x134C,acall,0x1000,0x01000,yes,other,1,23,,
0x01352,common,0x1352,acall,0x1000,0x01000,yes,other,1,23,,
0x01358,common,0x1358,acall,0x1000,0x01000,yes,other,1,23,,
0x0135E,common,0x135E,acall,0x1000,0x01000,yes,other,1,23,,
0x01364,common,0x1364,acall,0x1000,0x01000,yes,other,1,23,,
0x0136A,common,0x136A,acall,0x1000,0x01000,yes,other,2,22,,
0x0136E,common,0x136E,ajmp,0x1502,0x01502,yes,other,0,24,,
0x01370,common,0x1370,acall,0x1000,0x01000,yes,other,2,22,,
0x01376,common,0x1376,acall,0x1000,0x01000,yes,other,2,22,,
0x0137C,common,0x137C,acall,0x1000,0x01000,yes,other,1,23,,
0x01382,common,0x1382,acall,0x1000,0x01000,yes,other,1,23,,
0x01388,common,0x1388,acall,0x1000,0x01000,yes,other,1,23,,
0x0138E,common,0x138E,acall,0x1000,0x01000,yes,other,2,22,,
0x01394,common,0x1394,acall,0x1000,0x01000,yes,other,2,22,,
0x0139A,common,0x139A,acall,0x1000,0x01000,yes,other,2,22,,
0x013A0,common,0x13A0,acall,0x1000,0x01000,yes,other,2,22,,
0x013A6,common,0x13A6,acall,0x1000,0x01000,yes,other,2,22,,
0x013AC,common,0x13AC,acall,0x1000,0x01000,yes,other,2,22,,
0x013B2,common,0x13B2,acall,0x1000,0x01000,yes,other,2,22,,
0x013B8,common,0x13B8,acall,0x1000,0x01000,yes,other,2,22,,
0x013BE,common,0x13BE,acall,0x1000,0x01000,yes,other,2,22,,
0x013C4,common,0x13C4,acall,0x1000,0x01000,yes,other,2,22,,
0x013CA,common,0x13CA,acall,0x1000,0x01000,yes,other,2,22,,
0x013CE,common,0x13CE,acall,0x1502,0x01502,yes,other,0,24,,
0x013D0,common,0x13D0,acall,0x1000,0x01000,yes,other,2,22,,
0x013D6,common,0x13D6,acall,0x1000,0x01000,yes,other,2,22,,
0x013DC,common,0x13DC,acall,0x1000,0x01000,yes,other,1,23,,
0x013E2,common,0x13E2,acall,0x1000,0x01000,yes,other,1,23,,
0x013E8,common,0x13E8,acall,0x1000,0x01000,yes,other,1,23,,
0x013EE,common,0x13EE,acall,0x1000,0x01000,yes,other,1,23,,
0x013F4,common,0x13F4,acall,0x1000,0x01000,yes,other,1,23,,
0x013FA,common,0x13FA,acall,0x1000,0x01000,yes,other,1,23,,
0x01400,common,0x1400,acall,0x1000,0x01000,yes,other,1,23,,
0x01406,common,0x1406,acall,0x1000,0x01000,yes,other,1,23,,
0x0140C,common,0x140C,acall,0x1000,0x01000,yes,other,1,23,,
0x01412,common,0x1412,acall,0x1000,0x01000,yes,other,1,23,,
0x01418,common,0x1418,acall,0x1000,0x01000,yes,other,1,23,,
