addr,kind,site_runtime,branch,test,arm,arm_start,callee,region,insns,xdata,code_pointers,code_immediates,callees,unattributed,ends,status,window
0x0751,arm,0x8942,0x8946,"jnb  acc.6,0x8998 -- FAN BOOST (bit 6)",taken,0x8998,,bank0,211,0x043E read ; 0x0460 r+w ; 0x0461 write ; 0x0468 r+w ; 0x0469 read ; 0x049F read ; 0x0741 read ; 0x0751 read ; 0x075B write ; 0x0768 r+w ; 0x0782 read ; 0x07C6 read ; 0x0824 r+w ; 0x085F write ; 0x08E7 read ; 0x09E4 r+w ; 0x1804 r+w,,,0x8F0E ; 0xBBE6 ; 0xBB22 ; 0x8F0F ; 0x8F0F ; 0xBB40 ; 0xBCCB ; 0xBC4F ; 0x8B14 ; 0x8B14 ; 0xBDE6 ; 0xBAD4 ; 0xBC5F ; 0xBDE6 ; 0xBCDA ; 0xBAD3 ; 0xBC5F ; 0xBEAA ; 0xBCDA ; 0xBAD3 ; 0xBDF2 ; 0xBEAA ; 0xBDF2 ; 0x8C46,2,tail jump to a callee; ret; loop back to 0x89D7; loop back to 0x8A1D; loop back to 0x8A09; loop back to 0x8A04; loop back to 0x8A22; loop back to 0x8A25; loop back to 0x8A54; loop back to 0x8A7D; DPTR built at run time (a store to DPL/DPH); loop back to 0x8ABD; loop back to 0x8A91; loop back to 0x8B03; loop back to 0x8A8E,complete,"0x8998 clr a ; 0x8999 mov dptr,#0x085f ; 0x899C movx @dptr,a ; 0x899D mov dptr,#0x0751 ; 0x89A0 movx a,@dptr ; 0x89A1 jnb acc.6,0x89c2 ; 0x89A4 mov dptr,#0x0768 ; 0x89A7 movx a,@dptr ; 0x89A8 jnb acc.2,0x89ae ; 0x89AB ljmp 0x8f0e | 0x89C2 mov dptr,#0x0768 ; 0x89C5 movx a,@dptr ; 0x89C6 jnb acc.2,0x89ee ; 0x89C9 movx a,@dptr ; 0x89CA anl a,#0xfb ; 0x89CC movx @dptr,a ; 0x89CD lcall 0xbbe6 ; 0x89D0 jc 0x89d4 ; 0x89D2 sjmp 0x89d7 | 0x89AE movx a,@dptr ; 0x89AF orl a,#0x04 ; 0x89B1 movx @dptr,a ; 0x89B2 lcall 0xbb22 ; 0x89B5 mov a,#0xc8 ; 0x89B7 lcall 0x8f0f ; 0x89BA mov dptr,#0x0824 ; 0x89BD movx a,@dptr ; 0x89BE anl a,#0x7f ; 0x89C0 movx @dptr,a ; 0x89C1 ret | 0x89EE mov dptr,#0x0751 ; 0x89F1 movx a,@dptr ; 0x89F2 jnb acc.7,0x8a09 ; 0x89F5 mov dptr,#0x0782 ; 0x89F8 movx a,@dptr ; 0x89F9 mov dptr,#0x08e7 ; 0x89FC jb acc.2,0x8a04 ; 0x89FF movx a,@dptr ; 0x8A00 add a,#0x04 ; 0x8A02 sjmp 0x8a1d | 0x89D4 mov dptr,#0x0469 ; 0x89D7 movx a,@dptr ; 0x89D8 mov dptr,#0x1804 ; 0x89DB movx @dptr,a ; 0x89DC mov dptr,#0x1804 ; 0x89DF movx a,@dptr ; 0x89E0 mov dptr,#0x075b ; 0x89E3 movx @dptr,a ; 0x89E4 mov dptr,#0x1804 ; 0x89E7 movx a,@dptr ; 0x89E8 mov dptr,#0x1809 ; 0x89EB lcall 0x8f0f ; 0x89EE mov dptr,#0x0751 ; 0x89F1 movx a,@dptr ; 0x89F2 jnb acc.7,0x8a09 ; 0x89F5 mov dptr,#0x0782 ; 0x89F8 movx a,@dptr ; 0x89F9 mov dptr,#0x08e7 ; 0x89FC jb acc.2,0x8a04 ; 0x89FF movx a,@dptr ; 0x8A00 add a,#0x04 ; 0x8A02 sjmp 0x8a1d | 0x8A09 mov dptr,#0x049f ; 0x8A0C movx a,@dptr ; 0x8A0D jnb acc.1,0x8a22 ; 0x8A10 lcall 0xbb40 ; 0x8A13 mov r7,a ; 0x8A14 cjne r7,#0x10,0x8a22 ; 0x8A17 mov dptr,#0x08e7 ; 0x8A1A movx a,@dptr ; 0x8A1B add a,#0x0c ; 0x8A1D lcall 0xbccb ; 0x8A20 sjmp 0x8a25 | 0x8A04 movx a,@dptr ; 0x8A05 add a,#0x08 ; 0x8A07 sjmp 0x8a1d | 0x8A22 lcall 0xbc4f ; 0x8A25 mov dptr,#0x0741 ; 0x8A28 movx a,@dptr ; 0x8A29 jb acc.0,0x8a2f ; 0x8A2C ljmp 0x8b14 | 0x8A2F mov dptr,#0x07c6 ; 0x8A32 movx a,@dptr ; 0x8A33 jb acc.2,0x8a39 ; 0x8A36 ljmp 0x8b14 | 0x8A39 mov dptr,#0x0460 ; 0x8A3C movx a,@dptr ; 0x8A3D setb c ; 0x8A3E subb a,#0x03 ; 0x8A40 jnc 0x8a98 ; 0x8A42 lcall 0xbde6 ; 0x8A45 setb c ; 0x8A46 lcall 0xbad4 ; 0x8A49 jc 0x8a64 ; 0x8A4B lcall 0xbc5f ; 0x8A4E jb acc.7,0x8a54 ; 0x8A51 mov a,#0x80 ; 0x8A53 movx @dptr,a ; 0x8A54 mov dptr,#0x0460 ; 0x8A57 movx a,@dptr ; 0x8A58 xrl a,#0x03 ; 0x8A5A jnz 0x8a7d ; 0x8A5C mov dptr,#0x09e4 ; 0x8A5F mov a,#0xff ; 0x8A61 movx @dptr,a ; 0x8A62 sjmp 0x8a7d | 0x8A98 mov dptr,#0x0460 ; 0x8A9B lcall 0xbde6 ; 0x8A9E mov r7,a ; 0x8A9F mov dptr,#0x043e ; 0x8AA2 movx a,@dptr ; 0x8AA3 setb c ; 0x8AA4 subb a,r7 ; 0x8AA5 jc 0x8aaf ; 0x8AA7 mov dptr,#0x0460 ; 0x8AAA movx a,@dptr ; 0x8AAB inc a ; 0x8AAC movx @dptr,a ; 0x8AAD sjmp 0x8abd | 0x8A64 lcall 0xbcda ; 0x8A67 lcall 0xbad3 ; 0x8A6A jnc 0x8a76 ; 0x8A6C lcall 0xbc5f ; 0x8A6F jnb acc.7,0x8a7d ; 0x8A72 clr a ; 0x8A73 movx @dptr,a ; 0x8A74 sjmp 0x8a7d | 0x8A7D lcall 0xbeaa ; 0x8A80 jc 0x8abd ; 0x8A82 movx a,@dptr ; 0x8A83 mov dptr,#0x0460 ; 0x8A86 jnb acc.7,0x8a8e ; 0x8A89 movx a,@dptr ; 0x8A8A inc a ; 0x8A8B movx @dptr,a ; 0x8A8C sjmp 0x8a91 | 0x8AAF lcall 0xbcda ; 0x8AB2 lcall 0xbad3 ; 0x8AB5 jnc 0x8abd ; 0x8AB7 mov dptr,#0x0460 ; 0x8ABA movx a,@dptr ; 0x8ABB dec a ; 0x8ABC movx @dptr,a ; 0x8ABD mov dptr,#0x0460 ; 0x8AC0 movx a,@dptr ; 0x8AC1 add a,#0x20 ; 0x8AC3 mov 0x82,a ; 0x8AC5 clr a ; 0x8AC6 addc a,#0x0f ; 0x8AC8 mov 0x83,a ; 0x8ACA movx a,@dptr ; 0x8ACB mov dptr,#0x0461 ; 0x8ACE movx @dptr,a ; 0x8ACF mov dptr,#0x0468 ; 0x8AD2 movx a,@dptr ; 0x8AD3 add a,#0x30 ; 0x8AD5 mov 0x82,a ; 0x8AD7 clr a ; 0x8AD8 addc a,#0x0f ; 0x8ADA mov 0x83,a ; 0x8ADC setb c ; 0x8ADD lcall 0xbdf2 ; 0x8AE0 jc 0x8aea ; 0x8AE2 mov dptr,#0x0468 ; 0x8AE5 movx a,@dptr ; 0x8AE6 inc a ; 0x8AE7 movx @dptr,a ; 0x8AE8 sjmp 0x8b03 | 0x8A76 mov dptr,#0x09e4 ; 0x8A79 movx a,@dptr ; 0x8A7A anl a,#0x80 ; 0x8A7C movx @dptr,a ; 0x8A7D lcall 0xbeaa ; 0x8A80 jc 0x8abd ; 0x8A82 movx a,@dptr ; 0x8A83 mov dptr,#0x0460 ; 0x8A86 jnb acc.7,0x8a8e ; 0x8A89 movx a,@dptr ; 0x8A8A inc a ; 0x8A8B movx @dptr,a ; 0x8A8C sjmp 0x8a91 | 0x8A8E movx a,@dptr ; 0x8A8F dec a ; 0x8A90 movx @dptr,a ; 0x8A91 clr a ; 0x8A92 mov dptr,#0x09e4 ; 0x8A95 movx @dptr,a ; 0x8A96 sjmp 0x8abd | 0x8AEA mov dptr,#0x0468 ; 0x8AED movx a,@dptr ; 0x8AEE add a,#0x40 ; 0x8AF0 mov 0x82,a ; 0x8AF2 clr a ; 0x8AF3 addc a,#0x0f ; 0x8AF5 mov 0x83,a ; 0x8AF7 clr c ; 0x8AF8 lcall 0xbdf2 ; 0x8AFB jnc 0x8b03 ; 0x8AFD mov dptr,#0x0468 ; 0x8B00 movx a,@dptr ; 0x8B01 dec a ; 0x8B02 movx @dptr,a ; 0x8B03 mov dptr,#0x0468 ; 0x8B06 movx a,@dptr ; 0x8B07 add a,#0x50 ; 0x8B09 mov 0x82,a ; 0x8B0B clr a ; 0x8B0C addc a,#0x0f ; 0x8B0E mov 0x83,a ; 0x8B10 movx a,@dptr ; 0x8B11 ljmp 0x8c46"
0x0751,arm,0x8942,0x8946,"jnb  acc.6,0x8998 -- FAN BOOST (bit 6)",fall-through,0x8949,,bank0,249,0x043E read ; 0x044F read ; 0x0460 r+w ; 0x0461 write ; 0x0468 r+w ; 0x0469 read ; 0x0490 read ; 0x049F read ; 0x0741 read ; 0x0751 r+w ; 0x075B write ; 0x0768 r+w ; 0x0782 read ; 0x07C6 read ; 0x0824 r+w ; 0x085F r+w ; 0x086C r+w ; 0x08E7 read ; 0x09E4 r+w ; 0x1804 r+w,,,0xE389 ; 0xBEA3 ; 0x8F0E ; 0xE389 ; 0xA73F ; 0xBBE6 ; 0xBB22 ; 0x8F0F ; 0x8F0F ; 0xBB40 ; 0xBCCB ; 0xBC4F ; 0x8B14 ; 0x8B14 ; 0xBDE6 ; 0xBAD4 ; 0xBC5F ; 0xBDE6 ; 0xBCDA ; 0xBAD3 ; 0xBC5F ; 0xBEAA ; 0xBCDA ; 0xBAD3 ; 0xBDF2 ; 0xBEAA ; 0xBDF2 ; 0x8C46,2,tail jump to a callee; loop back to 0x896F; ret; loop back to 0x899D; loop back to 0x89D7; loop back to 0x8A1D; loop back to 0x8A09; loop back to 0x8A04; loop back to 0x8A22; loop back to 0x8A25; loop back to 0x8A54; loop back to 0x8A7D; DPTR built at run time (a store to DPL/DPH); loop back to 0x8ABD; loop back to 0x8A91; loop back to 0x8B03; loop back to 0x8A8E,complete,"0x8949 mov dptr,#0x085f ; 0x894C movx a,@dptr ; 0x894D clr c ; 0x894E subb a,#0x3c ; 0x8950 jc 0x899d ; 0x8952 clr a ; 0x8953 movx @dptr,a ; 0x8954 mov dptr,#0x0490 ; 0x8957 movx a,@dptr ; 0x8958 jnb acc.0,0x8967 ; 0x895B lcall 0xe389 ; 0x895E lcall 0xbea3 ; 0x8961 mov dptr,#0x086c ; 0x8964 movx @dptr,a ; 0x8965 sjmp 0x896f | 0x899D mov dptr,#0x0751 ; 0x89A0 movx a,@dptr ; 0x89A1 jnb acc.6,0x89c2 ; 0x89A4 mov dptr,#0x0768 ; 0x89A7 movx a,@dptr ; 0x89A8 jnb acc.2,0x89ae ; 0x89AB ljmp 0x8f0e | 0x8967 lcall 0xe389 ; 0x896A mov dptr,#0x086c ; 0x896D mov a,r7 ; 0x896E movx @dptr,a ; 0x896F mov dptr,#0x086c ; 0x8972 movx a,@dptr ; 0x8973 clr c ; 0x8974 subb a,#0x50 ; 0x8976 jnc 0x899d ; 0x8978 mov dptr,#0x043e ; 0x897B movx a,@dptr ; 0x897C clr c ; 0x897D subb a,#0x46 ; 0x897F jnc 0x899d ; 0x8981 mov dptr,#0x044f ; 0x8984 movx a,@dptr ; 0x8985 clr c ; 0x8986 subb a,#0x46 ; 0x8988 jnc 0x899d ; 0x898A mov dptr,#0x0751 ; 0x898D movx a,@dptr ; 0x898E anl a,#0xbf ; 0x8990 movx @dptr,a ; 0x8991 mov r7,#0xac ; 0x8993 lcall 0xa73f ; 0x8996 sjmp 0x899d | 0x89C2 mov dptr,#0x0768 ; 0x89C5 movx a,@dptr ; 0x89C6 jnb acc.2,0x89ee ; 0x89C9 movx a,@dptr ; 0x89CA anl a,#0xfb ; 0x89CC movx @dptr,a ; 0x89CD lcall 0xbbe6 ; 0x89D0 jc 0x89d4 ; 0x89D2 sjmp 0x89d7 | 0x89AE movx a,@dptr ; 0x89AF orl a,#0x04 ; 0x89B1 movx @dptr,a ; 0x89B2 lcall 0xbb22 ; 0x89B5 mov a,#0xc8 ; 0x89B7 lcall 0x8f0f ; 0x89BA mov dptr,#0x0824 ; 0x89BD movx a,@dptr ; 0x89BE anl a,#0x7f ; 0x89C0 movx @dptr,a ; 0x89C1 ret | 0x89EE mov dptr,#0x0751 ; 0x89F1 movx a,@dptr ; 0x89F2 jnb acc.7,0x8a09 ; 0x89F5 mov dptr,#0x0782 ; 0x89F8 movx a,@dptr ; 0x89F9 mov dptr,#0x08e7 ; 0x89FC jb acc.2,0x8a04 ; 0x89FF movx a,@dptr ; 0x8A00 add a,#0x04 ; 0x8A02 sjmp 0x8a1d | 0x89D4 mov dptr,#0x0469 ; 0x89D7 movx a,@dptr ; 0x89D8 mov dptr,#0x1804 ; 0x89DB movx @dptr,a ; 0x89DC mov dptr,#0x1804 ; 0x89DF movx a,@dptr ; 0x89E0 mov dptr,#0x075b ; 0x89E3 movx @dptr,a ; 0x89E4 mov dptr,#0x1804 ; 0x89E7 movx a,@dptr ; 0x89E8 mov dptr,#0x1809 ; 0x89EB lcall 0x8f0f ; 0x89EE mov dptr,#0x0751 ; 0x89F1 movx a,@dptr ; 0x89F2 jnb acc.7,0x8a09 ; 0x89F5 mov dptr,#0x0782 ; 0x89F8 movx a,@dptr ; 0x89F9 mov dptr,#0x08e7 ; 0x89FC jb acc.2,0x8a04 ; 0x89FF movx a,@dptr ; 0x8A00 add a,#0x04 ; 0x8A02 sjmp 0x8a1d | 0x8A09 mov dptr,#0x049f ; 0x8A0C movx a,@dptr ; 0x8A0D jnb acc.1,0x8a22 ; 0x8A10 lcall 0xbb40 ; 0x8A13 mov r7,a ; 0x8A14 cjne r7,#0x10,0x8a22 ; 0x8A17 mov dptr,#0x08e7 ; 0x8A1A movx a,@dptr ; 0x8A1B add a,#0x0c ; 0x8A1D lcall 0xbccb ; 0x8A20 sjmp 0x8a25 | 0x8A04 movx a,@dptr ; 0x8A05 add a,#0x08 ; 0x8A07 sjmp 0x8a1d | 0x8A22 lcall 0xbc4f ; 0x8A25 mov dptr,#0x0741 ; 0x8A28 movx a,@dptr ; 0x8A29 jb acc.0,0x8a2f ; 0x8A2C ljmp 0x8b14 | 0x8A2F mov dptr,#0x07c6 ; 0x8A32 movx a,@dptr ; 0x8A33 jb acc.2,0x8a39 ; 0x8A36 ljmp 0x8b14 | 0x8A39 mov dptr,#0x0460 ; 0x8A3C movx a,@dptr ; 0x8A3D setb c ; 0x8A3E subb a,#0x03 ; 0x8A40 jnc 0x8a98 ; 0x8A42 lcall 0xbde6 ; 0x8A45 setb c ; 0x8A46 lcall 0xbad4 ; 0x8A49 jc 0x8a64 ; 0x8A4B lcall 0xbc5f ; 0x8A4E jb acc.7,0x8a54 ; 0x8A51 mov a,#0x80 ; 0x8A53 movx @dptr,a ; 0x8A54 mov dptr,#0x0460 ; 0x8A57 movx a,@dptr ; 0x8A58 xrl a,#0x03 ; 0x8A5A jnz 0x8a7d ; 0x8A5C mov dptr,#0x09e4 ; 0x8A5F mov a,#0xff ; 0x8A61 movx @dptr,a ; 0x8A62 sjmp 0x8a7d | 0x8A98 mov dptr,#0x0460 ; 0x8A9B lcall 0xbde6 ; 0x8A9E mov r7,a ; 0x8A9F mov dptr,#0x043e ; 0x8AA2 movx a,@dptr ; 0x8AA3 setb c ; 0x8AA4 subb a,r7 ; 0x8AA5 jc 0x8aaf ; 0x8AA7 mov dptr,#0x0460 ; 0x8AAA movx a,@dptr ; 0x8AAB inc a ; 0x8AAC movx @dptr,a ; 0x8AAD sjmp 0x8abd | 0x8A64 lcall 0xbcda ; 0x8A67 lcall 0xbad3 ; 0x8A6A jnc 0x8a76 ; 0x8A6C lcall 0xbc5f ; 0x8A6F jnb acc.7,0x8a7d ; 0x8A72 clr a ; 0x8A73 movx @dptr,a ; 0x8A74 sjmp 0x8a7d | 0x8A7D lcall 0xbeaa ; 0x8A80 jc 0x8abd ; 0x8A82 movx a,@dptr ; 0x8A83 mov dptr,#0x0460 ; 0x8A86 jnb acc.7,0x8a8e ; 0x8A89 movx a,@dptr ; 0x8A8A inc a ; 0x8A8B movx @dptr,a ; 0x8A8C sjmp 0x8a91 | 0x8AAF lcall 0xbcda ; 0x8AB2 lcall 0xbad3 ; 0x8AB5 jnc 0x8abd ; 0x8AB7 mov dptr,#0x0460 ; 0x8ABA movx a,@dptr ; 0x8ABB dec a ; 0x8ABC movx @dptr,a ; 0x8ABD mov dptr,#0x0460 ; 0x8AC0 movx a,@dptr ; 0x8AC1 add a,#0x20 ; 0x8AC3 mov 0x82,a ; 0x8AC5 clr a ; 0x8AC6 addc a,#0x0f ; 0x8AC8 mov 0x83,a ; 0x8ACA movx a,@dptr ; 0x8ACB mov dptr,#0x0461 ; 0x8ACE movx @dptr,a ; 0x8ACF mov dptr,#0x0468 ; 0x8AD2 movx a,@dptr ; 0x8AD3 add a,#0x30 ; 0x8AD5 mov 0x82,a ; 0x8AD7 clr a ; 0x8AD8 addc a,#0x0f ; 0x8ADA mov 0x83,a ; 0x8ADC setb c ; 0x8ADD lcall 0xbdf2 ; 0x8AE0 jc 0x8aea ; 0x8AE2 mov dptr,#0x0468 ; 0x8AE5 movx a,@dptr ; 0x8AE6 inc a ; 0x8AE7 movx @dptr,a ; 0x8AE8 sjmp 0x8b03 | 0x8A76 mov dptr,#0x09e4 ; 0x8A79 movx a,@dptr ; 0x8A7A anl a,#0x80 ; 0x8A7C movx @dptr,a ; 0x8A7D lcall 0xbeaa ; 0x8A80 jc 0x8abd ; 0x8A82 movx a,@dptr ; 0x8A83 mov dptr,#0x0460 ; 0x8A86 jnb acc.7,0x8a8e ; 0x8A89 movx a,@dptr ; 0x8A8A inc a ; 0x8A8B movx @dptr,a ; 0x8A8C sjmp 0x8a91 | 0x8A8E movx a,@dptr ; 0x8A8F dec a ; 0x8A90 movx @dptr,a ; 0x8A91 clr a ; 0x8A92 mov dptr,#0x09e4 ; 0x8A95 movx @dptr,a ; 0x8A96 sjmp 0x8abd | 0x8AEA mov dptr,#0x0468 ; 0x8AED movx a,@dptr ; 0x8AEE add a,#0x40 ; 0x8AF0 mov 0x82,a ; 0x8AF2 clr a ; 0x8AF3 addc a,#0x0f ; 0x8AF5 mov 0x83,a ; 0x8AF7 clr c ; 0x8AF8 lcall 0xbdf2 ; 0x8AFB jnc 0x8b03 ; 0x8AFD mov dptr,#0x0468 ; 0x8B00 movx a,@dptr ; 0x8B01 dec a ; 0x8B02 movx @dptr,a ; 0x8B03 mov dptr,#0x0468 ; 0x8B06 movx a,@dptr ; 0x8B07 add a,#0x50 ; 0x8B09 mov 0x82,a ; 0x8B0B clr a ; 0x8B0C addc a,#0x0f ; 0x8B0E mov 0x83,a ; 0x8B10 movx a,@dptr ; 0x8B11 ljmp 0x8c46"
0x0751,callee,0x8942,,,,,0x8F0E,bank0,1,,,,,0,ret,resolved,0x8F0E ret
0x0751,callee,0x8942,,,,,0xBBE6,bank0,8,0x0461 read ; 0x0469 read,,,,0,ret,resolved,"0xBBE6 mov dptr,#0x0469 ; 0xBBE9 setb c ; 0xBBEA movx a,@dptr ; 0xBBEB mov r7,a ; 0xBBEC mov dptr,#0x0461 ; 0xBBEF movx a,@dptr ; 0xBBF0 subb a,r7 ; 0xBBF1 ret"
0x0751,callee,0x8942,,,,,0xBB22,bank0,8,0x075B write ; 0x1804 r+w,,,,0,ret,resolved,"0xBB22 mov a,#0xc8 ; 0xBB24 mov dptr,#0x1804 ; 0xBB27 movx @dptr,a ; 0xBB28 movx a,@dptr ; 0xBB29 mov dptr,#0x075b ; 0xBB2C movx @dptr,a ; 0xBB2D mov dptr,#0x1809 ; 0xBB30 ret"
0x0751,callee,0x8942,,,,,0x8F0F,bank0,9,0x075C write,,,,2,ret,partial: DPTR built at run time,"0x8F0F movx @dptr,a ; 0x8F10 movx a,@dptr ; 0x8F11 mov dptr,#0x075c ; 0x8F14 movx @dptr,a ; 0x8F15 mov r7,#0xa7 ; 0x8F17 lcall 0xa73f ; 0x8F1A mov r7,#0x43 ; 0x8F1C lcall 0xa73f ; 0x8F1F ret"
0x0751,callee,0x8942,,,,,0xBB40,bank0,4,0x0751 read,,,,0,ret,resolved,"0xBB40 mov dptr,#0x0751 ; 0xBB43 movx a,@dptr ; 0xBB44 anl a,#0x90 ; 0xBB46 ret"
0x0751,callee,0x8942,,,,,0xBCCB,bank0,10,0x08E6 read ; 0x0A47 r+w,,,,1,ret,partial: DPTR built at run time,"0xBCCB mov r6,a ; 0xBCCC mov dptr,#0x08e6 ; 0xBCCF movx a,@dptr ; 0xBCD0 addc a,#0x00 ; 0xBCD2 mov dptr,#0x0a47 ; 0xBCD5 movx @dptr,a ; 0xBCD6 inc dptr ; 0xBCD7 xch a,r6 ; 0xBCD8 movx @dptr,a ; 0xBCD9 ret"
0x0751,callee,0x8942,,,,,0xBC4F,bank0,12,0x08E6 read ; 0x0A47 r+w,,,,2,ret,partial: DPTR built at run time,"0xBC4F mov dptr,#0x08e6 ; 0xBC52 movx a,@dptr ; 0xBC53 mov r7,a ; 0xBC54 inc dptr ; 0xBC55 movx a,@dptr ; 0xBC56 mov dptr,#0x0a47 ; 0xBC59 xch a,r7 ; 0xBC5A movx @dptr,a ; 0xBC5B inc dptr ; 0xBC5C mov a,r7 ; 0xBC5D movx @dptr,a ; 0xBC5E ret"
