construction_id,access_id,row_kind,methods,anchors,construction_runtime,construction_file,context,matched_bytes,frame_start,frame_onto,frame_over,effective_base,destination,terms,semantics,consumer_runtime,consumer_file,direction,status,stop_reason,stop_runtime,stop_file
anchor:0x1921@body,anchor:0x1921@body/0x34D9@0x1924>0x34D9,anchor-access,direct-handoff,0x21921 0x21924,0x1921,0x21921,,900803,0x21921,24,0,0x0803,DPTR,DPTR ← 0x0803,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34D9,0x234D9,read,decoded-candidate,unmodelled-handoff,0x34E7,0x234E7
anchor:0x22BE@body,anchor:0x22BE@body/0x22C1@body,anchor-access,direct-handoff,0x222BE 0x222C1 0x222C2,0x22BE,0x222BE,,900803,0x222BE,24,0,0x0803,DPTR,DPTR ← 0x0803,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x22C1,0x222C1,read,decoded-candidate,unsupported-instruction,0x22C6,0x222C6
anchor:0x2432@body,anchor:0x2432@body/0x34D9@0x2435>0x34D9,anchor-access,direct-handoff,0x22431 0x22432 0x22435,0x2432,0x22432,,900803,0x22431,24,0,0x0803,DPTR,DPTR ← 0x0803,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34D9,0x234D9,read,decoded-candidate,unmodelled-handoff,0x34E7,0x234E7
anchor:0x244E@body,anchor:0x244E@body/0x2451@body,anchor-access,direct-handoff,0x2244E 0x22451 0x22452,0x244E,0x2244E,,900803,0x2244E,24,0,0x0803,DPTR,DPTR ← 0x0803,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x2451,0x22451,read,decoded-candidate,unsupported-instruction,0x2456,0x22456
anchor:0x264A@body,anchor:0x264A@body/0x34D9@0x264D>0x34D9,anchor-access,direct-handoff,0x2264A 0x2264D,0x264A,0x2264A,,900803,0x2264A,24,0,0x0803,DPTR,DPTR ← 0x0803,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34D9,0x234D9,read,decoded-candidate,unmodelled-handoff,0x34E7,0x234E7
anchor:0x2788@body,anchor:0x2788@body/0x278B@body,anchor-access,template-scan,0x22788 0x2278B 0x2278C 0x2278F 0x22790,0x2788,0x22788,,90080d,0x22788,22,2,0x080D,DPTR,DPTR ← 0x080D,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x278B,0x2278B,read,decoded-candidate,unmodelled-handoff,0x2799,0x22799
anchor:0x29E0@0x2951>0x29E0,anchor:0x29E0@0x2951>0x29E0/0x29E3@0x2951>0x29E0,anchor-access,direct-handoff,0x22951,0x29E0,0x229E0,0x2951>0x29E0,90080d,0x22951,24,0,0x080D,DPTR,DPTR ← 0x080D,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x29E3,0x229E3,read,decoded-candidate,unmodelled-handoff,0x29F0,0x229F0
anchor:0x29E0@body,anchor:0x29E0@body/0x29E3@body,body-evidence,template-scan,0x229E0 0x229E3 0x229E4,0x29E0,0x229E0,,90080d,0x229E0,24,0,0x080D,DPTR,DPTR ← 0x080D,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x29E3,0x229E3,read,decoded-candidate,unmodelled-handoff,0x29F0,0x229F0
anchor:0x2A9B@body,anchor:0x2A9B@body/0x2AA0@body,anchor-access,direct-handoff,0x22A9B 0x22A9E 0x22AA0 0x22AA1 0x22AA4 0x22AA5,0x2A9B,0x22A9B,,9000a1,0x22A9B,23,1,0x00A1,DPTR,DPTR ← 0x00A1,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x2AA0,0x22AA0,write,decoded-candidate,unsupported-instruction,0x2AA8,0x22AA8
anchor:0x2AA1@body,anchor:0x2AA1@body/0x2AA4@body,anchor-access,direct-handoff,0x22A9B 0x22A9E 0x22AA0 0x22AA1 0x22AA4 0x22AA5,0x2AA1,0x22AA1,,90080d,0x22A9B,24,0,0x080D,DPTR,DPTR ← 0x080D,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x2AA4,0x22AA4,read,decoded-candidate,unsupported-instruction,0x2AA8,0x22AA8
anchor:0x2B0E@body,anchor:0x2B0E@body/0x2B11@body,anchor-access,direct-handoff,0x22B0E 0x22B11 0x22B12,0x2B0E,0x22B0E,,90080d,0x22B0E,24,0,0x080D,DPTR,DPTR ← 0x080D,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x2B11,0x22B11,read,decoded-candidate,unsupported-instruction,0x2B16,0x22B16
anchor:0x2B72@body,anchor:0x2B72@body/0x2B77@body,anchor-access,direct-handoff,0x22B6D,0x2B72,0x22B72,,9000a0,0x22B6D,24,0,0x00A0,DPTR,DPTR ← 0x00A0,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x2B77,0x22B77,write,decoded-candidate,unsupported-instruction,0x2B78,0x22B78
anchor:0x3426@body,anchor:0x3426@body/0x3429@body,anchor-access,template-scan,0x23426 0x23429 0x2342A 0x2342D 0x2342E,0x3426,0x23426,,9007d6,0x23426,24,0,0x07D6,DPTR,DPTR ← 0x07D6,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x3429,0x23429,read,decoded-candidate,unmodelled-handoff,0x3437,0x23437
anchor:0x34B2@0x1831>0x34B2,anchor:0x34B2@0x1831>0x34B2/0x34B5@0x1831>0x34B2,anchor-access,direct-handoff,0x21831,0x34B2,0x234B2,0x1831>0x34B2,900803,0x21831,24,0,0x0803,DPTR,DPTR ← 0x0803,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34B5,0x234B5,read,decoded-candidate,unmodelled-handoff,0x34C3,0x234C3
anchor:0x34B2@0x18A6>0x34B2,anchor:0x34B2@0x18A6>0x34B2/0x34B5@0x18A6>0x34B2,anchor-access,direct-handoff,0x218A6,0x34B2,0x234B2,0x18A6>0x34B2,900803,0x218A6,24,0,0x0803,DPTR,DPTR ← 0x0803,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34B5,0x234B5,read,decoded-candidate,unmodelled-handoff,0x34C3,0x234C3
anchor:0x34B2@0x1D89>0x34B2,anchor:0x34B2@0x1D89>0x34B2/0x34B5@0x1D89>0x34B2,anchor-access,direct-handoff,0x21D89,0x34B2,0x234B2,0x1D89>0x34B2,900803,0x21D89,24,0,0x0803,DPTR,DPTR ← 0x0803,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34B5,0x234B5,read,decoded-candidate,unmodelled-handoff,0x34C3,0x234C3
anchor:0x34B2@0x1DBC>0x34B2,anchor:0x34B2@0x1DBC>0x34B2/0x34B5@0x1DBC>0x34B2,anchor-access,direct-handoff,0x21DBC,0x34B2,0x234B2,0x1DBC>0x34B2,900803,0x21DBC,24,0,0x0803,DPTR,DPTR ← 0x0803,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34B5,0x234B5,read,decoded-candidate,unmodelled-handoff,0x34C3,0x234C3
anchor:0x34B2@body,anchor:0x34B2@body/0x34B5@body,body-evidence,template-scan,0x234B2 0x234B5 0x234B6 0x234B9 0x234BA,0x34B2,0x234B2,,900803,0x234B2,24,0,0x0803,DPTR,DPTR ← 0x0803,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34B5,0x234B5,read,decoded-candidate,unmodelled-handoff,0x34C3,0x234C3
anchor:0x34D6@0x30FA>0x34D6,anchor:0x34D6@0x30FA>0x34D6/0x34D9@0x30FA>0x34D6,anchor-access,direct-handoff,0x230FA,0x34D6,0x234D6,0x30FA>0x34D6,9007d6,0x230FA,24,0,0x07D6,DPTR,DPTR ← 0x07D6,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34D9,0x234D9,read,decoded-candidate,unmodelled-handoff,0x34E7,0x234E7
anchor:0x34D6@0x310D>0x34D6,anchor:0x34D6@0x310D>0x34D6/0x34D9@0x310D>0x34D6,anchor-access,direct-handoff,0x2310D,0x34D6,0x234D6,0x310D>0x34D6,9007d6,0x2310D,24,0,0x07D6,DPTR,DPTR ← 0x07D6,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34D9,0x234D9,read,decoded-candidate,unmodelled-handoff,0x34E7,0x234E7
anchor:0x34D6@0x31BE>0x34D6,anchor:0x34D6@0x31BE>0x34D6/0x34D9@0x31BE>0x34D6,anchor-access,direct-handoff,0x231BE,0x34D6,0x234D6,0x31BE>0x34D6,9007d6,0x231BE,24,0,0x07D6,DPTR,DPTR ← 0x07D6,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34D9,0x234D9,read,decoded-candidate,unmodelled-handoff,0x34E7,0x234E7
anchor:0x34D6@0x31D5>0x34D6,anchor:0x34D6@0x31D5>0x34D6/0x34D9@0x31D5>0x34D6,anchor-access,direct-handoff,0x231D5,0x34D6,0x234D6,0x31D5>0x34D6,9007d6,0x231D5,24,0,0x07D6,DPTR,DPTR ← 0x07D6,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34D9,0x234D9,read,decoded-candidate,unmodelled-handoff,0x34E7,0x234E7
anchor:0x34D6@0x32BD>0x34D6,anchor:0x34D6@0x32BD>0x34D6/0x34D9@0x32BD>0x34D6,anchor-access,direct-handoff,0x232BD,0x34D6,0x234D6,0x32BD>0x34D6,9007d6,0x232BD,24,0,0x07D6,DPTR,DPTR ← 0x07D6,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34D9,0x234D9,read,decoded-candidate,unmodelled-handoff,0x34E7,0x234E7
anchor:0x34D6@body,anchor:0x34D6@body/0x34D9@body,body-evidence,template-scan,0x234D6 0x234D9 0x234DA 0x234DD 0x234DE,0x34D6,0x234D6,,9007d6,0x234D6,24,0,0x07D6,DPTR,DPTR ← 0x07D6,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34D9,0x234D9,read,decoded-candidate,unmodelled-handoff,0x34E7,0x234E7
anchor:0x3AD5@body,anchor:0x3AD5@body/0x34D9@0x3AD8>0x34D9,anchor-access,direct-handoff,0x23AD5 0x23AD8,0x3AD5,0x23AD5,,9007d0,0x23AD5,23,1,0x07D0,DPTR,DPTR ← 0x07D0,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34D9,0x234D9,read,decoded-candidate,unmodelled-handoff,0x34E7,0x234E7
anchor:0x3EFE@body,anchor:0x3EFE@body/0x34D9@0x3F01>0x34D9,anchor-access,direct-handoff,0x23EFD 0x23EFE 0x23F01,0x3EFE,0x23EFE,,9007d0,0x23EFD,24,0,0x07D0,DPTR,DPTR ← 0x07D0,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34D9,0x234D9,read,decoded-candidate,unmodelled-handoff,0x34E7,0x234E7
anchor:0x3F17@body,anchor:0x3F17@body/0x3F1A@body,anchor-access,direct-handoff,0x23F17 0x23F1A 0x23F1B,0x3F17,0x23F17,,9007d0,0x23F17,24,0,0x07D0,DPTR,DPTR ← 0x07D0,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x3F1A,0x23F1A,read,decoded-candidate,unsupported-instruction,0x3F1F,0x23F1F
anchor:0x4437@body,anchor:0x4437@body/0x443A@body,anchor-access,direct-handoff,0x24437 0x2443A 0x2443B,0x4437,0x24437,,9007cf,0x24437,24,0,0x07CF,DPTR,DPTR ← 0x07CF,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x443A,0x2443A,read,decoded-candidate,unmodelled-handoff,0x3657,0x23657
anchor:0x45B7@body,anchor:0x45B7@body/0x45BA@body,anchor-access,template-scan,0x245B5 0x245B6 0x245B7 0x245BA 0x245BB 0x245BE 0x245BF,0x45B7,0x245B7,,9007cf,0x245B5,24,0,0x07CF,DPTR,DPTR ← 0x07CF,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x45BA,0x245BA,read,decoded-candidate,unmodelled-handoff,0x45C8,0x245C8
anchor:0x4925@body,anchor:0x4925@body/0x4928@body,anchor-access,direct-handoff,0x24925 0x24928 0x24929,0x4925,0x24925,,9007d0,0x24925,24,0,0x07D0,DPTR,DPTR ← 0x07D0,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x4928,0x24928,read,decoded-candidate,unsupported-instruction,0x492D,0x2492D
anchor:0x4F86@body,anchor:0x4F86@body/0x4F89@body,anchor-access,template-scan,0x24F7A,0x4F86,0x24F86,,90083a,0x24F7A,24,0,0x083A,DPTR,DPTR ← 0x083A,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x4F89,0x24F89,write,decoded-candidate,unsupported-instruction,0x4F8E,0x24F8E
anchor:0x4F8A@body,anchor:0x4F8A@body/0x4F8D@body,anchor-access,template-scan,0x24F7A,0x4F8A,0x24F8A,,90083a,0x24F7A,24,0,0x083A,DPTR,DPTR ← 0x083A,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x4F8D,0x24F8D,read,decoded-candidate,unsupported-instruction,0x4F8E,0x24F8E
anchor:0x5081@body,anchor:0x5081@body/0x34D9@0x5084>0x34D9,anchor-access,direct-handoff,0x25081 0x25084,0x5081,0x25081,,9007d0,0x25081,22,2,0x07D0,DPTR,DPTR ← 0x07D0,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34D9,0x234D9,read,decoded-candidate,unmodelled-handoff,0x34E7,0x234E7
anchor:0x56ED@0xA31D>0x56ED,anchor:0x56ED@0xA31D>0x56ED/0x56F0@0xA31D>0x56ED,anchor-access,direct-handoff,0x2A31D,0x56ED,0x256ED,0xA31D>0x56ED,900852,0x2A31D,23,1,0x0852,DPTR,DPTR ← 0x0852,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x56F0,0x256F0,read,decoded-candidate,unsupported-branch,0xA322,0x2A322
anchor:0x56ED@0xA324>0x56ED,anchor:0x56ED@0xA324>0x56ED/0x56F0@0xA324>0x56ED,anchor-access,direct-handoff,0x2A324,0x56ED,0x256ED,0xA324>0x56ED,900852,0x2A324,23,1,0x0852,DPTR,DPTR ← 0x0852,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x56F0,0x256F0,read,decoded-candidate,unmodelled-handoff,0xA32A,0x2A32A
anchor:0x56ED@body,anchor:0x56ED@body/0x56F0@body,body-evidence,template-scan,0x256ED 0x256F0 0x256F1 0x256F4 0x256F5,0x56ED,0x256ED,,900852,0x256ED,23,1,0x0852,DPTR,DPTR ← 0x0852,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x56F0,0x256F0,read,decoded-candidate,return-consumption-not-established,0x56FE,0x256FE
anchor:0x5A37@body,anchor:0x5A37@body/0x8791@0x5A3A>0x8791,anchor-access,direct-handoff,0x25A37 0x25A3A,0x5A37,0x25A37,,900809,0x25A37,24,0,0x0809,DPTR,DPTR ← 0x0809,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x8791,0x28791,read,decoded-candidate,unmodelled-handoff,0x879F,0x2879F
anchor:0x5A73@body,anchor:0x5A73@body/0x8791@0x5A76>0x8791,anchor-access,direct-handoff,0x25A73 0x25A76,0x5A73,0x25A73,,900809,0x25A73,24,0,0x0809,DPTR,DPTR ← 0x0809,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x8791,0x28791,read,decoded-candidate,unmodelled-handoff,0x879F,0x2879F
anchor:0x5CCD@body,anchor:0x5CCD@body/0x5CD0@body,anchor-access,template-scan,0x25CCD 0x25CD0 0x25CD1 0x25CD4 0x25CD5,0x5CCD,0x25CCD,,90085e,0x25CCD,24,0,0x085E,DPTR,DPTR ← 0x085E,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x5CD0,0x25CD0,read,decoded-candidate,unmodelled-handoff,0x5CDE,0x25CDE
anchor:0x5EE0@0x2F8F>0x5EE0,anchor:0x5EE0@0x2F8F>0x5EE0/0x5EE4@0x2F8F>0x5EE0,anchor-access,direct-handoff,0x22F8F,0x5EE0,0x25EE0,0x2F8F>0x5EE0,9007d7,0x22F8F,24,0,0x07D7,DPTR,DPTR ← 0x07D7,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x5EE4,0x25EE4,write,decoded-candidate,unsupported-branch,0x5EE9,0x25EE9
anchor:0x5EE0@body,anchor:0x5EE0@body/0x5EE4@body,body-evidence,direct-handoff,0x25EE0 0x25EE3 0x25EE4 0x25EE5,0x5EE0,0x25EE0,,9007d7,0x25EE0,24,0,0x07D7,DPTR,DPTR ← 0x07D7,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x5EE4,0x25EE4,write,decoded-candidate,unsupported-branch,0x5EE9,0x25EE9
anchor:0x61D8@body,anchor:0x61D8@body/0x34D9@0x61DB>0x34D9,anchor-access,direct-handoff,0x261D8 0x261DB,0x61D8,0x261D8,,9007d0,0x261D8,24,0,0x07D0,DPTR,DPTR ← 0x07D0,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34D9,0x234D9,read,decoded-candidate,unmodelled-handoff,0x34E7,0x234E7
anchor:0x6455@body,anchor:0x6455@body/0x6458@body,anchor-access,direct-handoff,0x26455 0x26458 0x26459,0x6455,0x26455,,9007d6,0x26455,24,0,0x07D6,DPTR,DPTR ← 0x07D6,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x6458,0x26458,read,decoded-candidate,unsupported-instruction,0x645D,0x2645D
anchor:0x6543@body,anchor:0x6543@body/0x34D9@0x6546>0x34D9,anchor-access,direct-handoff,0x26543 0x26546,0x6543,0x26543,,9007d6,0x26543,24,0,0x07D6,DPTR,DPTR ← 0x07D6,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34D9,0x234D9,read,decoded-candidate,unmodelled-handoff,0x34E7,0x234E7
anchor:0x676B@body,anchor:0x676B@body/0x676E@body,anchor-access,direct-handoff,0x26765,0x676B,0x2676B,,9007f5,0x26765,24,0,0x07F5,DPTR,DPTR ← 0x07F5,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x676E,0x2676E,read,decoded-candidate,unsupported-branch,0x676F,0x2676F
anchor:0x6847@body,anchor:0x6847@body/0x684A@body,anchor-access,direct-handoff,0x26847 0x2684A 0x2684B,0x6847,0x26847,,9007d2,0x26847,24,0,0x07D2,DPTR,DPTR ← 0x07D2,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x684A,0x2684A,read,decoded-candidate,unsupported-instruction,0x684F,0x2684F
anchor:0x7091@0xB9F1>0x7091,anchor:0x7091@0xB9F1>0x7091/0x7094@0xB9F1>0x7091,anchor-access,direct-handoff,0x2B9F1,0x7091,0x27091,0xB9F1>0x7091,9007d4,0x2B9F1,24,0,0x07D4,DPTR,DPTR ← 0x07D4,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x7094,0x27094,read,decoded-candidate,unmodelled-handoff,0xB9FA,0x2B9FA
anchor:0x7091@0xBA15>0x7091,anchor:0x7091@0xBA15>0x7091/0x7094@0xBA15>0x7091,anchor-access,direct-handoff,0x2BA15,0x7091,0x27091,0xBA15>0x7091,9007d4,0x2BA15,24,0,0x07D4,DPTR,DPTR ← 0x07D4,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x7094,0x27094,read,decoded-candidate,unsupported-instruction,0xBA19,0x2BA19
anchor:0x7091@body,anchor:0x7091@body/0x7094@body,body-evidence,template-scan,0x27091 0x27094 0x27095 0x27098 0x27099,0x7091,0x27091,,9007d4,0x27091,24,0,0x07D4,DPTR,DPTR ← 0x07D4,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x7094,0x27094,read,decoded-candidate,return-consumption-not-established,0x70A2,0x270A2
anchor:0x7580@0xC366>0x7580,anchor:0x7580@0xC366>0x7580/0x7584@0xC366>0x7580,anchor-access,direct-handoff,0x2C366,0x7580,0x27580,0xC366>0x7580,9007d2,0x2C366,24,0,0x07D2,DPTR,DPTR ← 0x07D2,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x7584,0x27584,write,decoded-candidate,unmodelled-handoff,0xAD03,0x2AD03
anchor:0x7580@body,anchor:0x7580@body/0x7584@body,body-evidence,direct-handoff,0x27580 0x27583 0x27584 0x27585 0x27588,0x7580,0x27580,,9007d2,0x27580,24,0,0x07D2,DPTR,DPTR ← 0x07D2,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x7584,0x27584,write,decoded-candidate,unmodelled-handoff,0xAD03,0x2AD03
anchor:0x7585@0xC366>0x7580,anchor:0x7585@0xC366>0x7580/0xACF5@0xC366>0x7580;0x7588>0xACF4,anchor-access,direct-handoff,0x2C366,0x7585,0x27585,0xC366>0x7580,9007d1,0x2C366,24,0,0x07D1,DPTR,DPTR ← 0x07D1,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xACF5,0x2ACF5,write,decoded-candidate,unmodelled-handoff,0xAD03,0x2AD03
anchor:0x7585@body,anchor:0x7585@body/0xACF5@0x7588>0xACF4,body-evidence,direct-handoff,0x27580 0x27583 0x27584 0x27585 0x27588,0x7585,0x27585,,9007d1,0x27580,24,0,0x07D1,DPTR,DPTR ← 0x07D1,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xACF5,0x2ACF5,write,decoded-candidate,unmodelled-handoff,0xAD03,0x2AD03
anchor:0x75CD@body,anchor:0x75CD@body/0xACBF@0x75D0>0xACBF,anchor-access,direct-handoff,0x275CD 0x275D0,0x75CD,0x275CD,,9007d1,0x275CD,24,0,0x07D1,DPTR,DPTR ← 0x07D1,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xACBF,0x2ACBF,read,decoded-candidate,unmodelled-handoff,0x75D3,0x275D3
anchor:0x75F3@body,anchor:0x75F3@body/0xAD10@0x75F6>0xAD10,anchor-access,direct-handoff,0x275F3 0x275F6,0x75F3,0x275F3,,9007d1,0x275F3,24,0,0x07D1,DPTR,DPTR ← 0x07D1,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xAD10,0x2AD10,read,decoded-candidate,unmodelled-handoff,0xAD1E,0x2AD1E
anchor:0x768E@body,anchor:0x768E@body/0xACBF@0x7691>0xACBF,anchor-access,direct-handoff,0x2768E 0x27691,0x768E,0x2768E,,9007d1,0x2768E,24,0,0x07D1,DPTR,DPTR ← 0x07D1,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xACBF,0x2ACBF,read,decoded-candidate,unmodelled-handoff,0x7694,0x27694
anchor:0x769E@0x75AF>0x769E,anchor:0x769E@0x75AF>0x769E/0xACBF@0x75AF>0x769E;0x76A1>0xACBF,anchor-access,direct-handoff,0x275AF,0x769E,0x2769E,0x75AF>0x769E,9007d1,0x275AF,24,0,0x07D1,DPTR,DPTR ← 0x07D1,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xACBF,0x2ACBF,read,decoded-candidate,unmodelled-handoff,0x76A4,0x276A4
anchor:0x769E@body,anchor:0x769E@body/0xACBF@0x76A1>0xACBF,body-evidence,direct-handoff,0x2769E 0x276A1,0x769E,0x2769E,,9007d1,0x2769E,24,0,0x07D1,DPTR,DPTR ← 0x07D1,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0xACBF,0x2ACBF,read,decoded-candidate,unmodelled-handoff,0x76A4,0x276A4
anchor:0x77B2@body,anchor:0x77B2@body/0x34D9@0x77B5>0x34D9,anchor-access,direct-handoff,0x277B2 0x277B5,0x77B2,0x277B2,,9007d0,0x277B2,24,0,0x07D0,DPTR,DPTR ← 0x07D0,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34D9,0x234D9,read,decoded-candidate,unmodelled-handoff,0x34E7,0x234E7
anchor:0x79A8@body,anchor:0x79A8@body/0x34D9@0x79AB>0x34D9,anchor-access,direct-handoff,0x279A8 0x279AB,0x79A8,0x279A8,,9007d0,0x279A8,21,3,0x07D0,DPTR,DPTR ← 0x07D0,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34D9,0x234D9,read,decoded-candidate,unmodelled-handoff,0x34E7,0x234E7
anchor:0x7A4F@body,anchor:0x7A4F@body/0x34D9@0x7A52>0x34D9,anchor-access,direct-handoff,0x27A4F 0x27A52,0x7A4F,0x27A4F,,9007d0,0x27A4F,24,0,0x07D0,DPTR,DPTR ← 0x07D0,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34D9,0x234D9,read,decoded-candidate,unmodelled-handoff,0x34E7,0x234E7
anchor:0x7DB0@body,anchor:0x7DB0@body/0x34D9@0x7DB3>0x34D9,anchor-access,direct-handoff,0x27DB0 0x27DB3,0x7DB0,0x27DB0,,900a8b,0x27DB0,23,1,0x0A8B,DPTR,DPTR ← 0x0A8B,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x34D9,0x234D9,read,decoded-candidate,unmodelled-handoff,0x34E7,0x234E7
anchor:0x8068@body,anchor:0x8068@body/0x971B@0x806B>0x971B,anchor-access,direct-handoff,0x28065 0x28068 0x2806B,0x8068,0x28068,,9007d5,0x28065 0x28068,24,0,0x07D5,DPTR,DPTR ← 0x07D5,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x971B,0x2971B,write,decoded-candidate,unsupported-instruction,0x8074,0x28074
anchor:0x806F@body,anchor:0x806F@body/0x8072@body,anchor-access,direct-handoff,0x28065 0x28068 0x2806B,0x806F,0x2806F,,9007d6,0x28065 0x28068,24,0,0x07D6,DPTR,DPTR ← 0x07D6,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x8072,0x28072,write,decoded-candidate,unsupported-instruction,0x8074,0x28074
anchor:0x8077@body,anchor:0x8077@body/0x96FE@0x807A>0x96FE,anchor-access,direct-handoff,0x28076 0x28077 0x2807A,0x8077,0x28077,,9007d4,0x28076,24,0,0x07D4,DPTR,DPTR ← 0x07D4,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x96FE,0x296FE,read,decoded-candidate,unsupported-branch,0x807E,0x2807E
anchor:0x80B9@body,anchor:0x80B9@body/0x96FE@0x80BC>0x96FE,anchor-access,direct-handoff,0x280B9 0x280BC,0x80B9,0x280B9,,9007d4,0x280B9,24,0,0x07D4,DPTR,DPTR ← 0x07D4,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x96FE,0x296FE,read,decoded-candidate,unsupported-instruction,0x80C0,0x280C0
anchor:0x80C8@body,anchor:0x80C8@body/0x80CB@body,anchor-access,direct-handoff,0x280C8 0x280CB 0x280CC,0x80C8,0x280C8,,9007d4,0x280C8,22,2,0x07D4,DPTR,DPTR ← 0x07D4,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x80CB,0x280CB,read,decoded-candidate,unsupported-branch,0x80D0,0x280D0
anchor:0x80FF@body,anchor:0x80FF@body/0x8102@body,anchor-access,direct-handoff,0x280FF 0x28102 0x28103,0x80FF,0x280FF,,9007d4,0x280FF,23,1,0x07D4,DPTR,DPTR ← 0x07D4,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x8102,0x28102,read,decoded-candidate,unmodelled-handoff,0x8106,0x28106
anchor:0x8198@body,anchor:0x8198@body/0x819B@body,anchor-access,template-scan,0x28197 0x28198 0x2819B 0x2819C 0x2819F,0x8198,0x28198,,9007d4,0x28197,23,1,0x07D4,DPTR,DPTR ← 0x07D4,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x819B,0x2819B,read,decoded-candidate,unsupported-instruction,0x81A7,0x281A7
anchor:0x81BA@body,anchor:0x81BA@body/0x81BD@body,anchor-access,direct-handoff,0x281B9 0x281BA 0x281BD 0x281BE,0x81BA,0x281BA,,9007d4,0x281B9,24,0,0x07D4,DPTR,DPTR ← 0x07D4,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x81BD,0x281BD,read,decoded-candidate,unsupported-branch,0x81C2,0x281C2
anchor:0x81F3@body,anchor:0x81F3@body/0x81F6@body,anchor-access,direct-handoff,0x281F3 0x281F6 0x281F7,0x81F3,0x281F3,,9007d4,0x281F3,22,2,0x07D4,DPTR,DPTR ← 0x07D4,low8(x)=x&0xFF; carry retained; address modulo 0x10000,0x81F6,0x281F6,read,decoded-candidate,unsupported-instruction,0x81FB,0x281FB
