ts,ac,status,capacity,charge_now,current_now,voltage_now,profile,ec_hex
2026-09-09T07:40:41+02:00,1,Charging,71,1420000,1428000,16466000,Trickle,00000410d0070000603b7d003e003e0092070000000000000000000000000000000000000000000000000000000000000000020094058c0552400000050033000700080000000000be2100013e000030715502005200cb808001b300000000000000430507fb000000004b4b000000a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0c9405be0195510a4747181b000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T07:41:41+02:00,1,Charging,73,1460000,1394000,16466000,Trickle,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002007205b40552400000050033000700080000000000be19000131000031715502005200cb808001b300000000000000430507fb000000004b4b000000a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0c7205be0195510a4949191c000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T07:42:41+02:00,1,Charging,74,1480000,1360000,16466000,Trickle,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002005005c80552400000050035000700080000000000be1b000135000032715502005200cb808001b30000000000000043050801000000004b4b000000a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0c5005be0195510a4a4a191d000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T07:43:41+02:00,1,Charging,75,1500000,1326000,16466000,Trickle,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002002e05dc0552400000050033000700080000000000be1d000135000032715502005200cb808001b300000000000000430507fb0000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0c2e05be0195510a4b4b1a1e000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T07:44:41+02:00,1,Charging,76,1520000,1292000,16466000,Trickle,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002000c05f00552400000050033000700080000000000be1d000136000031715502005200cb808001b300000000000000430507fb0000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0c0c05be0195510a4c4c1a1f000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T07:45:42+02:00,1,Charging,77,1540000,1258000,16466000,Trickle,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200ea04040652400000050032000700080000000000be19000130000031715502005200cb808001b300000000000000430507fb0000023c4b4b082500a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0cea04be0195510a4d4d1a20000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:06:04+02:00,1,Charging,53,1060000,1972000,16326000,Trickle,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200b4072404c63f0000050026000700080000000000be1c000136000023715502005200cb808001b30000000000000043050000000000004b4b000000a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000d60bb407be0195510a35351a01000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:07:04+02:00,1,Charging,55,1100000,1938000,16373000,Trickle,00000410d0070000603b7d003e003e0092070000000000000000000000000000000000000000000000000000000000000000020092074c04f53f000005002a000700080000000000be2000013e000026715502005200cb808001b30000000000000043050000000000004b4b000000a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000d60b9207be0195510a37371a02000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:08:04+02:00,1,Charging,57,1140000,1938000,16396000,Trickle,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200920774040c40000005002d000700080000000000be2000014000002a715502005200cb808001b30000000000000043050000000000004b4b000000a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000e00b9207be0195510a39391b03000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:09:04+02:00,1,Charging,58,1160000,1904000,16396000,Trickle,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200700788040c400000050038000700080000000000be37000168000032715502005200cb808001b30000000000013c430507f9000000004b4b000000a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000e00b7007be0195510a3a3a1b04000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:10:04+02:00,1,Charging,60,1200000,1904000,16419000,Trickle,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002007007b00423400000050033000700080000000000be23000141000032715502005200cb808001b30000000000013c430508010000023c4b4b082700a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000e00b7007be0195510a3c3c1b05000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:11:05+02:00,1,Charging,61,1220000,1870000,16419000,Trickle,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002004e07c40423400000050032000700080000000000be25000144000030715502005200cb808001b30000000000013c430508010000023c4b4b082700a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000ea0b4e07be0195510a3d3d1c06000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:12:05+02:00,1,Charging,63,1260000,1870000,16419000,Trickle,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002004e07ec0423400000050031000700080000000000be2000013e000030715502005200cb808001b30000000000013c430508010000023c4b4b082700a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000ea0b4e07be0195510a3f3f1c07000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:13:05+02:00,1,Charging,65,1300000,1870000,16419000,Trickle,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002004e07140523400000050033000700080000000000be23000141000031715502005200cb808001b30000000000013c430507ff000000004b4b000000a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000f40b4e07be0195510a41411d08000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:14:05+02:00,1,Charging,66,1320000,1836000,16443000,Trickle,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002002c0728053b400000050034000700080000000000be22000141000032715502005200cb808001b30000000000013c43050807000000004b4b000000a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000f40b2c07be0195510a42421d09000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:15:05+02:00,1,Charging,68,1360000,1836000,16443000,Trickle,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002002c0750053b400000050034000700080000000000be2100013e000033715502005200cb808001b30000000000013c430508070000023c4b4b082b00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000fe0b2c07be0195510a44441d0a000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:16:06+02:00,1,Charging,69,1380000,1802000,16443000,Trickle,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002000a0764053b400000050033000700080000000000be2000013c000031715502005200cb808001b30000000000013c430508070000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000fe0b0a07be0195510a45451e0b000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:17:06+02:00,1,Charging,71,1420000,1802000,16443000,Trickle,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002000a078c053b400000050032000700080000000000be2000013d000031715502005200cb808001b30000000000013c430508070000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000080c0a07be0195510a47471e0c000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:18:06+02:00,1,Charging,72,1440000,1768000,16443000,Trickle,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200e806a0053b400000050032000700080000000000be24000140000030715502005200cb808001b30000000000013c430508070000023c4b4b082700a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000080ce806be0195510a48481e0d000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:19:06+02:00,1,Charging,74,1480000,1734000,16443000,Trickle,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200c606c8053b400000050032000700080000000000be2100013e000030715502005200cb808001b30000000000013c430508010000023c4b4b082b00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000080cc606be0195510a4a4a1f0e000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:20:06+02:00,1,Charging,75,1500000,1700000,16443000,Trickle,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200a406dc053b400000050031000700080000000000be1e00013a000030715502005200cb808001b30000000000013c430508070000023c4b4b082700a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000080ca406be0195510a4b4b1f0f000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:21:06+02:00,1,Charging,77,1540000,1700000,16466000,Trickle,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200a406040652400000050034000700080000000000be2000013f000031715502005200cb808001b30000000000013c43050807000000004b4b000000a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000120ca406be0195510a4d4d2010000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:22:07+02:00,1,Charging,78,1560000,1632000,16466000,Trickle,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002006006180652400000050034000700080000000000be2100013e000032715502005200cb808001b30000000000013c43050807000000004b4b000000a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000120c6006be0195510a4e4e2011000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:23:07+02:00,1,Charging,79,1580000,1632000,16466000,Trickle,00000410d0070000603b7d003e003e0092070000000000000000000000000000000000000000000000000000000000000000020060062c0652400000050035000700080000000000be2900014a000033715502005200cb808001b30000000000013c430508010000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000120c6006be0195510a4f4f2012000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:24:07+02:00,1,Charging,81,1620000,1598000,16466000,Trickle,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002003e06540652400000050033000700080000000000be1e00013a000032715502005200cb808001b30000000000013c430508070000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000120c3e06be0195510a51512113000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:25:07+02:00,1,Charging,82,1640000,1564000,16466000,Trickle,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002001c06680652400000050034000700080000000000be25000141000032715502005200cb808001b30000000000013c430508010000023c4b4b083300a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000120c1c06be0195510a52522114000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:26:07+02:00,1,Charging,83,1660000,1530000,16466000,Trickle,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200fa057c0652400000050033000700080000000000be23000142000032715502005200cb808001b30000000000013c430508070000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000120cfa05be0195510a53532115000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:27:08+02:00,1,Charging,85,1700000,1496000,16466000,Trickle,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200d805a40652400000050034000700080000000000be2f000158000032715502005200cb808001b30000000000013c430507ff0000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000120cd805be0195510a55552216000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:28:08+02:00,1,Charging,86,1720000,1462000,16466000,Trickle,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200b605b80652400000050034000700080000000000be1e00013a000033715502005200cb808001b30000000000013c430508070000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000120cb605be0195510a56562217000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:29:08+02:00,1,Charging,87,1740000,1428000,16466000,Trickle,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002009405cc0652400000050033000700080000000000be1e00013a000032715502005200cb808001b30000000000013c430508070000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000120c9405be0195510a57572218000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:30:08+02:00,1,Charging,88,1760000,1394000,16466000,Trickle,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002007205e00652400000050033000700080000000000be2200013e000031715502005200cb808001b30000000000013c430508070000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0c7205be0195510a58582319000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:31:08+02:00,1,Charging,89,1780000,1360000,16466000,Trickle,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002005005f40652400000050032000700080000000000be1d000137000031715502005200cb808001b30000000000013c430508070000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0c5005be0195510a5959231a000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:32:08+02:00,1,Charging,90,1800000,1326000,16466000,Trickle,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002002e05080752400000050032000700080000000000be2300013f000030715502005200cb808001b30000000000013c430508010000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0c2e05be0195510a5a5a241b000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:33:09+02:00,1,Charging,92,1840000,1292000,16466000,Trickle,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002000c05300752400000050032000700080000000000be1d000137000030715502005200cb808001b30000000000013c430508010000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0c0c05be0195510a5c5c241c000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:34:09+02:00,1,Charging,93,1860000,1258000,16466000,Trickle,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200ea04440752400000050033000700080000000000be2000013e000030715502005200cb808001b30000000000013c430508010000023c4b4b082700a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0cea04be0195510a5d5d241d000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:35:09+02:00,1,Charging,94,1880000,1224000,16466000,Trickle,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200c804580752400000050032000700080000000000be1f000138000030715502005200cb808001b30000000000013c430508010000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0cc804be0195510a5e5e251e000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:36:09+02:00,1,Charging,95,1900000,1224000,16466000,Trickle,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200c8046c0752400000050032000700080000000000be1b000135000030715502005200cb808001b30000000000013c430508010000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0cc804be0195510a5f5f251f000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:37:09+02:00,1,Charging,96,1920000,1190000,16466000,Trickle,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200a604800752400000050031000700080000000000be1e000137000030715502005200cb808001b30000000000013c430508010000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0ca604be0195510a60602520000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:38:10+02:00,1,Charging,96,1920000,1156000,16466000,Trickle,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002008404800752400000050031000700080000000000be1d000134000030715502005200cb808001b30000000000013c430508010000023c4b4b082700a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0c8404be0195510a60602621000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:39:10+02:00,1,Charging,97,1940000,1122000,16466000,Trickle,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002006204940752400000050031000700080000000000be1b000135000030715502005200cb808001b30000000000013c430508010000023c4b4b082700a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0c6204be0195510a61612622000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:40:10+02:00,1,Charging,97,1940000,1088000,16466000,Trickle,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002004004940752400000050031000700080000000000be1c000133000030715502005200cb808001b30000000000013c430507fb0000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0c4004be0195510a61612623000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:41:10+02:00,1,Charging,97,1940000,1054000,16466000,Trickle,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002001e04940752400000050032000700080000000000be1b000133000030715502005200cb808001b30000000000013c43050801000000004b4b000000a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0c1e04be0195510a61612624000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:42:10+02:00,1,Charging,98,1960000,1020000,16466000,Trickle,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200fc03a80752400000050033000700080000000000be1d000136000032715502005200cb808001b30000000000013c43050801000000004b4b000000a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0cfc03be0195510a62622725000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:43:10+02:00,1,Charging,98,1960000,1020000,16466000,Trickle,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200fc03a80752400000050034000700080000000000be1c000134000033715502005200cb808001b30000000000013c430508010000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000120cfc03be0195510a62622726000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T19:44:11+02:00,0,Discharging,98,1960000,2347000,15073000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000100c30aa807e13a0000040034000700080000000000961b000028000032715502005200cb808001b30000000000013c430508010000023c2d2d082d00320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a00001c0cc30abe0195510a62620900000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T19:45:11+02:00,0,Discharging,96,1920000,1939000,14924000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000100930780074c3a0000040032000700080000000000951300001d000030715502005200cb808001b30000000000013c430508010000023c2d2d082d00320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a00001c0c9307be0195510a60600900000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T19:46:11+02:00,0,Discharging,94,1880000,2143000,14838000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000001005f085807f6390000040031000700080000000000941500001f000030715502005200cb808001b30000000000013c430507f90000023c2d2d082b00320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a00001c0c5f08be0195510a5e5e0900000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T19:47:11+02:00,0,Discharging,92,1840000,3299000,14680000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000100e30c300758390000040032000700080000000000931500001f000030715502005200cb808001b30000000000013c43050801000000002d2d000000320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a0000260ce30cbe0195510a5c5c0900000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T19:48:12+02:00,0,Discharging,91,1820000,2143000,14691000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000001005f081c0763390000040033000700080000000000921500001e000031715502005200cb808001b30000000000013c43050801000000002d2d000000320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a0000260c5f08be0195510a5b5b0900000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T19:49:12+02:00,0,Discharging,89,1780000,2449000,14635000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000001009109f4062b3900000400340007000800000000009218000023000032715502005200cb808001b30000000000013c430507ff000000002d2d000000320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a0000260c9109be0195510a59590900000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T19:50:12+02:00,0,Discharging,87,1740000,1973000,14573000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000100b507cc06ed380000040034000700080000000000911300001c000032715502005200cb808001b30000000000013c43050801000000002d2d000000320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a0000260cb507be0195510a57570900000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T19:51:12+02:00,0,Discharging,85,1700000,2177000,14519000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000001008108a406b7380000040034000700080000000000911500001e000032715502005200cb808001b30000000000013c430507fb000000002d2d000000320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a0000300c8108be0195510a55550900000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T19:52:12+02:00,0,Discharging,83,1660000,2041000,14476000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000100f9077c068c380000040033000700080000000000901400001c000032715502005200cb808001b30000000000013c430508010000023c2d2d082b00320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a0000300cf907be0195510a53530900000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T19:53:12+02:00,0,Discharging,81,1620000,2143000,14418000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000001005f08540652380000040033000700080000000000901500001d000031715502005200cb808001b30000000000013c430507f90000023c2d2d083300320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a0000300c5f08be0195510a51510900000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T19:54:13+02:00,0,Discharging,79,1580000,2075000,14455000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000001001b082c0677380000040032000700080000000000901400001c000030715502005200cb808001b30000000000013c430507f90000023c2d2d082d00320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a0000300c1b08be0195510a4f4f0900000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T19:55:13+02:00,0,Discharging,77,1540000,2075000,14411000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000001001b0804064b380000040031000700080000000000901400001d000030715502005200cb808001b30000000000013c430507f90000023c2d2d082d00320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a00003a0c1b08be0195510a4d4d0900000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
