ts,ac,status,capacity,charge_now,current_now,voltage_now,profile,ec_hex
2026-09-09T19:56:13+02:00,0,Discharging,76,1520000,2041000,14382000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000100f907f0052e3800000400320007000800000000008f1400001d000030715502005200cb808001b30000000000013c430507fb000000002d2d000000320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a00003a0cf907be0195510a4c4c0900000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T19:57:13+02:00,0,Discharging,74,1480000,3707000,14288000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000001007b0ec805d03700000400350007000800000000008e25000031000031715502005200cb808001b30000000000013c430507f9000000002d2d000000320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a00003a0c7b0ebe0195510a4a4a0900000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T19:58:13+02:00,0,Discharging,72,1440000,2109000,14290000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000001003d08a005d23700000400330007000800000000008e1500001e000032715502005200cb808001b30000000000013c430507fb0000023c2d2d082d00320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a00003a0c3d08be0195510a47480900000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T19:59:14+02:00,0,Discharging,70,1400000,2143000,14274000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000001005f087805c23700000400320007000800000000008e1500001f000031715502005200cb808001b30000000000013c430507f60000023c2d2d082d00320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a00003a0c5f08be0195510a46460900000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T20:00:14+02:00,0,Discharging,68,1360000,2789000,14021000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000100e50a5005c53600000400320007000800000000008c1b000025000030715502005200cb808001b30000000000013c430507fb0000023c2d2d082d00320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a00003a0ce50abe0195510a43440900000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T20:01:14+02:00,0,Discharging,66,1320000,2449000,14269000,Long_Life,00000410d0070000603b7d003e003e0092070000000000000000000000000000000000000000000000000000000000000000010091092805bd3700000400320007000800000000008e18000021000030715502005200cb808001b30000000000013c430507fb0000023c2d2d082d00320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a00003a0c9109be0195510a42420900000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T20:02:14+02:00,0,Discharging,64,1280000,2109000,14248000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000001003d080005a83700000400320007000800000000008e1500001e000030715502005200cb808001b30000000000013c43050801000000002d2d000000320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a00003a0c3d08be0195510a40400900000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T20:03:14+02:00,0,Discharging,62,1240000,2041000,14248000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000100f907d804a83700000400320007000800000000008e1400001d000031715502005200cb808001b30000000000013c430507fb000000002d2d000000320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a00003a0cf907be0195510a3e3e0900000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T20:04:15+02:00,0,Discharging,60,1200000,2075000,14196000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000001001b08b004743700000400330007000800000000008d1400001d000031715502005200cb808001b30000000000013c430507fb000000002d2d000000320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a00003a0c1b08be0195510a3c3c0900000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T20:05:15+02:00,0,Discharging,58,1160000,1973000,14189000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000100b50788046d3700000400330007000800000000008d1300001c000032715502005200cb808001b30000000000013c43050801000000002d2d000000320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a00003a0cb507be0195510a3a3a0900000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T20:06:15+02:00,0,Discharging,56,1120000,2041000,14144000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000100f9076004403700000400330007000800000000008d1400001d000032715502005200cb808001b30000000000013c430507fb000000002d2d000000320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a0000440cf907be0195510a38380900000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T20:07:15+02:00,0,Discharging,55,1100000,2075000,14125000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000001001b084c042d3700000400340007000800000000008d1400001d000032715502005200cb808001b30000000000013c43050801000000002d2d000000320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a0000440c1b08be0195510a37370900000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T20:08:15+02:00,0,Discharging,53,1060000,2143000,14125000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000001005d0a24042d3700000400350007000800000000008d1a000024000032715502005200cb808001b30000000000013c43050801000000002d2d000000320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a0000440c5d0abe0195510a35350900000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T20:09:16+02:00,1,Charging,53,1060000,2006000,16021000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200d6072404953e0000050033000700080000000000be25000145000033715502005200cb808001b30000000000013c430507fb0000023c4b4b083300a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000440cd607be0195510a35353800000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:10:16+02:00,1,Charging,55,1100000,2006000,16114000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200d6074c04f23e0000050034000700080000000000be2b00014e000032715502005200cb808001b30000000000013c430507fb0000023c4b4b083300a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00003a0cd607be0195510a37373801000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:11:16+02:00,1,Charging,56,1120000,2006000,16161000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200d6076004213f0000050033000700080000000000be24000146000032715502005200cb808001b30000000000013c430507fb0000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00003a0cd607be0195510a38383802000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:12:16+02:00,1,Charging,58,1160000,2006000,16185000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200d6078804393f0000050033000700080000000000be2900014d000032715502005200cb808001b30000000000013c430507fb0000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00003a0cd607be0195510a3a3a3903000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:13:16+02:00,1,Charging,60,1200000,2006000,16208000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200d607b004503f0000050033000700080000000000be2900014b000032715502005200cb808001b30000000000013c430507fb0000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00003a0cd607be0195510a3c3c3904000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:14:16+02:00,1,Charging,61,1220000,2006000,16255000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200d607c4047f3f0000050033000700080000000000be25000146000032715502005200cb808001b30000000000013c430508010000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00003a0cd607be0195510a3d3d3a05000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:15:17+02:00,1,Charging,63,1260000,2006000,16279000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200d607ec04973f0000050033000700080000000000be24000145000032715502005200cb808001b30000000000013c430507fb0000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000300cd607be0195510a3f3f3a06000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:16:17+02:00,1,Charging,65,1300000,2006000,16302000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200d6071405ae3f0000050035000700080000000000be2c000154000032715502005200cb808001b30000000000013c430507fb0000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000300cd607be0195510a41413a07000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:17:17+02:00,1,Charging,66,1320000,2006000,16326000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200d6072805c63f0000050034000700080000000000be2a00014d000032715502005200cb808001b30000000000013c430507fb0000023c4b4b083300a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000300cd607be0195510a42423b08000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:18:17+02:00,1,Charging,68,1360000,1972000,16349000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200b4075005dd3f0000050033000700080000000000be27000149000032715502005200cb808001b30000000000013c430507f90000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000300cb407be0195510a44443b09000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:19:17+02:00,1,Charging,70,1400000,1972000,16373000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200b4077805f53f0000050033000700080000000000be25000146000032715502005200cb808001b30000000000013c430507fb0000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000300cb407be0195510a46463b0a000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:20:18+02:00,1,Charging,71,1420000,1938000,16396000,Long_Life,00000410d0070000603b7d003e003e0092070000000000000000000000000000000000000000000000000000000000000000020092078c050c400000050033000700080000000000be25000145000032715502005200cb808001b30000000000013c430508010000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000300c9207be0195510a4747000c000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:21:18+02:00,1,Charging,73,1460000,1904000,16396000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002007007b4050c400000050033000700080000000000be25000147000032715502005200cb808001b30000000000013c430507f90000023c4b4b082b00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000300c7007be0195510a4949000d000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:22:18+02:00,1,Charging,75,1500000,1870000,16419000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002004e07dc0523400000050033000700080000000000be26000146000032715502005200cb808001b30000000000013c430508010000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000300c4e07be0195510a4b4b000e000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:23:18+02:00,1,Charging,76,1520000,1836000,16443000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002002c07f0053b400000050034000700080000000000be25000147000032715502005200cb808001b30000000000013c430508010000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000300c2c07be0195510a4c4c010f000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:24:18+02:00,1,Charging,78,1560000,1768000,16443000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200e80618063b400000050033000700080000000000be2000013f000032715502005200cb808001b30000000000013c430507ff0000023c4b4b082b00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000300ce806be0195510a4e4e0110000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:25:18+02:00,1,Charging,79,1580000,1734000,16443000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200c6062c063b400000050034000700080000000000be21000141000031715502005200cb808001b30000000000013c430507fb0000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000300cc606be0195510a4f4f0211000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:26:19+02:00,1,Charging,81,1620000,1700000,16443000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200a40654063b400000050033000700080000000000be2200013f000031715502005200cb808001b30000000000013c430508010000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000300ca406be0195510a51510212000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:27:19+02:00,1,Charging,82,1640000,1632000,16466000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002006006680652400000050034000700080000000000be2a00014b000032715502005200cb808001b30000000000013c430508010000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000300c6006be0195510a52520213000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:28:19+02:00,1,Charging,83,1660000,1564000,16466000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002001c067c0652400000050034000700080000000000be23000141000033715502005200cb808001b30000000000013c430508010000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000300c1c06bf0195510a53530314000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:29:19+02:00,1,Charging,85,1700000,1530000,16466000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200fa05a40652400000050035000700080000000000be23000143000033715502005200cb808001b30000000000013c430508010000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000300cfa05bf0195510a55550315000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:30:19+02:00,1,Charging,86,1720000,1496000,16466000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200d805b80652400000050035000700080000000000be1e00013c000033715502005200cb808001b30000000000013c430508010000023c4b4b083300a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000300cd805bf0195510a56560316000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:31:20+02:00,1,Charging,87,1740000,1428000,16466000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002009405cc0652400000050036000700080000000000be2800014a000033715502005200cb808001b30000000000013c430507ff0000023c4b4b083300a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000300c9405bf0195510a57570417000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:32:20+02:00,1,Charging,88,1760000,1394000,16466000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002007205e0065240000005003d000700080000000000be2e000157000035715502005200cb808001b30000000000034643050951000003464b4b097c00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000300c7205bf0195510a58580418000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:33:20+02:00,1,Charging,89,1780000,1360000,16466000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002005005f40652400000050036000700080000000000be2000013d000034715502005200cb808001b30000000000023c43050959000003464b4b097900a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000260c5005bf0195510a59590419000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:34:20+02:00,1,Charging,90,1800000,1292000,16466000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002000c05080752400000050033000700080000000000be1c000138000032715502005200cb808001b30000000000023c430508010000023c4b4b083300a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000260c0c05bf0195510a5a5a051a000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:35:20+02:00,1,Charging,92,1840000,1258000,16466000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200ea04300752400000050034000700080000000000be22000140000032715502005200cb808001b30000000000023c430508010000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000260cea04bf0195510a5c5c051b000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:36:21+02:00,1,Charging,93,1860000,1224000,16466000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200c804440752400000050037000700080000000000be2d000153000033715502005200cb808001b30000000000023c430507f90000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000260cc804bf0195510a5d5d051c000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:37:21+02:00,1,Charging,94,1880000,1190000,16466000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200a604580752400000050036000700080000000000be1b000134000034715502005200cb808001b30000000000023c430508010000023c4b4b082b00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000260ca604bf0195510a5e5e061d000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:38:21+02:00,1,Charging,95,1900000,1122000,16466000,Long_Life,00000410d0070000603b7d003e003e0092070000000000000000000000000000000000000000000000000000000000000000020062046c0752400000050035000700080000000000be2100013b000033715502005200cb808001b30000000000023c430508010000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000260c6204bf0195510a5f5f061e000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:39:21+02:00,1,Charging,96,1920000,1122000,16466000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002006204800752400000050034000700080000000000be1b000138000033715502005200cb808001b30000000000023c430507ff0000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000260c6204bf0195510a6060071f000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:40:21+02:00,1,Charging,96,1920000,1088000,16466000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002004004800752400000050035000700080000000000be1f00013b000032715502005200cb808001b30000000000023c430508070000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a0000260c4004bf0195510a60600720000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:41:21+02:00,1,Charging,96,1920000,1054000,16466000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002001e04800752400000050034000700080000000000be1d00013a000032715502005200cb808001b30000000000023c430508010000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0c1e04bf0195510a60600721000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:42:22+02:00,1,Charging,97,1940000,1020000,16466000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200fc03940752400000050034000700080000000000be25000145000032715502005200cb808001b30000000000023c430508010000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0cfc03bf0195510a61610822000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:43:22+02:00,1,Charging,97,1940000,952000,16466000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200b803940752400000050035000700080000000000be1b000135000032715502005200cb808001b30000000000023c430508010000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0cb803bf0195510a61610823000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:44:22+02:00,1,Charging,98,1960000,952000,16466000,Long_Life,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000200b803a80752400000050034000700080000000000be1a000134000032715502005200cb808001b30000000000023c430508010000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0cb803bf0195510a62620824000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:45:22+02:00,1,Charging,98,1960000,918000,16466000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002009603a80752400000050034000700080000000000be1b000135000032715502005200cb808001b30000000000023c430508010000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0c9603bf0195510a62620925000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:46:22+02:00,1,Charging,98,1960000,884000,16466000,Long_Life,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002007403a80752400000050034000700080000000000be1c000136000032715502005200cb808001b30000000000023c430508070000023c4b4b082d00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0c7403bf0195510a62620926000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:47:23+02:00,1,Charging,99,1980000,850000,16466000,Standard,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000002005203bc0752400000050035000700080000000000be1b000135000032715502005200cb808001b30000000000023c430508070000023c4b4b082b00a50000010000000000000000b00000cc00030000000000000000000000000000000fc1000000000047000000000000000a00001c0c5203bf0195510a63630927000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000001000000
2026-09-09T20:48:23+02:00,0,Discharging,99,1980000,2789000,15116000,Standard,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000100b309bc070c3b00000400330007000800000000009718000024000032715502005200cb808001b30000000000023c430508070000023c2d2d082b00320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a00001c0cb309bf0195510a63632e27000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T20:49:23+02:00,0,Discharging,97,1940000,2211000,14856000,,00000410d0070000603b7d003e003e00920700000000000000000000000000000000000000000000000000000000000000000100a3089407083a00000400330007000800000000009416000022000031715502005200cb808001b30000000000023c430508070000023c2d2d082d00320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a00001c0ca308bf0195510a61612e27000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
2026-09-09T20:50:23+02:00,0,Discharging,95,1900000,2109000,14880000,,00000410d0070000603b7d003e003e009207000000000000000000000000000000000000000000000000000000000000000001003d086c07203a00000400320007000800000000009415000020000031715502005200cb808001b30000000000023c430508010000023c2d2d082700320000010000000000000000b00000cc00020000000000000000000000000000000ec0000000000047000000000000000a0000260c3d08bf0195510a5f5f2e27000000000000000000000000000000000001003011301101005c2b1e019a009a009610000000000000000000000032000000000000000000000000000000000000000000000000ffff0000000000000000
